match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_topSpeed,stat_kilometersCovered,stat_numberOfSprints,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_metersCoveredWalkingKm,stat_metersCoveredJoggingKm,stat_metersCoveredRunningKm,stat_metersCoveredHighSpeedRunningKm,stat_metersCoveredSprintingKm,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialWon,stat_dispossessed,stat_onTargetScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_goals,stat_interceptionWon,player_firstName,player_lastName,stat_shotOffTarget,stat_wasFouled,stat_totalOffside,stat_accurateCross,stat_ownGoals,stat_bigChanceCreated,stat_errorLeadToAShot,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_punches,stat_goalsPrevented
14566572,home,FC Bayern München,Manuel Neuer,manuel-neuer,M. Neuer,G,1,193,36456,M,MNeuer,8959,EUR,512265600,G,1,1,False,True,19.0,17.0,4.0,2.0,0.0,16.0,17.0,1.0,2.0,8.0,1.0,1.0,90.0,26.0,6.6,2.0,0.00026536,20.376,4.87119,0.0,26.823889761199,4.0,14.385,11.76,-0.0003,0,0.04,-0.07,0.13,0.0,3.9,0.87,0.08,0.02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566572,home,FC Bayern München,Konrad Laimer,konrad-laimer,K. Laimer,D,27,180,7458,M,KonradLaimer,355492,EUR,864691200,D,27,27,False,,68.0,63.0,3.0,2.0,1.0,9.0,9.0,54.0,59.0,3.0,,,90.0,84.0,6.5,11.0,0.138966,30.888,11.1319,14.0,225.60789873154,30.0,138.6,33.075,,0,0.22,0.21,-0.23,,3.01,5.46,1.66,0.7,0.29,2.0,2.0,6.0,4.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
14566572,home,FC Bayern München,Dayot Upamecano,dayot-upamecano,D. Upamecano,D,2,185,14151,M,Upamecano,798583,EUR,909446400,D,2,2,False,,68.0,61.0,1.0,1.0,0.0,18.0,20.0,43.0,48.0,9.0,,,90.0,80.0,7.5,8.0,0.0240948,31.392,9.75757,9.0,128.68190704021,20.0,82.11,18.06,,1,0.32,0.15,0.4,,3.25,4.69,1.15,0.5,0.16,,1.0,3.0,7.0,,,,5.0,1.0,,1.0,,2.0,1.0,1.0,3.0,1.0,0.018,0.2354,-0.21,,,,,,,,,,,,,,,,,
14566572,home,FC Bayern München,Jonathan Tah,jonathan-tah,J. Tah,D,4,194,9464,M,jonatah,227672,EUR,823996800,D,4,4,False,,57.0,56.0,,,0.0,19.0,20.0,37.0,37.0,4.0,,,90.0,70.0,7.8,1.0,0.0359247,32.004,9.79946,8.0,246.0147762794,25.0,164.955,33.285,,1,0.26,0.22,-0.16,,3.18,4.6,1.37,0.49,0.17,,1.0,5.0,5.0,1.0,,,5.0,1.0,,3.0,,,,1.0,,,0.1602,0.8083,0.51,1.0,2.0,,,,,,,,,,,,,,,
14566572,home,FC Bayern München,Josip Stanišić,josip-stanisic,J. Stanišić,D,44,186,9015,M,josip_stanisic,927407,EUR,954633600,D,44,44,False,,44.0,42.0,2.0,2.0,0.0,13.0,13.0,29.0,31.0,3.0,,,88.0,61.0,6.5,6.0,0.042256,30.816,10.10249,11.0,113.0023271843,14.0,79.8,36.225,,1,-0.23,0.1,-0.07,,2.72,4.87,1.57,0.73,0.2,1.0,,1.0,4.0,,1.0,,2.0,2.0,1.0,,1.0,1.0,,,1.0,,0.0906,,-0.26,,,,,1.0,1.0,1.0,,,,,,,,,,
14566572,home,FC Bayern München,Joshua Kimmich,joshua-kimmich,J. Kimmich,M,6,176,42451,M,Jok_32,259117,EUR,792201600,M,6,6,False,,119.0,109.0,6.0,4.0,0.0,17.0,18.0,92.0,101.0,4.0,,,90.0,132.0,7.6,13.0,0.49101,29.088,12.32383,5.0,390.2945255574,47.0,156.24,16.17,,1,0.93,0.4,-0.62,,2.57,6.8,2.24,0.6,0.12,4.0,,1.0,2.0,,,,1.0,,1.0,1.0,6.0,,,1.0,,,0.0269,0.0099,-0.09,,1.0,,,,1.0,,2.0,1.0,,,,,,,,
14566572,home,FC Bayern München,Aleksandar Pavlović,aleksandar-pavlovic,A. Pavlović,M,45,186,10819,M,alekspavlovic_,1142251,EUR,1083542400,M,45,45,False,,109.0,106.0,4.0,4.0,0.0,16.0,16.0,90.0,93.0,5.0,,,88.0,117.0,7.4,4.0,0.165056,29.376,11.58183,7.0,248.04675826687,33.0,136.605,24.15,,0,0.57,0.35,-0.19,,2.34,6.14,2.27,0.66,0.18,,1.0,4.0,1.0,1.0,,,1.0,1.0,1.0,2.0,2.0,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,
14566572,home,FC Bayern München,Michael Olise,michael-olise,M. Olise,M,17,184,79615,M,MOlise,978838,EUR,1008115200,M,17,17,False,,58.0,54.0,,,1.0,6.0,6.0,48.0,52.0,2.0,,,90.0,88.0,7.5,12.0,0.371598,31.716,11.17343,12.0,286.19588643916,34.0,6.825,8.82,,4,0.34,0.41,-0.19,,3.11,5.35,1.75,0.71,0.26,6.0,,6.0,10.0,3.0,8.0,6.0,3.0,2.0,1.0,1.0,5.0,,1.0,,,,0.2071,,-0.36,,1.0,,,1.0,1.0,,2.0,,1.0,,3.0,,,,,
14566572,home,FC Bayern München,Lennart Karl,lennart-karl,L. Karl,M,42,168,44373,M,,1861975,EUR,1203638400,M,42,42,False,,54.0,52.0,,,0.0,7.0,7.0,45.0,47.0,2.0,,,77.0,78.0,8.0,10.0,0.247037,30.852,10.22175,7.0,165.79828373007,25.0,31.395,13.02,,5,0.01,0.38,-0.07,,2.17,5.94,1.42,0.53,0.16,,1.0,6.0,6.0,,6.0,3.0,3.0,1.0,4.0,1.0,3.0,,1.0,3.0,,,0.7748,1.2487,0.57,1.0,,Lennart Karl,,2.0,,,,,,,,1.0,1.0,,,
14566572,home,FC Bayern München,Serge Gnabry,serge-gnabry,S. Gnabry,M,7,176,19175,M,sergegnabry,187433,EUR,805680000,M,7,7,False,,37.0,32.0,,,1.0,4.0,6.0,28.0,31.0,,,,88.0,57.0,8.5,10.0,0.27884,30.384,9.87498,12.0,195.69237479594,16.0,134.295,25.725,,4,0.23,0.51,-0.1,,2.96,4.61,1.45,0.64,0.21,1.0,,2.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,,2.0,,1.0,2.0,,,0.5149,1.2365,0.55,1.0,1.0,,,2.0,,1.0,,,1.0,,,,,,,
14566572,home,FC Bayern München,Harry Kane,harry-kane,H. Kane,F,9,188,299780,M,HurriKane,108579,EUR,743817600,F,9,9,False,,21.0,20.0,1.0,1.0,0.0,4.0,4.0,16.0,17.0,1.0,,,89.0,32.0,6.7,3.0,0.0752577,30.132,10.04696,4.0,81.632399002448,9.0,49.35,17.64,,5,0.02,0.17,-0.04,,3.16,5.28,1.16,0.37,0.08,,,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,0.2435,0.2504,-0.53,,1.0,,,4.0,1.0,,,,,,,,1.0,,,
14566572,home,FC Bayern München,Raphaël Guerreiro,raphael-guerreiro,R. Guerreiro,D,22,170,7876,M,raphaelguerreiro14,246999,EUR,756518400,D,22,22,True,,12.0,10.0,,,0.0,3.0,3.0,7.0,9.0,,,,13.0,13.0,6.6,2.0,0.0272856,26.244,2.19554,1.0,7.0046627327802,1.0,6.93,6.93,,0,-0.27,0.15,0.0,,0.5,1.07,0.47,0.14,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566572,home,FC Bayern München,Alphonso Davies,alphonso-davies,A. Davies,D,19,185,29592,M,ADavies19,843665,EUR,973123200,D,19,19,True,,3.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,,,2.0,4.0,,,0.00215677,29.592,0.7166,1.0,,,,,,0,,,,,0.27,0.27,0.09,0.04,0.04,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566572,home,FC Bayern München,Hiroki Itō,hiroki-ito,H. Itō,D,21,188,6724,M,hiroki_ito38,873106,EUR,926467200,D,21,21,True,,3.0,3.0,,,0.0,1.0,1.0,2.0,2.0,,,,2.0,4.0,,,0.00141086,30.636,0.6124,1.0,6.0493491385438,1.0,1.785,1.785,,0,,,,,0.23,0.26,0.08,0.02,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
