match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_outfielderBlock,stat_wonTackle,stat_fouls,captain,stat_challengeLost,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_clearanceOffLine,player_sofascoreId,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed
11406905,home,Lecce,Wladimiro Falcone,,,wladimiro-falcone,W. Falcone,G,30,195,839,M,256667,EUR,797644800,G,30,30,False,27.0,14.0,17.0,4.0,12.0,15.0,2.0,12.0,7.0,2.0,3.0,1.0,1.0,90.0,37.0,6.3,13.0,0.00100714,0,-0.3466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406905,home,Lecce,Valentin Gendrey,,,valentin-gendrey,V. Gendrey,D,15,179,294,M,944899,EUR,961545600,D,17,17,False,50.0,43.0,5.0,2.0,26.0,27.0,17.0,25.0,3.0,,,,,90.0,72.0,6.7,14.0,0.194455,0,,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
11406905,home,Lecce,Marin Pongračić,,,marin-pongracic,M. Pongračić,D,5,193,2505,M,847467,EUR,873936000,D,5,5,False,78.0,71.0,13.0,10.0,53.0,55.0,18.0,23.0,7.0,,,,,90.0,88.0,6.9,8.0,0.00752591,0,,,5.0,1.0,,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11406905,home,Lecce,Federico Baschirotto,,,federico-baschirotto,F. Baschirotto,D,6,187,1366,M,786175,EUR,843177600,D,6,6,False,68.0,65.0,4.0,2.0,56.0,56.0,9.0,12.0,1.0,,,,,90.0,76.0,6.3,5.0,0.00395011,0,,,3.0,5.0,,,2.0,,,2.0,3.0,3.0,,,,True,1.0,,,,,,,,,,,,,,,
11406905,home,Lecce,Antonino Gallo,,,antonino-gallo,A. Gallo,D,25,183,673,M,945616,EUR,947030400,D,25,25,False,34.0,28.0,9.0,6.0,14.0,17.0,15.0,21.0,2.0,,,,,65.0,49.0,6.9,10.0,0.0174054,0,,4.0,2.0,4.0,2.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,
11406905,home,Lecce,Ylber Ramadani,,,ylber-ramadani,Y. Ramadani,M,20,185,1041,M,841977,EUR,829267200,M,20,20,False,41.0,34.0,5.0,3.0,16.0,20.0,18.0,21.0,8.0,,,,,90.0,54.0,6.8,9.0,0.0106489,0,,,4.0,4.0,1.0,3.0,1.0,,1.0,1.0,1.0,5.0,1.0,3.0,1.0,,2.0,,1.0,,,,,,,,,,,,,
11406905,home,Lecce,Pontus Almqvist,,,pontus-almqvist,P. Almqvist,F,11,183,456,M,856065,EUR,931564800,M,7,7,False,11.0,8.0,1.0,,2.0,2.0,7.0,11.0,2.0,,,,,72.0,34.0,6.4,11.0,0.00617355,4,,2.0,5.0,,1.0,2.0,3.0,1.0,,,,6.0,,1.0,1.0,,2.0,1.0,3.0,2.0,2.0,4.0,0.1034,,,,,,,,,
11406905,home,Lecce,Mohamed Kaba,,,mohamed-kaba,M. Kaba,M,21,185,693,M,1127590,EUR,1004140800,M,77,77,False,39.0,36.0,2.0,2.0,7.0,8.0,30.0,32.0,5.0,,,,,90.0,52.0,7.0,6.0,0.099424,0,,1.0,5.0,1.0,,2.0,2.0,1.0,2.0,,2.0,3.0,,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,
11406905,home,Lecce,Joan González,,,joan-gonzalez,J. González,M,,190,178,M,1137730,EUR,1012521600,M,16,16,False,20.0,16.0,2.0,2.0,2.0,3.0,14.0,19.0,4.0,,,,,60.0,34.0,6.8,9.0,0.0142354,0,,2.0,5.0,,,1.0,1.0,1.0,1.0,2.0,1.0,4.0,,,,,,,2.0,2.0,2.0,,,,,,,,,,,
11406905,home,Lecce,Rémi Oudin,,,remi-oudin,R. Oudin,M,28,185,292,M,842709,EUR,848275200,M,10,10,False,15.0,9.0,1.0,1.0,5.0,5.0,6.0,15.0,2.0,,,,,66.0,25.0,6.8,9.0,0.111739,2,,5.0,,,,,,,1.0,,,,,,,,,2.0,,,,,0.0349,1.0,1.0,0.1891,,,,,,
