match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_blockedScoringAttempt,stat_fouls,stat_expectedGoals,captain,stat_dispossessed,stat_totalCross,stat_challengeLost,stat_totalContest,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoalsOnTarget,stat_accurateCross,stat_wonContest,stat_shotOffTarget,stat_goodHighClaim,stat_punches,stat_bigChanceCreated,stat_bigChanceMissed
12436595,home,Crystal Palace,Dean Henderson,,,dean-henderson,D. Henderson,G,1,188,5010,M,deanhenderson,788134,EUR,858124800,G,1,1,False,38.0,20.0,22.0,4.0,0.0,17.0,18.0,3.0,20.0,3.0,13.0,3.0,4.0,4.0,4.0,90.0,51.0,7.2,18.0,0.00478857,1.0,0,0.595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436595,home,Crystal Palace,Jefferson Lerma,,,jefferson-lerma,J. Lerma,M,8,179,5444,M,jeffersonlerma,355796,EUR,783043200,D,8,8,False,41.0,33.0,7.0,3.0,0.0,24.0,30.0,9.0,11.0,6.0,3.0,,,,,90.0,58.0,7.1,11.0,0.0226728,,0,,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12436595,home,Crystal Palace,Maxence Lacroix,,,maxence-lacroix,M. Lacroix,D,5,192,6873,M,,879674,EUR,954979200,D,5,5,False,44.0,37.0,6.0,3.0,0.0,30.0,32.0,7.0,12.0,4.0,1.0,,,,,89.0,60.0,7.0,9.0,0.00163767,,2,,2.0,5.0,4.0,8.0,,,1.0,1.0,2.0,3.0,2.0,2.0,0.3102,,,,,,,,,,,,,,,,
12436595,home,Crystal Palace,Marc Guéhi,,,marc-guehi,M. Guéhi,D,15,182,22326,M,MarcGuehi13,877994,EUR,963446400,D,6,6,False,44.0,40.0,4.0,2.0,0.0,22.0,24.0,18.0,20.0,7.0,1.0,,,,,90.0,59.0,6.3,8.0,0.00816533,1.0,0,,,,5.0,3.0,,1.0,3.0,1.0,,,,2.0,,True,3.0,,,,,,,,,,,,,,
12436595,home,Crystal Palace,Daniel Muñoz,,,daniel-munoz,D. Muñoz,M,2,183,12060,M,daniel.chitiva,870360,EUR,833068800,M,12,12,False,27.0,22.0,2.0,,0.0,14.0,14.0,8.0,14.0,2.0,1.0,,,,,90.0,51.0,7.2,8.0,0.00876632,1.0,1,,4.0,2.0,10.0,6.0,,,3.0,2.0,,1.0,,2.0,0.0456,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.332,,,,,,,
12436595,home,Crystal Palace,Adam Wharton,,,adam-wharton,A. Wharton,M,20,182,5795,M,,1109771,EUR,1076025600,M,20,20,False,28.0,18.0,3.0,1.0,0.0,8.0,12.0,11.0,19.0,2.0,1.0,,,,,82.0,47.0,6.9,19.0,0.275785,2.0,0,,,,4.0,4.0,,2.0,2.0,2.0,3.0,1.0,,1.0,,,1.0,3.0,2.0,1.0,,,,,1.0,1.0,,,,,
12436595,home,Crystal Palace,Daichi Kamada,,,daichi-kamada,D. Kamada,M,18,184,6890,M,kamadadaichi,794338,EUR,839203200,M,18,18,False,38.0,30.0,3.0,1.0,0.0,19.0,24.0,11.0,14.0,1.0,3.0,,,,,90.0,50.0,6.9,11.0,0.00611237,,0,,1.0,1.0,5.0,8.0,,1.0,5.0,5.0,,2.0,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,
12436595,home,Crystal Palace,Tyrick Mitchell,,,tyrick-mitchell,T. Mitchell,M,3,174,1388,M,,988275,EUR,936144000,M,3,3,False,10.0,7.0,3.0,,0.0,6.0,8.0,1.0,6.0,3.0,5.0,,,,,63.0,29.0,6.5,8.0,0.00282526,,0,,1.0,,2.0,3.0,,1.0,2.0,,,1.0,,,,,1.0,4.0,,,,,,,,,,,,,
12436595,home,Crystal Palace,Ismaïla Sarr,,,ismaila-sarr,I. Sarr,F,7,185,26789,M,ismaila_sarr18,845286,EUR,888364800,F,7,7,False,15.0,11.0,1.0,1.0,0.0,3.0,4.0,8.0,11.0,1.0,5.0,,,,,90.0,33.0,6.5,10.0,0.0132719,,0,,3.0,,8.0,4.0,1.0,,2.0,1.0,1.0,2.0,,,,,2.0,,1.0,2.0,,,,,,,,,,,
12436595,home,Crystal Palace,Eberechi Eze,,,eberechi-eze,E. Eze,F,10,178,55840,M,eze,864921,EUR,899078400,F,10,10,False,19.0,17.0,1.0,1.0,2.0,8.0,8.0,9.0,11.0,,5.0,,,,,82.0,37.0,7.5,9.0,0.0220512,2.0,2,,2.0,,9.0,6.0,,,1.0,1.0,,1.0,1.0,,0.0846,,2.0,,1.0,8.0,1.0,,,0.1716,,4.0,,,,,
