match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_bigChanceCreated,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAGoal,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keyPass,stat_dribbleValueNormalized,captain,stat_shotOffTarget,stat_wasFouled,stat_fouls,stat_shotValueNormalized,stat_totalCross,stat_onTargetScoringAttempt,stat_goals,stat_accurateCross,stat_challengeLost,stat_unsuccessfulTouch,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed,stat_blockedScoringAttempt
15017251,home,Brackley Town,Jonathan Maxted,jonathan-maxted,J. Maxted,G,21,183.0,7,M,777217,EUR,751593600,G,1,1,False,29.0,11.0,27.0,9.0,0.0,3.0,4.0,8.0,25.0,1.0,8.0,2.0,4.0,1.0,90.0,35.0,6.8,18.0,0.8261,0,0.1,-0.4,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15017251,home,Brackley Town,Kyle Morrison,kyle-morrison,K. Morrison,D,5,183.0,2,M,1423917,EUR,826848000,D,5,5,False,25.0,14.0,7.0,2.0,1.0,9.0,13.0,5.0,12.0,5.0,5.0,,,,82.0,36.0,6.4,12.0,,0,0.29,-0.43,,Kyle Morrison,,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,15.006970826383,2.0,-3.57,5.46,1.0,0.03,,,,,,,,,,,,,,,,,,,
15017251,home,Brackley Town,Gareth Dean,gareth-dean,G. Dean,D,6,185.0,1,M,140288,EUR,633225600,D,6,6,False,15.0,8.0,3.0,,0.0,6.0,10.0,2.0,5.0,8.0,2.0,,,,90.0,29.0,5.9,7.0,,1,0.01,-0.41,,,,4.0,3.0,5.0,5.0,,1.0,1.0,,,,,,,,,,True,1.0,2.0,1.0,-0.15,,,,,,,,,,,,,,
15017251,home,Brackley Town,Michael Nottingham,michael-nottingham,M. Nottingham,D,12,194.0,15,M,370662,EUR,608515200,D,12,12,False,16.0,9.0,9.0,4.0,0.0,6.0,7.0,3.0,9.0,9.0,2.0,,,,90.0,44.0,7.7,15.0,,1,-0.02,-0.03,,,,2.0,2.0,2.0,3.0,,1.0,2.0,,,,3.0595006128452,1.0,1.26,1.26,,0.01,,,1.0,,0.51,1.0,1.0,1.0,,,,,,,,,,,
15017251,home,Brackley Town,Tyler Lyttle,tyler-lyttle,T. Lyttle,D,2,177.0,3,M,803212,EUR,847756800,M,2,2,False,26.0,18.0,4.0,1.0,0.0,5.0,5.0,13.0,21.0,,5.0,,,,90.0,46.0,6.3,16.0,,0,0.18,-0.14,,,,2.0,,4.0,,,1.0,,,,,45.408886342207,4.0,18.795,25.83,1.0,0.04,,,,1.0,,4.0,,,1.0,1.0,1.0,,,,,,,,
15017251,home,Brackley Town,Shane Byrne,shane-byrne,S. Byrne,M,23,178.0,4,M,94659,EUR,735696000,M,23,23,False,24.0,18.0,4.0,1.0,0.0,9.0,12.0,9.0,12.0,1.0,5.0,,,,84.0,36.0,6.6,9.0,,0,-0.04,-0.08,,,,,,1.0,3.0,,,1.0,2.0,,,39.149622985317,6.0,6.93,6.93,1.0,0.03,,,,,,1.0,,,,,,1.0,1.0,1.0,,,,,
15017251,home,Brackley Town,Jack Price,jack-price,J. Price,M,4,171.0,22,M,227496,EUR,724723200,M,4,4,False,34.0,21.0,9.0,1.0,0.0,11.0,13.0,10.0,21.0,3.0,1.0,,,,76.0,44.0,6.6,16.0,,0,0.28,-0.05,,,,1.0,,1.0,1.0,,,1.0,1.0,,,62.672471990496,5.0,-23.1,3.885,1.0,0.03,,,,,,4.0,,,1.0,,,,,,,,,,
15017251,home,Brackley Town,Morgan Roberts,morgan-roberts,M. Roberts,M,10,178.0,9,M,931447,EUR,977443200,M,10,10,False,15.0,11.0,1.0,1.0,0.0,7.0,8.0,4.0,7.0,2.0,2.0,,,,84.0,32.0,6.5,9.0,,1,-0.16,-0.09,,,,4.0,3.0,9.0,8.0,,,,1.0,1.0,,34.627731439768,6.0,-12.285,3.78,,-0.02,,1.0,4.0,1.0,-0.13,,,,,2.0,2.0,1.0,2.0,1.0,,,,,
15017251,home,Brackley Town,Riccardo Calder,riccardo-calder,R. Calder,M,3,183.0,3,M,785445,EUR,822614400,M,3,3,False,18.0,9.0,9.0,3.0,0.0,3.0,6.0,6.0,12.0,6.0,5.0,,,,90.0,32.0,6.5,9.0,,0,0.04,-0.09,,,,2.0,,3.0,3.0,,,1.0,,,,66.27185134395,7.0,34.23,26.775,,0.08,,,3.0,,,,,,,1.0,,,,,,,,,
15017251,home,Brackley Town,Matt Lowe,matt-lowe,M. Lowe,F,11,179.0,10,M,860838,EUR,826502400,F,11,11,False,11.0,6.0,,,0.0,2.0,3.0,4.0,8.0,,2.0,,,,90.0,29.0,6.7,11.0,,1,-0.13,0.21,,,,1.0,2.0,7.0,9.0,,,,3.0,1.0,,38.517517059798,4.0,16.695,17.85,,-0.36,,1.0,4.0,2.0,-0.18,,,,,,2.0,3.0,1.0,,3.0,,,,
