match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_challengeLost,stat_interceptionWon,stat_aerialWon,stat_ownGoals,stat_unsuccessfulTouch,stat_fouls,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_goals,stat_penaltyWon,stat_lastManTackle,stat_penaltyFaced,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded,stat_totalOffside,stat_goalAssist
11451078,home,Hatayspor,Erce Kardeşler,erce-kardesler,E. Kardeşler,G,31,186,93,M,758606,EUR,763603200,G,1,1,False,True,25.0,19.0,12.0,6.0,15.0,17.0,4.0,8.0,7.0,1.0,1.0,1.0,90.0,33.0,6.5,7.0,0.00196978,0,-1.4118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451078,home,Hatayspor,Rigoberto Rivas,rigoberto-rivas,R. Rivas,M,99,178,347,M,837742,EUR,901843200,D,99,99,False,,26.0,17.0,7.0,5.0,8.0,9.0,11.0,21.0,4.0,,,,76.0,50.0,6.3,18.0,0.17066,1,,,,4.0,2.0,2.0,6.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0141,1.0,,,,,,,,,,,,,,,,,,,,,
11451078,home,Hatayspor,Guy-Marcelin Kilama,guy-marcelin-kilama,G. M. Kilama,D,,180,314,M,944222,EUR,928022400,D,3,3,False,,53.0,48.0,2.0,1.0,36.0,38.0,12.0,16.0,6.0,,,,90.0,65.0,6.6,7.0,0.00684649,0,,,,1.0,,1.0,3.0,5.0,,1.0,,,4.0,3.0,1.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11451078,home,Hatayspor,Burak Bekaroğlu,burak-bekaroglu,B. Bekaroğlu,D,86,185,23,M,802645,EUR,861148800,D,86,86,False,,37.0,27.0,5.0,3.0,17.0,20.0,10.0,17.0,2.0,,,,89.0,41.0,6.0,11.0,0.0149818,0,,,,,,1.0,5.0,4.0,,,,,2.0,,,,,1.0,3.0,,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
11451078,home,Hatayspor,Faouzi Ghoulam,faouzi-ghoulam,F. Ghoulam,D,,188,1996,M,133236,EUR,665366400,D,13,13,False,,38.0,30.0,2.0,,11.0,12.0,25.0,45.0,4.0,,,,90.0,75.0,7.9,23.0,0.66299,2,,Faouzi,Ghoulam,19.0,6.0,2.0,3.0,8.0,,1.0,1.0,,,3.0,3.0,,0.2123,5.0,,2.0,4.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
11451078,home,Hatayspor,Chandrel Massanga,chandrel-massanga,C. Massanga,M,8,172,201,M,1083138,EUR,934848000,M,4,4,False,,42.0,32.0,4.0,1.0,16.0,16.0,16.0,26.0,8.0,,,,76.0,65.0,7.1,14.0,0.0381401,2,,Chandrel Massanga,,,,1.0,6.0,7.0,2.0,,,,2.0,2.0,2.0,3.0,0.3403,1.0,2.0,4.0,2.0,,2.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,
11451078,home,Hatayspor,Giorgi Aburjania,giorgi-aburjania,G. Aburjania,M,29,187,128,M,156569,EUR,789004800,M,29,29,False,,24.0,17.0,4.0,,10.0,12.0,7.0,12.0,4.0,,,,63.0,33.0,6.7,7.0,0.00601455,1,,,,,,1.0,4.0,5.0,,,,,,1.0,1.0,4.0,0.0347,,2.0,,,,,1.0,,,,1.0,1.0,,,,,,,,,,
11451078,home,Hatayspor,Carlos Strandberg,carlos-strandberg,C. Strandberg,F,10,187,170,M,333423,EUR,829440000,M,10,10,False,,8.0,5.0,,,1.0,1.0,4.0,7.0,3.0,,,,63.0,18.0,6.7,4.0,0.075232,4,,,,,,1.0,2.0,2.0,,3.0,2.0,2.0,,,,,0.2381,,,,,,,,,1.0,,2.0,,,,,,,,,,,
11451078,home,Hatayspor,Fisayo Dele-Bashiru,dele-bashiru-oluwafisayo,F. Dele-Bashiru,M,7,186,3768,M,910121,EUR,981417600,M,17,17,False,,36.0,31.0,,,8.0,10.0,23.0,26.0,6.0,,,,90.0,56.0,7.1,14.0,0.168738,2,,,,,,1.0,3.0,7.0,,4.0,3.0,,,,,1.0,0.4965,3.0,,,3.0,,7.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,
11451078,home,Hatayspor,Didier Lamkel Zé,didier-lamkel-ze,D. L. Zé,F,60,193,625,M,845272,EUR,842918400,M,11,11,False,,35.0,26.0,3.0,3.0,6.0,7.0,23.0,31.0,5.0,,,,90.0,52.0,8.1,14.0,0.682195,2,,,,3.0,3.0,2.0,6.0,8.0,2.0,3.0,3.0,,,1.0,,1.0,0.0726,3.0,1.0,,3.0,,2.0,1.0,2.0,,1.0,1.0,,,,,,,,,,,
