match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_accurateCross,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_keyPass,player_firstName,player_lastName,stat_shotOffTarget,stat_blockedScoringAttempt,captain,stat_bigChanceCreated,player_sofascoreId,stat_totalOffside
11067565,home,Internacional,John Victor,john-victor,John,G,12,197,3318,M,840103,EUR,824169600,G,31,31,False,24.0,18.0,13.0,7.0,13.0,16.0,5.0,8.0,1.0,2.0,1.0,1.0,2.0,5.0,3.0,5.0,2.0,90.0,35.0,8.2,6.0,0.0,0.0,0.00120673,0,1.843,,,,,,,,,,,,,,,,,,,,,,,,
11067565,home,Internacional,Fabricio Bustos,fabricio-bustos,F. Bustos,D,16,167,800,M,850023,EUR,830649600,D,16,16,False,48.0,36.0,5.0,2.0,16.0,22.0,20.0,27.0,,6.0,2.0,1.0,,7.0,,,,90.0,71.0,6.5,17.0,0.0,0.0,0.0290805,0,,1.0,1.0,7.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,
11067565,home,Internacional,Vitão,vitao,Vitão,D,44,185,3503,M,876625,EUR,949449600,D,44,44,False,41.0,33.0,2.0,1.0,23.0,31.0,11.0,11.0,3.0,4.0,1.0,1.0,8.0,2.0,,,,90.0,55.0,7.1,9.0,0.1782,0.6911,0.0962728,1,,1.0,2.0,4.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
11067565,home,Internacional,Gabriel Mercado,gabriel-mercado,G. Mercado,D,25,180,995,M,128376,EUR,543024000,D,25,25,False,19.0,18.0,1.0,1.0,13.0,14.0,5.0,5.0,1.0,6.0,,,,2.0,,,,45.0,28.0,6.9,2.0,0.0,0.0,0.0011688,0,,,1.0,5.0,1.0,1.0,4.0,4.0,,1.0,2.0,,,,,2.0,,,,,,,,,
11067565,home,Internacional,Renê,rene,Renê,D,6,174,1464,M,243113,EUR,716428800,D,6,6,False,53.0,44.0,3.0,1.0,28.0,34.0,16.0,20.0,1.0,5.0,2.0,1.0,5.0,10.0,,,,90.0,85.0,7.5,16.0,0.0,0.0,0.0210052,0,,1.0,2.0,3.0,,,2.0,2.0,1.0,1.0,,,,,1.0,3.0,,,,,,,,,
11067565,home,Internacional,Charles Aránguiz,charles-aranguiz,C. Aránguiz,M,20,171,3505,M,18304,EUR,608774400,M,20,20,False,31.0,24.0,2.0,2.0,9.0,10.0,15.0,21.0,,3.0,,,,2.0,,,,45.0,40.0,6.7,9.0,0.0,0.0,0.00890323,0,,,,3.0,2.0,,3.0,1.0,2.0,,1.0,,,,,,,,,,,,,,
11067565,home,Internacional,Rômulo Zwarg,romulo,R. Zwarg,M,23,182,491,M,989384,EUR,951868800,M,40,40,False,39.0,28.0,5.0,1.0,14.0,19.0,14.0,21.0,,5.0,3.0,1.0,2.0,4.0,,,,89.0,53.0,6.7,14.0,0.0,0.0,0.0200623,0,,1.0,,5.0,1.0,,1.0,1.0,,3.0,2.0,,,,2.0,1.0,1.0,,,,,,,,
11067565,home,Internacional,Carlos De Pena,carlos-de-pena,Carlos De Pena,M,27,177,495,M,311394,EUR,700272000,M,14,14,False,23.0,16.0,6.0,4.0,6.0,7.0,10.0,18.0,2.0,7.0,,,,7.0,,,,90.0,42.0,7.4,11.0,0.1585,0.1547,0.0280065,4,,2.0,2.0,4.0,,1.0,5.0,3.0,,,1.0,,,1.0,,,,,,2.0,1.0,,,,
11067565,home,Internacional,Alan Patrick,alan-patrick,A. Patrick,M,10,177,6630,M,124997,EUR,674092800,M,10,10,False,37.0,30.0,2.0,,8.0,8.0,23.0,34.0,,4.0,5.0,1.0,,7.0,,,,90.0,60.0,6.7,19.0,0.0371,0.0,0.266662,1,,5.0,2.0,12.0,1.0,2.0,3.0,,,,3.0,1.0,,,,,2.0,,,1.0,,True,1.0,,
11067565,home,Internacional,Wanderson,wanderson,Wanderson,M,94,175,1923,M,247483,EUR,781401600,M,11,11,False,24.0,21.0,,,4.0,7.0,18.0,23.0,2.0,6.0,6.0,4.0,,5.0,,,,75.0,46.0,6.7,15.0,0.0361,0.0165,0.0404488,1,,6.0,1.0,6.0,1.0,1.0,,,3.0,,1.0,1.0,,1.0,,1.0,,,,,,,,,
