match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,player_firstName,player_lastName,captain,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_expectedGoalsOnTarget,stat_challengeLost,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_penaltyWon,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside,stat_crossNotClaimed,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_keeperSaveValue,stat_goalsPrevented,stat_goalkeeperValueNormalized,stat_penaltyConceded
14131939,home,Benfica,Anatoliy Trubin,anatoliy-trubin,A. Trubin,G,1,200,9533,M,anatoliytrubin81,966616,EUR,996624000,G,1,1,False,22.0,20.0,4.0,2.0,0.0,19.0,19.0,1.0,3.0,4.0,90.0,24.0,6.6,2.0,0.0011975,0,0.04,0.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131939,home,Benfica,Fredrik Aursnes,fredrik-aursnes,F. Aursnes,M,8,179,3950,M,,228364,EUR,818553600,D,8,8,False,46.0,38.0,9.0,4.0,0.0,21.0,22.0,17.0,24.0,7.0,90.0,64.0,7.2,13.0,0.0511153,0,0.31,0.01,0.14,4.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131939,home,Benfica,Tomás Araújo,tomas-araujo,T. Araújo,D,44,186,2711,M,,983542,EUR,1021507200,D,44,44,False,54.0,48.0,10.0,9.0,0.0,36.0,38.0,12.0,16.0,3.0,90.0,62.0,7.9,7.0,0.0255691,1,0.42,0.11,0.3,,,2.0,1.0,4.0,,1.0,2.0,2.0,2.0,,,,,1.0,1.0,0.048,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,
14131939,home,Benfica,Nicolás Otamendi,nicolas-otamendi,N. Otamendi,D,30,183,17844,M,Notamendi30,74915,EUR,571622400,D,30,30,False,67.0,59.0,9.0,7.0,0.0,44.0,47.0,15.0,20.0,4.0,90.0,80.0,9.0,9.0,0.0122441,2,0.31,0.14,0.26,,,7.0,1.0,9.0,,3.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,0.3212,0.48,,,True,1.0,1.0,1.0,1.0,1.0,0.915,,,,,,,,,,,,,,,,
14131939,home,Benfica,Samuel Dahl,dahl-samuel,S. Dahl,D,26,171,2179,M,,993101,EUR,1046736000,D,26,26,False,43.0,37.0,2.0,1.0,0.0,22.0,22.0,15.0,21.0,3.0,90.0,59.0,7.7,8.0,0.483831,0,0.56,0.08,-0.02,1.0,,,1.0,5.0,,1.0,2.0,3.0,3.0,,1.0,,1.0,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,
14131939,home,Benfica,Richard Ríos,richard-rios,R. Ríos,M,8,185,34088,M,richardrios,1015292,EUR,959904000,M,20,20,False,32.0,28.0,2.0,2.0,0.0,14.0,14.0,14.0,18.0,4.0,67.0,49.0,6.5,11.0,0.0386321,1,0.22,0.06,0.13,1.0,,1.0,5.0,3.0,2.0,2.0,,,,4.0,1.0,3.0,1.0,,1.0,0.1601,-0.75,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,
14131939,home,Benfica,Enzo Barrenechea,enzo-barrenechea,E. Barrenechea,M,5,186,6499,M,,1087316,EUR,990489600,M,5,5,False,72.0,66.0,7.0,6.0,0.0,37.0,38.0,29.0,34.0,11.0,90.0,83.0,7.1,9.0,0.0383787,1,0.38,0.05,-0.08,,,,8.0,2.0,2.0,,3.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,0.0366,0.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,
14131939,home,Benfica,Dodi Lukebakio,dodi-lukebakio,D. Lukebakio,M,11,187,4874,M,DLukebakio,823631,EUR,875059200,M,11,11,False,29.0,21.0,6.0,4.0,1.0,10.0,13.0,11.0,16.0,8.0,77.0,49.0,7.4,17.0,0.381543,2,0.44,0.45,0.17,4.0,2.0,,6.0,3.0,1.0,1.0,,2.0,1.0,4.0,,3.0,4.0,,1.0,0.067,-0.51,,,,3.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,
14131939,home,Benfica,Georgiy Sudakov,georgiy-sudakov,G. Sudakov,M,10,177,6474,M,,1123925,EUR,1030838400,M,10,10,False,29.0,20.0,1.0,1.0,0.0,4.0,6.0,16.0,23.0,,63.0,44.0,6.5,16.0,0.104091,0,-0.12,0.12,-0.18,5.0,1.0,,2.0,5.0,1.0,,,,,2.0,5.0,1.0,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
14131939,home,Benfica,Gianluca Prestianni,gianluca-prestianni,G. Prestianni,M,25,165,7794,M,,1201395,EUR,1138665600,M,25,25,False,20.0,17.0,1.0,1.0,1.0,3.0,4.0,14.0,16.0,2.0,63.0,38.0,8.0,10.0,0.0305468,1,0.27,0.51,0.0,,,2.0,4.0,7.0,1.0,,,,,3.0,3.0,1.0,1.0,,,0.0805,-0.51,Gianluca Prestianni,,,4.0,2.0,1.0,,,0.2454,,,,,1.0,,,,,,,,,,,
