match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_interceptionWon,stat_bigChanceCreated,stat_outfielderBlock,stat_keyPass,stat_dispossessed,stat_bigChanceMissed,stat_totalOffside,stat_accurateCross,stat_wasFouled,captain,stat_shotOffTarget,stat_blockedScoringAttempt,stat_goalAssist,stat_goals
10438039,home,Rio Ave,Magrão,Magrão,,magrao,Magrão,G,15,197,176,M,1083070,EUR,958348800,G,1,1,False,15.0,13.0,5.0,3.0,13.0,14.0,1.0,9.0,1.0,1.0,2.0,90.0,23.0,6.6,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438039,home,Rio Ave,Renato Pantalon,,,renato-pantalon,R. Pantalon,D,84,196,88,M,826561,EUR,877910400,D,42,42,False,42.0,40.0,4.0,3.0,24.0,24.0,19.0,4.0,,,,90.0,51.0,6.5,5.0,0,16.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,
10438039,home,Rio Ave,Aderllan Santos,,,aderllan-santos,A. Santos,D,33,193,103,M,129617,EUR,608083200,D,33,33,False,73.0,60.0,12.0,3.0,47.0,51.0,22.0,6.0,,,,90.0,83.0,6.8,14.0,1,13.0,,2.0,3.0,3.0,,4.0,,,1.0,2.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,
10438039,home,Rio Ave,Patrick William,,,patrick-william,P. William,D,,186,83,M,921624,EUR,865296000,D,4,4,False,61.0,49.0,11.0,4.0,29.0,34.0,27.0,2.0,,,,72.0,71.0,7.1,14.0,0,20.0,,2.0,4.0,3.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,2.0,1.0,1.0,2.0,,,,,,,,,,
10438039,home,Rio Ave,Costinha,,,costinha,Costinha,D,20,181,818,M,988333,EUR,954028800,M,20,20,False,28.0,19.0,6.0,3.0,9.0,13.0,18.0,2.0,,,,90.0,50.0,6.2,18.0,2,10.0,3.0,,8.0,1.0,2.0,,1.0,1.0,1.0,1.0,2.0,2.0,,2.0,,,,1.0,1.0,1.0,1.0,,,,,,,
10438039,home,Rio Ave,Amine Oudrhiri,,,amine-oudrhiri,A. Oudrhiri,M,95,184,104,M,374560,EUR,720835200,M,10,10,False,51.0,48.0,3.0,2.0,32.0,32.0,20.0,3.0,,,,82.0,64.0,6.6,7.0,0,17.0,1.0,1.0,5.0,3.0,1.0,2.0,,,2.0,2.0,,,,,2.0,,,1.0,2.0,,,1.0,2.0,,,,,
10438039,home,Rio Ave,Gonçalo Rodrigues,,,goncalo-rodrigues,G. Rodrigues,M,16,168,231,M,357740,EUR,869184000,M,6,6,False,64.0,58.0,3.0,2.0,28.0,29.0,38.0,5.0,,,,90.0,78.0,6.7,12.0,3,30.0,3.0,,3.0,3.0,2.0,,,,2.0,,,2.0,1.0,1.0,,,,1.0,,,,,2.0,True,1.0,1.0,,
10438039,home,Rio Ave,Paulo Vitor,,,paulo-vitor,P. Vitor,M,7,170,121,M,881153,EUR,930182400,M,93,93,False,20.0,18.0,2.0,1.0,9.0,10.0,12.0,4.0,,,,82.0,44.0,6.9,10.0,1,10.0,2.0,,5.0,3.0,,,,,2.0,2.0,1.0,4.0,2.0,,2.0,1.0,1.0,2.0,,,,1.0,1.0,,1.0,,,
10438039,home,Rio Ave,Emmanuel Boateng,,,emmanuel-boateng,E. Boateng,F,9,175,588,M,580392,EUR,832809600,F,22,22,False,9.0,8.0,2.0,2.0,3.0,3.0,6.0,4.0,,,,90.0,27.0,7.0,8.0,4,5.0,,3.0,5.0,8.0,,,1.0,1.0,4.0,1.0,3.0,,,,,,,,1.0,,1.0,,4.0,,3.0,1.0,,
10438039,home,Rio Ave,Leonardo Ruiz,,,leonardo-ruiz,L. Ruiz,F,17,185,112,M,605426,EUR,829785600,F,9,9,False,18.0,13.0,1.0,1.0,6.0,8.0,10.0,2.0,,,,72.0,24.0,7.0,5.0,1,7.0,,,3.0,3.0,3.0,1.0,,,,,,2.0,2.0,1.0,,,1.0,1.0,,1.0,,,1.0,,,,,
