match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_challengeLost,stat_outfielderBlock,stat_keyPass,stat_totalContest,stat_interceptionWon,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_hitWoodwork,captain,stat_bigChanceMissed,stat_shotOffTarget,stat_wonContest,stat_totalOffside,stat_errorLeadToAShot
12448279,home,NEC Nijmegen,Robin Roefs,robin-roefs,R. Roefs,G,22,193.0,2142,M,1012928,EUR,1042761600,G,22,22,False,46.0,20.0,41.0,15.0,0.0,6.0,10.0,14.0,36.0,2.0,15.0,2.0,8.0,11.0,1.0,2.0,2.0,90.0,66.0,9.0,26.0,0.0712035,0,2.6713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448279,home,NEC Nijmegen,Brayann Pereira,brayann-pereira,B. Pereira,D,2,172.0,178,M,1012639,EUR,1053475200,D,2,2,False,24.0,22.0,3.0,2.0,0.0,11.0,11.0,11.0,16.0,3.0,2.0,,,,,,,90.0,49.0,7.1,9.0,0.0417043,1,,,,3.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0167,0.1397,,,,,,,,,,,,,,,
12448279,home,NEC Nijmegen,Iván Márquez,ivan-marquez,I. Márquez,D,44,191.0,78,M,862479,EUR,771120000,D,4,4,False,22.0,16.0,2.0,1.0,0.0,14.0,15.0,2.0,7.0,9.0,,,,,,,,90.0,39.0,6.8,7.0,0.0190579,0,,,,,,4.0,1.0,5.0,,,,,,1.0,1.0,,,,1.0,2.0,,,,,,,,,,,,,
12448279,home,NEC Nijmegen,Bram Nuytinck,bram-nuytinck,B. Nuytinck,D,17,190.0,135,M,70930,EUR,641779200,D,17,17,False,26.0,21.0,4.0,3.0,0.0,14.0,15.0,7.0,11.0,8.0,2.0,,,,,,,90.0,44.0,6.7,5.0,0.0336127,0,,,,,1.0,2.0,5.0,7.0,,,,3.0,1.0,,2.0,3.0,,,1.0,1.0,1.0,,,,,,,,,,,,
12448279,home,NEC Nijmegen,Mees Hoedemakers,mees-hoedemakers,M. Hoedemakers,M,4,181.0,102,M,893748,EUR,887760000,D,6,6,False,32.0,23.0,6.0,2.0,0.0,11.0,15.0,12.0,17.0,,5.0,,,,,,,67.0,38.0,6.4,10.0,0.0112017,0,,,,,,,1.0,1.0,,,,,,,1.0,,,,,1.0,,1.0,2.0,,,,,,,,,,
12448279,home,NEC Nijmegen,Thomas Ouwejan,thomas-ouwejan,T. Ouwejan,D,5,184.0,243,M,798180,EUR,844041600,D,5,5,False,26.0,19.0,4.0,3.0,1.0,7.0,10.0,14.0,24.0,3.0,3.0,,,,,,,90.0,59.0,7.2,17.0,0.21468,3,,,,8.0,1.0,,3.0,2.0,,1.0,,2.0,1.0,,,,0.0634,0.1382,1.0,,2.0,1.0,,2.0,1.0,2.0,,,,,,,
12448279,home,NEC Nijmegen,Sami Ouaissa,sami-ouaissa,S. Ouaissa,M,25,180.0,488,M,1394147,EUR,1096675200,M,25,25,False,11.0,8.0,,,0.0,,1.0,8.0,11.0,,2.0,,,,,,,60.0,20.0,6.6,6.0,0.0653903,1,,Sami Ouaissa,,1.0,,1.0,2.0,1.0,,,,,,1.0,,1.0,0.099,,,,,1.0,1.0,,,1.0,,,,,,,
12448279,home,NEC Nijmegen,Dirk Proper,dirk-proper,D. Proper,M,71,167.0,193,M,961685,EUR,1014508800,M,71,71,False,23.0,16.0,1.0,,0.0,9.0,10.0,7.0,14.0,3.0,4.0,,,,,,,90.0,36.0,6.5,10.0,0.0106823,1,,,,1.0,,,2.0,2.0,1.0,,,2.0,,1.0,,,0.0686,,1.0,,,,,,,1.0,1.0,,,,,,
12448279,home,NEC Nijmegen,Lasse Schöne,lasse-schone,L. Schöne,M,,178.0,570,M,10077,EUR,517536000,M,20,20,False,19.0,16.0,1.0,,0.0,3.0,4.0,13.0,15.0,1.0,3.0,,,,,,,50.0,28.0,5.7,4.0,0.0188885,0,,,,,1.0,1.0,5.0,3.0,1.0,,,1.0,1.0,,1.0,2.0,,,1.0,1.0,1.0,,,,,,,True,,,,,
12448279,home,NEC Nijmegen,Vito van Crooij,vito-van-crooij,V. van Crooij,M,32,172.0,213,M,385708,EUR,822873600,M,32,32,False,14.0,10.0,1.0,1.0,1.0,4.0,4.0,6.0,14.0,1.0,1.0,,,,,,,90.0,25.0,6.3,12.0,0.00803961,0,,,,4.0,3.0,2.0,10.0,2.0,1.0,,,,,1.0,,2.0,,,4.0,,1.0,,1.0,,,,,,,,,,
