match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_onTargetScoringAttempt,stat_goals,stat_wasFouled,stat_goalAssist,stat_bigChanceCreated,stat_interceptionWon,stat_unsuccessfulTouch,stat_keyPass,stat_totalCross,stat_dispossessed,stat_totalContest,stat_blockedScoringAttempt,stat_fouls,captain,stat_shotOffTarget,stat_accurateCross,stat_challengeLost,stat_totalOffside,stat_bigChanceMissed,stat_wonContest,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock,player_sofascoreId
10406905,home,KAA Gent,Paul Nardi,,,paul-nardi,P. Nardi,G,16,187,115,M,155717,EUR,769219200,G,1,1,False,23.0,15.0,16.0,9.0,10.0,11.0,5.0,12.0,5.0,3.0,4.0,90.0,28.0,7.7,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406905,home,KAA Gent,Joseph Okumu,,,joseph-okumu,J. Okumu,D,2,193,662,M,985933,EUR,864604800,D,2,2,False,37.0,25.0,10.0,4.0,18.0,23.0,7.0,14.0,5.0,,,88.0,44.0,6.9,12.0,0,1.0,2.0,1.0,5.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
10406905,home,KAA Gent,Michael Ngadeu,,,michael-ngadeu,M. Ngadeu,D,5,190,816,M,245705,EUR,659318400,D,5,5,False,34.0,31.0,5.0,3.0,27.0,29.0,4.0,5.0,5.0,,,90.0,39.0,7.6,3.0,1,,1.0,,2.0,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10406905,home,KAA Gent,Jordan Torunarigha,,,jordan-torunarigha,J. Torunarigha,D,25,189,603,M,801003,EUR,870912000,D,23,23,False,34.0,22.0,9.0,3.0,18.0,24.0,4.0,10.0,6.0,,,90.0,52.0,7.9,13.0,0,,2.0,,3.0,10.0,1.0,1.0,,,,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,
10406905,home,KAA Gent,Andrew Hjulsager,,,andrew-hjulsager,A. Hjulsager,M,17,177,167,M,186807,EUR,790128000,M,17,17,False,28.0,20.0,4.0,1.0,7.0,10.0,13.0,22.0,5.0,,,90.0,65.0,6.4,22.0,1,1.0,,7.0,4.0,,1.0,1.0,,,3.0,,,,3.0,1.0,4.0,1.0,1.0,1.0,4.0,,,,,,,,,,,
10406905,home,KAA Gent,Vadis Odjidja-Ofoe,Vadis,Odjidja-Ofoe,vadis-odjidja-ofoe,V. Odjidja-Ofoe,M,8,185,357,M,17806,EUR,604022400,M,8,8,False,48.0,36.0,8.0,2.0,16.0,18.0,20.0,30.0,9.0,,,88.0,60.0,7.0,15.0,1,,2.0,1.0,8.0,,2.0,2.0,,,4.0,,,,,1.0,,,1.0,,,True,1.0,,,,,,,,,
10406905,home,KAA Gent,Hyun-Seok Hong,,,hyun-seok-hong,H. Hong,M,24,177,1229,M,942937,EUR,929491200,M,7,7,False,30.0,23.0,2.0,1.0,12.0,13.0,11.0,19.0,7.0,,,88.0,46.0,6.9,14.0,2,,,3.0,3.0,1.0,3.0,2.0,,,,,,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,
10406905,home,KAA Gent,Sven Kums,,,sven-kums,S. Kums,M,,176,164,M,45990,EUR,572832000,M,24,24,False,57.0,40.0,6.0,3.0,10.0,14.0,32.0,48.0,5.0,,,90.0,73.0,7.9,22.0,1,1.0,2.0,3.0,6.0,,3.0,2.0,,,1.0,1.0,2.0,1.0,2.0,3.0,5.0,,,,1.0,,1.0,2.0,1.0,,,,,,,
10406905,home,KAA Gent,Núrio Fortuna,Núrio,Fortuna,nurio-fortuna,N. Fortuna,D,25,177,290,M,385388,EUR,796003200,M,25,25,False,14.0,8.0,2.0,,1.0,2.0,7.0,13.0,6.0,,,56.0,38.0,6.4,12.0,0,,,5.0,3.0,2.0,2.0,1.0,,,1.0,,,,3.0,,1.0,,2.0,,2.0,,,,1.0,,,,,,,
10406905,home,KAA Gent,Ibrahim Salah,,,ibrahim-salah,I. Salah,F,21,185,2215,M,1386639,EUR,999129600,F,16,16,False,20.0,12.0,2.0,,1.0,2.0,11.0,19.0,6.0,,,78.0,33.0,6.5,17.0,1,1.0,,3.0,2.0,,2.0,,,,,,,,7.0,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,,,,,,
10406905,home,KAA Gent,Hugo Cuypers,,,hugo-cuypers,H. Cuypers,F,9,185,1406,M,836289,EUR,855273600,F,11,11,False,24.0,19.0,2.0,1.0,7.0,7.0,12.0,17.0,3.0,,,90.0,48.0,7.5,10.0,3,4.0,2.0,5.0,9.0,1.0,7.0,4.0,1.0,1.0,,,,,4.0,,,,,,1.0,,2.0,,,2.0,1.0,,,,,
10406905,home,KAA Gent,Alessio Castro-Montes,,,alessio-castro-montes,A. Castro-Montes,M,21,175,289,M,839898,EUR,863827200,M,14,14,True,12.0,9.0,1.0,1.0,2.0,2.0,8.0,13.0,3.0,,,34.0,28.0,6.4,8.0,0,,,5.0,1.0,,,,,,1.0,,,2.0,,,3.0,,3.0,,1.0,,,1.0,1.0,,,,,,,
10406905,home,KAA Gent,Laurent Depoitre,,,laurent-depoitre,L. Depoitre,F,29,191,126,M,171235,EUR,597456000,F,29,29,True,6.0,4.0,,,,,4.0,6.0,1.0,,,12.0,11.0,7.0,3.0,1,,2.0,,5.0,,1.0,1.0,,,1.0,,,,,1.0,,,1.0,1.0,,,,,,1.0,,1.0,,,,
