match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_duelWon,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_aerialLost,stat_aerialWon,stat_onTargetScoringAttempt,stat_totalTackle,player_firstName,player_lastName,stat_dispossessed,stat_blockedScoringAttempt,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_challengeLost,stat_totalContest,stat_bigChanceMissed,stat_shotOffTarget,stat_hitWoodwork,stat_wonContest,stat_accurateCross,player_sofascoreId,stat_goalAssist,stat_bigChanceCreated,stat_totalOffside,stat_goals,stat_savedShotsFromInsideTheBox
11392859,home,RC Lens,Brice Samba,brice-samba,B. Samba,G,30,186,2098,M,164055,EUR,767232000,G,30,30,False,True,15.0,10.0,9.0,5.0,7.0,9.0,3.0,6.0,4.0,1.0,1.0,90.0,20.0,6.6,5.0,0.0,0.0,0.00364343,0,-0.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392859,home,RC Lens,Jonathan Gradit,jonathan-gradit,J. Gradit,D,24,180,273,M,369650,EUR,722563200,D,24,24,False,,63.0,55.0,5.0,2.0,16.0,18.0,39.0,46.0,10.0,,,90.0,75.0,7.0,10.0,0.0,0.0,0.0435585,0,,1.0,3.0,1.0,5.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
11392859,home,RC Lens,Kevin Danso,danso-kevin,K. Danso,D,4,190,3440,M,794953,EUR,906163200,D,4,4,False,,51.0,48.0,2.0,2.0,27.0,28.0,21.0,23.0,7.0,,,90.0,61.0,7.3,3.0,0.0924,0.0917,0.0274259,1,,,3.0,7.0,3.0,,1.0,3.0,1.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11392859,home,RC Lens,Facundo Medina,facundo-medina,F. Medina,D,32,184,4462,M,860307,EUR,927849600,D,14,14,False,,91.0,82.0,9.0,5.0,18.0,21.0,64.0,70.0,10.0,,,90.0,106.0,7.6,11.0,0.018,0.0,0.218681,1,,,2.0,5.0,3.0,,3.0,3.0,,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
11392859,home,RC Lens,Ruben Aguilar,ruben-aguilar,R. Aguilar,M,2,172,407,M,579576,EUR,735782400,M,2,2,False,,45.0,38.0,2.0,,7.0,7.0,31.0,44.0,6.0,,,90.0,77.0,7.3,23.0,0.3816,0.0473,0.0886435,3,,6.0,5.0,3.0,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,
11392859,home,RC Lens,Salis Abdul Samed,abdul-samed-salis,S. A. Samed,M,99,180,2025,M,993455,EUR,954028800,M,6,6,False,,73.0,67.0,3.0,3.0,17.0,18.0,50.0,55.0,10.0,,,90.0,80.0,7.2,8.0,0.0995,0.0,0.102937,2,,,5.0,2.0,1.0,,,1.0,3.0,,,,,,,1.0,,,,,,2.0,,2.0,,1.0,,,,,,,
11392859,home,RC Lens,Andy Diouf,andy-diouf,A. Diouf,M,17,187,3993,M,1048889,EUR,1053129600,M,18,18,False,,38.0,30.0,,,5.0,5.0,26.0,37.0,3.0,,,63.0,63.0,7.0,15.0,0.1629,0.0,0.117015,3,,4.0,6.0,7.0,1.0,,,,,2.0,1.0,,4.0,,,1.0,3.0,2.0,,1.0,,5.0,,,,2.0,1.0,,,,,,
11392859,home,RC Lens,Przemysław Frankowski,przemyslaw-frankowski,P. Frankowski,D,95,176,5767,M,286909,EUR,797644800,M,29,29,False,,31.0,27.0,2.0,1.0,8.0,8.0,19.0,26.0,3.0,,,63.0,45.0,6.7,8.0,0.0,0.0,0.0720136,0,,3.0,1.0,2.0,,,,,,,1.0,,1.0,,,,,1.0,,1.0,,1.0,,,,,,przemek.franek_,,,,,
11392859,home,RC Lens,Florian Sotoca,florian-sotoca,F. Sotoca,F,7,187,757,M,788921,EUR,656812800,F,7,7,False,,41.0,33.0,,,6.0,8.0,29.0,38.0,3.0,,,85.0,63.0,8.2,15.0,0.1707,0.0,0.344602,3,,5.0,4.0,7.0,1.0,,,2.0,,1.0,2.0,,1.0,,,1.0,1.0,,1.0,5.0,,4.0,,2.0,,2.0,2.0,,1.0,2.0,1.0,,
11392859,home,RC Lens,Adrien Thomasson,adrien-thomasson,A. Thomasson,M,28,177,523,M,231946,EUR,755481600,F,28,28,False,,41.0,31.0,,,6.0,6.0,28.0,47.0,4.0,,,77.0,69.0,7.7,25.0,0.2098,0.0,0.326882,4,,12.0,7.0,3.0,1.0,,1.0,1.0,,1.0,1.0,,,,,3.0,3.0,,1.0,6.0,3.0,1.0,,1.0,1.0,1.0,3.0,,,1.0,,,
