match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_totalOffside,player_firstName,player_lastName,stat_bigChanceMissed,stat_fouls,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_outfielderBlock,stat_keyPass,stat_dispossessed,stat_goalAssist,stat_wasFouled,stat_blockedScoringAttempt,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_goalsPrevented,stat_clearanceOffLine
10385463,home,Everton,Jordan Pickford,jordan-pickford,J. Pickford,G,1,185,7610,M,jpickford1,138530,EUR,762998400,G,1,1,False,32.0,19.0,21.0,8.0,12.0,14.0,7.0,18.0,1.0,1.0,1.0,11.0,1.0,1.0,1.0,1.0,90.0,41.0,7.2,13.0,0.0,0.0,0.00526271,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385463,home,Everton,Séamus Coleman,seamus-coleman,S. Coleman,D,23,177,893,M,,76632,EUR,592531200,D,23,23,False,35.0,27.0,4.0,,13.0,14.0,15.0,22.0,3.0,6.0,2.0,9.0,,,,,90.0,62.0,7.6,15.0,0.1211,0.0244,0.0236374,1,True,1.0,1.0,2.0,5.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10385463,home,Everton,Conor Coady,conor-coady,C. Coady,D,15,184,629,M,,98449,EUR,730598400,D,30,30,False,44.0,34.0,12.0,3.0,27.0,30.0,7.0,14.0,1.0,2.0,3.0,6.0,,,,,90.0,50.0,6.8,10.0,0.2251,0.0,0.0136082,1,,,,2.0,3.0,,,1.0,,1.0,1.0,,,,,,1.0,2.0,,,,,,,,,,,,,,
10385463,home,Everton,James Tarkowski,james-tarkowski,J. Tarkowski,D,6,185,2558,M,,145188,EUR,722131200,D,2,2,False,44.0,32.0,11.0,5.0,18.0,20.0,14.0,24.0,3.0,4.0,4.0,6.0,,,,,90.0,58.0,7.9,12.0,0.2979,0.5239,0.339582,2,,,,2.0,3.0,,1.0,1.0,,1.0,,,,,,,,1.0,1.0,1.0,1.0,3.0,2.0,,,,,,,,,
10385463,home,Everton,Vitaliy Mykolenko,vitaliy-mykolenko,V. Mykolenko,D,16,180,4082,M,mikola_16,876643,EUR,927936000,D,19,19,False,36.0,22.0,7.0,1.0,15.0,22.0,8.0,18.0,2.0,6.0,5.0,4.0,,,,,90.0,72.0,7.0,21.0,0.024,0.0283,0.0471418,1,,4.0,1.0,3.0,9.0,3.0,3.0,1.0,,1.0,2.0,,1.0,,,,,1.0,2.0,,,1.0,1.0,1.0,,,,,,,,
10385463,home,Everton,Alex Iwobi,alex-iwobi,A. Iwobi,M,17,183,8263,M,alexanderiwobi,352770,EUR,831081600,M,17,17,False,35.0,26.0,6.0,4.0,4.0,4.0,24.0,37.0,,10.0,,10.0,,,,,90.0,65.0,7.6,22.0,0.0,0.0,0.0761213,0,,6.0,2.0,,5.0,1.0,6.0,,,1.0,6.0,4.0,2.0,,,,,,3.0,,,,3.0,1.0,1.0,1.0,,,,,,
10385463,home,Everton,Abdoulaye Doucouré,abdoulaye-doucoure,A. Doucouré,M,8,182,1269,M,,96535,EUR,725846400,M,16,16,False,42.0,37.0,2.0,1.0,11.0,12.0,26.0,30.0,,6.0,1.0,9.0,,,,,90.0,57.0,7.3,7.0,0.0,0.0,0.0703075,0,,,,2.0,4.0,,3.0,,,2.0,4.0,2.0,,,,,,,2.0,,,,2.0,1.0,,,,,,,,
10385463,home,Everton,Idrissa Gueye,idrissa-gueye,I. Gueye,M,27,174,21481,M,iganagueye,106337,EUR,622771200,M,27,27,False,43.0,32.0,5.0,2.0,19.0,23.0,13.0,20.0,2.0,11.0,1.0,7.0,,,,,90.0,66.0,7.2,15.0,0.0363,0.0,0.0422613,1,,,,2.0,7.0,2.0,4.0,,,2.0,3.0,1.0,2.0,,,,,1.0,3.0,,1.0,,1.0,1.0,,3.0,,,,,,
10385463,home,Everton,Amadou Onana,amadou-onana,A. Onana,M,24,195,7180,M,its_onana,923973,EUR,997920000,M,8,8,False,27.0,22.0,2.0,1.0,14.0,15.0,8.0,12.0,4.0,6.0,2.0,4.0,,,,,74.0,41.0,6.7,10.0,0.2654,0.0,0.0133978,3,,,,3.0,8.0,2.0,1.0,,,,2.0,1.0,2.0,,,,,,,,3.0,,1.0,2.0,,,,,,,,
10385463,home,Everton,Dwight McNeil,dwight-mcneil,D. McNeil,M,7,183,1973,M,,935543,EUR,943228800,M,7,7,False,29.0,20.0,4.0,1.0,7.0,9.0,16.0,35.0,,5.0,,8.0,,,,,90.0,69.0,7.0,30.0,0.0659,0.0,0.478878,2,,15.0,3.0,,10.0,1.0,6.0,,,1.0,1.0,1.0,2.0,,Dwight,McNeil,,3.0,3.0,1.0,2.0,,3.0,3.0,,1.0,,,,,,
10385463,home,Everton,Neal Maupay,neal-maupay,N. Maupay,F,17,171,2370,M,,268903,EUR,839980800,F,20,20,False,19.0,13.0,,,5.0,7.0,8.0,12.0,2.0,5.0,,2.0,,,,,81.0,32.0,6.6,10.0,0.3857,0.0362,0.00641592,3,,,,3.0,5.0,,2.0,2.0,,,1.0,1.0,2.0,,,,1.0,,1.0,,,,,1.0,,1.0,1.0,,,,,
10385463,home,Everton,Tom Davies,tom-davies,T. Davies,M,22,179,349,M,,795058,EUR,899164800,M,26,26,True,5.0,4.0,,,,1.0,4.0,4.0,,,,1.0,,,,,16.0,7.0,6.6,2.0,0.101,0.0,0.00609136,1,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,
