match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_expectedGoals,player_firstName,player_lastName,stat_outfielderBlock,stat_keyPass,stat_totalCross,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_wonContest,stat_totalOffside,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork
11408456,home,Moreirense,Kewin,kewin,Kewin,G,1,187,111,M,865371,EUR,790992000,G,40,40,False,True,37.0,26.0,20.0,9.0,0.0,21.0,25.0,5.0,12.0,1.0,1.0,4.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,77.0,48.0,6.9,11.0,0.00084519,0,-0.0977,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408456,home,Moreirense,Fabiano Souza,fabiano-silva,F. Souza,D,70,175,371,M,1130513,EUR,952992000,D,2,2,False,,44.0,37.0,5.0,1.0,0.0,29.0,32.0,8.0,12.0,,8.0,3.0,7.0,,,,,,,90.0,72.0,6.8,15.0,0.00265565,0,,1.0,5.0,1.0,1.0,1.0,7.0,5.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11408456,home,Moreirense,Marcelo,marcelo,Marcelo,D,44,182,57,M,156318,EUR,617500800,D,44,44,False,,46.0,42.0,4.0,3.0,0.0,37.0,38.0,5.0,8.0,4.0,5.0,5.0,1.0,,,,,,,90.0,56.0,6.8,4.0,0.0033207,2,,,2.0,2.0,,,1.0,,,,,1.0,1.0,1.0,0.0949,,,,,,,,,,,,,,
11408456,home,Moreirense,Gilberto Batista,batista-gilberto,G. Batista,D,66,185,135,M,1153099,EUR,1072656000,D,66,66,False,,46.0,40.0,5.0,1.0,0.0,35.0,37.0,5.0,9.0,1.0,3.0,5.0,5.0,,,,,,,90.0,58.0,7.1,7.0,0.00371332,0,,2.0,2.0,,,,1.0,,,1.0,,,,,,,,3.0,1.0,,,,,,,,,,
11408456,home,Moreirense,Godfried Frimpong,godfried-frimpong,G. Frimpong,D,21,180,173,M,931743,EUR,924652800,D,23,23,False,,26.0,22.0,3.0,1.0,0.0,18.0,18.0,5.0,10.0,,2.0,2.0,2.0,,,,,,,90.0,60.0,6.4,14.0,0.00506399,0,,1.0,7.0,1.0,,3.0,2.0,1.0,3.0,,2.0,,,2.0,,,,,,2.0,1.0,,,,,,,,
11408456,home,Moreirense,Gonçalo Franco,goncalo-franco,G. Franco,M,17,176,243,M,984866,EUR,974419200,M,88,88,False,,48.0,38.0,4.0,1.0,0.0,25.0,29.0,13.0,19.0,,1.0,3.0,7.0,,,,,,,90.0,64.0,7.2,13.0,0.00611062,4,,1.0,3.0,,1.0,1.0,,,1.0,1.0,,3.0,,,0.148,,,,,,,1.0,1.0,0.248,,,,,
11408456,home,Moreirense,Lawrence Ofori,lawrence-ofori,L. Ofori,M,80,181,149,M,892170,EUR,898992000,M,80,80,False,,33.0,32.0,2.0,1.0,0.0,22.0,22.0,10.0,11.0,,3.0,,3.0,,,,,,,76.0,38.0,6.8,1.0,0.00417479,0,,,1.0,,,1.0,,,,2.0,1.0,,,,,,,,1.0,,,,,,1.0,,,,
11408456,home,Moreirense,Luís Asué,luis-asue,L. Asué,F,12,186,441,M,1064103,EUR,994636800,M,9,9,False,,26.0,22.0,,,0.0,11.0,12.0,11.0,14.0,1.0,3.0,,6.0,,,,,,,90.0,42.0,6.7,11.0,0.190046,1,,,7.0,3.0,,4.0,,,3.0,1.0,1.0,1.0,,,0.0852,Luís,Asué,1.0,,,,,,,1.0,1.0,,,
11408456,home,Moreirense,André Castro,andre-castro,A. Castro,M,,179,107,M,41652,EUR,575942400,M,8,8,False,,24.0,16.0,3.0,1.0,1.0,9.0,13.0,7.0,11.0,2.0,4.0,,4.0,,,,,,,67.0,31.0,6.9,8.0,0.0195279,0,,1.0,4.0,1.0,,,2.0,1.0,,,2.0,,,,,,,,2.0,,,,,,,,,,
11408456,home,Moreirense,Jeremy Antonisse,jeremy-antonisse,J. Antonisse,F,7,177,139,M,1092638,EUR,1017360000,M,17,17,False,,15.0,13.0,,,1.0,2.0,2.0,12.0,17.0,1.0,4.0,,2.0,,,,,,,67.0,31.0,7.5,9.0,0.398561,1,,,5.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,,1.0,,,0.0278,Jeremy,Antonisse,,3.0,4.0,1.0,,,,1.0,,1.0,,
11408456,home,Moreirense,Vinicius Mingotti,vinicius-mingotti,Vinicius Mingotti,F,9,185,106,M,989407,EUR,947203200,F,32,32,False,,14.0,8.0,,,0.0,3.0,4.0,5.0,10.0,2.0,2.0,,1.0,,,,,,,57.0,22.0,7.1,12.0,0.00305991,2,,2.0,5.0,1.0,1.0,1.0,,,4.0,,,1.0,,,0.6609,,,,,,,1.0,1.0,0.9347,,,,,
11408456,home,Moreirense,Kobamelo Kodisang,kobamelo-kodisang,K. Kodisang,M,13,169,215,M,822874,EUR,935798400,F,21,21,True,,11.0,9.0,2.0,1.0,0.0,1.0,1.0,8.0,10.0,,,,,,,,,,,33.0,15.0,7.0,4.0,0.0569918,1,,,1.0,1.0,,,,,2.0,,,1.0,,,0.0512,,,,3.0,,,,,,,,1.0,,
11408456,home,Moreirense,Alan,alan,Alan,M,11,163,525,M,905455,EUR,952473600,M,11,11,True,,11.0,11.0,,,0.0,5.0,5.0,7.0,7.0,,3.0,,2.0,,,,,,,23.0,15.0,7.0,,0.0611816,0,,,,,,2.0,,,,1.0,,,,,,,,,2.0,1.0,1.0,,,,2.0,,,,
11408456,home,Moreirense,Rodrigo Macedo,macedo-rodrigo,R. Macedo,F,92,180,30,M,1394914,EUR,1057708800,F,90,90,True,,4.0,4.0,,,0.0,,,4.0,4.0,,2.0,,1.0,,,,,,,23.0,10.0,6.8,1.0,0.0259854,3,,,2.0,,,1.0,2.0,2.0,,,1.0,1.0,,,0.3813,Rodrigo,Macedo,,,,,2.0,,0.656,,1.0,,1.0,
11408456,home,Moreirense,Rúben Ramos Ismael,ruben-ramos-ismael,Ismael,M,16,184,179,M,1469058,EUR,922320000,M,6,6,True,,6.0,6.0,1.0,1.0,0.0,5.0,5.0,1.0,1.0,,1.0,,,,,,,,,14.0,8.0,6.7,,0.00016357,0,,,1.0,1.0,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,
11408456,home,Moreirense,Mika,mika,Mika,G,16,195,33,M,107264,EUR,668390400,G,12,12,True,,11.0,8.0,9.0,6.0,0.0,6.0,6.0,2.0,5.0,,,,3.0,1.0,,,,,,13.0,14.0,7.0,4.0,0.00061471,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408456,home,Moreirense,Caio,caio,Caio,G,22,192,67,M,345843,EUR,661824000,G,22,22,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408456,home,Moreirense,Dinis Pinto,dinis-pinto,D. Pinto,D,76,178,150,M,1160980,EUR,967075200,D,76,76,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Dinis Pinto,,,,,,,,,,,,,
11408456,home,Moreirense,Carlos Henrique,carlos-henrique-queiroz-barbosa,C. Henrique,D,14,191,7,M,1587867,EUR,1061251200,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Carlos Henrique,Queiroz Barbosa,,,,,,,,,,,,
11408456,home,Moreirense,Miguel Rebelo,miguel-rebelo,M. Rebelo,M,,185,45,M,1417836,EUR,1063411200,M,45,45,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Miguel Rebelo,,,,,,,,,,,,,
11408456,away,Estoril Praia,Daniel Figueira,daniel-figueira,D. Figueira,G,99,189,80,M,862060,EUR,900892800,G,99,99,False,True,32.0,29.0,7.0,4.0,0.0,28.0,30.0,1.0,2.0,,1.0,,1.0,,2.0,2.0,,,,90.0,35.0,6.4,3.0,0.00026286,0,-0.1613,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
11408456,away,Estoril Praia,João Basso,joao-basso,J. Basso,D,13,189,677,M,850955,EUR,853113600,D,13,13,False,,61.0,50.0,10.0,4.0,0.0,31.0,34.0,19.0,27.0,2.0,3.0,1.0,8.0,,,,,,,90.0,73.0,6.3,15.0,0.00764882,1,,5.0,9.0,2.0,1.0,,1.0,1.0,2.0,,1.0,1.0,,,0.1022,,,,,,,,,,,,,,
11408456,away,Estoril Praia,Pedro Álvaro,pedro-alvaro,P. Álvaro,D,,186,247,M,869330,EUR,951955200,D,23,23,False,,83.0,72.0,16.0,6.0,1.0,54.0,54.0,19.0,30.0,3.0,3.0,,6.0,,,,,,,90.0,86.0,6.9,11.0,0.328474,0,,1.0,1.0,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,1.0,,
11408456,away,Estoril Praia,Volnei Feltes,feltes-volnei,V. Feltes,D,30,188,64,M,1065440,EUR,955756800,D,5,5,False,,77.0,69.0,6.0,2.0,0.0,57.0,60.0,12.0,17.0,,1.0,1.0,9.0,,,,,,,86.0,84.0,6.4,8.0,0.00460064,0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,
11408456,away,Estoril Praia,Wagner Pina,wagner-pina,W. Pina,M,20,180,484,M,1513625,EUR,1036281600,M,79,79,False,,16.0,15.0,,,0.0,10.0,10.0,6.0,10.0,1.0,4.0,1.0,1.0,,,,,,,45.0,30.0,6.8,5.0,0.0456065,0,,,1.0,,,,3.0,1.0,,,1.0,,,1.0,,,,,1.0,4.0,1.0,,,,,1.0,,,
