match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_interceptionWon,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_totalClearance,stat_outfielderBlock,captain,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoals,stat_penaltyWon,stat_challengeLost,stat_bigChanceMissed,stat_totalOffside,stat_goodHighClaim,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded,stat_hitWoodwork
12357233,home,Fluminense,Fábio,,,fabio,Fábio,G,1,188,4344,M,17785,EUR,339120000,G,1,1,False,17.0,15.0,1.0,1.0,0.0,15.0,17.0,1.0,3.0,1.0,2.0,3.0,90.0,24.0,6.5,2.0,3.134e-05,0,0.632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12357233,home,Fluminense,Marquinhos,Marquinhos,,marquinhos,Marquinhos,M,7,175,4094,M,1116954,EUR,1049673600,D,77,77,False,39.0,35.0,5.0,4.0,0.0,18.0,20.0,2.0,6.0,,,,90.0,72.0,7.1,20.0,0.115335,0,,_marquinhos011,18.0,27.0,8.0,1.0,6.0,9.0,1.0,5.0,1.0,5.0,3.0,2.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
12357233,home,Fluminense,Marlon,,,marlon,Marlon,D,4,182,529,M,331853,EUR,810432000,D,4,4,False,83.0,80.0,9.0,8.0,0.0,49.0,51.0,,4.0,,,,90.0,93.0,7.2,4.0,0.0162621,0,,,31.0,32.0,,,3.0,3.0,,,,,,1.0,,,1.0,3.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,
12357233,home,Fluminense,Felipe Melo,,,felipe-melo,F. Melo,D,,183,1013,M,4811,EUR,425433600,D,30,30,False,21.0,21.0,2.0,2.0,0.0,15.0,15.0,,1.0,,,,28.0,21.0,6.6,,0.00289968,0,,,6.0,6.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
12357233,home,Fluminense,Marcelo,,,marcelo,Marcelo,D,,174,26297,M,17787,EUR,579398400,D,12,12,False,47.0,44.0,7.0,6.0,0.0,23.0,25.0,,3.0,,,,81.0,68.0,7.7,6.0,0.169265,5,,Marcelo12,21.0,23.0,1.0,,4.0,2.0,2.0,1.0,1.0,,,,1.0,2.0,2.0,,1.0,2.0,,,1.0,3.0,1.0,1.0,1.0,0.8841,,,,,,,,,,
12357233,home,Fluminense,Matheus Martinelli,,,martinelli-matheus,M. Martinelli,M,8,176,4179,M,1067671,EUR,1002240000,M,8,8,False,90.0,82.0,9.0,7.0,0.0,51.0,53.0,1.0,6.0,,,,90.0,102.0,7.7,10.0,0.0200749,0,,,31.0,37.0,,,2.0,5.0,1.0,1.0,1.0,1.0,,1.0,3.0,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,
12357233,home,Fluminense,Alexsander,Alexsander,,alexsander,Alexsander,M,5,178,1981,M,1185617,EUR,1065571200,M,5,5,False,34.0,32.0,3.0,2.0,0.0,20.0,20.0,2.0,8.0,,,,81.0,68.0,7.0,11.0,0.0294932,2,,,12.0,14.0,,,11.0,13.0,5.0,7.0,5.0,1.0,,2.0,5.0,3.0,,1.0,2.0,2.0,,,,1.0,,1.0,,0.0605,,,,,,,,,,
12357233,home,Fluminense,Jhon Arias,,,jhon-arias,J. Arias,M,21,170,30718,M,844096,EUR,874800000,M,21,21,False,38.0,36.0,,,0.0,16.0,16.0,,3.0,,,,90.0,62.0,7.6,6.0,0.30233,0,,jhonariasa,22.0,24.0,2.0,2.0,5.0,9.0,3.0,3.0,3.0,1.0,,1.0,5.0,1.0,2.0,1.0,,2.0,1.0,,1.0,,,,,,,,,,,,,,,
12357233,home,Fluminense,Ganso,,,ganso,Ganso,M,10,184,3271,M,116853,EUR,624153600,M,10,10,False,73.0,66.0,2.0,1.0,0.0,29.0,30.0,,2.0,,,,90.0,82.0,6.9,12.0,0.081247,0,,,39.0,48.0,5.0,2.0,3.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,2.0,1.0,,,,,,,,,,,,1.0,,,,,,,,
12357233,home,Fluminense,Keno,,,keno,Keno,M,11,174,1898,M,787607,EUR,621388800,M,11,11,False,17.0,14.0,,,0.0,2.0,4.0,,,,,,71.0,34.0,6.7,12.0,0.0697159,1,,,13.0,16.0,3.0,1.0,4.0,3.0,2.0,5.0,3.0,,,2.0,,,2.0,,,,,,,1.0,,,,0.0164,,,,,,,,,,
12357233,home,Fluminense,Germán Cano,,,german-cano,G. Cano,F,14,176,8244,M,33238,EUR,568080000,F,14,14,False,11.0,9.0,,,0.0,4.0,5.0,,,,,,90.0,19.0,6.2,4.0,0.0235767,4,,germancano14,5.0,6.0,,,3.0,,1.0,,,,,1.0,,1.0,,1.0,,,,,,1.0,3.0,,,1.1114,,,2.0,,,,,,,
