match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_keyPass,player_firstName,player_lastName,captain,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_unsuccessfulTouch,stat_fouls,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_goals,stat_lastManTackle,stat_savedShotsFromInsideTheBox,stat_punches,stat_outfielderBlock,stat_errorLeadToAShot,stat_clearanceOffLine,stat_totalOffside
12436537,home,Tottenham Hotspur,Guglielmo Vicario,guglielmo-vicario,G. Vicario,G,1,194,7123,M,guglielmovicario,553606,EUR,844646400,G,1,1,False,19.0,18.0,1.0,0.0,18.0,19.0,6.0,1.0,1.0,90.0,24.0,5.8,1.0,0.00012183,0,-0.5955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436537,home,Tottenham Hotspur,Pedro Porro,pedro-porro,P. Porro,D,23,173,10890,M,pedroporro29,913654,EUR,937180800,D,23,23,False,61.0,53.0,6.0,1.0,18.0,19.0,9.0,,,90.0,115.0,7.9,29.0,0.345506,1,,3.0,43.0,65.0,23.0,8.0,7.0,6.0,2.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0258,7.0,,,,,,,,,,,,,,,,,,,
12436537,home,Tottenham Hotspur,Cristian Romero,cristian-romero,C. Romero,D,17,185,37910,M,cutiromero2,829932,EUR,893635200,D,17,17,False,35.0,35.0,,0.0,15.0,15.0,5.0,,,45.0,44.0,6.6,2.0,0.0181744,1,,,20.0,20.0,,,3.0,3.0,,,,,,,2.0,,2.0,2.0,,0.103,,,,True,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,
12436537,home,Tottenham Hotspur,Micky van de Ven,micky-van-de-ven,M. van de Ven,D,37,193,12526,M,mickyvdven,998247,EUR,987638400,D,37,37,False,51.0,47.0,2.0,0.0,21.0,22.0,2.0,,,45.0,55.0,6.4,4.0,0.00859947,0,,,26.0,29.0,,,2.0,2.0,,,,,,,2.0,1.0,,,1.0,,,,,,2.0,1.0,,,,,,,,,,,,,,
12436537,home,Tottenham Hotspur,Djed Spence,djed-spence,D. Spence,D,24,184,4534,M,,945798,EUR,965779200,D,24,24,False,45.0,40.0,4.0,0.0,16.0,19.0,2.0,,,90.0,65.0,6.6,12.0,0.0246079,1,,3.0,25.0,29.0,3.0,1.0,5.0,3.0,1.0,2.0,2.0,2.0,,,2.0,,,,,0.0741,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
12436537,home,Tottenham Hotspur,Dejan Kulusevski,dejan-kulusevski,D. Kulusevski,M,21,186,11735,M,dejan_k10,928124,EUR,956620800,M,21,21,False,27.0,24.0,,0.0,8.0,9.0,1.0,,,67.0,38.0,6.4,7.0,0.0166641,2,,,16.0,18.0,,,7.0,3.0,,2.0,2.0,1.0,,,,,1.0,,,0.082,1.0,,,,3.0,1.0,,1.0,1.0,2.0,0.0102,,,,,,,,,
12436537,home,Tottenham Hotspur,Rodrigo Bentancur,bentancur-rodrigo,R. Bentancur,M,30,187,8306,M,rodrigo_bentancur,791190,EUR,867196800,M,30,30,False,68.0,57.0,2.0,0.0,22.0,25.0,3.0,,,90.0,85.0,6.7,15.0,0.0582801,0,,2.0,35.0,43.0,,,13.0,4.0,2.0,1.0,1.0,,,,2.0,2.0,3.0,3.0,,,1.0,,,,5.0,1.0,,2.0,4.0,,,,,,,,,,,
12436537,home,Tottenham Hotspur,Pape Matar Sarr,pape-matar-sarr,P. M. Sarr,M,29,185,32679,M,pape,1002711,EUR,1031961600,M,29,29,False,39.0,37.0,2.0,0.0,17.0,17.0,1.0,,,81.0,54.0,6.7,8.0,0.0377121,2,,1.0,20.0,25.0,3.0,,6.0,2.0,,2.0,,,,,,2.0,,,2.0,0.0789,,,,,4.0,,2.0,1.0,,,,,,,,,,,,
12436537,home,Tottenham Hotspur,Wilson Odobert,wilson-odobert,W. Odobert,F,28,182,4519,M,,1142679,EUR,1101600000,F,28,28,False,21.0,18.0,,0.0,1.0,1.0,,,,67.0,36.0,7.3,10.0,0.470038,1,,,19.0,27.0,7.0,2.0,1.0,3.0,,,3.0,2.0,1.0,,,1.0,1.0,,,0.0218,1.0,,,,,,,1.0,,1.0,0.0499,,,,,,,,,
12436537,home,Tottenham Hotspur,Richarlison,richarlison,Richarlison,F,9,184,44707,M,Richarlison,840217,EUR,863222400,F,9,9,False,6.0,3.0,1.0,0.0,2.0,2.0,,,,90.0,21.0,6.1,10.0,0.00040297,7,,1.0,1.0,4.0,,,9.0,,,1.0,4.0,,,,,,,,,1.4573,,,,,2.0,,4.0,2.0,2.0,3.0,1.047,4.0,1.0,,,,,,,
12436537,home,Tottenham Hotspur,Mathys Tel,mathys-tel,M. Tel,F,11,183,11348,M,m.tel14,1048888,EUR,1114560000,F,11,11,False,36.0,30.0,3.0,0.0,7.0,7.0,3.0,,,90.0,70.0,7.4,26.0,0.422625,5,,3.0,28.0,42.0,13.0,5.0,7.0,3.0,,1.0,6.0,1.0,1.0,3.0,,,1.0,,1.0,0.2669,5.0,,,,,,2.0,4.0,1.0,,,,,,,,,,,
12436537,home,Tottenham Hotspur,Ben Davies,ben-davies,B. Davies,D,33,181,2694,M,,94758,EUR,735609600,D,33,33,True,45.0,41.0,5.0,0.0,16.0,17.0,1.0,,,45.0,54.0,7.3,5.0,0.166943,1,,2.0,26.0,30.0,2.0,1.0,,6.0,,,,,,,2.0,,3.0,3.0,1.0,0.0127,,,,,,2.0,1.0,,,,,,,1.0,,,,,,
