match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_onTargetScoringAttempt,stat_goals,stat_dispossessed,stat_wonContest,stat_unsuccessfulTouch,stat_fouls,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_bigChanceMissed,stat_keyPass,stat_shotOffTarget,stat_wonTackle,stat_bigChanceCreated,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork,stat_blockedScoringAttempt,player_sofascoreId
11369862,home,Standard Liège,Arnaud Bodart,bodart-arnaud,A. Bodart,G,16,184,413,M,878898,EUR,889574400,G,16,16,False,33.0,16.0,20.0,4.0,12.0,15.0,4.0,18.0,8.0,2.0,3.0,6.0,90.0,44.0,7.8,17.0,0.0,0.0,0.00370852,0,1.3352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369862,home,Standard Liège,Zinho Vanheusden,zinho-vanheusden,Z. Vanheusden,D,,187,690,M,881024,EUR,933206400,D,4,4,False,35.0,27.0,9.0,5.0,21.0,23.0,6.0,12.0,7.0,,,,90.0,48.0,7.0,8.0,0.0,0.0,0.00257369,0,,,,True,2.0,4.0,9.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11369862,home,Standard Liège,Merveille Bokadi,merveille-bokadi,M. Bokadi,D,21,186,291,M,867193,EUR,832636800,D,20,20,False,23.0,19.0,3.0,2.0,16.0,18.0,3.0,5.0,4.0,,,,90.0,36.0,7.3,5.0,0.0211,0.4414,0.00107403,1,,,,,1.0,1.0,7.0,1.0,2.0,,,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11369862,home,Standard Liège,Nathan Ngoy,ngoy-nathan,N. Ngoy,D,3,183,2002,M,1119487,EUR,1055203200,D,3,3,False,37.0,24.0,16.0,6.0,14.0,20.0,10.0,17.0,10.0,,,,90.0,63.0,7.2,20.0,0.0981,0.14,0.0121947,1,,,,,,4.0,2.0,,6.0,,1.0,1.0,2.0,,3.0,1.0,,1.0,3.0,,,,,,,,,,,,,,,,
11369862,home,Standard Liège,Marlon Fossey,marlon-fossey,M. Fossey,M,13,180,286,M,880762,EUR,905299200,M,13,13,False,19.0,14.0,3.0,,8.0,9.0,6.0,10.0,2.0,,,,68.0,38.0,7.1,9.0,0.0,0.0,0.0334232,0,,,,,3.0,5.0,3.0,2.0,1.0,,1.0,2.0,3.0,,1.0,,,,1.0,2.0,1.0,,,,,,,,,,,,,,
11369862,home,Standard Liège,Hayao Kawabe,hayao-kawabe,H. Kawabe,M,6,178,250,M,321001,EUR,810518400,M,6,6,False,11.0,4.0,3.0,,2.0,4.0,4.0,9.0,3.0,,,,68.0,19.0,7.0,9.0,0.1013,0.0961,0.0438841,1,,,,,,2.0,,,,1.0,,,2.0,1.0,1.0,1.0,,,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,,,,,,
11369862,home,Standard Liège,Isaac Hayden,isaac-hayden,I. Hayden,M,15,187,827,M,190843,EUR,795830400,M,11,11,False,25.0,18.0,6.0,3.0,10.0,13.0,8.0,12.0,5.0,,,,81.0,35.0,6.7,8.0,0.0856,0.0,0.0196363,1,,,,,1.0,2.0,4.0,,3.0,1.0,,1.0,3.0,1.0,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,
11369862,home,Standard Liège,Steven Alzate,steven-alzate,S. Alzate,M,7,177,698,M,871822,EUR,905212800,M,17,17,False,33.0,25.0,3.0,2.0,18.0,21.0,7.0,12.0,7.0,,,,90.0,60.0,7.0,16.0,0.0,0.0,0.0117882,0,,,,,2.0,11.0,4.0,1.0,1.0,6.0,1.0,4.0,8.0,,4.0,,,1.0,2.0,5.0,1.0,,,,,,,3.0,,,,,,,
11369862,home,Standard Liège,Moussa Djenepo,moussa-djenepo,M. Djenepo,F,12,177,2122,M,869910,EUR,897868800,M,19,19,False,16.0,12.0,1.0,1.0,7.0,8.0,5.0,8.0,5.0,,,,81.0,33.0,6.5,11.0,0.0,0.0,0.0200763,0,,,,,,7.0,,,1.0,2.0,4.0,,3.0,,3.0,,,1.0,1.0,3.0,,,,,,,,1.0,,,,,,,
11369862,home,Standard Liège,Kamal Sowah,kamal-sowah,K. Sowah,M,14,179,840,M,927440,EUR,947376000,F,18,18,False,29.0,22.0,2.0,2.0,8.0,9.0,14.0,22.0,8.0,,,,90.0,52.0,7.0,15.0,0.0,0.0,0.178516,0,,,,,1.0,10.0,3.0,,,3.0,3.0,,7.0,1.0,7.0,,,1.0,3.0,1.0,1.0,,2.0,,,1.0,,3.0,,,,,,,
