match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_dispossessed,stat_shotOffTarget,stat_interceptionWon,stat_expectedGoals,stat_blockedScoringAttempt,stat_wasFouled,stat_goalAssist,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId
11399378,home,Excelsior,Troy Parrott,,,troy-parrott,T. Parrott,F,9,185,10474,M,966555,EUR,1012780800,F,9,9,False,,13.0,8.0,1.0,1.0,2.0,3.0,6.0,10.0,3.0,4.0,2.0,3.0,,,,90.0,24.0,6.8,11.0,0.0116352,1,,,,1.0,5.0,1.0,1.0,,1.0,,,3.0,1.0,1.0,1.0,1.0,,0.0716,,1.0,,,,,1.0,1.0,2.0,,,
11399378,home,Excelsior,Lazaros Lamprou,Lazaros,Lamprou,lazaros-lamprou,L. Lamprou,M,7,177,177,M,823856,EUR,882403200,F,7,7,True,,5.0,4.0,,,1.0,1.0,3.0,4.0,,,,,,,,19.0,7.0,6.4,1.0,0.0221622,2,,,,2.0,2.0,,,,,,,,,,,,,0.4338,1.0,,,1.0,,0.8272,,1.0,,,,
11399378,home,Excelsior,Noah Naujoks,,,noah-naujoks,N. Naujoks,M,10,183,201,M,1048487,EUR,1020297600,M,15,15,True,,3.0,1.0,1.0,1.0,,,1.0,3.0,1.0,2.0,,,,,,12.0,4.0,6.4,2.0,0.00372338,0,,,,2.0,3.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,
11399378,home,Excelsior,Richie Omorowa,,,richie-omorowa,R. Omorowa,F,93,181,182,M,1104954,EUR,1080604800,F,17,17,True,,,,,,,,,,1.0,1.0,,,,,,8.0,3.0,6.7,1.0,,1,,,,1.0,1.0,,,,,,,1.0,,,,1.0,,0.1048,,,,,,,,,,,,
11399378,home,Excelsior,Derensili Sanches Fernandes,,,derensili-sanches-fernandes,D. S. Fernandes,M,30,176,146,M,1046142,EUR,991008000,F,30,30,True,,2.0,2.0,,,,,2.0,4.0,,1.0,,,,,,2.0,9.0,,3.0,0.00346134,0,,2.0,,,1.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,
11399378,home,Excelsior,Norbert Alblas,Norbert,Alblas,norbert-alblas,N. Alblas,G,18,185,18,M,339845,EUR,787190400,G,18,18,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11399378,home,Excelsior,Pascal Kuiper,Pascal Kuiper,,pascal-kuiper,P. Kuiper,G,30,194,38,M,1067956,EUR,1079481600,G,38,38,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11399378,home,Excelsior,Mimeirhel Benita,Mimeirhel Benita,,mimeirhel-benita,M. Benita,D,2,176,216,M,1130308,EUR,1069027200,D,22,22,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11399378,home,Excelsior,Sven Nieuwpoort,Sven,Nieuwpoort,sven-nieuwpoort,S. Nieuwpoort,D,16,184,8,M,97412,EUR,734659200,D,16,16,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11399378,home,Excelsior,Mike van Duinen,Mike,van Duinen,mike-van-duinen,M. v. Duinen,F,29,183,39,M,150494,EUR,689385600,F,29,29,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11399378,home,Excelsior,Oscar Uddenäs,,,oscar-uddenas,O. Uddenäs,F,10,186,70,M,962069,EUR,1029542400,F,11,11,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11399378,away,Vitesse,Eloy Room,,,eloy-room,E. Room,G,,188,180,M,40859,EUR,602726400,G,1,1,False,,27.0,17.0,16.0,6.0,13.0,14.0,4.0,13.0,,,1.0,9.0,5.0,5.0,,90.0,41.0,7.9,11.0,0.00185368,0,0.8847,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,2.0,
11399378,away,Vitesse,Carlens Arcus,,,carlens-arcus,C. Arcus,D,2,180,5896,M,794373,EUR,835920000,D,2,2,False,,63.0,59.0,5.0,4.0,24.0,24.0,35.0,40.0,1.0,5.0,1.0,6.0,,,,90.0,83.0,6.9,7.0,0.0398892,1,,1.0,,1.0,4.0,2.0,1.0,,,2.0,1.0,,,1.0,,,,0.0295,1.0,2.0,,,,,,,,,,
11399378,away,Vitesse,Dominik Oroz,,,dominik-oroz,D. Oroz,D,5,190,131,M,874936,EUR,972777600,D,6,6,False,,42.0,38.0,7.0,4.0,27.0,27.0,11.0,15.0,1.0,2.0,2.0,4.0,,,,90.0,54.0,6.8,4.0,0.0225668,1,,,,4.0,7.0,1.0,,,1.0,1.0,1.0,,2.0,,,1.0,2.0,0.0323,,,,,,,,,,,,
11399378,away,Vitesse,Nicolas Isimat-Mirin,,,nicolas-isimat-mirin,N. Isimat-Mirin,D,,189,76,M,781556,EUR,690076800,D,29,29,False,True,47.0,42.0,7.0,5.0,27.0,30.0,15.0,17.0,5.0,9.0,4.0,4.0,,,,90.0,63.0,8.1,7.0,0.342502,1,,,,1.0,2.0,,2.0,2.0,,2.0,1.0,2.0,1.0,1.0,,,2.0,0.167,,,,1.0,1.0,0.3054,1.0,,,,,
11399378,away,Vitesse,Mica Pinto,,,mica-pinto,Mica,D,5,176,157,M,785815,EUR,739152000,D,5,5,False,,50.0,43.0,3.0,2.0,18.0,20.0,26.0,32.0,1.0,2.0,4.0,8.0,,,,90.0,73.0,7.1,9.0,0.0321431,1,,2.0,1.0,,1.0,,,,1.0,1.0,1.0,,,1.0,1.0,,1.0,0.0154,1.0,,,,,,,,,,,
11399378,away,Vitesse,Paxten Aaronson,Paxten Aaronson,,paxten-aaronson,P. Aaronson,M,31,175,898,M,1035515,EUR,1061856000,M,14,14,False,,26.0,21.0,3.0,2.0,7.0,9.0,14.0,19.0,2.0,7.0,,3.0,,,,90.0,45.0,7.5,13.0,0.0219441,3,,2.0,,1.0,5.0,1.0,1.0,1.0,,4.0,3.0,3.0,1.0,1.0,2.0,1.0,,0.5812,1.0,,,1.0,1.0,0.6923,,,,,,
11399378,away,Vitesse,Kacper Kozłowski,,,kacper-kozlowski,K. Kozłowski,M,10,182,3151,M,984602,EUR,1066262400,M,17,17,False,,39.0,29.0,3.0,1.0,12.0,16.0,19.0,28.0,1.0,5.0,1.0,3.0,,,,89.0,58.0,6.5,18.0,0.105258,2,,5.0,2.0,4.0,10.0,1.0,5.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,0.0497,,2.0,,1.0,,0.0637,,,,,,
11399378,away,Vitesse,Melle Meulensteen,,,melle-meulensteen,M. Meulensteen,M,21,185,201,M,891795,EUR,931046400,M,20,20,False,,42.0,37.0,6.0,4.0,11.0,11.0,26.0,31.0,,1.0,2.0,4.0,,,,75.0,53.0,6.7,8.0,0.0243655,0,,,,1.0,3.0,,1.0,,,,,2.0,1.0,,,,2.0,,,1.0,,,,,,,,,,
11399378,away,Vitesse,Anis Hadj Moussa,,,anis-hadj-moussa,A. H. Moussa,F,23,176,22233,M,1218066,EUR,1013385600,F,28,28,False,,49.0,39.0,6.0,4.0,11.0,13.0,29.0,50.0,,5.0,1.0,10.0,,,,90.0,84.0,7.5,32.0,0.24712,3,,14.0,1.0,1.0,6.0,1.0,8.0,4.0,,,,2.0,,1.0,,1.0,,0.3706,1.0,1.0,1.0,1.0,,0.0471,,1.0,,,,hadj.a20
11399378,away,Vitesse,Mexx Meerdink,,,mexx-meerdink,M. Meerdink,F,35,182,933,M,1153117,EUR,1059004800,F,35,35,False,,15.0,11.0,,,1.0,3.0,10.0,14.0,2.0,4.0,2.0,,,,,89.0,29.0,7.0,11.0,0.0493345,1,,2.0,,1.0,4.0,,2.0,1.0,,1.0,1.0,4.0,2.0,1.0,,,,0.0564,,,,1.0,,0.179,,,1.0,,,
11399378,away,Vitesse,Gyan de Regt,,,gyan-de-regt,G. d. Regt,M,11,176,358,M,1126966,EUR,1061164800,F,25,25,False,,8.0,5.0,2.0,1.0,4.0,6.0,1.0,3.0,,2.0,,1.0,,,,45.0,19.0,6.5,9.0,0.00019325,1,,1.0,,,3.0,1.0,1.0,,,1.0,1.0,4.0,1.0,,,,,0.0584,1.0,1.0,,,,,,,,,,
11399378,away,Vitesse,Mathijs Tielemans,,,mathijs-tielemans,M. Tielemans,M,8,181,116,M,966542,EUR,1019779200,M,21,21,True,,25.0,21.0,3.0,1.0,7.0,8.0,14.0,17.0,,,,2.0,,,,45.0,28.0,6.6,5.0,0.0364102,0,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,
11399378,away,Vitesse,Toni Domgjoni,,,toni-domgjoni,T. Domgjoni,M,,177,104,M,858226,EUR,904867200,M,22,22,True,,13.0,9.0,2.0,,6.0,7.0,3.0,7.0,1.0,1.0,,2.0,,,,15.0,14.0,6.4,5.0,0.0008895,0,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
11399378,away,Vitesse,Giovanni van Zwam,Giovanni van Zwam,,giovanni-van-zwam,G. v. Zwam,D,25,185,62,M,1119473,EUR,1073001600,D,43,43,True,,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,4.0,,1.0,0.00012818,0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
11399378,away,Vitesse,Andy Visser,Andy Visser,,visser-andy,A. Visser,F,30,193,79,M,1613312,EUR,1095811200,F,58,58,True,,,,,,,,,,,,,,,,,1.0,,,,,0,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11399378,away,Vitesse,Tom Bramel,Tom Bramel,,bramel-tom,T. Bramel,G,26,196,72,M,1533788,EUR,1122163200,G,55,55,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11399378,away,Vitesse,Markus Schubert,,,schubert-markus,M. Schubert,G,1,186,110,M,795006,EUR,897609600,G,31,31,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11399378,away,Vitesse,Enzo Cornelisse,,,enzo-cornelisse,E. Cornelisse,M,6,178,40,M,1046725,EUR,1025308800,D,13,13,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11399378,away,Vitesse,Marco van Ginkel,,,marco-van-ginkel,M. van Ginkel,F,,186,361,M,112794,EUR,723168000,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11399378,away,Vitesse,Adrian Mazilu,Adrian Mazilu,,adrian-mazilu,A. Mazilu,F,19,186,591,M,1152449,EUR,1126569600,F,30,30,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11399378,away,Vitesse,Thomas Buitink,Thomas,Buitink,thomas-buitink,T. Buitink,F,29,174,85,M,856736,EUR,960940800,F,19,19,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11399378,away,Vitesse,Joel Voelkerling Persson,,,joel-voelkerling-persson,J. V. Persson,F,34,194,90,M,1087744,EUR,1042588800,F,9,9,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
