match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_interceptionWon,stat_hitWoodwork,stat_challengeLost,stat_shotOffTarget,stat_aerialLost,stat_unsuccessfulTouch,stat_bigChanceCreated,stat_totalOffside,stat_goals,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_clearanceOffLine,stat_outfielderBlock,stat_penaltyConceded
10433780,home,Galatasaray,Fernando Muslera,fernando-muslera,F. Muslera,G,16,190,9264,M,Muslera,28381,EUR,519264000,G,1,1,False,True,46.0,35.0,26.0,15.0,26.0,28.0,9.0,18.0,1.0,1.0,1.0,9.0,4.0,1.0,90.0,58.0,7.8,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433780,home,Galatasaray,Sacha Boey,boey-sacha,S. Boey,D,93,178,14707,M,sacha_boey,980418,EUR,968803200,D,93,93,False,,40.0,32.0,1.0,,15.0,20.0,18.0,21.0,9.0,14.0,7.0,6.0,,,90.0,76.0,7.2,12.0,1,,,1.0,1.0,5.0,1.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10433780,home,Galatasaray,Victor Nelsson,victor-nelsson,V. Nelsson,D,15,187,2642,M,Nelsson,846148,EUR,908323200,D,25,25,False,,75.0,63.0,8.0,5.0,46.0,51.0,17.0,24.0,9.0,9.0,3.0,3.0,,,90.0,84.0,7.4,12.0,1,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,
10433780,home,Galatasaray,Abdülkerim Bardakcı,abdulkerim-bardakci,A. Bardakcı,D,42,185,6104,M,abdulkerimbard1,178963,EUR,778896000,D,42,42,False,,75.0,68.0,2.0,1.0,46.0,49.0,22.0,26.0,9.0,12.0,2.0,5.0,,,90.0,88.0,7.9,8.0,2,,,,,2.0,,1.0,,1.0,3.0,3.0,,1.0,,,1.0,2.0,1.0,,,,,,,,,,,,,
10433780,home,Galatasaray,Kazımcan Karataş,kazimcan-karatas,K. Karataş,D,88,182,1611,M,,1008884,EUR,1042675200,D,88,88,False,,58.0,49.0,6.0,5.0,22.0,22.0,27.0,40.0,3.0,8.0,1.0,2.0,,,89.0,96.0,6.6,24.0,1,,,4.0,,10.0,1.0,7.0,1.0,,2.0,2.0,2.0,2.0,,,,2.0,,1.0,1.0,,,,,,,,,,,
10433780,home,Galatasaray,Lucas Torreira,lucas-torreira,L. Torreira,M,34,168,8760,M,ltorreira34,754794,EUR,823996800,M,5,5,False,,89.0,83.0,4.0,4.0,43.0,44.0,40.0,45.0,2.0,8.0,1.0,9.0,,,90.0,105.0,7.1,8.0,2,,,,,5.0,1.0,1.0,1.0,1.0,4.0,,1.0,,,1.0,,,,3.0,1.0,1.0,,,,,,,,,,
10433780,home,Galatasaray,Sérgio Oliveira,sergio-oliveira,S. Oliveira,M,27,181,1610,M,,991493,EUR,707443200,M,27,27,False,,40.0,36.0,7.0,5.0,13.0,14.0,23.0,28.0,,,,1.0,,,74.0,48.0,6.1,11.0,1,,,2.0,,6.0,1.0,2.0,,1.0,,,,1.0,1.0,,,,,2.0,,,2.0,,,,,,,,,
10433780,home,Galatasaray,Milot Rashica,milot-rashica,M. Rashica,M,7,177,3712,M,MRashica,800411,EUR,835920000,M,26,26,False,,27.0,14.0,2.0,1.0,5.0,7.0,9.0,24.0,4.0,6.0,3.0,2.0,,,88.0,48.0,6.5,23.0,1,,,4.0,,4.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,1.0,,1.0,5.0,,,,,,,,,
10433780,home,Galatasaray,Dries Mertens,dries-mertens,D. Mertens,M,,169,10127,M,driesmertens,32493,EUR,547257600,M,10,10,False,,33.0,24.0,2.0,,5.0,7.0,20.0,28.0,,3.0,,6.0,,,74.0,44.0,6.0,12.0,4,,,2.0,1.0,7.0,,3.0,2.0,1.0,1.0,1.0,,4.0,2.0,3.0,3.0,,,1.0,,1.0,1.0,,,,,,,,,
10433780,home,Galatasaray,Kerem Aktürkoğlu,kerem-akturkoglu,K. Aktürkoğlu,F,9,173,24917,M,KAktürkoğlu,903324,EUR,908928000,M,7,7,False,,44.0,31.0,2.0,1.0,11.0,11.0,26.0,43.0,2.0,4.0,,4.0,,,88.0,66.0,7.8,25.0,2,,,10.0,6.0,8.0,,5.0,1.0,,,,1.0,,5.0,,2.0,,,1.0,,3.0,3.0,1.0,1.0,,,,,,,
