match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_challengeLost,stat_outfielderBlock,stat_wasFouled,captain,stat_totalOffside,stat_goalAssist,stat_blockedScoringAttempt,stat_expectedGoals,stat_keyPass,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_shotOffTarget,stat_accurateCross,stat_errorLeadToAGoal,player_sofascoreId,stat_bigChanceMissed,stat_hitWoodwork
11406790,home,Empoli,Elia Caprile,,,elia-caprile,E. Caprile,G,1,191,1685,M,947954,EUR,998697600,G,25,25,False,30.0,11.0,26.0,7.0,6.0,7.0,5.0,23.0,2.0,7.0,1.0,3.0,3.0,2.0,90.0,41.0,6.6,21.0,0.00086217,0,-0.3791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406790,home,Empoli,Bartosz Bereszyński,,,bartosz-bereszynski,B. Bereszyński,D,19,182,2549,M,109461,EUR,710899200,D,19,19,False,27.0,19.0,8.0,5.0,10.0,13.0,9.0,15.0,5.0,3.0,,,,,90.0,45.0,6.9,10.0,0.0043097,0,,1.0,1.0,3.0,2.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11406790,home,Empoli,Sebastian Walukiewicz,,,sebastian-walukiewicz,S. Walukiewicz,D,6,188,2252,M,886243,EUR,954892800,D,4,4,False,21.0,17.0,1.0,,15.0,17.0,2.0,4.0,5.0,3.0,2.0,,,,90.0,36.0,6.6,6.0,0.00654872,0,,,5.0,3.0,8.0,6.0,,,2.0,2.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
11406790,home,Empoli,Sebastiano Luperto,,,sebastiano-luperto,S. Luperto,D,6,191,784,M,352736,EUR,841968000,D,33,33,False,37.0,27.0,7.0,3.0,21.0,24.0,6.0,13.0,8.0,3.0,,,,,90.0,48.0,6.6,10.0,0.00288305,0,,,1.0,2.0,3.0,3.0,,,,1.0,1.0,1.0,1.0,1.0,,True,,,,,,,,,,,,,,,,,,
11406790,home,Empoli,Emmanuel Gyasi,,,emmanuel-gyasi,E. Gyasi,M,11,182,716,M,541578,EUR,758246400,M,11,11,False,21.0,14.0,2.0,,2.0,7.0,12.0,15.0,,3.0,,,,,90.0,29.0,6.3,10.0,0.00690311,0,,1.0,2.0,,5.0,1.0,2.0,,,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,
11406790,home,Empoli,Răzvan Marin,,,razvan-marin,R. Marin,M,18,178,3932,M,279563,EUR,832809600,M,18,18,False,36.0,27.0,7.0,2.0,15.0,16.0,12.0,22.0,1.0,5.0,,,,,90.0,45.0,6.4,13.0,0.0160147,1,,2.0,1.0,,5.0,,1.0,,1.0,,,2.0,1.0,,,,,1.0,1.0,0.0121,1.0,,,,,,,,,,,,,
11406790,home,Empoli,Simone Bastoni,,,simone-bastoni,S. Bastoni,M,10,183,168,M,385330,EUR,847152000,M,30,30,False,26.0,21.0,3.0,2.0,6.0,7.0,15.0,20.0,,4.0,1.0,,,,65.0,42.0,6.5,11.0,0.0178213,0,,1.0,,1.0,3.0,5.0,3.0,1.0,,1.0,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,
11406790,home,Empoli,Giuseppe Pezzella,,,giuseppe-pezzella,G. Pezzella,M,3,187,619,M,814589,EUR,880761600,M,3,3,False,12.0,5.0,4.0,,,3.0,5.0,10.0,2.0,4.0,,,,,65.0,30.0,6.5,11.0,0.084477,0,,1.0,,,2.0,3.0,,,,2.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,
11406790,home,Empoli,Szymon Żurkowski,,,szymon-zurkowski,S. Żurkowski,F,14,185,1858,M,860435,EUR,875145600,F,27,27,False,25.0,19.0,1.0,,9.0,11.0,10.0,15.0,1.0,5.0,1.0,,,,88.0,40.0,6.3,13.0,0.00596378,0,,1.0,2.0,1.0,10.0,3.0,1.0,,2.0,,,2.0,1.0,,2.0,,,,,,,4.0,,,,,,,,,,,,
11406790,home,Empoli,Nicolò Cambiaghi,,,cambiaghi-nicolo,N. Cambiaghi,F,28,173,1123,M,971005,EUR,977961600,F,28,28,False,15.0,10.0,,,3.0,4.0,7.0,13.0,,3.0,1.0,,,,70.0,27.0,7.6,9.0,0.0189712,1,,2.0,,1.0,2.0,7.0,2.0,1.0,,2.0,2.0,,1.0,,3.0,,,,,0.0484,,,1.0,1.0,0.5666,,,,,,,,,
