match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_keyPass,player_sofascoreId,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_expectedGoals,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_wasFouled,stat_expectedGoalsOnTarget,stat_outfielderBlock,captain,stat_goodHighClaim,stat_challengeLost,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals
11407417,home,Fiorentina,Tommaso Martinelli,martinelli-tommaso,T. Martinelli,G,50,194,712,M,1397756,EUR,1136505600,G,30,30,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407417,home,Fiorentina,Christian Dalle Mura,christian-dalle-mura,C. D. Mura,D,14,185,69,M,965003,EUR,1012608000,D,14,14,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407417,home,Fiorentina,Pietro Comuzzo,comuzzo-pietro,P. Comuzzo,D,15,185,1322,M,1210848,EUR,1108857600,D,37,37,True,,,,,,,,,,,,,,,,,,,0,,Pietro Comuzzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407417,home,Fiorentina,Luca Ranieri,luca-ranieri,L. Ranieri,D,6,187,1115,M,893998,EUR,924825600,D,16,16,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407417,home,Fiorentina,Antonín Barák,antonin-barak,A. Barák,M,72,190,780,M,330705,EUR,786412800,M,72,72,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407417,home,Fiorentina,Jonathan Ikoné,jonathan-ikone,J. Ikoné,M,93,180,1415,M,802142,EUR,894067200,M,11,11,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407417,home,Fiorentina,Gino Infantino,gino-infantino,G. Infantino,M,32,178,956,M,1086992,EUR,1053302400,M,19,19,True,,,,,,,,,,,,,,,,,,,0,,Gino Infantino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407417,home,Fiorentina,Maxime López,maxime-lopez,M. López,M,21,167,1284,M,352802,EUR,881193600,M,8,8,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407417,away,Empoli,Etrit Berisha,etrit-berisha,E. Berisha,G,99,194,464,M,35656,EUR,605491200,G,99,99,False,36.0,15.0,27.0,6.0,11.0,11.0,4.0,25.0,4.0,10.0,5.0,7.0,3.0,90.0,51.0,8.9,21.0,0.00042565,0,0.8993,,,,,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,
11407417,away,Empoli,Tyronne Ebuehi,tyronne-ebuehi,T. Ebuehi,D,24,187,664,M,580512,EUR,819072000,D,24,24,False,12.0,8.0,,,6.0,8.0,2.0,5.0,3.0,4.0,,,,90.0,31.0,6.9,7.0,0.00163866,0,,,,1.0,,3.0,,4.0,2.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,
11407417,away,Empoli,Sebastian Walukiewicz,sebastian-walukiewicz,S. Walukiewicz,D,6,188,2252,M,886243,EUR,954892800,D,4,4,False,24.0,18.0,4.0,,16.0,19.0,2.0,5.0,13.0,1.0,,,,90.0,45.0,7.2,7.0,0.00454168,0,,,,,,1.0,,2.0,3.0,,3.0,2.0,,,,,,,,2.0,,,,,,,,,,1.0,,,,
11407417,away,Empoli,Sebastiano Luperto,sebastiano-luperto,S. Luperto,D,6,191,784,M,352736,EUR,841968000,D,33,33,False,28.0,22.0,6.0,2.0,14.0,16.0,8.0,12.0,8.0,6.0,,,,90.0,41.0,7.3,6.0,0.00496962,0,,,,,,4.0,2.0,4.0,3.0,,1.0,1.0,,,,,,,,,,,,,,,1.0,True,,,,,,
11407417,away,Empoli,Liberato Cacace,liberato-cacace,L. Cacace,D,13,184,514,M,905264,EUR,970012800,D,13,13,False,18.0,10.0,5.0,1.0,7.0,9.0,3.0,10.0,5.0,6.0,,,,83.0,51.0,6.9,15.0,0.00792662,0,,,,1.0,,4.0,,6.0,5.0,2.0,4.0,3.0,1.0,,,,,,,2.0,,,,,1.0,,,,,,,,,
11407417,away,Empoli,Răzvan Marin,razvan-marin,R. Marin,M,18,178,3932,M,279563,EUR,832809600,M,18,18,False,13.0,10.0,,,4.0,5.0,6.0,9.0,1.0,3.0,,,,66.0,21.0,6.5,7.0,0.00425644,0,,,,1.0,,,1.0,3.0,2.0,,,,2.0,1.0,1.0,,,,,,,1.0,,,1.0,,,,,1.0,,,,
11407417,away,Empoli,Alberto Grassi,alberto-grassi,A. Grassi,M,33,183,263,M,186845,EUR,794534400,M,5,5,False,26.0,21.0,4.0,2.0,18.0,20.0,3.0,6.0,4.0,6.0,,,,90.0,35.0,7.6,6.0,0.228893,0,,,,,,,1.0,1.0,2.0,,1.0,,,1.0,,1.0,,,,,,,,,,,2.0,,,,1.0,1.0,,
11407417,away,Empoli,Youssef Maleh,maleh-youssef,Y. Maleh,M,29,177,1361,M,849274,EUR,903744000,M,29,29,False,30.0,18.0,5.0,1.0,7.0,12.0,13.0,20.0,1.0,7.0,,,,90.0,48.0,7.0,15.0,0.194684,0,,,,2.0,2.0,3.0,,5.0,4.0,,4.0,3.0,2.0,2.0,,1.0,,,,,,,,,,,2.0,,,1.0,,,,
11407417,away,Empoli,Nicolò Cambiaghi,cambiaghi-nicolo,N. Cambiaghi,F,28,173,1123,M,971005,EUR,977961600,M,28,28,False,15.0,12.0,1.0,,5.0,6.0,7.0,10.0,,4.0,,,,84.0,28.0,6.6,8.0,0.00974207,2,,,,1.0,,,,5.0,5.0,1.0,2.0,2.0,2.0,4.0,,,,,,1.0,0.3455,1.0,1.0,1.0,3.0,0.3502,,,,,,,1.0,
11407417,away,Empoli,Matteo Cancellieri,matteo-cancellieri,M. Cancellieri,F,22,185,1422,M,1017649,EUR,1013472000,M,20,20,False,14.0,6.0,1.0,,3.0,3.0,4.0,12.0,2.0,4.0,,,,78.0,35.0,6.3,15.0,0.183597,1,,,,1.0,1.0,5.0,2.0,14.0,7.0,4.0,2.0,2.0,1.0,3.0,1.0,1.0,,,1.0,,0.0224,1.0,,,3.0,,,,,1.0,,,,
11407417,away,Empoli,Francesco Caputo,francesco-caputo,F. Caputo,F,9,181,857,M,43905,EUR,555206400,F,9,9,False,9.0,7.0,1.0,1.0,3.0,3.0,4.0,6.0,,5.0,,,,67.0,17.0,7.6,6.0,0.0105762,2,,,,,,1.0,1.0,2.0,2.0,,,,3.0,2.0,1.0,2.0,,,,,0.4198,1.0,1.0,1.0,1.0,0.5982,,,,,,1.0,,1.0
11407417,away,Empoli,Jacopo Fazzini,jacopo-fazzini,J. Fazzini,F,22,178,840,M,1012179,EUR,1047772800,M,21,21,True,6.0,3.0,1.0,1.0,1.0,2.0,3.0,5.0,1.0,6.0,,,,24.0,13.0,7.2,3.0,0.227335,0,,,,1.0,1.0,1.0,,4.0,4.0,,3.0,1.0,,2.0,,1.0,,,,,,,,,1.0,,,,,1.0,1.0,1.0,,
11407417,away,Empoli,Mattia Destro,mattia-destro,M. Destro,F,,181,199,M,100570,EUR,669427200,F,23,23,True,2.0,1.0,,,1.0,1.0,,1.0,,,,,,23.0,8.0,6.3,2.0,5.53e-06,1,,,,,,1.0,1.0,3.0,2.0,,,,,1.0,1.0,,,,1.0,,0.2153,1.0,,,1.0,,,,,,,,1.0,
11407417,away,Empoli,Emmanuel Gyasi,emmanuel-gyasi,E. Gyasi,M,11,182,716,M,541578,EUR,758246400,F,11,11,True,2.0,1.0,,,,1.0,1.0,1.0,,2.0,,,,12.0,5.0,7.3,2.0,0.00092841,1,,,,,,,,1.0,,,,,,,,,,,,,0.4531,1.0,1.0,,,0.7042,,,,,,,,1.0
11407417,away,Empoli,Simone Bastoni,simone-bastoni,S. Bastoni,M,10,183,168,M,385330,EUR,847152000,M,30,30,True,,,,,,,,,2.0,1.0,,,,13.0,3.0,6.6,1.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407417,away,Empoli,Tommaso Baldanzi,tommaso-baldanzi,T. Baldanzi,M,8,170,2264,M,1012172,EUR,1048377600,M,35,35,True,2.0,2.0,,,1.0,1.0,1.0,1.0,,,,,,12.0,3.0,6.4,1.0,0.00099472,0,,,,,,,,4.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,3.0,,1.0,,
11407417,away,Empoli,Elia Caprile,elia-caprile,E. Caprile,G,1,191,1685,M,947954,EUR,998697600,G,25,25,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407417,away,Empoli,Samuele Perisan,samuele-perisan,S. Perisan,G,1,191,50,M,794784,EUR,872121600,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407417,away,Empoli,Bartosz Bereszyński,bartosz-bereszynski,B. Bereszyński,D,19,182,2549,M,109461,EUR,710899200,D,19,19,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407417,away,Empoli,Gabriele Guarino,gabriele-guarino,G. Guarino,D,34,193,201,M,1137373,EUR,1081900800,D,14,14,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407417,away,Empoli,Filippo Ranocchia,filippo-ranocchia,F. Ranocchia,M,10,186,410,M,934238,EUR,989798400,M,22,22,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407417,away,Empoli,Daniel Maldini,daniel-maldini,D. Maldini,F,27,187,4629,M,970928,EUR,1002758400,F,27,27,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,dani.malda,,,,,,,,,,,,,,,,,
