match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_dispossessed,stat_bigChanceMissed,stat_unsuccessfulTouch,stat_keyPass,stat_totalCross,stat_shotOffTarget,stat_totalOffside,stat_totalContest,stat_bigChanceCreated,captain,stat_wonContest,stat_accurateCross,stat_goals,stat_penaltyWon,stat_penaltyMiss,stat_blockedScoringAttempt,stat_ownGoals,stat_penaltyConceded,stat_penaltySave,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_goalAssist,stat_hitWoodwork
11368733,home,Atlético Madrid,Álvaro Morata,alvaro-morata,Á. Morata,F,7,189,28279,M,ÁMorata,125407,EUR,719798400,F,19,19,False,16.0,9.0,2.0,,3.0,5.0,7.0,13.0,6.0,,,,86.0,38.0,7.0,13.0,0.182173,4,,2.0,3.0,5.0,9.0,,,1.0,1.0,3.0,4.0,,,,1.5467,1.7674,,,2.0,3.0,2.0,1.0,2.0,,1.0,3.0,1.0,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,
11368733,home,Atlético Madrid,Nahuel Molina,nahuel-molina,N. Molina,D,16,175,13426,M,nahuelmolina_35,831799,EUR,891820800,D,16,16,True,13.0,11.0,,,7.0,8.0,4.0,5.0,5.0,,,,28.0,22.0,6.5,5.0,0.00280837,0,,1.0,,2.0,1.0,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,
11368733,home,Atlético Madrid,Saúl Ñíguez,saul-niguez,S. Ñíguez,M,8,184,13421,M,Saul,116955,EUR,785376000,M,8,8,True,7.0,3.0,,,1.0,2.0,2.0,5.0,,,,,28.0,18.0,6.6,4.0,0.00050803,1,,2.0,2.0,4.0,3.0,,3.0,1.0,1.0,,,,,2.0,0.0737,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,
11368733,home,Atlético Madrid,Reinildo Mandava,reinildo-mandava,R. Mandava,D,17,180,11835,M,ReinildoMandava,831424,EUR,759110400,D,23,23,True,1.0,1.0,,,,,2.0,2.0,,,,,9.0,5.0,6.6,1.0,0.107371,0,,,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,
11368733,home,Atlético Madrid,Rodrigo Riquelme,rodrigo-riquelme,R. Riquelme,M,17,174,4780,M,,989113,EUR,954633600,M,17,17,True,4.0,3.0,2.0,1.0,,,3.0,4.0,2.0,,,,9.0,8.0,6.9,2.0,0.00217907,2,,,,,1.0,,,,,1.0,1.0,,,,0.0364,0.2701,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
11368733,home,Atlético Madrid,Stefan Savić,stefan-savic,S. Savić,D,15,186,1712,M,,76265,EUR,663292800,D,15,15,True,,,,,,,,,,,,,8.0,3.0,6.7,,,0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368733,home,Atlético Madrid,Horațiu Moldovan,horatiu-moldovan,H. Moldovan,G,1,186,2538,M,,857065,EUR,885254400,G,1,1,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368733,home,Atlético Madrid,Antonio Gomis,antonio-gomis,A. Gomis,G,1,191,355,M,,1156733,EUR,1053388800,G,31,31,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368733,home,Atlético Madrid,Arthur Vermeeren,arthur-vermeeren,A. Vermeeren,M,18,180,4706,M,arthurvermeeren,1149127,EUR,1107734400,M,18,18,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Arthur Vermeeren,,,,,,,,,,,,,,,,,,,,,,,,,,
11368733,home,Atlético Madrid,Ángel Correa,angel-correa,Á. Correa,F,7,171,16959,M,angelcorrea32,316152,EUR,794707200,F,10,10,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368733,away,Real Betis,Rui Silva,rui-silva,R. Silva,G,1,191,3299,M,,253809,EUR,760579200,G,13,13,False,39.0,24.0,24.0,9.0,21.0,27.0,3.0,12.0,11.0,,8.0,11.0,90.0,54.0,8.9,15.0,0.00063835,0,1.1613,1.0,,2.0,,,,,,,,,,1.0,,,Rui,Silva,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,
11368733,away,Real Betis,Héctor Bellerín,hector-bellerin,H. Bellerín,D,2,178,3870,M,Bellerín,188365,EUR,795571200,D,2,2,False,33.0,20.0,2.0,,10.0,16.0,10.0,18.0,2.0,,,,72.0,60.0,5.6,21.0,0.00591625,0,,,,6.0,2.0,2.0,2.0,,,1.0,,,1.0,1.0,,,,,1.0,,2.0,,1.0,,,3.0,,,1.0,,,,,,,,,,,,1.0,,
11368733,away,Real Betis,Germán Pezzella,german-pezzella,G. Pezzella,D,6,187,3493,M,germanpezzella,158241,EUR,677980800,D,6,6,False,75.0,67.0,5.0,4.0,37.0,38.0,30.0,37.0,3.0,,,,90.0,85.0,6.7,8.0,0.0317649,0,,1.0,1.0,2.0,2.0,,3.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
11368733,away,Real Betis,Chadi Riad,chadi-riad,C. Riad,D,34,186,10944,M,chadiriad17,1064218,EUR,1047859200,D,28,28,False,74.0,72.0,,,36.0,37.0,36.0,37.0,5.0,,,,90.0,84.0,6.9,2.0,0.0184932,1,,1.0,,2.0,2.0,1.0,2.0,2.0,1.0,,1.0,,2.0,,0.0831,0.0199,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368733,away,Real Betis,Youssouf Sabaly,youssouf-sabaly,Y. Sabaly,D,17,174,5678,M,youssouf_sabaly23,111803,EUR,731289600,D,23,23,False,51.0,47.0,,,21.0,22.0,26.0,31.0,6.0,,,,90.0,74.0,6.6,9.0,0.0135564,0,,,,3.0,2.0,,3.0,2.0,2.0,,,1.0,,,,,,,1.0,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,
11368733,away,Real Betis,Johnny Cardoso,johnny,J. Cardoso,M,5,186,5097,M,,990169,EUR,1000944000,M,4,4,False,52.0,42.0,2.0,,12.0,17.0,30.0,35.0,8.0,,,,89.0,69.0,7.6,12.0,0.0683976,2,,,4.0,3.0,7.0,1.0,2.0,1.0,1.0,,1.0,,4.0,2.0,0.0706,0.0908,,,,,2.0,1.0,,1.0,,2.0,,,2.0,,,,,,,,,,,,,1.0,
11368733,away,Real Betis,Marc Roca,marc-roca,M. Roca,M,21,184,1491,M,,847128,EUR,848966400,M,21,21,False,27.0,20.0,2.0,,7.0,9.0,13.0,19.0,5.0,,,,45.0,33.0,6.6,8.0,0.00861346,0,,1.0,,4.0,4.0,1.0,1.0,2.0,2.0,1.0,,,,2.0,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,
11368733,away,Real Betis,Pablo Fornals,pablo-fornals,P. Fornals,M,8,178,2735,M,,816763,EUR,824947200,M,18,18,False,61.0,42.0,6.0,3.0,11.0,17.0,34.0,53.0,6.0,,,,90.0,91.0,7.3,31.0,0.297684,1,,3.0,,9.0,5.0,1.0,,2.0,2.0,1.0,,,3.0,1.0,0.0263,,,,1.0,,2.0,4.0,9.0,,,5.0,,,2.0,3.0,,,,1.0,,,,,,,1.0,,
11368733,away,Real Betis,Rodri Sánchez,rodri-sanchez,R. Sánchez,M,10,175,565,M,,1031421,EUR,958435200,M,17,17,False,12.0,10.0,,,4.0,6.0,6.0,6.0,2.0,,,,45.0,22.0,6.1,7.0,0.00996879,1,,1.0,,6.0,1.0,1.0,1.0,,,,,,,1.0,0.0455,,,,1.0,,2.0,,,,,3.0,,,1.0,,,,,1.0,,,,,,,,,
11368733,away,Real Betis,Chimy Ávila,chimy-avila,C. Ávila,F,9,171,2160,M,,789381,EUR,760492800,M,9,9,False,25.0,21.0,2.0,2.0,6.0,6.0,15.0,23.0,4.0,,,,72.0,37.0,6.9,11.0,0.0398347,1,,2.0,,4.0,2.0,,1.0,,,2.0,,,,,0.0172,,,,2.0,,1.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
11368733,away,Real Betis,Willian José,willian-jose,W. José,F,12,189,3025,M,,123223,EUR,690854400,F,12,12,False,30.0,24.0,3.0,2.0,9.0,10.0,16.0,21.0,1.0,,,,90.0,43.0,6.9,10.0,0.0137229,2,,3.0,1.0,4.0,3.0,,1.0,,,2.0,1.0,,,,0.0612,0.0862,,,1.0,,3.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,
11368733,away,Real Betis,Guido Rodríguez,guido-rodriguez,G. Rodríguez,M,2,185,3908,M,guiido_rodriguez,609752,EUR,766108800,M,5,5,True,44.0,39.0,2.0,1.0,13.0,14.0,26.0,30.0,2.0,,,,45.0,48.0,6.9,5.0,0.0165558,1,,1.0,2.0,4.0,2.0,,,,,,1.0,,1.0,3.0,0.0864,0.3619,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
11368733,away,Real Betis,William Carvalho,william-carvalho,W. Carvalho,M,41,187,1602,M,,137978,EUR,702604800,M,14,14,True,44.0,41.0,3.0,3.0,4.0,4.0,37.0,42.0,,,,,45.0,52.0,7.6,6.0,0.0861346,1,,1.0,,2.0,2.0,,,1.0,,1.0,1.0,,,,0.0421,0.208,,,1.0,,,1.0,2.0,,,,,,,,1.0,,,,,,,,,,,,
11368733,away,Real Betis,Juan Miranda,juan-miranda,J. Miranda,D,33,185,2208,M,,855829,EUR,948240000,D,3,3,True,20.0,18.0,,,4.0,4.0,16.0,20.0,,,,,18.0,29.0,6.8,5.0,0.119673,0,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,1.0,4.0,,,,,,,2.0,,,,,,,,,,,,,
11368733,away,Real Betis,Ayoze Pérez,ayoze-perez,A. Pérez,F,22,180,3785,M,,345195,EUR,743385600,F,10,10,True,12.0,9.0,1.0,1.0,1.0,2.0,9.0,13.0,2.0,,,,18.0,19.0,7.0,6.0,0.0115248,2,,1.0,2.0,1.0,3.0,,,1.0,,,1.0,,,,0.1499,0.1221,,,,,1.0,,3.0,1.0,,,,,,1.0,,,,,,,,,,,,,
11368733,away,Real Betis,Abdessamad Ezzalzouli,abdessamad-ezzalzouli,A. Ezzalzouli,M,10,177,44492,M,ez_abde,1011375,EUR,1008547200,F,7,7,True,1.0,1.0,,,1.0,1.0,,,,,,,1.0,2.0,,1.0,7.01e-05,0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
11368733,away,Real Betis,Francisco Vieites,francisco-vieites,F. Vieites,G,13,196,313,M,,929975,EUR,926035200,G,30,30,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368733,away,Real Betis,Claudio Bravo,claudio-bravo,C. Bravo,G,,184,2223,M,,13249,EUR,419040000,G,1,1,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368733,away,Real Betis,Xavier Pleguezuelo,xavier-pleguezuelo,X. Pleguezuelo,D,17,178,33,M,,1171627,EUR,1042502400,D,33,33,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368733,away,Real Betis,Sokratis Papastathopoulos,sokratis-papastathopoulos,S. Papastathopoulos,D,3,187,628,,,2322979,EUR,581817600,D,19,19,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Sokratis,Papastathopoulos,,,,,,,,,,,,,,,,,,,,,,,,,
11368733,away,Real Betis,Assane Diao,assane-diao,A. Diao,F,38,185,18044,M,,1493689,EUR,1126051200,F,38,38,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
