match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_wasFouled,player_firstName,player_lastName,stat_challengeLost,stat_totalTackle,player_sofascoreId,stat_dispossessed,stat_bigChanceCreated,stat_wonTackle,stat_errorLeadToAGoal,stat_errorLeadToAShot,stat_blockedScoringAttempt,stat_expectedGoals,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_totalOffside,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
12530869,home,Beşiktaş JK,Mert Günok,mert-gunok,M. Günok,G,34,196,4070,M,39573,EUR,604713600,G,34,34,False,True,28.0,12.0,20.0,4.0,0.0,11.0,14.0,1.0,14.0,6.0,1.0,1.0,90.0,34.0,5.7,17.0,0.00027939,0,-1.2277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530869,home,Beşiktaş JK,Onur Bulut,onur-bulut,O. Bulut,D,6,179,562,M,142494,EUR,766454400,D,4,4,False,,44.0,38.0,2.0,2.0,0.0,20.0,26.0,19.0,22.0,6.0,,,90.0,61.0,6.4,13.0,0.0751082,0,,4.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12530869,home,Beşiktaş JK,Felix Uduokhai,felix-uduokhai,F. Uduokhai,D,14,193,1725,M,792142,EUR,873763200,D,14,14,False,,65.0,59.0,10.0,7.0,0.0,39.0,40.0,20.0,25.0,8.0,,,90.0,77.0,7.0,8.0,0.249707,0,,,,2.0,2.0,5.0,5.0,,,3.0,1.0,1.0,3.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,
12530869,home,Beşiktaş JK,Emirhan Topçu,emirhan-topcu,E. Topçu,D,53,188,2617,M,895009,EUR,971222400,D,53,53,False,,34.0,29.0,3.0,3.0,0.0,22.0,24.0,7.0,10.0,2.0,,,81.0,44.0,6.5,5.0,0.135799,0,,,,1.0,2.0,3.0,4.0,,,6.0,1.0,,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,
12530869,home,Beşiktaş JK,Arthur Masuaku,arthur-masuaku,A. Masuaku,D,27,179,10350,M,174975,EUR,752630400,D,26,26,False,,29.0,23.0,5.0,3.0,1.0,15.0,18.0,9.0,15.0,7.0,,,90.0,58.0,6.0,16.0,0.393462,0,,4.0,1.0,3.0,1.0,7.0,2.0,,,3.0,,1.0,,1.0,2.0,,,,1.0,1.0,masuaku26,3.0,1.0,1.0,1.0,2.0,,,,,,,,,,,
12530869,home,Beşiktaş JK,Cher Ndour,ndour-cher,C. Ndour,M,27,190,2165,M,1114422,EUR,1090886400,M,73,73,False,,42.0,33.0,8.0,3.0,0.0,8.0,10.0,25.0,32.0,5.0,,,80.0,59.0,6.9,14.0,0.174512,1,,,,1.0,3.0,5.0,9.0,4.0,3.0,1.0,,1.0,,,,,,,,3.0,,3.0,,2.0,,,1.0,0.1376,,,,,,,,,
12530869,home,Beşiktaş JK,Gedson Fernandes,gedson-fernandes,G. Fernandes,M,83,184,5232,M,862055,EUR,915840000,M,83,83,False,,54.0,44.0,1.0,,0.0,25.0,28.0,19.0,27.0,7.0,,,90.0,83.0,7.3,19.0,0.0960568,0,,1.0,,,1.0,4.0,11.0,3.0,2.0,3.0,2.0,4.0,1.0,1.0,,4.0,,,1.0,4.0,gedson_83,2.0,,4.0,,,,,,,,,,,,,
12530869,home,Beşiktaş JK,Semih Kılıçsoy,semih-kilicsoy,S. Kilicsoy,F,9,178,11924,M,1142606,EUR,1124064000,M,9,9,False,,25.0,19.0,2.0,2.0,0.0,3.0,4.0,16.0,22.0,5.0,,,90.0,48.0,7.0,13.0,0.0179623,2,,1.0,,5.0,1.0,12.0,11.0,9.0,6.0,,,2.0,3.0,1.0,,4.0,,,,,semihkilicsoy9,1.0,1.0,,,,,0.5292,1.0,2.0,,,,,,,
12530869,home,Beşiktaş JK,Rafa Silva,rafa-silva,R. Silva,M,27,170,17005,M,252577,EUR,737596800,M,27,27,False,,41.0,30.0,1.0,,0.0,4.0,5.0,28.0,38.0,4.0,,,90.0,59.0,7.3,16.0,0.159001,2,,2.0,2.0,,1.0,4.0,6.0,3.0,2.0,,,3.0,1.0,3.0,,2.0,,,1.0,1.0,Rafa_Silva,1.0,,1.0,,,1.0,0.0638,,,1.0,0.1354,,,,,
12530869,home,Beşiktaş JK,Ernest Muçi,ernest-muci,E. Muçi,M,10,180,5691,M,924670,EUR,984960000,M,23,23,False,,18.0,16.0,1.0,,0.0,5.0,5.0,12.0,17.0,2.0,,,68.0,36.0,7.6,8.0,0.0129601,2,,4.0,1.0,1.0,,3.0,5.0,1.0,,2.0,,1.0,1.0,,,3.0,,,,2.0,ernest_muci,1.0,,2.0,,,1.0,0.3296,,,1.0,0.6534,1.0,1.0,,,
