match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_aerialLost,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_dispossessed,stat_bigChanceMissed,stat_totalCross,stat_accurateCross,stat_shotOffTarget,stat_keyPass,captain,stat_penaltyConceded,stat_challengeLost,stat_bigChanceCreated,stat_totalOffside,stat_goodHighClaim,stat_penaltyWon,stat_outfielderBlock,stat_hitWoodwork
12451005,home,AS Monaco,Radosław Majecki,radoslaw-majecki,R. Majecki,G,1,191,1544,M,849114,EUR,942710400,G,1,1,False,17.0,15.0,7.0,5.0,0.0,13.0,13.0,2.0,4.0,1.0,9.0,3.0,1.0,5.0,1.0,1.0,90.0,29.0,7.3,2.0,0.00082408,0,1.1125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12451005,home,AS Monaco,Vanderson,vanderson,Vanderson,D,2,173,6111,M,1090694,EUR,993081600,D,2,2,False,38.0,32.0,1.0,1.0,0.0,16.0,19.0,16.0,19.0,5.0,3.0,,,,,,62.0,63.0,7.3,7.0,0.0190613,1,,Vanderson,,1.0,1.0,9.0,1.0,1.0,1.0,2.0,5.0,3.0,1.0,2.0,1.0,0.0223,,,,,,,,,,,,,,,,,,,,
12451005,home,AS Monaco,Thilo Kehrer,thilo-kehrer,T. Kehrer,D,5,186,1925,M,281277,EUR,843264000,D,5,5,False,84.0,73.0,10.0,4.0,0.0,42.0,45.0,31.0,39.0,2.0,4.0,,,,,,90.0,94.0,7.5,12.0,0.0139545,1,,,,2.0,1.0,5.0,,,,1.0,2.0,1.0,1.0,1.0,,0.0735,1.0,1.0,1.0,0.8596,,,,,,,,,,,,,,,,
12451005,home,AS Monaco,Mohammed Salisu,mohammed-salisu,M. Salisu,D,22,188,5721,M,946158,EUR,924307200,D,22,22,False,66.0,58.0,3.0,1.0,0.0,34.0,37.0,24.0,29.0,1.0,10.0,,,,,,90.0,75.0,7.0,8.0,0.0158858,0,,,,1.0,1.0,5.0,,,,2.0,3.0,3.0,,1.0,,,1.0,,,,salisu_sarki,,,,,,,,,,,,,,,
12451005,home,AS Monaco,Christian Mawissa,christian-mawissa,C. Mawissa,D,13,184,895,M,1407848,EUR,1113782400,D,13,13,False,16.0,8.0,2.0,,0.0,3.0,3.0,5.0,13.0,,2.0,,,,,,45.0,36.0,6.0,17.0,0.0022186,1,,,,1.0,7.0,4.0,4.0,,,1.0,3.0,2.0,1.0,,,0.0655,1.0,1.0,,0.1592,,2.0,1.0,,,,,,,,,,,,,
12451005,home,AS Monaco,Lamine Camara,camara-lamine,L. Camara,M,15,174,20442,M,1389846,EUR,1072915200,M,15,15,False,34.0,30.0,1.0,1.0,0.0,16.0,16.0,16.0,22.0,2.0,1.0,,,,,,45.0,50.0,6.9,9.0,0.366143,1,,Lamine Camara,,1.0,2.0,2.0,,,,2.0,,,2.0,1.0,1.0,0.0118,,,,,lamine_camara_5,1.0,,4.0,2.0,1.0,1.0,,,,,,,,,
12451005,home,AS Monaco,Denis Zakaria,denis-zakaria,D. Zakaria,M,6,191,3221,M,770677,EUR,848448000,M,6,6,False,59.0,53.0,1.0,1.0,0.0,25.0,27.0,28.0,32.0,,9.0,,,,,,90.0,68.0,6.7,7.0,0.0627076,1,,,,1.0,4.0,8.0,1.0,,,,5.0,2.0,,2.0,3.0,0.136,,,,,,,,,,1.0,,True,1.0,,,,,,,
12451005,home,AS Monaco,Maghnes Akliouche,maghnes-akliouche,M. Akliouche,M,11,183,5917,M,1130939,EUR,1014595200,M,11,11,False,37.0,34.0,,,0.0,5.0,5.0,29.0,32.0,,2.0,,,,,,90.0,62.0,6.8,13.0,0.26676,1,,,,,9.0,4.0,4.0,2.0,,1.0,1.0,,4.0,1.0,3.0,0.0939,1.0,,,,,3.0,,,,1.0,1.0,,,,,,,,,
12451005,home,AS Monaco,Takumi Minamino,takumi-minamino,T. Minamino,M,18,174,8866,M,155818,EUR,790214400,M,18,18,False,25.0,17.0,1.0,1.0,0.0,2.0,3.0,15.0,26.0,,5.0,,,,,,87.0,35.0,7.0,14.0,0.164654,0,,,,,5.0,3.0,1.0,,,,3.0,2.0,1.0,,1.0,,2.0,,,,Minamino,,,4.0,,,2.0,,,1.0,1.0,,,,,
12451005,home,AS Monaco,Aleksandr Golovin,aleksandr-golovin,A. Golovin,M,10,180,8439,M,318963,EUR,833414400,M,10,10,False,23.0,11.0,3.0,,0.0,1.0,1.0,10.0,22.0,,3.0,,,,,,45.0,32.0,6.7,15.0,0.186611,0,,,,1.0,4.0,4.0,2.0,1.0,,1.0,,,1.0,2.0,,,,,,,alex_golovin17,1.0,,,,,1.0,,,2.0,,,,,,
