match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_interceptionWon,stat_totalOffside,stat_keyPass,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_accurateCross,stat_totalContest,stat_dispossessed,stat_wonContest,stat_shotOffTarget,stat_hitWoodwork,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox
11453156,home,Damac FC,Mohammed Al-Mahasneh,mohammed-al-mahasneh,M. Al-Mahasneh,G,33,180.0,55,M,1018709,EUR,862185600,G,33,33,False,16.0,11.0,8.0,3.0,11.0,11.0,5.0,8.0,2.0,90.0,22.0,7.0,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453156,home,Damac FC,Sultan Faqihi,sultan-faqihi,S. Faqihi,D,14,175.0,2,M,868647,EUR,794016000,D,41,41,False,14.0,9.0,3.0,,3.0,5.0,11.0,1.0,,83.0,36.0,6.8,9.0,0,6.0,2.0,2.0,1.0,6.0,5.0,4.0,1.0,1.0,2.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,
11453156,home,Damac FC,Farouk Chafaï,farouk-chafai,F. Chafaï,D,5,182.0,329,M,880083,EUR,646099200,D,15,15,False,42.0,37.0,9.0,6.0,22.0,24.0,18.0,,,90.0,54.0,8.5,6.0,2,15.0,,,1.0,1.0,3.0,3.0,1.0,,1.0,1.0,,True,1.0,2.0,1.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,
11453156,home,Damac FC,Abdelkader Bedrane,abdelkader-bedrane,A. Bedrane,D,3,185.0,1163,M,906407,EUR,702172800,D,3,3,False,29.0,23.0,8.0,5.0,17.0,19.0,10.0,6.0,,90.0,41.0,8.0,6.0,2,6.0,,2.0,1.0,2.0,2.0,8.0,1.0,,,,,,,1.0,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,
11453156,home,Damac FC,Dhari Al-Enezi,dhari-al-enezi,D. Al-Enezi,D,20,170.0,42,M,1214301,EUR,957571200,D,20,20,False,26.0,21.0,5.0,4.0,8.0,9.0,18.0,4.0,,57.0,44.0,7.3,8.0,0,14.0,1.0,,,1.0,3.0,,3.0,2.0,1.0,,,,,,,,2.0,,3.0,Dhari Al-Enezi,,,1.0,1.0,,,,,,,,,
11453156,home,Damac FC,Domagoj Antolić,domagoj-antolic,D. Antolić,M,8,180.0,103,M,67645,EUR,646704000,M,17,17,False,32.0,29.0,2.0,2.0,14.0,15.0,18.0,1.0,,90.0,42.0,7.0,6.0,1,15.0,1.0,1.0,,3.0,1.0,2.0,,,,,,,,,,,1.0,1.0,1.0,,,,,2.0,1.0,1.0,1.0,1.0,,,,,
11453156,home,Damac FC,Tarek Hamed,hamed-tarek,T. Hamed,M,8,165.0,561,M,560168,EUR,593654400,M,8,8,False,50.0,45.0,5.0,2.0,25.0,25.0,27.0,3.0,,90.0,61.0,7.4,7.0,2,21.0,2.0,,,1.0,4.0,1.0,2.0,1.0,,2.0,1.0,,,,,,,,3.0,,,1.0,1.0,,,,1.0,,,,,,
11453156,home,Damac FC,Nicolae Stanciu,nicolae-stanciu,N. Stanciu,M,8,171.0,4005,M,108673,EUR,736732800,M,31,31,False,36.0,31.0,4.0,3.0,8.0,10.0,37.0,5.0,,90.0,63.0,8.6,15.0,8,26.0,11.0,,,5.0,,,,,1.0,,,,5.0,2.0,1.0,,,,3.0,,,3.0,3.0,,,,3.0,,1.0,1.0,,,
11453156,home,Damac FC,Ahmad Zain,ahmad-zain,A. Zain,M,49,177.0,14,M,818809,EUR,678412800,F,49,49,False,39.0,33.0,1.0,,8.0,8.0,34.0,7.0,,90.0,59.0,8.1,15.0,1,25.0,3.0,,1.0,5.0,7.0,,2.0,2.0,2.0,5.0,1.0,,,,,,,1.0,5.0,,,,,2.0,2.0,,1.0,,1.0,2.0,,,
11453156,home,Damac FC,Abdulaziz Al-Shahrani,abdulaziz-al-shahrani,A. Al-Shahrani,F,80,173.0,20,M,975862,EUR,783388800,F,14,14,False,8.0,6.0,1.0,1.0,2.0,2.0,6.0,2.0,,83.0,17.0,7.0,2.0,6,4.0,,1.0,,1.0,1.0,,,,,,,,,3.0,,,,,,,,1.0,,1.0,,1.0,2.0,,,,1.0,,
11453156,home,Damac FC,Georges-Kévin N'Koudou,georges-kevin-nkoudou,G. N'Koudou,M,11,172.0,2369,M,342909,EUR,792633600,F,10,10,False,28.0,26.0,6.0,5.0,9.0,9.0,19.0,5.0,,70.0,47.0,7.6,8.0,2,17.0,,,,3.0,7.0,,,,3.0,6.0,,,,1.0,,,,,2.0,,,,,1.0,3.0,1.0,1.0,,,,,,
