match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_challengeLost,stat_totalCross,player_lastName,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_accurateCross,stat_shotOffTarget,stat_keyPass,stat_dispossessed,stat_outfielderBlock,captain,player_sofascoreId,stat_bigChanceMissed,stat_bigChanceCreated,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside,stat_blockedScoringAttempt
14109632,home,Başakşehir FK,Deniz Dilmen,Deniz Dilmen,deniz-dilmen,D. Dilmen,G,1,198,150,M,1065508,EUR,1117929600,G,98,98,False,34.0,24.0,13.0,3.0,0.0,22.0,24.0,2.0,10.0,7.0,1.0,90.0,37.0,7.4,10.0,0.00022891,0.5001,0,0.0814,0.0,-0.04,0.18,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109632,home,Başakşehir FK,Festy Ebosele,,festy-ebosele,F. Ebosele,D,36,180,588,M,983059,EUR,1028246400,D,36,36,False,54.0,46.0,6.0,3.0,0.0,33.0,36.0,13.0,18.0,4.0,,90.0,79.0,7.5,12.0,0.0183879,,0,,0.04,0.06,0.23,,2.0,2.0,5.0,11.0,1.0,1.0,2.0,1.0,5.0,4.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,
14109632,home,Başakşehir FK,Ousseynou Ba,,ousseynou-ba,O. Ba,D,27,192,385,M,889430,EUR,816048000,D,27,27,False,67.0,64.0,3.0,2.0,0.0,55.0,56.0,9.0,11.0,1.0,,90.0,79.0,6.8,3.0,0.00285224,,0,,0.03,0.05,0.21,,1.0,2.0,6.0,3.0,,,8.0,1.0,,,,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,
14109632,home,Başakşehir FK,Jerome Opoku,,opoku-jerome,J. Opoku,D,3,194,1395,M,920514,EUR,908323200,D,3,3,False,55.0,51.0,5.0,2.0,0.0,32.0,33.0,19.0,22.0,4.0,,90.0,68.0,7.6,5.0,0.00875966,,0,,0.18,0.12,0.24,,,2.0,2.0,7.0,,,5.0,,4.0,2.0,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,
14109632,home,Başakşehir FK,Christopher Operi,,christopher-operi,C. Operi,D,21,182,1314,M,858977,EUR,862272000,D,21,21,False,40.0,34.0,4.0,4.0,0.0,12.0,14.0,22.0,26.0,3.0,,90.0,60.0,7.8,13.0,0.0176031,,1,,0.29,0.09,0.14,,,3.0,2.0,8.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,,1.0,0.0199,0.0948,0.01,,,,,,,,,,,,,,,
14109632,home,Başakşehir FK,Onur Ergün,,onur-ergun,O. Ergün,M,4,185,45,M,893009,EUR,721785600,M,4,4,False,14.0,12.0,,,0.0,8.0,9.0,4.0,5.0,1.0,,45.0,17.0,6.6,2.0,0.00386733,,0,,-0.01,0.04,0.16,,,,1.0,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
14109632,home,Başakşehir FK,Yusuf Sarı,,yusuf-sari,Y. Sarı,M,7,168,562,M,896364,EUR,911520000,M,7,7,False,16.0,11.0,2.0,2.0,0.0,2.0,3.0,9.0,13.0,1.0,,70.0,29.0,7.2,9.0,0.395792,,1,,0.41,-0.02,-0.06,,,1.0,2.0,2.0,1.0,,,,,,,1.0,,1.0,5.0,,,0.066,,0.0,2.0,1.0,2.0,,,,,,,,,,,,
14109632,home,Başakşehir FK,Miguel Crespo,,miguel-crespo,M. Crespo,M,13,187,618,M,972410,EUR,842400000,M,13,13,False,12.0,8.0,2.0,,0.0,4.0,4.0,4.0,8.0,2.0,,89.0,18.0,6.0,7.0,0.00838443,,0,,-0.02,0.06,0.17,,3.0,,10.0,,1.0,,,,,,,,4.0,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,
14109632,home,Başakşehir FK,Olivier Kemen,,olivier-kemen,O. Kemen,M,8,177,827,M,280447,EUR,837820800,M,8,8,False,24.0,16.0,4.0,1.0,0.0,3.0,6.0,13.0,18.0,1.0,,90.0,40.0,7.0,14.0,0.0597193,,1,,0.19,0.2,-0.07,,1.0,3.0,7.0,8.0,1.0,1.0,,,2.0,2.0,4.0,3.0,3.0,2.0,1.0,,1.0,0.0643,0.2601,0.03,,,2.0,1.0,,True,,,,,,,,,
14109632,home,Başakşehir FK,Abbosbek Fayzullaev,,fayzullaev-abbosbek,A. Fayzullaev,M,11,172,31162,M,1118429,EUR,1065139200,M,11,11,False,17.0,11.0,1.0,,0.0,4.0,5.0,7.0,12.0,3.0,,70.0,34.0,6.2,16.0,0.0152862,,3,,-0.22,0.4,-0.18,,,1.0,6.0,3.0,1.0,1.0,,1.0,1.0,1.0,2.0,,2.0,4.0,7.0,,,0.1694,,-0.54,,3.0,,,,,abbos,,,,,,,,
