match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_wasFouled,stat_fouls,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_totalContest,stat_totalCross,stat_interceptionWon,stat_unsuccessfulTouch,stat_keyPass,stat_dispossessed,stat_shotOffTarget,stat_wonContest,stat_accurateCross,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_errorLeadToAShot,stat_lastManTackle,stat_totalOffside
12117082,home,Cuiabá,Walter,walter,Walter,G,22,188,774,M,329055,EUR,564192000,G,1,1,False,True,25.0,20.0,12.0,7.0,0.0,17.0,17.0,3.0,8.0,1.0,10.0,1.0,5.0,9.0,1.0,90.0,42.0,9.5,5.0,0.00061044,0,1.3007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117082,home,Cuiabá,Matheus Alexandre,matheus-alexandre,M. Alexandre,D,33,188,291,M,953736,EUR,923443200,D,2,2,False,,28.0,22.0,4.0,,0.0,12.0,14.0,10.0,14.0,1.0,2.0,,,,,58.0,39.0,6.7,7.0,0.0041667,0,,,,1.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12117082,home,Cuiabá,Marllon,marllon,Marllon,D,3,184,365,M,221206,EUR,703382400,D,4,4,False,,51.0,41.0,4.0,2.0,0.0,25.0,31.0,16.0,20.0,3.0,4.0,,,,,90.0,58.0,7.4,10.0,0.0104646,1,,,,,6.0,1.0,7.0,,1.0,,2.0,1.0,1.0,1.0,0.0314,,,,,,,,,,,,,,,
12117082,home,Cuiabá,Alan Empereur,alan-empereur,A. Empereur,D,33,186,199,M,373740,EUR,763257600,D,33,33,False,,58.0,50.0,16.0,11.0,0.0,26.0,26.0,24.0,32.0,4.0,5.0,,,,,90.0,68.0,7.3,9.0,0.0396163,0,,,,3.0,1.0,6.0,2.0,2.0,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,
12117082,home,Cuiabá,Rikelme,rikelme,Rikelme,D,16,184,260,M,1102383,EUR,1058313600,D,20,20,False,,34.0,27.0,5.0,1.0,0.0,6.0,9.0,21.0,27.0,3.0,3.0,,,,,90.0,55.0,7.2,13.0,0.0552288,0,,,,,,,2.0,,,1.0,,,1.0,1.0,,,2.0,2.0,1.0,1.0,,,,,,,,,,
12117082,home,Cuiabá,Lucas Mineiro,lucas-mineiro,L. Mineiro,M,8,188,116,M,840077,EUR,825120000,M,30,30,False,,43.0,38.0,5.0,3.0,0.0,19.0,21.0,19.0,22.0,2.0,3.0,,,,,79.0,51.0,6.6,7.0,0.0170386,1,,,,2.0,1.0,5.0,2.0,,,1.0,1.0,,,,0.0127,,,1.0,,,2.0,1.0,,,,,,,,
12117082,home,Cuiabá,Denilson,denilson,Denilson,M,8,180,370,M,1175760,EUR,985305600,M,27,27,False,,39.0,35.0,4.0,3.0,0.0,18.0,19.0,17.0,22.0,1.0,7.0,,,,,90.0,49.0,7.0,8.0,0.0135078,1,,Denilson,,,,2.0,2.0,1.0,,1.0,,,,,0.1154,1.0,2.0,,1.0,,1.0,1.0,1.0,,,,,,,
12117082,home,Cuiabá,Jonathan Cafú,jonathan-cafu,Jonathan Cafú,M,11,175,197,M,790103,EUR,679104000,M,7,7,False,,28.0,22.0,1.0,,0.0,4.0,5.0,18.0,27.0,,2.0,,,,,79.0,40.0,6.8,13.0,0.0689754,0,,,,,,1.0,3.0,,,2.0,2.0,,,,,1.0,4.0,,2.0,,,,1.0,,,,,,,
12117082,home,Cuiabá,Max,max,Max,M,8,187,253,M,1105838,EUR,989539200,M,10,10,False,,14.0,14.0,,,0.0,2.0,2.0,13.0,15.0,,1.0,,,,,28.0,18.0,6.6,3.0,0.0172878,0,,Max,,,,1.0,,,,,,,,,,,3.0,,,1.0,1.0,,,1.0,,,,,,
12117082,home,Cuiabá,Clayson,clayson,Clayson,M,29,166,372,M,811308,EUR,795571200,M,25,25,False,,17.0,12.0,2.0,1.0,0.0,4.0,5.0,8.0,14.0,1.0,3.0,,,,,58.0,31.0,6.4,14.0,0.00652687,0,,,,,,3.0,3.0,,,2.0,1.0,,1.0,1.0,,2.0,2.0,,4.0,,1.0,,,,,,,,,
