match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_bigChanceMissed,stat_totalTackle,stat_wonTackle,stat_fouls,stat_goalAssist,stat_challengeLost,stat_goals,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_crossNotClaimed,stat_penaltyFaced,stat_punches,stat_penaltyConceded,stat_outfielderBlock
10434119,home,Galatasaray,Fernando Muslera,fernando-muslera,F. Muslera,G,16,190,9264,M,Muslera,28381,EUR,519264000,G,1,1,False,True,24.0,23.0,4.0,3.0,23.0,23.0,1.0,8.0,3.0,3.0,90.0,34.0,6.5,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434119,home,Galatasaray,Sacha Boey,boey-sacha,S. Boey,D,93,178,14707,M,sacha_boey,980418,EUR,968803200,D,93,93,False,,59.0,41.0,8.0,2.0,13.0,19.0,46.0,4.0,,,90.0,90.0,7.0,26.0,2,,,30.0,6.0,2.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,,,,,,,,,,,,,,
10434119,home,Galatasaray,Victor Nelsson,victor-nelsson,V. Nelsson,D,15,187,2642,M,Nelsson,846148,EUR,908323200,D,25,25,False,,89.0,80.0,9.0,5.0,56.0,62.0,27.0,8.0,,,90.0,97.0,6.9,10.0,2,,,24.0,,,3.0,8.0,5.0,10.0,,,,2.0,,3.0,,1.0,,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,
10434119,home,Galatasaray,Abdülkerim Bardakcı,abdulkerim-bardakci,A. Bardakcı,D,42,185,6104,M,abdulkerimbard1,178963,EUR,778896000,D,42,42,False,,106.0,95.0,7.0,3.0,57.0,58.0,49.0,10.0,,,90.0,116.0,7.8,12.0,2,,,39.0,1.0,1.0,2.0,1.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,2.0,,1.0,1.0,2.0,1.0,2.0,1.0,,,,,,,
10434119,home,Galatasaray,Emre Taşdemir,emre-tasdemir,E. Taşdemir,D,33,176,74,M,,190191,EUR,807840000,D,13,13,False,,15.0,13.0,1.0,1.0,6.0,8.0,14.0,1.0,,,45.0,32.0,6.4,9.0,0,,,9.0,7.0,2.0,,2.0,3.0,3.0,,1.0,,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,
10434119,home,Galatasaray,Lucas Torreira,lucas-torreira,L. Torreira,M,34,168,8760,M,ltorreira34,754794,EUR,823996800,M,5,5,False,,77.0,67.0,7.0,4.0,25.0,26.0,51.0,8.0,,,90.0,99.0,7.8,11.0,2,,,42.0,,,1.0,,1.0,11.0,,,,,1.0,1.0,1.0,1.0,5.0,2.0,,6.0,4.0,,,,,1.0,,,,,,
10434119,home,Galatasaray,Sérgio Oliveira,sergio-oliveira,S. Oliveira,M,27,181,1610,M,,991493,EUR,707443200,M,27,27,False,,48.0,40.0,5.0,3.0,13.0,15.0,34.0,8.0,,,76.0,66.0,7.5,11.0,3,,,27.0,1.0,,,,2.0,8.0,1.0,2.0,2.0,2.0,1.0,,2.0,1.0,1.0,,,5.0,2.0,,,1.0,,,,,,,,
10434119,home,Galatasaray,Milot Rashica,milot-rashica,M. Rashica,M,7,177,3712,M,MRashica,800411,EUR,835920000,M,26,26,False,,16.0,13.0,2.0,2.0,1.0,1.0,22.0,2.0,,,45.0,29.0,6.3,13.0,0,,,13.0,7.0,1.0,,,2.0,1.0,2.0,,,,,,,2.0,,,,1.0,1.0,,,,,,,,,,,
10434119,home,Galatasaray,Dries Mertens,dries-mertens,D. Mertens,M,,169,10127,M,driesmertens,32493,EUR,547257600,M,10,10,False,,38.0,33.0,,,11.0,13.0,38.0,3.0,,,79.0,60.0,7.6,17.0,4,,,25.0,13.0,3.0,,,3.0,1.0,1.0,,,1.0,3.0,,,,,2.0,,1.0,,2.0,,,,,1.0,,,,,
10434119,home,Galatasaray,Kerem Aktürkoğlu,kerem-akturkoglu,K. Aktürkoğlu,F,9,173,24917,M,KAktürkoğlu,903324,EUR,908928000,M,7,7,False,,29.0,22.0,1.0,,9.0,9.0,24.0,5.0,,,81.0,53.0,6.9,19.0,3,,,15.0,4.0,2.0,,,4.0,3.0,1.0,4.0,1.0,,1.0,,,5.0,1.0,5.0,,1.0,1.0,,,,,2.0,,,,,,
10434119,home,Galatasaray,Mauro Icardi,mauro-icardi,M. Icardi,F,9,181,38623,M,MauroIcardi,233114,EUR,730080000,F,99,99,False,,18.0,14.0,,,7.0,8.0,10.0,1.0,,,90.0,28.0,8.6,5.0,7,,,7.0,,,5.0,2.0,7.0,2.0,,,,4.0,2.0,1.0,,1.0,,3.0,,,,2.0,,,2.0,1.0,,,,,,
10434119,home,Galatasaray,Léo Dubois,leo-dubois,L. Dubois,D,,178,587,M,,552680,EUR,779500800,D,2,2,True,,18.0,13.0,,,4.0,5.0,17.0,,,,45.0,40.0,6.8,13.0,0,,,9.0,4.0,,,,,3.0,,1.0,1.0,,,1.0,,4.0,1.0,,,1.0,,,,,,,,,,,,
10434119,home,Galatasaray,Yunus Akgün,yunus-akgun,Y. Akgün,M,11,173,9047,M,yunusakgun17,857738,EUR,962928000,F,11,11,True,,20.0,15.0,,,4.0,6.0,15.0,3.0,,,45.0,29.0,6.8,9.0,2,,,11.0,1.0,,2.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0,,,,2.0,,1.0,,,,2.0,,1.0,,1.0,,,,,,
10434119,home,Galatasaray,Juan Mata,juan-mata,J. Mata,M,64,170,3301,M,,28367,EUR,578188800,M,64,64,True,,20.0,17.0,,,9.0,10.0,13.0,3.0,,,14.0,25.0,7.2,3.0,1,,,11.0,3.0,3.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,
10434119,home,Galatasaray,Bafetimbi Gomis,bafetimbi-gomis,B. Gomis,F,,184,1063,M,,3530,EUR,492134400,F,18,18,True,,1.0,1.0,,,,,1.0,,,,11.0,5.0,7.0,,2,,,1.0,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,,
