match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keeperSaveValue,stat_keyPass,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_aerialWon,stat_bigChanceCreated,stat_outfielderBlock,stat_wonTackle,stat_totalOffside,stat_aerialLost,stat_duelLost,stat_shotOffTarget,stat_fouls,stat_shotValueNormalized,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_wasFouled,stat_dispossessed,captain,stat_totalContest,stat_bigChanceMissed,stat_hitWoodwork,stat_wonContest,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals
14598947,home,Huddersfield Town,Lee Nicholls,,,lee-nicholls,L. Nicholls,G,22,191.0,52,M,121773,EUR,718243200,G,22,22,False,26.0,13.0,17.0,4.0,0.0,12.0,15.0,1.0,11.0,5.0,4.0,5.0,90.0,35.0,7.2,13.0,1.1112,1.0,0,0.05,-0.03,-0.17,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14598947,home,Huddersfield Town,Lasse Sørensen,,,lasse-sorensen,L. Sørensen,D,2,185.0,75,M,826063,EUR,940464000,D,2,2,False,16.0,10.0,2.0,,0.0,7.0,10.0,3.0,6.0,1.0,,,76.0,31.0,6.0,10.0,,,0,-0.07,0.06,-0.3,,1.0,4.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14598947,home,Huddersfield Town,Josh Feeney,Josh Feeney,,josh-feeney,J. Feeney,D,20,193.0,136,M,1118018,EUR,1115337600,D,20,20,False,21.0,19.0,1.0,,0.0,15.0,17.0,4.0,4.0,2.0,,,90.0,29.0,6.8,2.0,,1.0,0,0.07,-0.01,0.24,,2.0,6.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
14598947,home,Huddersfield Town,Murray Wallace,,,murray-wallace,M. Wallace,D,3,181.0,31,M,164285,EUR,726624000,D,3,3,False,39.0,32.0,7.0,2.0,0.0,24.0,27.0,8.0,12.0,2.0,,,90.0,52.0,6.8,8.0,,,1,0.08,0.02,0.5,,1.0,7.0,,,,1.0,,2.0,,,1.0,2.0,1.0,1.0,-0.54,,,,,,,,,,,,,,,,
14598947,home,Huddersfield Town,Sean Roughan,Sean Roughan,,sean-roughan,S. Roughan,D,23,175.0,113,M,1064269,EUR,1062288000,D,23,23,False,31.0,21.0,4.0,1.0,0.0,13.0,20.0,8.0,11.0,5.0,,,90.0,56.0,6.6,13.0,,1.0,0,0.42,0.22,-0.16,,4.0,6.0,,2.0,,,,1.0,1.0,,1.0,3.0,,,,1.0,1.0,2.0,2.0,,,,,,,,,,,,
14598947,home,Huddersfield Town,Daniel Vost,,,daniel-vost,D. Vost,M,38,186.0,19,M,2189867,EUR,1145232000,M,38,38,False,19.0,17.0,,,0.0,14.0,16.0,3.0,3.0,2.0,,,90.0,32.0,6.5,4.0,,,0,-0.04,-0.09,0.23,,,5.0,,,,,,1.0,,,,2.0,,,,,,,,2.0,,,,,,,,,,,
14598947,home,Huddersfield Town,David Kasumu,,,david-kasumu,D. Kasumu,M,18,180.0,78,M,839392,EUR,939081600,M,18,18,False,19.0,17.0,2.0,1.0,0.0,14.0,14.0,3.0,5.0,1.0,,,83.0,27.0,6.7,4.0,,1.0,0,0.11,0.01,-0.05,,3.0,,,2.0,1.0,,,1.0,1.0,,,3.0,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,
14598947,home,Huddersfield Town,Marcus Harness,,,marcus-harness,M. Harness,M,10,182.0,157,M,368146,EUR,825120000,M,10,10,False,10.0,5.0,2.0,1.0,0.0,1.0,4.0,4.0,6.0,3.0,,,62.0,17.0,6.3,6.0,,,0,0.0,0.12,-0.09,,3.0,2.0,1.0,1.0,1.0,2.0,,,1.0,1.0,2.0,4.0,,,,,,2.0,,,,,,,,,,,,,
14598947,home,Huddersfield Town,Ben Wiles,,,wiles-ben,B. Wiles,M,26,172.0,56,M,891579,EUR,924307200,M,8,8,False,28.0,23.0,1.0,,0.0,14.0,16.0,9.0,12.0,2.0,,,90.0,38.0,6.7,6.0,,,0,-0.07,0.21,0.23,,3.0,1.0,3.0,1.0,,,,,1.0,,1.0,2.0,,,,1.0,1.0,,2.0,,True,1.0,,,,,,,,,
14598947,home,Huddersfield Town,Zepiqueno Redmond,Zepiqueno Redmond,,zepiqueno-redmond,Z. Redmond,F,29,184.0,683,M,1384488,EUR,1150934400,M,29,29,False,5.0,3.0,,,0.0,2.0,4.0,1.0,1.0,2.0,,,62.0,16.0,6.8,4.0,,,2,0.04,0.18,0.29,,4.0,2.0,,4.0,,,,,2.0,1.0,,6.0,2.0,2.0,-0.51,,,2.0,,1.0,,1.0,1.0,,,,,,,,
