match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_duelLost,stat_challengeLost,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_shotValueNormalized,stat_aerialLost,stat_totalContest,stat_bigChanceCreated,stat_keyPass,stat_aerialWon,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_fouls,stat_expectedGoalsOnTarget,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_wonContest,stat_outfielderBlock,captain,stat_totalOffside,stat_bigChanceMissed,player_sofascoreId
14771800,home,Al-Taawoun,Mailson,mailson,Mailson,G,1,198.0,587,M,883367,EUR,840499200,G,1,1,False,30.0,19.0,20.0,9.0,0.0,14.0,17.0,5.0,13.0,1.0,2.0,8.0,1.0,3.0,2.0,3.0,1.0,90.0,41.0,8.4,11.0,0.00666351,0.7539,0,0.738,0.15,0.0,0.23,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771800,home,Al-Taawoun,Mohammed Mahzari,mohammed-mahzari,M. Mahzari,D,5,178.0,49,M,1092809,EUR,1021766400,D,5,5,False,49.0,43.0,5.0,2.0,0.0,25.0,25.0,18.0,24.0,2.0,1.0,6.0,,,,,,90.0,66.0,7.4,9.0,0.108497,,1,,0.3,0.28,0.2,,Mohammed Mahzari,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0138,-0.06,,,,,,,,,,,,,,,,,,,
14771800,home,Al-Taawoun,Mohammed Al Dossari,mohammed-al-dossari,M. A. Dossari,D,55,184.0,35,M,1549231,EUR,986083200,D,55,55,False,37.0,37.0,5.0,5.0,0.0,26.0,26.0,11.0,11.0,1.0,7.0,1.0,1.0,,,,,90.0,47.0,7.1,2.0,0.262569,,0,,0.19,0.01,0.2,,Mohammed Al Dossari,,3.0,1.0,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
14771800,home,Al-Taawoun,Waleed Al-Ahmed,waleed-al-ahmed,W. Al-Ahmed,D,23,189.0,197,M,978400,EUR,925689600,D,23,23,False,33.0,29.0,4.0,2.0,0.0,24.0,24.0,5.0,9.0,3.0,6.0,1.0,,,,,,90.0,41.0,8.0,4.0,0.00155231,,2,,-0.1,0.19,0.14,,,,1.0,,,,,,,0.1256,0.51,,,,1.0,3.0,1.0,1.0,1.0,1.0,0.2579,,,,,,,,,
14771800,home,Al-Taawoun,Muteb Al-Mufarrij,muteb-almufarrij,M. Al-Mufarrij,D,32,181.0,105,M,847379,EUR,840412800,D,32,32,False,32.0,26.0,6.0,5.0,0.0,17.0,23.0,9.0,9.0,7.0,3.0,5.0,2.0,,,,,90.0,51.0,7.6,10.0,0.00629399,,0,,0.1,0.04,0.28,,,,2.0,1.0,,1.0,4.0,2.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,
14771800,home,Al-Taawoun,Bassam Al-Hurayji,bassam-al-hurayji,B. Al-Hurayji,D,66,175.0,126,M,1085357,EUR,954288000,D,66,66,False,20.0,16.0,1.0,,0.0,7.0,10.0,9.0,10.0,4.0,2.0,2.0,,,,,,72.0,36.0,7.0,7.0,0.349883,,0,,0.0,0.11,0.21,,Mohammed Bassam Alhurayji,,3.0,1.0,,2.0,3.0,,,,,,2.0,,,,,,,,,2.0,1.0,1.0,1.0,,,,,
14771800,home,Al-Taawoun,Flávio,flavio,Flávio,M,8,177.0,261,M,839521,EUR,823910400,M,8,8,False,40.0,36.0,5.0,5.0,0.0,20.0,20.0,16.0,20.0,,1.0,5.0,,,,,,90.0,48.0,7.0,5.0,0.010782,,1,,0.05,0.06,0.34,,,,3.0,2.0,1.0,,,,1.0,0.0081,-0.03,,,,,,,,,1.0,,,,,,1.0,,,,
14771800,home,Al-Taawoun,Ashraf El Mahdioui,ashraf-el-mahdioui,A. E. Mahdioui,M,18,183.0,1641,M,788348,EUR,832896000,M,18,18,False,51.0,47.0,4.0,2.0,0.0,23.0,24.0,24.0,27.0,5.0,2.0,7.0,,,,,,90.0,70.0,7.7,6.0,0.0197994,,0,,0.14,0.06,0.64,,,,4.0,2.0,,3.0,5.0,4.0,1.0,,,2.0,,,1.0,,,,,,,,,,,4.0,True,,,
14771800,home,Al-Taawoun,Angelo Fulgini,angelo-fulgini,A. Fulgini,M,11,183.0,506,M,787540,EUR,840499200,M,11,11,False,29.0,24.0,6.0,3.0,1.0,11.0,13.0,13.0,16.0,2.0,,4.0,,,,,,77.0,42.0,7.6,10.0,0.0745064,,1,,0.06,0.03,0.13,,,,6.0,1.0,,1.0,2.0,2.0,2.0,0.2985,0.45,2.0,3.0,,1.0,,,1.0,1.0,,0.7453,1.0,1.0,,,,,1.0,,
14771800,home,Al-Taawoun,Sultan Mandash,sultan-mandash,S. Mandash,F,23,175.0,362,M,818568,EUR,782352000,F,27,27,False,29.0,23.0,1.0,1.0,0.0,10.0,12.0,13.0,17.0,2.0,,5.0,1.0,,,,,89.0,45.0,7.0,10.0,0.0704677,,2,,0.16,0.3,-0.05,,,,7.0,1.0,,,,,1.0,0.1122,-0.15,4.0,2.0,,1.0,,1.0,1.0,,,0.0087,3.0,2.0,1.0,1.0,,,,,
14771800,home,Al-Taawoun,Roger Martínez,roger-martinez,R. Martínez,F,10,180.0,2161,M,344243,EUR,772329600,F,10,10,False,20.0,16.0,1.0,1.0,1.0,8.0,9.0,8.0,11.0,8.0,1.0,,3.0,,,,,89.0,43.0,7.4,15.0,0.934483,,3,,0.38,0.49,0.16,,,,10.0,,1.0,,,,4.0,0.1384,-0.26,2.0,7.0,1.0,3.0,3.0,1.0,1.0,,1.0,0.2618,,,3.0,3.0,,,,1.0,
14771800,home,Al-Taawoun,Victor Hugo,vitao,V. Hugo,M,6,182.0,230,M,1395634,EUR,1084147200,M,6,6,True,3.0,1.0,1.0,1.0,0.0,1.0,2.0,,1.0,,,1.0,,,,,,18.0,5.0,6.6,2.0,4.964e-05,,0,,-0.03,-0.02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771800,home,Al-Taawoun,Cristopher Zambrano,zambrano-cristopher,C. Zambrano,F,19,184.0,161,M,1116357,EUR,1088985600,F,19,19,True,6.0,6.0,,,0.0,2.0,2.0,4.0,4.0,,,,,,,,,13.0,6.0,6.5,,0.0024431,,0,,0.05,-0.03,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
14771800,home,Al-Taawoun,Mohammed Al Aqal,mohammed-al-aqal,M. A. Aqal,M,90,182.0,24,M,1127133,EUR,949881600,F,17,17,True,2.0,2.0,,,0.0,,,2.0,2.0,,,,,,,,,1.0,2.0,,,0.00659344,,0,,,,,,Mohammed Al Aqal,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14771800,home,Al-Taawoun,Ahmed Bahusayn,ahmed-bahusayn,A. Bahusayn,M,29,170.0,41,M,1113791,EUR,981676800,M,29,29,True,1.0,1.0,,,0.0,1.0,1.0,,,,,,,,,,,1.0,2.0,,1.0,1.932e-05,,0,,,,,,Ahmed Bahusayn,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
14771800,home,Al-Taawoun,Abdulquddus Atiah,abdulquddus-atiah,A. Atiah,G,13,183.0,100,M,925459,EUR,857174400,G,13,13,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771800,home,Al-Taawoun,Meshal Alaeli,meshal-alaeli,M. Alaeli,D,2,,31,M,1495868,EUR,1087430400,D,2,2,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Meshal Alaeli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771800,home,Al-Taawoun,Moustapha Sémbène,moustapha-sembene,M. Sémbène,D,24,,66,M,1927680,EUR,898473600,D,24,24,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Moustapha Sémbène,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771800,home,Al-Taawoun,Abduleallah Hawsawi,abduleallah-hawsawi,A. Hawsawi,M,77,170.0,210,M,1533745,EUR,991440000,M,77,77,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Abduleallah Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771800,home,Al-Taawoun,Abdulfattah Adam Mohammed,abdulfattah-adam-mohammed,A. A. Mohammed,F,77,180.0,85,M,952442,EUR,788918400,F,9,9,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
