match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_unsuccessfulTouch,stat_aerialLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wasFouled,stat_expectedGoals,stat_interceptionWon,stat_wonTackle,stat_accurateCross,stat_wonContest,stat_keyPass,stat_challengeLost,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_bigChanceMissed,stat_goals,stat_fouls,captain,stat_bigChanceCreated,stat_hitWoodwork,stat_punches,stat_errorLeadToAShot,stat_clearanceOffLine
12448322,home,PSV Eindhoven,Walter Benítez,,,walter-benitez,W. Benítez,G,44,193,4345,M,249859,EUR,727401600,G,1,1,False,53.0,38.0,22.0,7.0,0.0,35.0,37.0,3.0,16.0,5.0,2.0,3.0,90.0,57.0,6.4,15.0,0.00130524,0,-0.7301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448322,home,PSV Eindhoven,Richard Ledezma,,,richard-ledezma,R. Ledezma,D,37,175,944,M,985176,EUR,968198400,D,37,37,False,63.0,53.0,6.0,,0.0,26.0,30.0,27.0,37.0,6.0,,,90.0,87.0,6.2,19.0,0.0376067,0,,4.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12448322,home,PSV Eindhoven,Ryan Flamingo,Ryan Flamingo,,ryan-flamingo,R. Flamingo,D,6,186,1614,M,1046960,EUR,1041292800,D,6,6,False,77.0,70.0,7.0,4.0,0.0,48.0,52.0,22.0,25.0,2.0,,,90.0,91.0,7.5,8.0,0.00973448,2,,,4.0,1.0,6.0,,,6.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.1275,,,,,,,,,,,,,,,,,,
12448322,home,PSV Eindhoven,Olivier Boscagli,,,boscagli-olivier,O. Boscagli,D,21,181,1043,M,788784,EUR,879811200,D,18,18,False,62.0,53.0,8.0,5.0,0.0,39.0,41.0,14.0,21.0,6.0,,,79.0,78.0,7.2,10.0,0.0140109,0,,,1.0,,5.0,,,6.0,1.0,,,,,2.0,2.0,,2.0,1.0,,,,,,,,,,,,,,,,
12448322,home,PSV Eindhoven,Mauro Júnior,,,mauro-junior,M. Júnior,D,17,171,1141,M,893499,EUR,925948800,D,17,17,False,56.0,53.0,6.0,5.0,0.0,30.0,30.0,24.0,29.0,6.0,,,90.0,81.0,7.4,6.0,0.0718073,0,,3.0,3.0,3.0,8.0,,3.0,3.0,,2.0,,,1.0,2.0,1.0,,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,
12448322,home,PSV Eindhoven,Jerdy Schouten,,,jerdy-schouten,J. Schouten,M,22,185,1244,M,844234,EUR,853027200,M,22,22,False,72.0,66.0,3.0,3.0,0.0,25.0,28.0,41.0,44.0,5.0,,,90.0,80.0,7.0,8.0,0.229401,1,,,1.0,4.0,2.0,,1.0,2.0,,1.0,,1.0,1.0,1.0,,0.1368,,,,,2.0,2.0,,,,,,,,,,,,
12448322,home,PSV Eindhoven,Joey Veerman,,,joey-veerman,J. Veerman,M,23,185,3780,M,850816,EUR,911433600,M,23,23,False,67.0,55.0,7.0,6.0,1.0,18.0,22.0,40.0,60.0,9.0,,,90.0,93.0,8.2,27.0,0.366282,3,,15.0,1.0,4.0,3.0,,2.0,,,,2.0,,1.0,1.0,1.0,0.2443,1.0,,3.0,,5.0,2.0,1.0,0.0798,,,,,,,,,,
12448322,home,PSV Eindhoven,Johan Bakayoko,Johan Bakayoko,,johan-bakayoko,J. Bakayoko,F,9,179,6820,M,1088896,EUR,1050796800,M,11,11,False,42.0,38.0,,,0.0,14.0,15.0,25.0,29.0,4.0,,,79.0,68.0,6.9,14.0,0.212864,2,,2.0,,6.0,8.0,3.0,6.0,,3.0,,,1.0,,3.0,2.0,0.1149,,2.0,1.0,3.0,3.0,,1.0,0.0968,johanbakayoko,1.0,,,,,,,,
12448322,home,PSV Eindhoven,Guus Til,,,guus-til,G. Til,M,20,183,2263,M,845798,EUR,882748800,M,20,20,False,20.0,18.0,,,0.0,6.0,6.0,13.0,16.0,3.0,,,69.0,32.0,8.9,5.0,0.0508747,5,,2.0,1.0,4.0,3.0,,,,2.0,,,1.0,,1.0,1.0,0.6835,1.0,,1.0,,1.0,2.0,4.0,1.8737,,,2.0,2.0,,,,,,
12448322,home,PSV Eindhoven,Ivan Perišić,,,ivan-perisic,I. Perišić,M,5,187,17305,M,38710,EUR,602380800,M,5,5,False,37.0,31.0,2.0,,0.0,13.0,15.0,20.0,29.0,4.0,,,90.0,59.0,6.5,15.0,0.403325,1,,7.0,,6.0,4.0,2.0,3.0,2.0,2.0,2.0,,,,,1.0,0.3157,,,2.0,3.0,1.0,,1.0,,ivanperisic444,1.0,,2.0,,,,,,
