match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,captain,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_challengeLost,stat_shotOffTarget,stat_interceptionWon,stat_dispossessed,stat_blockedScoringAttempt,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_hitWoodwork,stat_totalOffside,player_firstName,player_lastName,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed
12499270,home,Napoli,Alex Meret,alex-meret,A. Meret,G,1,190,4366,M,592794,EUR,858988800,G,1,1,False,33.0,18.0,20.0,5.0,0.0,16.0,26.0,2.0,7.0,9.0,1.0,2.0,90.0,40.0,6.8,15.0,0.00025509,0,0.3968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499270,home,Napoli,Giovanni Di Lorenzo,giovanni-di-lorenzo,G. Di Lorenzo,D,22,182,6986,M,153257,EUR,744422400,D,22,22,False,36.0,32.0,3.0,2.0,0.0,20.0,22.0,12.0,14.0,2.0,,,90.0,49.0,8.2,5.0,0.0401994,1,,dilorenzo22,True,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,0.7811,0.9484,2.0,,,,,,,,,,,,,,,,,
12499270,home,Napoli,Amir Rrahmani,amir-rrahmani,A. Rrahmani,D,13,190,3520,M,332155,EUR,762048000,D,13,13,False,31.0,27.0,2.0,1.0,1.0,21.0,24.0,6.0,7.0,3.0,,,90.0,40.0,7.3,4.0,0.0015961,1,,,,,1.0,2.0,2.0,,,,,6.0,,1.0,1.0,,,1.0,0.0985,,2.0,1.0,1.0,,,,,,,,,,,,,,,
12499270,home,Napoli,Alessandro Buongiorno,alessandro-buongiorno,A. Buongiorno,D,4,191,3972,M,870263,EUR,928627200,D,4,4,False,37.0,30.0,3.0,1.0,0.0,19.0,22.0,11.0,15.0,7.0,,,90.0,48.0,7.2,8.0,0.00422904,0,,,,2.0,1.0,3.0,7.0,1.0,,,,1.0,,4.0,3.0,,2.0,,,,,,,1.0,,,,,,,,,,,,,,
12499270,home,Napoli,Pasquale Mazzocchi,pasquale-mazzocchi,P. Mazzocchi,M,30,183,1368,M,377512,EUR,806803200,M,30,30,False,10.0,8.0,,,0.0,5.0,6.0,3.0,4.0,3.0,,,77.0,27.0,6.7,6.0,0.132472,1,,,,2.0,,6.0,1.0,,,,,3.0,,,,,1.0,1.0,0.0937,,2.0,1.0,,1.0,2.0,1.0,,,,,,,,,,,,
12499270,home,Napoli,Frank Anguissa,frank-anguissa,F. Anguissa,M,99,184,12968,M,787941,EUR,816480000,M,99,99,False,32.0,21.0,1.0,,0.0,11.0,16.0,10.0,16.0,5.0,,,90.0,43.0,6.5,13.0,0.00369595,0,,anguiss_29,,2.0,,4.0,4.0,1.0,,,,,,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12499270,home,Napoli,Stanislav Lobotka,stanislav-lobotka,S. Lobotka,M,68,170,4661,M,150383,EUR,785721600,M,68,68,False,40.0,34.0,2.0,,0.0,21.0,25.0,13.0,15.0,9.0,,,90.0,52.0,6.8,9.0,0.0329652,0,,StanLobotka,,,,2.0,4.0,2.0,1.0,,,,,2.0,2.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,
12499270,home,Napoli,Mathías Olivera,mathias-olivera,M. Olivera,D,17,184,3517,M,805078,EUR,878256000,M,17,17,False,30.0,24.0,4.0,2.0,0.0,17.0,21.0,8.0,10.0,1.0,,,90.0,54.0,7.2,6.0,0.0873695,0,,,,2.0,,4.0,7.0,,,,,4.0,,6.0,2.0,,1.0,3.0,,,3.0,1.0,,1.0,,,1.0,1.0,,,,,,,,,,
12499270,home,Napoli,Matteo Politano,matteo-politano,M. Politano,F,21,171,4493,M,235672,EUR,744336000,F,21,21,False,19.0,16.0,1.0,,0.0,9.0,10.0,8.0,13.0,1.0,,,88.0,38.0,6.7,11.0,0.0295398,5,,,,,,4.0,2.0,4.0,1.0,1.0,,,,1.0,,1.0,,,0.4873,0.1599,1.0,,1.0,,1.0,3.0,4.0,1.0,,,,,,,,,,
12499270,home,Napoli,Khvicha Kvaratskhelia,khvicha-kvaratskhelia,K. Kvaratskhelia,F,7,183,97764,M,889259,EUR,981936000,F,77,77,False,27.0,20.0,4.0,2.0,1.0,4.0,6.0,16.0,22.0,5.0,,,90.0,55.0,9.2,19.0,0.468285,3,,Kvaradona,,1.0,,7.0,11.0,8.0,5.0,1.0,1.0,1.0,,2.0,2.0,3.0,4.0,,0.1054,0.4067,3.0,,1.0,1.0,3.0,1.0,1.0,,1.0,1.0,,,,,,,,
