match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,captain,stat_totalCross,stat_wonTackle,stat_wasFouled,stat_fouls,stat_shotOffTarget,stat_expectedGoals,player_firstName,player_lastName,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_clearanceOffLine,stat_keyPass,stat_accurateCross,stat_wonContest,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_totalOffside,player_sofascoreId,stat_goals,stat_hitWoodwork,stat_goalAssist
11396240,home,SV Werder Bremen,Michael Zetterer,michael-zetterer,M. Zetterer,G,23,187,476,M,190161,EUR,805507200,G,30,30,False,40.0,33.0,13.0,6.0,29.0,31.0,4.0,9.0,1.0,1.0,3.0,7.0,1.0,2.0,3.0,3.0,1.0,1.0,90.0,52.0,6.9,8.0,0.00545718,0,0.0132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396240,home,SV Werder Bremen,Miloš Veljković,milos-veljkovic,M. Veljković,D,13,188,1253,M,227224,EUR,812073600,D,13,13,False,59.0,54.0,7.0,4.0,36.0,37.0,18.0,22.0,,1.0,1.0,3.0,,,,,,,90.0,69.0,6.7,7.0,0.0127135,0,,2.0,2.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396240,home,SV Werder Bremen,Marco Friedl,marco-friedl,M. Friedl,D,32,187,536,M,825771,EUR,890006400,D,32,32,False,62.0,57.0,11.0,6.0,46.0,47.0,11.0,16.0,2.0,6.0,3.0,5.0,,,,,,,90.0,74.0,6.7,6.0,0.00826656,0,,3.0,4.0,,,3.0,,True,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11396240,home,SV Werder Bremen,Anthony Jung,anthony-jung,A. Jung,D,5,186,138,M,103442,EUR,689126400,D,3,3,False,53.0,51.0,2.0,2.0,40.0,40.0,11.0,14.0,1.0,2.0,,1.0,,,,,,,43.0,56.0,5.8,3.0,0.003367,1,,1.0,2.0,,,,,,1.0,,1.0,1.0,1.0,0.0145,,,,,,,,,,,,,,,,,,,,
11396240,home,SV Werder Bremen,Felix Agu,agu-felix,F. Agu,M,27,180,629,M,933398,EUR,938390400,M,27,27,False,23.0,21.0,,,11.0,12.0,10.0,13.0,,4.0,4.0,4.0,,,,,,,89.0,57.0,6.8,15.0,0.0184857,0,,2.0,9.0,1.0,,2.0,5.0,,2.0,2.0,2.0,2.0,,,,,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,
11396240,home,SV Werder Bremen,Romano Schmid,romano-schmid,R. Schmid,M,20,168,1020,M,830127,EUR,948931200,M,20,20,False,23.0,17.0,3.0,2.0,6.0,7.0,12.0,17.0,1.0,7.0,,4.0,,,,,,,89.0,42.0,6.8,14.0,0.243939,1,,1.0,8.0,,,2.0,2.0,,1.0,1.0,3.0,1.0,1.0,0.0384,,,,5.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,
11396240,home,SV Werder Bremen,Skelly Alvero,skelly-alvero,S. Alvero,M,80,202,456,M,1165722,EUR,1020470400,M,28,28,False,20.0,14.0,2.0,2.0,7.0,9.0,7.0,11.0,,4.0,1.0,1.0,,,,,,,79.0,31.0,6.9,8.0,0.0105066,1,,,1.0,1.0,,3.0,2.0,,,2.0,,1.0,,0.0615,Skelly Alvero,,,,1.0,,,,1.0,1.0,,,,,,,,,,
11396240,home,SV Werder Bremen,Leonardo Bittencourt,leonardo-bittencourt,L. Bittencourt,M,10,171,295,M,111969,EUR,756259200,M,10,10,False,42.0,38.0,4.0,2.0,24.0,27.0,14.0,17.0,,7.0,,1.0,,,,,,,67.0,58.0,6.7,8.0,0.0215428,1,,,4.0,,,5.0,1.0,,2.0,1.0,1.0,2.0,,0.0589,,,1.0,,2.0,,,,1.0,1.0,,,,,,,,,,
11396240,home,SV Werder Bremen,Olivier Deman,deman-olivier,O. Deman,D,2,181,445,M,960114,EUR,954979200,M,2,2,False,46.0,40.0,3.0,2.0,27.0,29.0,14.0,19.0,,5.0,5.0,4.0,,,,,,,90.0,76.0,6.7,16.0,0.0540006,0,,1.0,4.0,,2.0,2.0,5.0,,2.0,1.0,2.0,1.0,,,,,1.0,,2.0,,1.0,1.0,1.0,,1.0,,,,,,,,,
11396240,home,SV Werder Bremen,Nick Woltemade,nick-woltemade,N. Woltemade,F,27,198,55679,M,980623,EUR,1013644800,F,29,29,False,12.0,9.0,1.0,,3.0,3.0,6.0,9.0,1.0,2.0,,3.0,,,,,,,67.0,28.0,6.1,12.0,0.0342868,1,,4.0,8.0,,,,6.0,,,,1.0,1.0,,0.155,,,,2.0,1.0,,,,,,,1.0,1.0,0.3035,,,,,,
11396240,home,SV Werder Bremen,Marvin Ducksch,marvin-ducksch,M. Ducksch,F,33,187,1088,M,258325,EUR,762998400,F,7,7,False,26.0,20.0,2.0,,6.0,7.0,14.0,20.0,,3.0,,3.0,,,,,,,90.0,33.0,7.0,9.0,0.165555,1,,1.0,2.0,,,,1.0,,1.0,,2.0,1.0,,0.1934,,,,,1.0,,1.0,,1.0,1.0,,,,,1.0,,,,,
11396240,home,SV Werder Bremen,Christian Groß,christian-gross,C. Groß,D,,182,27,M,40323,EUR,602899200,D,36,36,True,12.0,10.0,,,4.0,6.0,6.0,6.0,1.0,1.0,,,,,,,,,23.0,13.0,6.3,2.0,0.00769153,0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,
11396240,home,SV Werder Bremen,Naby Keïta,naby-keita,N. Keïta,M,5,172,16784,M,365772,EUR,792374400,M,18,18,True,11.0,9.0,1.0,1.0,2.0,2.0,7.0,9.0,,1.0,,2.0,,,,,,,23.0,17.0,6.4,4.0,0.00281955,0,,,2.0,,1.0,,,,,,,,,,,,,,3.0,,,,1.0,,,,,,,,keitanabydeco,,,
11396240,home,SV Werder Bremen,Isak Hansen Aarøen,isak-hansen-aaroen,I. H. Aarøen,M,8,173,1169,M,1019011,EUR,1093132800,M,21,21,True,4.0,3.0,,,3.0,3.0,,1.0,,,,2.0,,,,,,,11.0,8.0,6.0,3.0,9.185e-05,0,,,3.0,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,
11396240,home,SV Werder Bremen,Leon Opitz,opitz-leon,L. Opitz,M,17,183,129,M,1481688,EUR,1113177600,F,35,35,True,1.0,,,,,1.0,,,,,,,,,,,,,1.0,3.0,,1.0,5.9e-07,0,,,,,,,,,,,,,,,Leon Opitz,,,,,,,,,,,,,,,,,,,
