match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_penaltyConceded,stat_fouls,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_lastName,stat_totalCross,stat_accurateCross,stat_duelWon,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialWon,stat_challengeLost,stat_dispossessed,stat_errorLeadToAShot,stat_shotOffTarget,stat_goalAssist,stat_keyPass,captain,stat_onTargetScoringAttempt,stat_goals,stat_aerialLost,stat_blockedScoringAttempt,stat_totalOffside,player_sofascoreId,stat_bigChanceMissed,stat_bigChanceCreated,stat_lastManTackle,stat_penaltyWon,stat_hitWoodwork,stat_penaltyMiss
10438174,home,Chaves,Rodrigo Nascimento,Rodrigo Nascimento,rodrigo-nascimento,R. Nascimento,G,31,198,55,M,1128775,EUR,822614400,G,31,31,False,17.0,8.0,14.0,5.0,5.0,8.0,3.0,9.0,1.0,1.0,10.0,1.0,1.0,2.0,4.0,1.0,2.0,5.0,2.0,2.0,90.0,33.0,7.1,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438174,home,Chaves,Habib Sylla,Habib Sylla,habib-sylla,H. Sylla,D,52,178,24,M,1386615,EUR,918777600,D,2,2,False,29.0,23.0,1.0,,12.0,16.0,12.0,14.0,2.0,3.0,7.0,1.0,2.0,,,,,,,,90.0,58.0,6.3,17.0,0,,1.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10438174,home,Chaves,Carlos Ponck,,carlos-ponck,C. Ponck,D,26,183,62,M,584116,EUR,789955200,D,26,26,False,34.0,29.0,2.0,1.0,17.0,20.0,12.0,14.0,2.0,4.0,8.0,,,,,,,,,,90.0,48.0,6.3,7.0,0,,,,2.0,,,2.0,3.0,,,1.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10438174,home,Chaves,Steven Vitória,,steven-vitoria,S. Vitória,D,,195,115,M,59574,EUR,537321600,D,19,19,False,34.0,30.0,5.0,3.0,20.0,20.0,10.0,14.0,1.0,6.0,8.0,,1.0,,,,,,,,90.0,44.0,6.4,4.0,1,,,,3.0,,,,,,,,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,
10438174,home,Chaves,Sandro Cruz,,cruz-sandro,S. Cruz,D,57,182,281,M,982146,EUR,989625600,D,12,12,False,41.0,32.0,2.0,,17.0,22.0,15.0,21.0,3.0,2.0,9.0,,2.0,,,,,,,,90.0,69.0,6.7,14.0,1,,2.0,,9.0,4.0,3.0,,,5.0,5.0,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,
10438174,home,Chaves,João Teixeira,,joao-teixeira,J. Teixeira,M,97,178,78,M,138899,EUR,760492800,M,10,10,False,45.0,38.0,4.0,3.0,19.0,19.0,20.0,29.0,7.0,1.0,6.0,,,,,,,,,,80.0,63.0,7.1,14.0,1,,3.0,1.0,6.0,2.0,1.0,,1.0,4.0,3.0,1.0,1.0,,4.0,2.0,,,,1.0,True,1.0,1.0,,,,,,,,,,
10438174,home,Chaves,João Pedro,,joao-pedro,J. Pedro,M,,176,61,M,251217,EUR,733795200,M,83,83,False,32.0,23.0,2.0,1.0,13.0,17.0,10.0,15.0,3.0,3.0,6.0,,2.0,,,,,,,,90.0,51.0,6.5,13.0,1,,,,5.0,1.0,,,1.0,2.0,1.0,2.0,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,
10438174,home,Chaves,Euller,,euller,Euller,M,7,173,63,M,336843,EUR,789177600,M,16,16,False,22.0,19.0,1.0,1.0,11.0,11.0,8.0,15.0,8.0,,7.0,,1.0,,,,,,,,80.0,47.0,6.6,14.0,2,,4.0,,7.0,4.0,3.0,1.0,,2.0,2.0,4.0,2.0,,3.0,2.0,,,,1.0,,,,1.0,2.0,,,,,,,,
10438174,home,Chaves,Issah Abass,,abass-issah,I. Abass,M,8,173,216,M,873419,EUR,906768000,F,17,17,False,11.0,7.0,,,3.0,3.0,4.0,10.0,3.0,,3.0,,,,,,,,,,60.0,25.0,6.4,11.0,0,,2.0,,5.0,5.0,2.0,,,,,2.0,2.0,1.0,,,,,,,,,,,,2.0,,,,,,,
10438174,home,Chaves,Juninho Vieira,,juninho-vieira,Juninho,F,23,179,17759,M,833236,EUR,848534400,F,20,20,False,15.0,13.0,,,4.0,4.0,9.0,12.0,12.0,,2.0,,,,,,,,,,80.0,34.0,6.0,10.0,3,,1.0,,3.0,3.0,,1.0,,,,1.0,2.0,1.0,1.0,3.0,,1.0,,,,1.0,,5.0,1.0,,juninhovieira_21,1.0,,,,,
10438174,home,Chaves,João Mendes,,joao-mendes,J. Mendes,M,10,183,228,M,857376,EUR,782697600,F,8,8,False,19.0,16.0,3.0,3.0,4.0,4.0,12.0,15.0,8.0,,2.0,,3.0,,,,,,,,60.0,27.0,6.8,9.0,1,,,,,2.0,,,,,,2.0,,,1.0,2.0,,,,2.0,,1.0,,,,,,,1.0,,,,
10438174,home,Chaves,Guima,,ricardo-guimaraes-guima,Guima,M,30,181,615,M,370710,EUR,816307200,M,21,21,True,31.0,25.0,2.0,,13.0,15.0,12.0,16.0,2.0,,5.0,,1.0,,,,,,,,30.0,41.0,6.6,9.0,1,,,,5.0,1.0,1.0,,,1.0,1.0,1.0,3.0,,,1.0,,,,,,1.0,,,,,,,,,,,
10438174,home,Chaves,Héctor Hernández,,hector-hernandez,H. Hernández,F,23,180,2876,M,352448,EUR,811036800,F,23,23,True,9.0,6.0,,,1.0,2.0,5.0,7.0,1.0,,,,,,,,,,,,30.0,14.0,7.1,4.0,1,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,1.0,1.0,,,,,,,,,,
10438174,home,Chaves,Luther Singh,,luther-singh,L. Singh,M,11,171,248,M,809233,EUR,870739200,F,7,7,True,7.0,7.0,,,3.0,3.0,4.0,4.0,,,,,,,,,,,,,10.0,7.0,6.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438174,home,Chaves,Jô Batista,,jo-batista,Batista,F,90,192,162,M,947921,EUR,799286400,F,95,95,True,2.0,2.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,10.0,8.0,6.8,2.0,1,,,,2.0,,,,,,,2.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,
10438174,home,Chaves,Bernardo Sousa,,bernardo-sousa,B. Sousa,F,77,178,72,M,1087371,EUR,954115200,M,73,73,True,5.0,4.0,2.0,1.0,4.0,4.0,1.0,2.0,2.0,,,,,,,,,,,,10.0,10.0,7.0,3.0,0,,1.0,1.0,,,,,,,,1.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,,1.0,,,,
