match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalContest,stat_wonContest,stat_totalClearance,stat_clearanceOffLine,stat_outfielderBlock,stat_keyPass,stat_duelLost,stat_challengeLost,stat_unsuccessfulTouch,stat_aerialLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_totalCross,stat_accurateCross,stat_shotOffTarget,stat_expectedGoals,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_fouls,stat_expectedGoalsOnTarget,captain,stat_bigChanceCreated,stat_bigChanceMissed,player_sofascoreId,stat_hitWoodwork,stat_totalOffside
12764232,home,Ludogorets,Rick,,,rick,Rick,M,37,170,485,M,984900,EUR,936230400,F,7,7,False,22.0,17.0,3.0,1.0,0.0,4.0,4.0,16.0,28.0,,10.0,6.0,4.0,,,,90.0,55.0,7.4,20.0,0.302578,1,,9.0,6.0,,,,2.0,3.0,,4.0,,,,,,10.0,3.0,1.0,0.0169,,,,,,,,,,,
12764232,home,Ludogorets,Aslak Fonn Witry,,,aslak-fonn-witry,A. F. Witry,D,16,178,132,M,559494,EUR,826416000,D,16,16,True,10.0,8.0,1.0,,0.0,3.0,4.0,6.0,7.0,,1.0,,,,,,12.0,15.0,7.3,2.0,0.232656,0,,,,,,,2.0,2.0,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,1.0,,,1.0,,,,
12764232,home,Ludogorets,Rwan Cruz,Rwan Cruz,,rwan-cruz,Rwan Cruz,F,12,187,1041,M,1180918,EUR,990316800,F,12,12,True,2.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,,,,,,12.0,3.0,6.2,1.0,0.00046626,1,,,,,,,,1.0,,,,,,,,,,1.0,0.3254,,,,1.0,,,,1.0,,,
12764232,home,Ludogorets,Ivan Yordanov,,,ivan-yordanov,I. Yordanov,M,82,170,82,M,987212,EUR,973555200,M,82,82,True,3.0,2.0,,,0.0,1.0,1.0,1.0,2.0,,,,,,,,8.0,3.0,6.5,1.0,0.00250031,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764232,home,Ludogorets,Aguibou Camara,,,aguibou-camara,A. Camara,M,20,167,5998,M,906062,EUR,990316800,M,20,20,True,3.0,3.0,,,0.0,2.0,2.0,1.0,1.0,,,1.0,,,,,8.0,4.0,6.7,,0.00031122,1,,,,,,,,,,,,,,,,,,1.0,0.0641,,,,,,,,,aguibou_camara2,,
12764232,home,Ludogorets,Damyan Hristov,Damyan Hristov,,damyan-hristov,D. Hristov,G,67,188,28,M,1091865,EUR,1036800000,G,67,67,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764232,home,Ludogorets,Hendrik Bonmann,,,hendrik-bonmann,H. Bonmann,G,39,192,101,M,254461,EUR,759196800,G,39,39,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764232,home,Ludogorets,Anton Nedyalkov,,,anton-nedyalkov,A. Nedyalkov,D,3,182,138,M,173521,EUR,736128000,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764232,home,Ludogorets,Son,,,son,Son,D,17,179,216,M,597716,EUR,764985600,D,17,17,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764232,home,Ludogorets,Georgi Terziev,,,georgi-terziev,G. Terziev,D,5,183,42,M,76015,EUR,703555200,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764232,home,Ludogorets,Georgi Rusev,,,georgi-rusev,G. Rusev,M,11,176,211,M,869017,EUR,899337600,F,19,19,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764232,away,AZ Alkmaar,Rome Jayden Owusu-Oduro,,,rome-jayden-owusu-oduro,R. J. Owusu-Oduro,G,1,189,1342,M,1145999,EUR,1088726400,G,1,1,False,23.0,10.0,18.0,5.0,0.0,6.0,10.0,4.0,13.0,,,5.0,,1.0,,1.0,90.0,31.0,6.2,13.0,0.00116022,0,-1.2842,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12764232,away,AZ Alkmaar,Seiya Maikuma,,,seiya-maikuma,S. Maikuma,D,2,179,897,M,1028330,EUR,876960000,D,16,16,False,36.0,30.0,3.0,2.0,0.0,13.0,15.0,17.0,22.0,1.0,4.0,7.0,,,,,88.0,55.0,7.0,11.0,0.0326483,1,,,,3.0,,,1.0,9.0,5.0,1.0,1.0,1.0,1.0,3.0,,1.0,,,0.2123,1.0,,1.0,2.0,0.9579,,,,,,
12764232,away,AZ Alkmaar,Wouter Goes,,,wouter-goes,W. Goes,D,3,187,709,M,1145982,EUR,1086825600,D,3,3,False,48.0,42.0,4.0,,0.0,28.0,28.0,14.0,20.0,,3.0,4.0,,,,,90.0,61.0,6.4,7.0,0.00445427,0,,1.0,1.0,3.0,,,,7.0,,,4.0,1.0,2.0,2.0,2.0,,,,,,,,2.0,,,,,,,
12764232,away,AZ Alkmaar,Alexandre Penetra,,,alexandre-penetra,A. Penetra,D,5,184,386,M,1004278,EUR,999993600,D,5,5,False,55.0,49.0,6.0,3.0,0.0,34.0,37.0,15.0,18.0,1.0,1.0,4.0,,,,,90.0,65.0,6.5,6.0,0.0167447,0,,,,7.0,,,,6.0,,,6.0,,,,,,,,,,,,1.0,,,,,,,
12764232,away,AZ Alkmaar,David Möller Wolfe,,,david-moller-wolfe,D. M. Wolfe,D,6,185,957,M,1031283,EUR,1019520000,D,18,18,False,42.0,34.0,3.0,1.0,0.0,12.0,14.0,22.0,32.0,2.0,5.0,7.0,1.0,,,,90.0,58.0,7.0,13.0,0.187144,0,,,,,,,1.0,5.0,2.0,,2.0,,3.0,2.0,1.0,4.0,,,,,,,1.0,,,,,,,
12764232,away,AZ Alkmaar,Peer Koopmeiners,,,peer-koopmeiners,P. Koopmeiners,M,6,186,513,M,922018,EUR,957398400,M,6,6,False,43.0,40.0,3.0,3.0,0.0,11.0,11.0,29.0,34.0,,2.0,6.0,,,,,70.0,59.0,7.3,9.0,0.0294491,0,,,,3.0,,1.0,4.0,8.0,3.0,3.0,2.0,,2.0,2.0,2.0,2.0,,,,,,,3.0,,,1.0,,,,
12764232,away,AZ Alkmaar,Sven Mijnans,,,sven-mijnans,S. Mijnans,M,10,190,1196,M,980671,EUR,952560000,M,10,10,False,43.0,33.0,1.0,1.0,0.0,8.0,11.0,25.0,39.0,1.0,7.0,3.0,1.0,,,,90.0,70.0,7.6,22.0,0.266778,3,,2.0,,3.0,,,3.0,5.0,1.0,1.0,,1.0,,5.0,3.0,7.0,,2.0,0.2147,1.0,,,1.0,,,,,,1.0,
12764232,away,AZ Alkmaar,Jordy Clasie,,,jordy-clasie,J. Clasie,M,8,169,219,M,116946,EUR,677980800,M,8,8,False,62.0,55.0,3.0,,0.0,23.0,24.0,32.0,38.0,,1.0,4.0,,,,,90.0,72.0,6.7,7.0,0.0392745,0,,,,4.0,,1.0,,3.0,2.0,,,,,1.0,1.0,,,,,,,,1.0,,True,,,,,
12764232,away,AZ Alkmaar,Ernest Poku,,,ernest-poku,E. Poku,M,19,172,5166,M,1119502,EUR,1075248000,F,21,21,False,14.0,13.0,,,0.0,4.0,4.0,9.0,12.0,,5.0,4.0,1.0,,,,79.0,36.0,7.0,12.0,0.126427,2,,3.0,1.0,,,,1.0,6.0,,5.0,1.0,1.0,1.0,3.0,1.0,2.0,,,0.4246,2.0,,,2.0,0.5735,,,1.0,,,
12764232,away,AZ Alkmaar,Troy Parrott,,,troy-parrott,T. Parrott,F,9,185,10472,M,966555,EUR,1012780800,F,9,9,False,20.0,15.0,,,0.0,2.0,2.0,13.0,18.0,1.0,2.0,3.0,,,,,70.0,28.0,7.6,8.0,0.406322,1,,,,2.0,,,3.0,4.0,1.0,1.0,1.0,2.0,,1.0,1.0,,,1.0,0.0589,,,,,,,2.0,,,,1.0
12764232,away,AZ Alkmaar,Ruben van Bommel,,,ruben-van-bommel,R. van Bommel,M,7,191,2027,M,1212550,EUR,1091491200,F,7,7,False,34.0,26.0,1.0,1.0,0.0,7.0,7.0,19.0,29.0,,4.0,3.0,,,,,79.0,51.0,7.4,12.0,0.27092,6,,3.0,3.0,1.0,,,1.0,3.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,,,1.5506,3.0,3.0,1.0,1.0,1.7395,,,2.0,,,
12764232,away,AZ Alkmaar,Zico Buurmeester,Zico Buurmeester,,zico-buurmeester,Z. Buurmeester,M,8,182,150,M,1050828,EUR,1023408000,M,28,28,True,9.0,9.0,1.0,1.0,0.0,6.0,6.0,3.0,6.0,,3.0,,2.0,,,,20.0,18.0,6.8,4.0,0.00479376,0,,1.0,1.0,1.0,,,,1.0,,,,,,,,3.0,,,,,,,1.0,,,,,,,
12764232,away,AZ Alkmaar,Mexx Meerdink,,,mexx-meerdink,M. Meerdink,F,35,182,932,M,1153117,EUR,1059004800,F,35,35,True,6.0,4.0,,,0.0,1.0,2.0,3.0,4.0,4.0,5.0,2.0,,,,,20.0,14.0,7.1,3.0,0.0104603,3,,2.0,1.0,1.0,,,,5.0,,,3.0,,,,,,,2.0,0.0812,1.0,,,1.0,0.0276,,,,,,1.0
12764232,away,AZ Alkmaar,Ro-Zangelo Daal,,,ro-zangelo-daal,R. Daal,M,27,173,438,M,1145989,EUR,1096675200,F,37,37,True,2.0,2.0,1.0,1.0,0.0,,,2.0,2.0,,2.0,1.0,1.0,,,,11.0,6.0,6.8,1.0,0.00230394,1,,1.0,1.0,,,,,,,1.0,,,,,,,,1.0,0.023,,,,,,,,,,,
12764232,away,AZ Alkmaar,Mayckel Lahdo,Mayckel Lahdo,,mayckel-lahdo,M. Lahdo,F,23,171,500,M,1046028,EUR,1041206400,F,23,23,True,2.0,2.0,,,0.0,,,2.0,3.0,,,,,,,,11.0,5.0,6.7,2.0,0.00173907,1,,,,,,,,,,1.0,,,,,,1.0,,1.0,0.0824,,,,,,,,,,,
12764232,away,AZ Alkmaar,Denso Kasius,,,denso-kasius,D. Kasius,D,30,186,390,M,1008111,EUR,1033862400,D,30,30,True,,,,,0.0,,,1.0,1.0,,,,,,,,2.0,2.0,,1.0,0.0487469,0,,,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,
12764232,away,AZ Alkmaar,Jeroen Zoet,,,jeroen-zoet,J. Zoet,G,41,186,199,M,40963,EUR,663120000,G,41,41,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764232,away,AZ Alkmaar,Hobie Verhulst,,,hobie-verhulst,H. Verhulst,G,12,189,76,M,97401,EUR,733708800,G,12,12,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764232,away,AZ Alkmaar,Maxim Dekker,Maxim Dekker,,maxim-dekker,M. Dekker,D,4,192,201,M,1119294,EUR,1082505600,D,22,22,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764232,away,AZ Alkmaar,Bruno Martins Indi,,,bruno-martins-indi,B. M. Indi,D,4,185,169,M,116947,EUR,697507200,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764232,away,AZ Alkmaar,Mees de Wit,,,mees-de-wit,M. de Wit,D,34,178,170,M,893559,EUR,892771200,D,34,34,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764232,away,AZ Alkmaar,Dave Kwakman,,,dave-kwakman,D. Kwakman,M,23,186,254,M,1146002,EUR,1091836800,M,33,33,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764232,away,AZ Alkmaar,Ibrahim Sadiq,,,ibrahim-sadiq,I. Sadiq,M,11,166,1316,M,905174,EUR,957657600,F,11,11,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
