match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_keyPass,stat_aerialWon,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,captain,stat_totalCross,stat_dispossessed,stat_wonContest,stat_errorLeadToAShot,stat_unsuccessfulTouch,player_sofascoreId,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
12499420,home,SC Freiburg,Junior Adamu,chukwubuike-adamu,J. Adamu,F,9,183,1129,M,902381,EUR,991785600,F,20,20,False,19.0,13.0,,,0.0,4.0,6.0,9.0,13.0,4.0,,,,75.0,33.0,6.2,13.0,0.0160943,0,,,,1.0,8.0,3.0,,,,2.0,1.0,1.0,,,,2.0,,3.0,,,,,,3.0,,,1.0,,,,,,,,
12499420,home,SC Freiburg,Vincenzo Grifo,vincenzo-grifo,V. Grifo,M,32,181,2068,M,171961,EUR,734140800,M,32,32,True,32.0,30.0,1.0,1.0,0.0,18.0,18.0,13.0,17.0,2.0,,,,45.0,39.0,6.9,6.0,0.0945139,1,,,,,1.0,,1.0,,,,,,,0.0561,2.0,,,,,,,,3.0,1.0,,,1.0,,1.0,,,,,,
12499420,home,SC Freiburg,Jan-Niklas Beste,jan-niklas-beste,J. Beste,D,19,177,1027,M,836711,EUR,915408000,D,19,19,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,1.0,,,,15.0,2.0,6.5,,0.00016918,0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499420,home,SC Freiburg,Florian Müller,florian-muller,F. Müller,G,21,190,205,M,842858,EUR,879379200,G,21,21,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499420,home,SC Freiburg,Jordy Makengo,makengo-jordy,J. Makengo,D,33,191,319,M,1131339,EUR,996710400,D,33,33,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499420,home,SC Freiburg,Lukas Kübler,lukas-kubler,L. Kübler,D,17,183,237,M,142525,EUR,715132800,D,17,17,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499420,home,SC Freiburg,Nicolas Höfler,nicolas-hofler,N. Höfler,M,27,181,162,M,49639,EUR,636940800,M,27,27,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499420,home,SC Freiburg,Johan Manzambi,johan-manzambi,J. Manzambi,M,44,182,2015,M,1518931,EUR,1129248000,M,44,44,True,,,,,,,,,,,,,,,,,,,0,,Johan Manzambi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499420,home,SC Freiburg,Michael Gregoritsch,michael-gregoritsch,M. Gregoritsch,F,38,193,1525,M,111483,EUR,766627200,F,38,38,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499420,home,SC Freiburg,Maximilian Philipp,maximilian-philipp,M. Philipp,F,26,184,492,M,171927,EUR,762480000,F,26,26,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499420,away,RB Leipzig,Péter Gulácsi,peter-gulacsi,P. Gulácsi,G,1,190,2361,M,37096,EUR,641952000,G,1,1,False,17.0,16.0,7.0,6.0,0.0,10.0,10.0,6.0,7.0,9.0,,2.0,2.0,90.0,29.0,7.5,2.0,0.00091426,0,0.5242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
12499420,away,RB Leipzig,Lutsharel Geertruida,lutsharel-geertruida,L. Geertruida,D,6,185,2489,M,856739,EUR,963878400,D,3,3,False,50.0,42.0,4.0,1.0,0.0,20.0,23.0,22.0,27.0,4.0,,,,90.0,61.0,7.6,8.0,0.463481,2,,,,1.0,1.0,3.0,2.0,,1.0,1.0,,,,0.1207,1.0,,,,3.0,3.0,2.0,,,,,,,,,,,,,,
12499420,away,RB Leipzig,Willi Orbán,willi-orban,W. Orbán,D,4,186,3115,M,136924,EUR,720748800,D,4,4,False,53.0,51.0,5.0,3.0,0.0,29.0,29.0,22.0,24.0,3.0,,,,90.0,70.0,7.8,2.0,0.0374426,2,,,,1.0,3.0,10.0,2.0,,1.0,1.0,1.0,3.0,1.0,0.2801,1.0,5.0,,,7.0,4.0,3.0,True,,,,,,,,,1.0,,,,
12499420,away,RB Leipzig,El Chadaille Bitshiabu,el-chadaille-bitshiabu,E. C. Bitshiabu,D,5,196,1701,M,1048009,EUR,1116201600,D,5,5,False,45.0,41.0,1.0,,0.0,27.0,30.0,14.0,15.0,1.0,,,,78.0,60.0,7.5,4.0,0.0156704,2,,,,4.0,4.0,6.0,1.0,,,1.0,,,,0.1297,1.0,3.0,,,8.0,3.0,2.0,,,,,,,,,,,1.0,0.2975,,
12499420,away,RB Leipzig,David Raum,david-raum,D. Raum,D,22,180,2192,M,856076,EUR,893203200,D,22,22,False,36.0,29.0,6.0,3.0,0.0,17.0,21.0,15.0,24.0,3.0,,,,90.0,72.0,7.7,18.0,0.626144,0,,,,,2.0,1.0,,,1.0,2.0,,1.0,,,3.0,,1.0,,4.0,1.0,1.0,,9.0,,,,1.0,,3.0,1.0,,,,,
12499420,away,RB Leipzig,Ridle Baku,ridle-baku,R. Baku,M,17,176,1448,M,856553,EUR,891993600,M,17,17,False,29.0,24.0,3.0,2.0,0.0,3.0,3.0,21.0,29.0,3.0,,,,90.0,49.0,7.5,12.0,0.0606917,2,,,,1.0,1.0,6.0,1.0,1.0,,,1.0,,,0.1868,2.0,,,1.0,2.0,4.0,2.0,,3.0,,1.0,,3.0,,,,,,,,
12499420,away,RB Leipzig,Kevin Kampl,kevin-kampl,K. Kampl,M,,178,752,M,84251,EUR,655430400,M,44,44,False,14.0,9.0,1.0,1.0,0.0,6.0,10.0,3.0,5.0,1.0,,,,45.0,17.0,6.5,6.0,0.00103981,0,,,,2.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
12499420,away,RB Leipzig,Arthur Vermeeren,arthur-vermeeren,A. Vermeeren,M,18,180,4699,M,1149127,EUR,1107734400,M,18,18,False,25.0,22.0,2.0,1.0,0.0,13.0,13.0,9.0,12.0,4.0,,,,56.0,32.0,6.7,4.0,0.00493191,0,,Arthur Vermeeren,,3.0,5.0,2.0,,,,2.0,,1.0,,,,,1.0,,1.0,2.0,1.0,,,,,,1.0,arthurvermeeren,,,,,,,
12499420,away,RB Leipzig,Xavi Simons,xavi-simons,X. Simons,M,7,179,50786,M,997183,EUR,1050883200,M,10,10,False,55.0,43.0,4.0,2.0,0.0,17.0,19.0,27.0,38.0,8.0,,,,88.0,78.0,6.6,26.0,0.132523,0,,,,1.0,12.0,7.0,,,,,2.0,1.0,,,3.0,1.0,,6.0,,3.0,2.0,,2.0,5.0,1.0,,2.0,XaviSimons,1.0,,,,,,
12499420,away,RB Leipzig,Loïs Openda,lois-openda,L. Openda,F,20,177,15660,M,835480,EUR,950659200,F,11,11,False,24.0,15.0,,,0.0,2.0,5.0,13.0,20.0,4.0,,,,90.0,43.0,7.2,13.0,0.128454,5,,,,2.0,2.0,6.0,1.0,4.0,,,2.0,,1.0,0.2328,2.0,2.0,,2.0,,,,,1.0,,2.0,,3.0,l_openda,,,,,,,
12499420,away,RB Leipzig,Benjamin Šeško,benjamin-sesko,B. Šeško,F,30,195,79780,M,986397,EUR,1054339200,F,30,30,False,30.0,19.0,2.0,1.0,0.0,5.0,10.0,14.0,20.0,4.0,,,,78.0,46.0,7.2,16.0,0.0320328,4,,,,,6.0,7.0,1.0,2.0,,,,3.0,,0.3385,1.0,5.0,,1.0,1.0,1.0,1.0,,,3.0,1.0,,2.0,benjamin_sesko,,,,1.0,0.0757,,
12499420,away,RB Leipzig,Amadou Haidara,amadou-haidara,A. Haidara,M,21,174,6620,M,822708,EUR,886204800,M,8,8,True,16.0,11.0,4.0,3.0,0.0,3.0,5.0,8.0,11.0,2.0,,,,45.0,21.0,6.4,6.0,0.00677188,0,,,,2.0,5.0,,,,,,,1.0,,,,,2.0,,1.0,,,,,,,,1.0,amadou_haidara04,,,,,,,
12499420,away,RB Leipzig,Nicolas Seiwald,seiwald-nicolas,N. Seiwald,M,13,179,1528,M,976575,EUR,988934400,M,13,13,True,8.0,7.0,,,0.0,2.0,3.0,5.0,5.0,,,,,34.0,13.0,6.7,2.0,0.00222258,0,,,,,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
12499420,away,RB Leipzig,Castello Lukeba,castello-lukeba,C. Lukeba,D,23,184,2734,M,976421,EUR,1040083200,D,23,23,True,8.0,8.0,1.0,1.0,0.0,5.0,5.0,3.0,3.0,2.0,,,,12.0,11.0,6.7,1.0,0.005012,1,,,,,,,,,,1.0,,,,0.254,,,,,,,,,,,,,1.0,,,,1.0,1.0,0.6793,,
12499420,away,RB Leipzig,Yussuf Poulsen,yussuf-poulsen,Y. Poulsen,F,15,193,1781,M,135264,EUR,771638400,F,9,9,True,8.0,4.0,,,0.0,,1.0,4.0,7.0,,,,,12.0,11.0,7.0,5.0,0.211513,0,,,,1.0,2.0,2.0,,,,,,,1.0,,2.0,2.0,,,,,,,,1.0,,,,,,1.0,,,,,
12499420,away,RB Leipzig,Tidiam Gomis,gomis-tidiam,T. Gomis,M,27,183,739,M,1426577,EUR,1154995200,F,27,27,True,2.0,2.0,,,0.0,,,3.0,3.0,,,,,2.0,4.0,,,0.0869725,0,,Tidiam Gomis,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,
12499420,away,RB Leipzig,Maarten Vandevoordt,maarten-vandevoordt,M. Vandevoordt,G,26,192,1417,M,934385,EUR,1014681600,G,26,26,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499420,away,RB Leipzig,Leopold Zingerle,leopold-zingerle,L. Zingerle,G,25,188,122,M,148263,EUR,765936000,G,25,25,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499420,away,RB Leipzig,Kosta Nedeljković,kosta-nedeljkovic,K. Nedeljković,D,19,184,2309,M,1152923,EUR,1134691200,D,21,21,True,,,,,,,,,,,,,,,,,,,0,,Kosta Nedeljkovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
