match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalTackle,stat_fouls,stat_expectedGoals,stat_aerialLost,stat_aerialWon,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_totalOffside,player_firstName,player_lastName,stat_dispossessed,stat_shotOffTarget,stat_penaltyConceded,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_keyPass,stat_goals,stat_penaltyWon,captain,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,player_sofascoreId,stat_errorLeadToAShot
12499435,home,1. FSV Mainz 05,Robin Zentner,robin-zentner,R. Zentner,G,27,193,298,M,174345,EUR,783302400,G,27,27,False,21.0,9.0,16.0,4.0,0.0,6.0,6.0,3.0,15.0,6.0,1.0,2.0,1.0,1.0,90.0,26.0,6.6,13.0,0.00257535,0,-0.2877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499435,home,1. FSV Mainz 05,Danny da Costa,danny-da-costa,D. Costa,D,21,186,305,M,97926,EUR,742521600,D,21,21,False,34.0,26.0,6.0,,0.0,15.0,17.0,11.0,17.0,6.0,,,,,90.0,42.0,6.4,8.0,0.170478,1,,1.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499435,home,1. FSV Mainz 05,Stefan Bell,stefan-bell,S. Bell,D,16,192,142,M,106662,EUR,682992000,D,16,16,False,34.0,25.0,11.0,4.0,0.0,17.0,19.0,8.0,15.0,3.0,,,,,90.0,49.0,7.0,10.0,0.0169034,0,,2.0,10.0,,,,1.0,2.0,,1.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12499435,home,1. FSV Mainz 05,Andreas Hanche-Olsen,andreas-hanche-olsen,A. Hanche-Olsen,D,25,185,370,M,794294,EUR,853459200,D,25,25,False,38.0,33.0,5.0,2.0,0.0,30.0,32.0,3.0,6.0,3.0,,,,,90.0,51.0,6.4,7.0,0.00388762,2,,5.0,6.0,,,,,3.0,0.1595,1.0,4.0,4.0,1.0,1.0,,1.0,2.0,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,
12499435,home,1. FSV Mainz 05,Anthony Caci,anthony-caci,A. Caci,M,19,184,357,M,846471,EUR,867715200,M,19,19,False,21.0,13.0,3.0,1.0,0.0,3.0,3.0,11.0,23.0,3.0,,,,,70.0,40.0,6.2,16.0,0.145072,1,,8.0,2.0,1.0,,1.0,,3.0,0.0588,2.0,2.0,,,3.0,,1.0,,1.0,,,1.0,,,5.0,1.0,1.0,,,,,,,,,,,,
12499435,home,1. FSV Mainz 05,Kaishu Sano,kaishu-sano,K. Sano,M,6,176,2306,M,1028307,EUR,978134400,M,6,6,False,31.0,20.0,6.0,2.0,0.0,10.0,12.0,10.0,19.0,8.0,,,,,90.0,44.0,6.9,11.0,0.015647,0,,7.0,6.0,1.0,1.0,,3.0,,,6.0,1.0,,,5.0,2.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,
12499435,home,1. FSV Mainz 05,Nadiem Amiri,nadiem-amiri,N. Amiri,M,10,180,2793,M,327755,EUR,846374400,M,18,18,False,56.0,44.0,9.0,4.0,1.0,21.0,22.0,26.0,42.0,7.0,,,,,89.0,75.0,7.4,20.0,0.377465,3,,1.0,2.0,1.0,,1.0,2.0,,0.5855,,,,,,2.0,,,,,,,1.0,,8.0,3.0,,1.0,1.0,1.0,0.2445,3.0,,,,,,,
12499435,home,1. FSV Mainz 05,Phillipp Mwene,phillipp-mwene,P. Mwene,M,2,170,470,M,138126,EUR,759801600,M,2,2,False,24.0,14.0,1.0,,0.0,5.0,6.0,11.0,25.0,3.0,,,,,87.0,45.0,7.1,16.0,0.166902,1,,,7.0,,,,2.0,,0.1156,,2.0,,,,1.0,,3.0,,,,,1.0,,7.0,2.0,,,1.0,,,3.0,,,,,,,
12499435,home,1. FSV Mainz 05,Paul Nebel,paul-nebel,P. Nebel,F,8,169,1155,M,980621,EUR,1034208000,F,8,8,False,30.0,22.0,,,0.0,4.0,7.0,20.0,27.0,7.0,,,,,90.0,53.0,7.7,12.0,0.337908,5,,7.0,8.0,2.0,1.0,3.0,4.0,3.0,0.9208,2.0,,,,,2.0,1.0,3.0,,,,,1.0,,4.0,2.0,1.0,,1.0,1.0,0.7571,2.0,1.0,,,,,,
12499435,home,1. FSV Mainz 05,Jae-sung Lee,jae-sung-lee,J. Lee,F,7,180,2646,M,537552,EUR,713404800,F,7,7,False,22.0,15.0,2.0,,0.0,4.0,5.0,12.0,19.0,3.0,,,,,89.0,37.0,7.2,11.0,0.295311,1,,4.0,3.0,1.0,,,,,0.1252,1.0,,,,1.0,,1.0,3.0,2.0,,,1.0,,,2.0,1.0,1.0,,,1.0,0.3934,,,1.0,,,,,
12499435,home,1. FSV Mainz 05,Jonathan Burkardt,jonathan-burkardt,J. Burkardt,F,9,181,3956,M,939830,EUR,963273600,F,29,29,False,13.0,10.0,1.0,1.0,0.0,1.0,1.0,9.0,12.0,1.0,,,,,89.0,23.0,7.5,5.0,0.028378,5,,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.096,5.0,,,,,,1.0,,,,,1.0,1.0,,,,,,,3.0,1.3993,1.0,1.0,,True,,,,
12499435,home,1. FSV Mainz 05,Nikolas Veratschnig,nikolas-veratschnig,N. Veratschnig,D,22,178,239,M,1138150,EUR,1043366400,D,22,22,True,11.0,9.0,,,0.0,4.0,4.0,5.0,7.0,2.0,,,,,20.0,14.0,6.8,2.0,0.0505302,1,,2.0,,,,1.0,,1.0,0.0254,1.0,,,,1.0,,,,,Nikolas Veratschnig,,,,,,,,,,,,2.0,,,,,,,
12499435,home,1. FSV Mainz 05,Silvan Widmer,silvan-widmer,S. Widmer,M,30,182,532,M,157377,EUR,731289600,D,30,30,True,1.0,1.0,,,0.0,,,1.0,1.0,,,,,,11.0,1.0,6.5,,0.00095312,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499435,home,1. FSV Mainz 05,Lennard Maloney,lennard-maloney,L. Maloney,M,15,187,256,M,893962,EUR,939340800,M,15,15,True,1.0,,,,0.0,,1.0,,,,,,,,1.0,4.0,,1.0,,0,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
12499435,home,1. FSV Mainz 05,Hyun-Seok Hong,hyun-seok-hong,H. Hong,M,24,177,1224,M,942937,EUR,929491200,M,14,14,True,,,,,0.0,,,,1.0,,,,,,1.0,2.0,,1.0,,0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
12499435,home,1. FSV Mainz 05,Nelson Weiper,nelson-weiper,N. Weiper,F,44,192,1136,M,1152505,EUR,1111017600,F,44,44,True,,,,,0.0,,,,,,,,,,1.0,1.0,,1.0,,0,,,,,,,,,,,,,,,,,,,Nelson Weiper,,,,,,,,,,,,,,,,,,,
12499435,home,1. FSV Mainz 05,Lasse Riess,lasse-riess,L. Riess,G,1,191,83,M,1069252,EUR,996192000,G,1,1,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499435,home,1. FSV Mainz 05,Maxim Leitsch,maxim-leitsch,M. Leitsch,D,5,188,95,M,842869,EUR,895449600,D,5,5,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499435,home,1. FSV Mainz 05,Arnaud Nordin,nordin-arnaud,A. Nordin,M,70,170,380,M,848458,EUR,900633600,F,9,9,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499435,home,1. FSV Mainz 05,Armindo Sieb,armindo-sieb,A. Sieb,F,11,180,600,M,1005834,EUR,1045440000,F,11,11,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499435,away,Bayer 04 Leverkusen,Lukáš Hrádecký,lukas-hradecky,L. Hrádecký,G,1,190,2547,M,15219,EUR,627868800,G,1,1,False,41.0,21.0,27.0,8.0,0.0,16.0,19.0,5.0,22.0,8.0,1.0,4.0,,,90.0,52.0,7.0,20.0,0.00133779,0,0.7943,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,True,1.0,4.0,,
12499435,away,Bayer 04 Leverkusen,Edmond Tapsoba,edmond-tapsoba,E. Tapsoba,D,12,193,33838,M,883262,EUR,917913600,D,12,12,False,42.0,30.0,8.0,2.0,0.0,17.0,23.0,13.0,19.0,3.0,,,,,90.0,53.0,6.7,13.0,0.00941663,0,,2.0,3.0,,,,1.0,1.0,,1.0,2.0,4.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,edmondtapsoba,
12499435,away,Bayer 04 Leverkusen,Jonathan Tah,jonathan-tah,J. Tah,D,4,194,9454,M,227672,EUR,823996800,D,4,4,False,32.0,26.0,5.0,1.0,0.0,20.0,25.0,6.0,7.0,5.0,,,,,90.0,51.0,6.9,6.0,0.00402551,0,,1.0,6.0,,,,2.0,1.0,,,4.0,12.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,jonatah,
12499435,away,Bayer 04 Leverkusen,Piero Hincapié,piero-hincapie,P. Hincapié,D,5,184,31047,M,1002837,EUR,1010534400,D,3,3,False,36.0,28.0,2.0,1.0,0.0,19.0,22.0,9.0,14.0,2.0,,,,,90.0,64.0,7.0,11.0,0.00831832,0,,6.0,7.0,1.0,,,1.0,1.0,,2.0,4.0,4.0,3.0,,,,2.0,,,,1.0,,,,,1.0,,,,,1.0,,,,,,pierohincapie,
12499435,away,Bayer 04 Leverkusen,Nathan Tella,nathan-tella,N. Tella,M,23,173,3098,M,920379,EUR,931132800,M,19,19,False,7.0,3.0,,,0.0,2.0,2.0,1.0,6.0,1.0,,,,,45.0,19.0,6.5,7.0,8.762e-05,0,,3.0,1.0,,,,1.0,2.0,,,,4.0,,,1.0,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,
12499435,away,Bayer 04 Leverkusen,Aleix García,aleix-garcia,A. García,M,24,173,4597,M,796047,EUR,867456000,M,24,24,False,49.0,45.0,6.0,5.0,1.0,21.0,23.0,25.0,27.0,4.0,,,,,87.0,57.0,7.2,7.0,0.31678,0,,4.0,3.0,,,,1.0,1.0,,,,,,1.0,1.0,1.0,2.0,,,,2.0,,,1.0,1.0,1.0,1.0,,,,2.0,,,,,,AlexGarcia97,
12499435,away,Bayer 04 Leverkusen,Exequiel Palacios,exequiel-palacios,E. Palacios,M,25,177,12684,M,822600,EUR,907545600,M,25,25,False,51.0,44.0,2.0,1.0,0.0,19.0,24.0,25.0,27.0,3.0,,,,,90.0,66.0,6.8,9.0,0.190001,0,,2.0,7.0,2.0,2.0,,1.0,,,,1.0,4.0,,2.0,,1.0,3.0,,,,1.0,,,,,1.0,,,,,,,,,,,exepalaciosok,1.0
12499435,away,Bayer 04 Leverkusen,Alejandro Grimaldo,alejandro-grimaldo,A. Grimaldo,M,20,171,13099,M,177177,EUR,811555200,M,20,20,False,6.0,5.0,1.0,1.0,0.0,4.0,5.0,1.0,1.0,,,,,,25.0,8.0,6.6,1.0,0.0009977,0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,grimaldo35,
12499435,away,Bayer 04 Leverkusen,Jonas Hofmann,jonas-hofmann,J. Hofmann,F,7,176,2115,M,142390,EUR,711072000,F,7,7,False,13.0,13.0,,,0.0,8.0,8.0,5.0,5.0,1.0,,,,,45.0,17.0,6.5,1.0,0.013045,0,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
12499435,away,Bayer 04 Leverkusen,Florian Wirtz,florian-wirtz,F. Wirtz,F,7,175,148971,M,1019322,EUR,1051920000,F,10,10,False,42.0,32.0,4.0,3.0,0.0,11.0,12.0,22.0,33.0,4.0,,,,,90.0,61.0,7.0,16.0,0.0877334,3,,5.0,2.0,2.0,1.0,1.0,,1.0,0.1152,,1.0,1.0,1.0,1.0,,1.0,,,,,2.0,,,3.0,1.0,1.0,,,2.0,0.0931,1.0,,,,,,FWirtz,
12499435,away,Bayer 04 Leverkusen,Patrik Schick,patrik-schick,P. Schick,F,14,191,10655,M,280609,EUR,822441600,F,14,14,False,14.0,10.0,,,0.0,5.0,6.0,5.0,8.0,1.0,,,,,90.0,34.0,8.7,9.0,0.00662337,4,,12.0,8.0,1.0,,1.0,,2.0,1.126,8.0,5.0,2.0,1.0,,,3.0,3.0,,,,1.0,1.0,,,,,,,2.0,1.6192,,2.0,1.0,,,,p_shicky,
12499435,away,Bayer 04 Leverkusen,Arthur,arthur,Arthur,D,13,173,2973,M,1174761,EUR,1047859200,D,13,13,True,24.0,18.0,1.0,,0.0,8.0,13.0,10.0,11.0,2.0,,,,,65.0,37.0,5.7,11.0,0.0103595,0,,8.0,1.0,3.0,,,,3.0,,2.0,1.0,3.0,,,,,,,Arthur,,,,1.0,,,,,,,,,,,,,,,
