match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_ballRecovery,stat_wasFouled,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_shotOffTarget,stat_outfielderBlock,stat_keyPass,stat_accurateCross,stat_blockedScoringAttempt,captain,stat_dispossessed,stat_totalOffside,stat_bigChanceCreated,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
14131974,home,Vitória SC,Juan Castillo,Juan Castillo,,juan-castillo,J. Castillo,G,25,191,379,M,1175004,EUR,1042416000,G,25,25,False,23.0,15.0,13.0,5.0,0.0,12.0,12.0,3.0,11.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,90.0,26.0,6.9,8.0,0.00038494,39.149047675579,6.0,19.53,11.13,0.0067,0,0.0352,0.03,0.0,0.14,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131974,home,Vitória SC,Miguel Maga,Miguel Maga,,miguel-maga,M. Maga,D,2,175,180,M,1131047,EUR,1037404800,D,2,2,False,24.0,13.0,2.0,,0.0,7.0,11.0,6.0,13.0,3.0,5.0,,,2.0,2.0,,90.0,43.0,7.0,16.0,0.0128107,72.680969595814,6.0,49.245,22.155,,0,,-0.06,0.04,-0.03,,2.0,3.0,1.0,2.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
14131974,home,Vitória SC,Óscar Rivas,Óscar Rivas,,oscar-rivas,Ó. Rivas,D,4,190,113,M,1168093,EUR,954115200,D,4,4,False,62.0,54.0,8.0,4.0,0.0,35.0,39.0,19.0,23.0,2.0,4.0,,,2.0,,,90.0,75.0,7.1,9.0,0.029502,141.71444645455,22.0,97.125,10.5,,1,,0.12,0.05,0.22,,1.0,3.0,1.0,6.0,2.0,,,2.0,1.0,1.0,2.0,1.0,0.1478,0.2746,-0.17,,,,,,,,,,,,,
14131974,home,Vitória SC,Rodrigo Abascal,,,rodrigo-abascal,R. Abascal,D,26,190,156,M,846416,EUR,758505600,D,26,26,False,66.0,58.0,17.0,12.0,0.0,47.0,50.0,11.0,16.0,2.0,3.0,,,5.0,1.0,,90.0,78.0,7.3,10.0,0.0183657,134.33989620848,23.0,85.575,10.815,,1,,0.21,0.07,-0.03,,,3.0,,3.0,1.0,,2.0,1.0,,,,,0.0123,,-0.13,1.0,1.0,,,,,,,,,,,
14131974,home,Vitória SC,João Mendes,,,joao-mendes,J. Mendes,D,13,179,180,M,1133568,EUR,955584000,D,13,13,False,34.0,27.0,6.0,5.0,0.0,21.0,26.0,6.0,8.0,2.0,4.0,,,3.0,,,89.0,57.0,7.3,10.0,0.00750294,49.786752631979,8.0,41.58,13.545,,0,,0.07,0.0,0.35,,2.0,2.0,,3.0,1.0,,2.0,,,,2.0,1.0,,,,,1.0,,,,,,,,,,,
14131974,home,Vitória SC,Beni Mukendi,,,beni-mukendi,B. Mukendi,M,16,180,646,M,1002367,EUR,1021939200,M,16,16,False,38.0,32.0,1.0,1.0,0.0,17.0,20.0,15.0,18.0,2.0,5.0,1.0,1.0,6.0,1.0,,90.0,44.0,7.0,6.0,0.00980749,72.749496624558,10.0,6.195,9.135,,1,,0.02,0.04,-0.03,,,5.0,1.0,1.0,,,1.0,3.0,,,1.0,1.0,0.0236,,0.01,1.0,,,,,,,,,,,,
14131974,home,Vitória SC,Gonçalo Nogueira,Gonçalo Nogueira,,nogueira-goncalo,G. Nogueira,M,30,180,113,M,1161004,EUR,1072569600,M,30,30,False,26.0,22.0,,,0.0,7.0,9.0,15.0,17.0,2.0,6.0,1.0,1.0,4.0,3.0,,75.0,37.0,6.9,8.0,0.0161049,101.86727239876,10.0,51.66,27.615,,0,,0.11,0.11,0.15,,1.0,4.0,,1.0,,3.0,1.0,3.0,,,,,,,,,,2.0,,,,,,,,,,
14131974,home,Vitória SC,Oumar Camara,,,oumar-camara,O. Camara,F,19,176,863,M,1563640,EUR,1178841600,M,19,19,False,15.0,13.0,2.0,2.0,0.0,4.0,4.0,9.0,11.0,,,1.0,,2.0,,,62.0,26.0,6.6,9.0,0.0400245,51.746669764023,7.0,-14.28,10.5,,1,,0.1,0.07,0.15,,2.0,1.0,,,,4.0,,,,,,,0.0314,,-0.19,,,,1.0,1.0,,,,,,,,
14131974,home,Vitória SC,Samu,,,samu,Samu,M,20,170,212,M,785808,EUR,830044800,M,20,20,False,25.0,19.0,,,0.0,5.0,6.0,14.0,19.0,1.0,6.0,2.0,2.0,3.0,2.0,,90.0,49.0,6.3,18.0,0.0110631,69.774701867129,6.0,9.975,22.68,,0,,-0.26,0.05,0.19,,7.0,10.0,,1.0,,1.0,2.0,4.0,,,1.0,1.0,,,,,1.0,1.0,,,True,4.0,,,,,,
14131974,home,Vitória SC,Noah Saviolo,Noah Saviolo,,noah-saviolo,N. Saviolo,F,48,181,167,M,1153328,EUR,1078617600,M,48,48,False,16.0,13.0,1.0,,0.0,3.0,4.0,10.0,12.0,2.0,7.0,3.0,2.0,2.0,2.0,,89.0,33.0,7.1,10.0,0.0456773,136.20606463367,12.0,34.335,17.64,,2,,0.1,0.28,-0.01,,6.0,3.0,,,,2.0,1.0,1.0,,1.0,1.0,,0.0407,0.122,-0.18,1.0,,1.0,2.0,,,,,,,,,
