match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_bigChanceCreated,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keyPass,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,captain,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_shotOffTarget,stat_totalClearance,stat_fouls,player_firstName,player_lastName,stat_totalOffside,player_sofascoreId,stat_blockedScoringAttempt,stat_goals,stat_punches,stat_errorLeadToAGoal
10382178,home,SC Heerenveen,Andries Noppert,andries-noppert,A. Noppert,G,44,203,438,M,339339,EUR,765676800,G,44,44,False,31.0,18.0,21.0,9.0,1.0,12.0,16.0,6.0,15.0,1.0,7.0,2.0,1.0,2.0,1.0,1.0,90.0,40.0,7.1,13.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382178,home,SC Heerenveen,Milan van Ewijk,milan-van-ewijk,M. v. Ewijk,D,27,175,699,M,948723,EUR,968371200,D,27,27,False,45.0,35.0,8.0,5.0,,14.0,15.0,22.0,34.0,,7.0,,,,,,90.0,76.0,7.4,23.0,1.0,2,4.0,1.0,3.0,5.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,
10382178,home,SC Heerenveen,Paweł Bochniewicz,pawel-bochniewicz,P. Bochniewicz,D,4,194,794,M,286097,EUR,822960000,D,5,5,False,46.0,39.0,4.0,3.0,,30.0,33.0,9.0,13.0,,9.0,,,,,,90.0,62.0,6.7,11.0,,1,,,5.0,8.0,,1.0,,,,2.0,1.0,1.0,3.0,1.0,True,2.0,6.0,1.0,1.0,4.0,1.0,,,,,,,,
10382178,home,SC Heerenveen,Joost van Aken,joost-van-aken,J. v. Aken,D,,194,26,,339335,EUR,768787200,D,3,3,False,61.0,49.0,6.0,1.0,,41.0,46.0,8.0,15.0,,11.0,,,,,,90.0,77.0,6.9,13.0,,1,,,6.0,8.0,1.0,,,,1.0,2.0,2.0,1.0,,1.0,,4.0,5.0,1.0,1.0,6.0,,,,1.0,,,,,
10382178,home,SC Heerenveen,Mats Köhlert,mats-kohlert,M. Köhlert,D,27,168,173,M,794998,EUR,894067200,D,7,7,False,50.0,47.0,3.0,2.0,1.0,22.0,23.0,28.0,31.0,1.0,6.0,,,,,,90.0,73.0,7.3,10.0,2.0,0,4.0,3.0,6.0,8.0,,3.0,,,,,2.0,2.0,2.0,5.0,,1.0,1.0,2.0,,1.0,,,,,,,,,
10382178,home,SC Heerenveen,Thom Haye,thom-haye,T. Haye,M,33,187,10984,M,149666,EUR,792288000,M,33,33,False,57.0,44.0,9.0,6.0,1.0,22.0,24.0,26.0,41.0,1.0,13.0,,,,,,90.0,84.0,8.0,25.0,4.0,1,8.0,4.0,3.0,7.0,2.0,3.0,2.0,1.0,,1.0,3.0,2.0,3.0,1.0,,,1.0,,,1.0,,,,,thomhaye,,,,
10382178,home,SC Heerenveen,Anas Tahiri,anas-tahiri,A. Tahiri,M,19,179,260,M,544156,EUR,800496000,M,26,26,False,55.0,49.0,3.0,2.0,,21.0,25.0,28.0,31.0,,5.0,,,,,,89.0,75.0,7.5,9.0,1.0,1,1.0,,2.0,5.0,1.0,1.0,1.0,1.0,,6.0,3.0,2.0,1.0,1.0,,,,1.0,,1.0,,,,,,,,,
10382178,home,SC Heerenveen,Simon Olsson,simon-olsson,S. Olsson,M,10,185,159,M,850851,EUR,874195200,M,19,19,False,17.0,13.0,1.0,,,6.0,7.0,7.0,10.0,,4.0,,,,,,70.0,25.0,6.3,7.0,1.0,0,,,3.0,2.0,1.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,
10382178,home,SC Heerenveen,Pelle van Amersfoort,pelle-van-amersfoort,P. v. Amersfoort,F,9,193,129,M,318585,EUR,828316800,M,11,11,False,32.0,26.0,1.0,1.0,,10.0,11.0,16.0,22.0,,5.0,,,,,,90.0,54.0,7.9,10.0,2.0,5,1.0,,8.0,5.0,,2.0,2.0,2.0,,,2.0,,2.0,1.0,,4.0,,2.0,1.0,4.0,2.0,,,,,2.0,1.0,,
10382178,home,SC Heerenveen,Antoine Colassin,antoine-colassin,A. Colassin,F,25,188,181,M,909965,EUR,983145600,M,29,29,False,39.0,32.0,,,,8.0,9.0,25.0,32.0,,6.0,,,,,,88.0,68.0,6.2,17.0,2.0,0,2.0,1.0,15.0,8.0,5.0,3.0,,,,1.0,4.0,3.0,1.0,1.0,,5.0,3.0,1.0,,,1.0,,,1.0,,,,,
