match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_interceptionWon,stat_unsuccessfulTouch,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_outfielderBlock,stat_wonTackle,stat_expectedGoals,stat_shotValueNormalized,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_keyPass,stat_blockedScoringAttempt,stat_goals,captain,stat_bigChanceMissed,stat_goodHighClaim,stat_bigChanceCreated,stat_totalOffside
14035945,home,Oud-Heverlee Leuven,Tobe Leysen,,,tobe-leysen,T. Leysen,G,1,187.0,289,M,996979,EUR,1015632000,G,1,1,False,45.0,30.0,29.0,14.0,0.0,22.0,25.0,8.0,20.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,90.0,51.0,7.0,15.0,0.00564739,33.529797968961,5.0,24.78,9.555,0.4166,0,0.3791,0.11,0.01,0.31,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035945,home,Oud-Heverlee Leuven,Óscar Gil,,,oscar-gil,Ó. Gil,D,27,175.0,90,M,959820,EUR,893548800,D,27,27,False,14.0,9.0,4.0,2.0,0.0,8.0,10.0,1.0,4.0,3.0,,5.0,,,,,,,,45.0,24.0,6.1,7.0,0.00020965,24.791075661763,4.0,13.755,11.025,,0,,-0.03,0.01,-0.45,,1.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14035945,home,Oud-Heverlee Leuven,Ewoud Pletinckx,,,ewoud-pletinckx,E. Pletinckx,D,28,190.0,193,M,949101,EUR,971136000,D,28,28,False,52.0,48.0,7.0,5.0,0.0,37.0,38.0,11.0,14.0,2.0,1.0,6.0,,,,,,,,90.0,55.0,5.8,4.0,0.00739246,104.5873110082,18.0,25.935,7.35,,0,,0.01,0.02,-0.34,,,,,,2.0,5.0,2.0,7.0,,,,,,,,,,,,,,,,,,,,,
14035945,home,Oud-Heverlee Leuven,Noë Dussenne,,,noe-dussenne,N. Dussenne,D,3,191.0,108,M,115569,EUR,702604800,D,3,3,False,62.0,51.0,16.0,8.0,0.0,34.0,35.0,17.0,27.0,9.0,3.0,3.0,,3.0,,,,,,90.0,78.0,6.7,14.0,0.013775,160.71520569706,20.0,17.64,16.59,,2,,0.06,0.21,-0.19,,1.0,2.0,,1.0,1.0,1.0,5.0,4.0,1.0,1.0,2.0,1.0,2.0,0.082,-0.31,,,,,,,,,,,,,,
14035945,home,Oud-Heverlee Leuven,Takahiro Akimoto,,,takahiro-akimoto,T. Akimoto,D,30,170.0,293,M,1028340,EUR,886204800,D,30,30,False,37.0,31.0,5.0,2.0,0.0,20.0,21.0,11.0,16.0,5.0,2.0,9.0,,1.0,,,,,,90.0,58.0,6.6,8.0,0.0932735,151.95388800196,15.0,50.085,44.625,,2,,0.29,0.27,-0.24,,2.0,1.0,,,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,,0.0819,-0.26,1.0,1.0,3.0,3.0,1.0,0.0358,1.0,,,,,,,
14035945,home,Oud-Heverlee Leuven,Chukwubuikem Ikwuemesi,,,ikwuemesi-chukwubuikem,C. Ikwuemesi,F,19,195.0,417,M,1143547,EUR,996969600,M,19,19,False,14.0,12.0,2.0,1.0,0.0,1.0,2.0,11.0,12.0,5.0,,5.0,,1.0,,,,,,73.0,28.0,6.5,6.0,0.0127376,60.923643976871,8.0,23.73,9.03,,4,,0.11,0.05,-0.12,,,1.0,,1.0,,1.0,,3.0,,1.0,1.0,,1.0,0.355,0.27,,,4.0,3.0,2.0,1.0519,1.0,1.0,,,,,,
14035945,home,Oud-Heverlee Leuven,Łukasz Łakomy,,,lukasz-lakomy,Ł. Łakomy,M,24,181.0,794,M,1001201,EUR,979776000,M,24,24,False,25.0,18.0,5.0,2.0,1.0,5.0,5.0,13.0,20.0,2.0,,2.0,,2.0,,,,,,61.0,41.0,6.6,16.0,0.050075,113.8062681215,11.0,58.695,20.16,,1,,0.12,0.11,-0.09,,2.0,,,,2.0,1.0,,5.0,,1.0,1.0,,2.0,0.0268,-0.07,4.0,1.0,1.0,,,,3.0,,,,,,,
14035945,home,Oud-Heverlee Leuven,Birger Verstraete,,,birger-verstraete,B. Verstraete,M,4,171.0,119,M,192268,EUR,766454400,M,4,4,False,24.0,20.0,,,0.0,10.0,11.0,10.0,13.0,5.0,1.0,3.0,,1.0,,,,,,86.0,37.0,6.6,8.0,0.00703439,28.861060988936,4.0,7.98,12.6,,1,,-0.16,0.04,-0.07,,1.0,,,2.0,,,1.0,1.0,,1.0,1.0,,1.0,0.0286,-0.02,3.0,,1.0,1.0,,,,,,,,,,
14035945,home,Oud-Heverlee Leuven,Thibaud Verlinden,,,thibaud-verlinden,T. Verlinden,M,7,173.0,110,M,826172,EUR,931478400,M,7,7,False,15.0,7.0,2.0,1.0,0.0,3.0,3.0,4.0,12.0,3.0,,1.0,,2.0,,,,,,73.0,32.0,8.7,17.0,0.0973502,181.02623383251,11.0,98.49,28.245,,2,,0.61,0.3,-0.09,,,1.0,,,1.0,,,3.0,,,,,1.0,0.0408,0.54,7.0,2.0,3.0,1.0,1.0,0.0355,3.0,1.0,1.0,,,,,
14035945,home,Oud-Heverlee Leuven,Sory Kaba,,,sory-kaba,S. Kaba,F,39,191.0,1032,M,869131,EUR,806889600,F,39,39,False,22.0,13.0,2.0,2.0,0.0,6.0,7.0,7.0,15.0,9.0,,5.0,,,,,,,,90.0,33.0,6.8,14.0,0.0184937,49.396911319123,8.0,-11.97,6.51,,1,,0.02,-0.04,-0.03,,,4.0,,1.0,4.0,4.0,7.0,9.0,,1.0,1.0,,,0.0503,-0.27,,,1.0,1.0,,,1.0,,,,,,,
