match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_totalOffside,stat_totalContest,stat_totalTackle,stat_wonTackle,player_sofascoreId,stat_totalCross,stat_dispossessed,stat_wonContest,stat_unsuccessfulTouch,stat_goalAssist,stat_aerialLost,stat_bigChanceCreated,stat_keyPass,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_accurateCross,stat_shotOffTarget,stat_lastManTackle,stat_ownGoals
11352646,home,Wolverhampton,José Sá,jose-sa,J. Sá,G,1,192,4016,M,252669,EUR,727228800,G,1,1,False,30.0,17.0,22.0,9.0,10.0,11.0,7.0,19.0,1.0,1.0,16.0,3.0,3.0,7.0,1.0,1.0,90.0,46.0,8.1,14.0,0.0007359,0,0.4177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352646,home,Wolverhampton,Max Kilman,max-kilman,M. Kilman,D,3,192,1250,M,894474,EUR,864345600,D,23,23,False,33.0,29.0,6.0,4.0,21.0,22.0,8.0,11.0,,1.0,1.0,,,,,,90.0,47.0,6.9,4.0,0.00606606,0,,True,3.0,1.0,7.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
11352646,home,Wolverhampton,Craig Dawson,craig-dawson,C. Dawson,D,,188,419,M,50027,EUR,641952000,D,15,15,False,26.0,23.0,8.0,6.0,19.0,19.0,4.0,7.0,2.0,2.0,2.0,,,,,,90.0,36.0,7.3,3.0,0.00160208,0,,,,,7.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
11352646,home,Wolverhampton,Toti Gomes,toti-gomes,T. Gomes,D,24,187,1047,M,973418,EUR,916444800,D,24,24,False,27.0,24.0,2.0,,18.0,19.0,6.0,8.0,,2.0,6.0,,,,,,90.0,33.0,6.5,4.0,0.00212404,0,,,2.0,1.0,1.0,,1.0,,,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,
11352646,home,Wolverhampton,Nélson Semedo,nelson-semedo,N. Semedo,M,27,177,7696,M,252821,EUR,753408000,M,22,22,False,33.0,24.0,4.0,1.0,14.0,21.0,10.0,13.0,1.0,4.0,6.0,,,,,,90.0,59.0,7.1,13.0,0.00424292,0,,,3.0,,4.0,1.0,3.0,,1.0,,,3.0,2.0,nelsonsemedo50,1.0,2.0,,,,,,,,,,,,,,,,,
11352646,home,Wolverhampton,João Gomes,joao-gomes,J. Gomes,M,8,176,14959,M,1015267,EUR,981936000,M,8,8,False,27.0,22.0,5.0,4.0,10.0,14.0,12.0,13.0,,3.0,4.0,,,,,,67.0,38.0,6.5,7.0,0.013529,0,,,9.0,4.0,,1.0,1.0,2.0,4.0,,,1.0,1.0,joaogomes.01,,1.0,,,,,,,,,,,,,,,,,
11352646,home,Wolverhampton,Mario Lemina,mario-lemina,M. Lemina,M,99,184,8756,M,307284,EUR,746841600,M,5,5,False,21.0,16.0,4.0,2.0,11.0,12.0,5.0,9.0,,1.0,3.0,,,,,,90.0,28.0,6.3,5.0,0.00306851,0,,,4.0,2.0,4.0,,1.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
11352646,home,Wolverhampton,Rayan Aït-Nouri,rayan-ait-nouri,R. A. Nouri,M,21,179,44710,M,931278,EUR,991785600,M,3,3,False,14.0,9.0,1.0,,2.0,3.0,7.0,13.0,,5.0,1.0,,,,,,74.0,33.0,6.5,11.0,0.00708803,0,,,4.0,,1.0,1.0,1.0,4.0,2.0,,3.0,,,r_aitnouri,2.0,,1.0,2.0,,,,,,,,,,,,,,,
11352646,home,Wolverhampton,Pedro Neto,pedro-neto,P. Neto,M,7,172,39913,M,879349,EUR,952560000,F,7,7,False,18.0,14.0,,,7.0,8.0,7.0,13.0,,3.0,6.0,,,,,,90.0,37.0,6.6,14.0,0.00177264,0,,,8.0,2.0,1.0,,,2.0,3.0,,2.0,,,pedroneto_30,3.0,2.0,1.0,4.0,,,,,,,,,,,,,,,
11352646,home,Wolverhampton,Matheus Cunha,matheus-cunha,M. Cunha,F,10,184,69408,M,886363,EUR,927763200,F,12,12,False,19.0,16.0,,,8.0,9.0,8.0,10.0,1.0,8.0,3.0,,,,,,86.0,44.0,7.4,10.0,0.399589,0,,,5.0,,2.0,1.0,,1.0,,,5.0,3.0,1.0,Cunha,,2.0,3.0,3.0,1.0,1.0,1.0,2.0,,,,,,,,,,,
