match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_aerialWon,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_totalCross,stat_wonContest,stat_outfielderBlock,stat_accurateCross,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_hitWoodwork,stat_unsuccessfulTouch,stat_totalOffside,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
10388465,home,Bayer 04 Leverkusen,Lukáš Hrádecký,lukas-hradecky,L. Hrádecký,G,1,190,2547,M,15219,EUR,627868800,G,1,1,False,True,28.0,19.0,13.0,4.0,19.0,23.0,5.0,5.0,1.0,90.0,31.0,7.1,9.0,0.0,0.0,0.00017282,0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388465,home,Bayer 04 Leverkusen,Edmond Tapsoba,edmond-tapsoba,E. Tapsoba,D,12,193,33838,M,883262,EUR,917913600,D,12,12,False,,44.0,36.0,6.0,1.0,26.0,27.0,17.0,4.0,,90.0,54.0,7.0,9.0,0.0,0.0,0.00692621,0,,edmondtapsoba,10.0,2.0,5.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
10388465,home,Bayer 04 Leverkusen,Jonathan Tah,jonathan-tah,J. Tah,D,4,194,9454,M,227672,EUR,823996800,D,4,4,False,,37.0,31.0,6.0,2.0,25.0,26.0,11.0,7.0,,90.0,42.0,7.4,7.0,0.5494,0.891,0.00355947,1,,jonatah,6.0,,2.0,1.0,,2.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10388465,home,Bayer 04 Leverkusen,Piero Hincapié,piero-hincapie,P. Hincapié,D,5,184,31047,M,1002837,EUR,1010534400,D,3,3,False,,59.0,49.0,4.0,2.0,37.0,44.0,16.0,2.0,,90.0,71.0,7.6,11.0,0.0,0.0,0.00498403,0,,pierohincapie,12.0,,,5.0,1.0,3.0,1.0,2.0,2.0,,,2.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10388465,home,Bayer 04 Leverkusen,Jeremie Frimpong,jeremie-frimpong,J. Frimpong,M,30,171,32709,M,970361,EUR,976406400,M,30,30,False,,24.0,17.0,,,8.0,11.0,15.0,2.0,,89.0,51.0,6.4,16.0,0.2636,0.0,0.339211,1,,jeremie_frimpong,10.0,,6.0,5.0,3.0,1.0,,1.0,,3.0,,1.0,2.0,,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,,,,,,,,,
10388465,home,Bayer 04 Leverkusen,Exequiel Palacios,exequiel-palacios,E. Palacios,M,25,177,12684,M,822600,EUR,907545600,M,25,25,False,,57.0,51.0,5.0,4.0,31.0,35.0,22.0,11.0,,90.0,76.0,8.0,7.0,0.0458,0.0,0.594633,1,,exepalaciosok,20.0,,4.0,8.0,,3.0,5.0,4.0,2.0,2.0,1.0,2.0,1.0,,,,,,,3.0,,,,,,2.0,1.0,1.0,1.0,,,,,,
10388465,home,Bayer 04 Leverkusen,Kerem Demirbay,kerem-demirbay,K. Demirbay,M,26,185,2108,M,142619,EUR,741657600,M,10,10,False,,59.0,54.0,7.0,5.0,26.0,28.0,34.0,4.0,,89.0,72.0,7.1,10.0,0.0616,0.0,0.123624,2,,,29.0,,4.0,4.0,1.0,,1.0,2.0,,,1.0,1.0,3.0,,,3.0,1.0,,1.0,,,1.0,,,,2.0,1.0,,1.0,,,,,,
10388465,home,Bayer 04 Leverkusen,Mitchel Bakker,mitchel-bakker,M. Bakker,D,5,185,1235,M,856638,EUR,961459200,M,5,5,False,,36.0,24.0,6.0,2.0,17.0,26.0,10.0,8.0,,90.0,60.0,6.7,16.0,0.0,0.0,0.0170787,0,,,7.0,1.0,5.0,1.0,1.0,3.0,2.0,,,,2.0,1.0,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,
10388465,home,Bayer 04 Leverkusen,Moussa Diaby,diaby-moussa,M. Diaby,M,19,170,7561,M,855817,EUR,931305600,F,19,19,False,,34.0,25.0,2.0,1.0,8.0,11.0,28.0,4.0,,87.0,49.0,7.6,17.0,0.1141,0.2194,0.171467,2,,moussadiaby,18.0,,4.0,2.0,3.0,,,,,,,,2.0,2.0,1.0,5.0,2.0,,1.0,1.0,,,,,,1.0,,1.0,,,,,,,
10388465,home,Bayer 04 Leverkusen,Nadiem Amiri,nadiem-amiri,N. Amiri,M,10,180,2793,M,327755,EUR,846374400,F,11,11,False,,27.0,22.0,2.0,2.0,8.0,9.0,18.0,7.0,,87.0,34.0,6.9,7.0,0.0,0.0,0.0463358,0,,,14.0,,3.0,4.0,1.0,,,1.0,1.0,2.0,2.0,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,
