match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_unsuccessfulTouch,player_firstName,player_lastName,captain,stat_goals,stat_totalOffside,stat_goalAssist,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_punches,stat_clearanceOffLine
11396238,home,FC Augsburg,Finn Dahmen,finn-dahmen,F. Dahmen,G,1,188,564,M,822564,EUR,890956800,G,1,1,False,29.0,28.0,6.0,5.0,24.0,24.0,4.0,5.0,6.0,1.0,1.0,90.0,33.0,6.8,1.0,0.00103559,0,0.2029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396238,home,FC Augsburg,Kevin Mbabu,kevin-mbabu,K. Mbabu,D,43,184,780,M,227900,EUR,798249600,D,43,43,False,33.0,28.0,1.0,,6.0,6.0,25.0,34.0,5.0,,,90.0,71.0,7.1,21.0,0.162159,0,,7.0,3.0,7.0,4.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
11396238,home,FC Augsburg,Jeffrey Gouweleeuw,jeffrey-gouweleeuw,J. Gouweleeuw,D,6,187,229,M,146853,EUR,679104000,D,6,6,False,56.0,43.0,14.0,5.0,21.0,24.0,22.0,33.0,3.0,,,90.0,70.0,7.1,16.0,0.041059,3,,1.0,,3.0,6.0,,,3.0,1.0,3.0,1.0,1.0,1.0,,,,,1.0,4.0,1.0,2.0,0.1482,,,,,,,,,,,,,,
11396238,home,FC Augsburg,Felix Uduokhai,felix-uduokhai,F. Uduokhai,D,14,193,1726,M,792142,EUR,873763200,D,19,19,False,41.0,35.0,4.0,2.0,22.0,23.0,13.0,18.0,2.0,,,90.0,53.0,7.5,6.0,0.149669,2,,,,6.0,7.0,,,,,3.0,4.0,,,,,1.0,1.0,5.0,7.0,1.0,1.0,0.1107,,,,,,,,,,,,,,
11396238,home,FC Augsburg,Iago Borduchi,iago,I. Borduchi,D,25,181,849,M,869644,EUR,859075200,D,22,22,False,19.0,16.0,,,9.0,9.0,7.0,11.0,3.0,,,45.0,38.0,6.8,8.0,0.00739935,1,,1.0,,1.0,5.0,,,1.0,,,,1.0,4.0,2.0,,,,,1.0,,,0.0291,1.0,0.0132,,,,,,,,,,,,
11396238,home,FC Augsburg,Fredrik Jensen,fredrik-jensen,F. Jensen,M,97,183,325,M,846356,EUR,873763200,M,24,24,False,23.0,18.0,1.0,,5.0,6.0,13.0,24.0,2.0,,,79.0,40.0,6.9,15.0,0.600635,0,,7.0,,4.0,3.0,2.0,,1.0,,2.0,,,,,,,2.0,1.0,3.0,,,,,,1.0,2.0,,,,,,,,,,
11396238,home,FC Augsburg,Kristijan Jakić,kristijan-jakic,K. Jakić,M,17,181,2258,M,796206,EUR,863568000,M,17,17,False,46.0,38.0,4.0,2.0,11.0,12.0,27.0,35.0,13.0,,,90.0,58.0,7.7,10.0,0.382764,4,,1.0,,2.0,5.0,1.0,1.0,,,,,1.0,1.0,1.0,3.0,,2.0,,1.0,1.0,1.0,0.2137,2.0,0.7718,,,,,,,,,,,,
11396238,home,FC Augsburg,Elvis Rexhbeçaj,elvis-rexhbecaj,E. Rexhbeçaj,M,8,178,483,M,842188,EUR,878342400,M,8,8,False,15.0,12.0,,,5.0,5.0,7.0,13.0,2.0,,,57.0,30.0,7.0,8.0,0.0135406,2,,3.0,,1.0,5.0,,1.0,,,1.0,1.0,,1.0,,3.0,,,,1.0,2.0,,0.0867,,,,1.0,,,True,,,,,,,
11396238,home,FC Augsburg,Arne Maier,arne-maier,A. Maier,M,10,183,359,M,836706,EUR,915753600,M,10,10,False,50.0,41.0,4.0,3.0,8.0,10.0,41.0,55.0,9.0,,,90.0,75.0,8.5,19.0,0.544312,2,,15.0,8.0,5.0,3.0,1.0,2.0,2.0,1.0,,,,1.0,,1.0,,8.0,1.0,,,1.0,0.1047,1.0,0.4915,,,,,,1.0,,,,,,
11396238,home,FC Augsburg,Phillip Tietz,tietz-phillip,P. Tietz,F,20,190,467,M,822340,EUR,868406400,F,21,21,False,15.0,13.0,2.0,1.0,2.0,3.0,11.0,12.0,1.0,,,88.0,23.0,6.7,7.0,0.284176,2,,,,13.0,1.0,,,2.0,,,,,,,,3.0,2.0,8.0,1.0,1.0,1.0,0.1369,,,,3.0,,,,,1.0,,,,,
11396238,home,FC Augsburg,Ruben Vargas,ruben-vargas,R. Vargas,M,11,179,2677,M,872919,EUR,902275200,F,16,16,False,31.0,21.0,,,4.0,5.0,18.0,30.0,3.0,,,88.0,51.0,7.2,22.0,0.227366,3,,4.0,1.0,9.0,3.0,,1.0,5.0,1.0,1.0,,,,,1.0,2.0,2.0,2.0,1.0,,2.0,0.2005,1.0,0.2349,,2.0,,,,,,1.0,,,,
