match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_aerialWon,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_fouls,stat_keyPass,stat_totalContest,stat_outfielderBlock,captain,stat_challengeLost,stat_wonContest,stat_hitWoodwork,stat_wasFouled,player_sofascoreId,stat_accurateCross,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_clearanceOffLine,stat_totalOffside
10388460,home,1. FC Köln,Marvin Schwäbe,,,marvin-schwabe,M. Schwäbe,G,1,189,324,M,187185,EUR,798768000,G,20,20,False,59.0,49.0,14.0,6.0,45.0,48.0,4.0,11.0,7.0,1.0,1.0,90.0,65.0,6.1,10.0,0.0,0.0,0.0014306,0,-1.0737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388460,home,1. FC Köln,Benno Schmitz,,,benno-schmitz,B. Schmitz,D,6,182,70,M,147775,EUR,785030400,D,2,2,False,21.0,12.0,3.0,1.0,8.0,9.0,4.0,14.0,3.0,,,61.0,38.0,7.3,13.0,0.0395,0.4064,0.00409981,1,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10388460,home,1. FC Köln,Nikola Soldo,,,nikola-soldo,N. Soldo,D,4,189,229,M,991290,EUR,980380800,D,5,5,False,68.0,58.0,10.0,4.0,44.0,45.0,14.0,23.0,7.0,,,90.0,80.0,6.7,10.0,0.1133,0.0,0.00842953,3,,,4.0,6.0,3.0,,,,3.0,2.0,2.0,,1.0,2.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,
10388460,home,1. FC Köln,Luca Kilian,,,kilian-luca,L. Kilian,D,15,190,102,M,855676,EUR,936144000,D,15,15,False,74.0,69.0,4.0,1.0,53.0,54.0,16.0,20.0,8.0,,,90.0,82.0,6.8,6.0,0.0,0.0,0.124057,0,,,,1.0,3.0,,,,2.0,1.0,1.0,,2.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,
10388460,home,1. FC Köln,Jonas Hector,,,jonas-hector,J. Hector,D,,185,234,,124544,EUR,643766400,D,14,14,False,64.0,52.0,10.0,6.0,26.0,29.0,26.0,39.0,5.0,,,90.0,92.0,7.0,18.0,0.1346,0.5144,0.0311123,2,,4.0,1.0,5.0,8.0,1.0,1.0,,2.0,3.0,2.0,1.0,3.0,1.0,,2.0,1.0,,1.0,,True,2.0,1.0,1.0,1.0,,,,,,,,
10388460,home,1. FC Köln,Ellyes Skhiri,,,ellyes-skhiri,E. Skhiri,M,15,185,4745,M,591706,EUR,800064000,M,28,28,False,71.0,63.0,3.0,3.0,33.0,34.0,30.0,37.0,5.0,,,90.0,77.0,6.9,9.0,0.1269,0.0,0.0434936,2,,,,4.0,4.0,,1.0,,1.0,1.0,,1.0,3.0,,1.0,,3.0,1.0,,,,2.0,,,,ellyes_skhiri,,,,,,,
10388460,home,1. FC Köln,Eric Martel,,,martel-eric,E. Martel,M,6,186,936,M,988639,EUR,1020038400,M,6,6,False,59.0,50.0,3.0,1.0,29.0,32.0,21.0,27.0,7.0,,,90.0,71.0,6.6,12.0,0.0263,0.0,0.0186884,1,,,3.0,7.0,9.0,,,,1.0,2.0,2.0,2.0,5.0,,1.0,1.0,1.0,,2.0,,,2.0,1.0,,1.0,,,,,,,,
10388460,home,1. FC Köln,Linton Maina,,,linton-maina,L. Maina,M,37,173,490,M,921033,EUR,930096000,M,37,37,False,12.0,9.0,,,2.0,3.0,7.0,10.0,,,,74.0,22.0,6.5,8.0,0.2797,0.0,0.0363212,2,,1.0,,3.0,2.0,,,,,1.0,1.0,2.0,,1.0,1.0,,,2.0,2.0,,,1.0,,,1.0,,,,,,,,
10388460,home,1. FC Köln,Denis Huseinbašić,,,denis-huseinbasic,D. Huseinbašić,M,8,184,959,M,1064842,EUR,994118400,M,8,8,False,38.0,34.0,1.0,1.0,10.0,12.0,24.0,27.0,5.0,,,90.0,54.0,6.9,8.0,0.0593,0.0,0.346399,1,,1.0,3.0,6.0,3.0,,,,,2.0,1.0,2.0,,,1.0,1.0,,3.0,2.0,1.0,,2.0,1.0,,,,,,,,,,
10388460,home,1. FC Köln,Florian Kainz,,,florian-kainz,F. Kainz,M,11,176,502,M,78781,EUR,719884800,M,11,11,False,41.0,31.0,7.0,2.0,8.0,9.0,25.0,40.0,5.0,,,74.0,59.0,6.7,20.0,0.096,0.0903,0.41289,1,,8.0,1.0,3.0,2.0,1.0,1.0,,,,,1.0,1.0,,,1.0,,2.0,1.0,,,,,,1.0,,2.0,,,,,,
10388460,home,1. FC Köln,Sargis Adamyan,,,sargis-adamyan,S. Adamyan,F,22,184,434,M,129927,EUR,738115200,F,23,23,False,23.0,17.0,2.0,1.0,8.0,8.0,10.0,17.0,2.0,,,80.0,44.0,7.4,15.0,0.3196,1.1687,0.043992,5,,2.0,1.0,6.0,4.0,2.0,4.0,,,1.0,1.0,4.0,2.0,1.0,,1.0,1.0,1.0,2.0,,,,,,1.0,,1.0,1.0,,,,,
10388460,home,1. FC Köln,Kingsley Schindler,,,kingsley-schindler,K. Schindler,F,19,179,869,M,169113,EUR,742435200,M,17,17,True,15.0,7.0,3.0,,3.0,4.0,5.0,12.0,1.0,,,29.0,26.0,6.8,9.0,0.0,0.0,0.235311,0,,1.0,,2.0,3.0,,,,,1.0,,1.0,2.0,,,1.0,1.0,1.0,,1.0,,1.0,,,,,1.0,,1.0,,,,
10388460,home,1. FC Köln,Jan Thielmann,,,thielmann-jan,J. Thielmann,M,29,178,397,M,1010726,EUR,1022371200,M,29,29,True,6.0,4.0,1.0,1.0,2.0,2.0,3.0,5.0,2.0,,,16.0,10.0,6.6,2.0,0.0,0.0,0.0712854,0,,1.0,1.0,1.0,2.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,
10388460,home,1. FC Köln,Steffen Tigges,,,steffen-tigges,S. Tigges,F,27,195,329,M,826884,EUR,901843200,F,21,21,True,2.0,2.0,,,1.0,1.0,1.0,1.0,,,,16.0,6.0,6.0,3.0,0.2826,0.0,0.00212257,1,,,,2.0,,1.0,,,,,,1.0,,1.0,,,,,1.0,,,,,1.0,,,,,,1.0,,,
10388460,home,1. FC Köln,Ondrej Duda,,,ondrej-duda,O. Duda,M,11,181,1115,M,246319,EUR,786585600,M,18,18,True,7.0,6.0,1.0,1.0,2.0,2.0,5.0,7.0,1.0,,,10.0,12.0,6.6,3.0,0.0,0.0,0.0339073,0,,2.0,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,
10388460,home,1. FC Köln,Timo Horn,,,timo-horn,T. Horn,G,1,192,267,M,97923,EUR,737164800,G,1,1,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388460,home,1. FC Köln,Jeff Chabot,,,julian-chabot,J. Chabot,D,24,194,723,M,863271,EUR,887241600,D,24,24,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388460,home,1. FC Köln,Kristian Pedersen,,,kristian-pedersen,K. Pedersen,D,24,189,74,M,773591,EUR,775958400,D,3,3,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388460,home,1. FC Köln,Mathias Olesen,,,mathias-olesen,M. Olesen,M,6,186,162,M,994490,EUR,985132800,M,47,47,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388460,home,1. FC Köln,Georg Strauch,,,georg-strauch,G. Strauch,M,11,177,7,M,1066048,EUR,985910400,D,48,48,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
