match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_bigChanceMissed,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalContest,stat_wonContest,captain,stat_accurateCross,stat_bigChanceCreated,player_firstName,player_lastName,stat_hitWoodwork,stat_goalAssist,stat_clearanceOffLine,player_sofascoreId,stat_errorLeadToAGoal
11396203,home,VfL Bochum 1848,Manuel Riemann,manuel-riemann,M. Riemann,G,1,186,218,M,24937,EUR,589766400,G,1,1,False,43.0,17.0,38.0,12.0,7.0,11.0,10.0,32.0,2.0,11.0,1.0,2.0,2.0,2.0,90.0,52.0,6.4,27.0,0.008379,0,-0.7031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396203,home,VfL Bochum 1848,Felix Passlack,passlack-felix,F. Passlack,M,25,170,280,M,795000,EUR,896400000,D,15,15,False,16.0,11.0,6.0,3.0,6.0,6.0,5.0,14.0,2.0,2.0,1.0,,,,89.0,43.0,7.3,15.0,0.0625371,3,,4.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.3436,1.0739,1.0,,,,,,,,,,,,,,,,,,
11396203,home,VfL Bochum 1848,Ivan Ordets,ivan-ordets,I. Ordets,D,,194,123,M,137673,EUR,710553600,D,20,20,False,28.0,20.0,5.0,,14.0,15.0,6.0,13.0,7.0,5.0,,,,,90.0,44.0,7.2,8.0,0.20107,2,,,3.0,11.0,,,,1.0,,1.0,1.0,,,,0.4488,,1.0,3.0,10.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,
11396203,home,VfL Bochum 1848,Keven Schlotterbeck,keven-schlotterbeck,K. Schlotterbeck,D,31,189,405,M,891651,EUR,862185600,D,31,31,False,30.0,21.0,2.0,,13.0,15.0,8.0,15.0,4.0,4.0,,,,,90.0,49.0,7.5,9.0,0.0035564,4,,,6.0,7.0,,,1.0,2.0,,,,2.0,3.0,,0.2307,0.1288,1.0,3.0,4.0,,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,
11396203,home,VfL Bochum 1848,Bernardo,bernardo,Bernardo,D,13,186,580,M,828571,EUR,800409600,D,5,5,False,46.0,33.0,8.0,6.0,10.0,12.0,23.0,34.0,2.0,7.0,,,,,90.0,71.0,7.0,15.0,0.057544,1,,,6.0,9.0,1.0,1.0,,,,1.0,,1.0,,,0.0702,,1.0,4.0,7.0,,1.0,,1.0,,,,,,,,,,,,
11396203,home,VfL Bochum 1848,Anthony Losilla,anthony-losilla,A. Losilla,M,,185,68,M,119179,EUR,510796800,M,8,8,False,31.0,23.0,4.0,2.0,9.0,11.0,15.0,21.0,2.0,3.0,,,,,90.0,44.0,7.3,9.0,0.0906321,4,,1.0,5.0,8.0,,,1.0,1.0,,,,1.0,3.0,,0.1459,0.1875,2.0,2.0,6.0,,2.0,,,3.0,2.0,True,1.0,1.0,,,,,,,
11396203,home,VfL Bochum 1848,Matúš Bero,matus-bero,M. Bero,M,19,181,413,M,187207,EUR,810345600,M,19,19,False,27.0,22.0,2.0,1.0,6.0,6.0,16.0,21.0,2.0,11.0,1.0,,,,88.0,43.0,7.2,8.0,0.247429,2,,,6.0,3.0,,,,2.0,,2.0,1.0,,3.0,,0.0234,,2.0,3.0,1.0,,,1.0,2.0,1.0,,,,1.0,,,,,,,
11396203,home,VfL Bochum 1848,Moritz Broschinski,moritz-broschinski,M. Broschinski,F,17,188,263,M,924205,EUR,969667200,M,29,29,False,16.0,8.0,,,1.0,2.0,8.0,16.0,,3.0,1.0,,,,90.0,36.0,7.2,13.0,0.0220231,6,,2.0,9.0,7.0,1.0,2.0,3.0,2.0,,1.0,1.0,2.0,1.0,,0.6728,0.3467,1.0,4.0,3.0,1.0,1.0,,,2.0,1.0,,1.0,,,,,,,,
11396203,home,VfL Bochum 1848,Kevin Stöger,kevin-stoger,K. Stöger,M,7,175,715,M,95381,EUR,746409600,M,7,7,False,45.0,35.0,8.0,4.0,14.0,15.0,29.0,44.0,,2.0,,,,,90.0,82.0,10.0,19.0,0.595448,6,,14.0,6.0,4.0,,,2.0,2.0,2.0,1.0,,1.0,1.0,,0.4533,0.8953,6.0,3.0,,,2.0,,,4.0,2.0,,8.0,1.0,,,,,,,
11396203,home,VfL Bochum 1848,Maximilian Wittek,maximilian-wittek,M. Wittek,D,32,173,158,M,254125,EUR,808963200,M,32,32,False,19.0,12.0,2.0,1.0,3.0,7.0,11.0,15.0,,2.0,1.0,,,,75.0,37.0,7.4,11.0,0.351672,4,,3.0,4.0,5.0,,,1.0,1.0,,2.0,2.0,1.0,,,0.349,0.2281,2.0,2.0,1.0,,2.0,,1.0,3.0,1.0,,2.0,,,,,,,,
