match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_hitWoodwork,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_shotValueNormalized,stat_keyPass,stat_unsuccessfulTouch,captain,stat_totalCross,stat_accurateCross,stat_totalContest,stat_errorLeadToAShot,stat_blockedScoringAttempt,player_firstName,stat_wonContest,stat_bigChanceCreated,player_lastName,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_bigChanceMissed,stat_penaltyWon,stat_totalOffside,stat_penaltyFaced,player_sofascoreId,stat_outfielderBlock,stat_penaltyConceded
14062148,home,SC Freiburg,Noah Atubolu,noah-atubolu,N. Atubolu,G,1,190,1842,M,980626,EUR,1022284800,G,1,1,False,35.0,21.0,18.0,4.0,0.0,18.0,20.0,3.0,15.0,1.0,1.0,15.0,2.0,5.0,1.0,90.0,48.0,7.4,14.0,0.00115499,43.006596277884,6.0,6.615,7.455,0.5216,0,0.5502,0.06,-0.04,0.19,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062148,home,SC Freiburg,Lukas Kübler,lukas-kubler,L. Kübler,D,17,183,237,M,142525,EUR,715132800,D,17,17,False,44.0,35.0,2.0,,0.0,16.0,19.0,19.0,25.0,3.0,1.0,5.0,,,,90.0,59.0,6.2,11.0,0.0121373,85.161108540152,15.0,10.71,12.81,,2,,0.0,0.26,-0.21,,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0916,7.3264998464478,1.0,-0.51,,,,,,,,,,,,,,,,,,,,,,
14062148,home,SC Freiburg,Matthias Ginter,matthias-ginter,M. Ginter,D,28,189,887,M,142259,EUR,758937600,D,28,28,False,81.0,73.0,10.0,5.0,0.0,26.0,28.0,47.0,53.0,4.0,10.0,5.0,,,,90.0,96.0,7.1,8.0,0.0598179,303.47316689702,42.0,213.57,24.885,,0,,0.31,0.28,-0.02,,3.0,3.0,4.0,,,,,1.0,,,1.0,2.0,,25.134966103021,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
14062148,home,SC Freiburg,Philipp Lienhart,philipp-lienhart,P. Lienhart,D,3,189,690,M,576266,EUR,837043200,D,3,3,False,60.0,56.0,4.0,2.0,0.0,23.0,23.0,33.0,37.0,5.0,2.0,2.0,,,,45.0,69.0,7.3,6.0,0.0329051,228.37136232995,26.0,149.415,18.69,,0,,0.29,0.19,-0.07,,,4.0,1.0,,,,,1.0,1.0,,,1.0,,39.910133628249,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,
14062148,home,SC Freiburg,Christian Günter,christian-gunter,C. Günter,D,30,184,352,M,142231,EUR,730857600,D,30,30,False,25.0,20.0,2.0,,0.0,9.0,10.0,11.0,15.0,2.0,3.0,2.0,,,,90.0,47.0,7.2,13.0,0.619323,21.139258589126,4.0,0.315,6.51,,0,,0.82,-0.12,-0.29,,,1.0,1.0,,,,,,,,1.0,,,,,,4.0,1.0,True,7.0,3.0,1.0,1.0,,,,,,,,,,,,,,,
14062148,home,SC Freiburg,Maximilian Eggestein,maximilian-eggestein,M. Eggestein,M,8,181,429,M,569784,EUR,850003200,M,8,8,False,56.0,47.0,5.0,2.0,0.0,17.0,18.0,30.0,38.0,6.0,1.0,5.0,,,,90.0,77.0,6.5,12.0,0.0305566,204.22434592496,21.0,113.19,19.74,,3,,0.01,0.24,-0.09,,3.0,,6.0,,1.0,1.0,,,5.0,2.0,1.0,2.0,0.0877,21.856968133755,1.0,-0.44,1.0,2.0,,,,,,2.0,,,,,,,,,,,,,,
14062148,home,SC Freiburg,Johan Manzambi,johan-manzambi,J. Manzambi,M,44,182,2015,M,1518931,EUR,1129248000,M,44,44,False,60.0,50.0,3.0,1.0,0.0,15.0,18.0,35.0,42.0,7.0,1.0,3.0,,,,89.0,75.0,6.7,12.0,0.167598,324.50880115856,29.0,153.405,31.185,,3,,0.08,0.29,-0.15,,1.0,5.0,5.0,2.0,,1.0,,3.0,,,2.0,2.0,0.1476,154.81444508634,7.0,-0.35,2.0,1.0,,3.0,2.0,,,2.0,Johan Manzambi,,,,,,,,,,,,,
14062148,home,SC Freiburg,Philipp Treu,treu-philipp,P. Treu,M,29,172,176,M,979820,EUR,975801600,M,29,29,False,29.0,26.0,,,0.0,8.0,9.0,18.0,20.0,3.0,,,,,,79.0,40.0,6.5,7.0,0.295242,50.713216719878,9.0,-1.05,7.875,,0,,0.34,0.03,-0.2,,,,7.0,3.0,1.0,,,,1.0,1.0,1.0,2.0,,,,,4.0,1.0,,3.0,2.0,2.0,,,,1.0,1.0,,,,,,,,,,,
14062148,home,SC Freiburg,Yuito Suzuki,yuito-suzuki,Y. Suzuki,F,14,175,2199,M,1020422,EUR,1003968000,M,14,14,False,23.0,18.0,4.0,3.0,0.0,5.0,5.0,13.0,18.0,4.0,,6.0,,,,90.0,41.0,6.7,10.0,0.0292946,102.44785181389,16.0,35.07,10.815,,5,,0.05,0.24,-0.04,,1.0,,3.0,,2.0,2.0,,,2.0,1.0,2.0,,0.1306,9.6858982546793,1.0,-0.43,1.0,2.0,,1.0,,,,1.0,,,,,2.0,0.0669,,,,,,,,
14062148,home,SC Freiburg,Vincenzo Grifo,vincenzo-grifo,V. Grifo,M,32,181,2068,M,171961,EUR,734140800,M,32,32,False,28.0,22.0,3.0,1.0,0.0,6.0,7.0,16.0,21.0,2.0,,3.0,,,,65.0,34.0,7.1,8.0,0.0729814,125.30480275003,12.0,45.255,13.965,,1,,0.14,0.11,-0.06,,,,2.0,,1.0,,,,1.0,1.0,1.0,1.0,0.7884,48.020028477168,3.0,0.32,1.0,,,1.0,,,,,,,,,1.0,0.7244,1.0,,,,,,,
