match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_duelLost,stat_shotOffTarget,stat_interceptionWon,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_challengeLost,stat_outfielderBlock,stat_errorLeadToAShot,stat_fouls,stat_totalCross,stat_unsuccessfulTouch,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_accurateCross,stat_dispossessed,captain,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_hitWoodwork,stat_totalOffside,stat_errorLeadToAGoal,stat_bigChanceCreated,stat_bigChanceMissed
14131988,home,AVS - Futebol SAD,Simão,,,simao,Simão,G,93,187,92,M,981817,EUR,738979200,G,93,93,False,32.0,21.0,22.0,11.0,0.0,12.0,13.0,9.0,19.0,1.0,1.0,2.0,10.0,1.0,2.0,2.0,4.0,1.0,1.0,90.0,43.0,6.4,11.0,0.00256548,30.538351496571,5.0,23.1,10.29,0.0668,0,-0.8136,0.11,-0.01,0.2,-0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131988,home,AVS - Futebol SAD,Cristian Castro,Cristian Castro,,cristian-castro,C. Castro,D,42,192,155,M,1067320,EUR,980380800,D,42,42,False,22.0,16.0,8.0,3.0,0.0,12.0,13.0,4.0,9.0,,,9.0,5.0,,,,,,,90.0,36.0,6.1,6.0,0.00493557,23.125778392865,5.0,-10.185,4.305,,1,,0.15,0.01,-0.22,,3.0,3.0,1.0,3.0,0.0755,1.0,-0.28,,,,,,,,,,,,,,,,,,,,,,,,
14131988,home,AVS - Futebol SAD,Rúben Semedo,,,ruben-semedo,R. Semedo,D,35,189,290,M,344199,EUR,765417600,D,35,35,False,23.0,19.0,6.0,4.0,0.0,12.0,13.0,7.0,10.0,1.0,1.0,8.0,2.0,,,,,,,73.0,33.0,5.8,4.0,0.0041127,36.247424282856,7.0,1.26,5.145,,0,,0.12,0.02,-0.31,,2.0,4.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
14131988,home,AVS - Futebol SAD,Paulo Vitor,,,paulo-vitor,P. Vitor,D,3,190,73,M,1176165,EUR,995500800,D,3,3,False,22.0,10.0,8.0,1.0,0.0,7.0,11.0,3.0,11.0,2.0,3.0,8.0,2.0,1.0,,,,,,90.0,36.0,6.2,15.0,0.0292681,45.190933000334,9.0,24.255,7.56,,0,,0.13,0.04,-0.36,,,,,1.0,,1.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,
14131988,home,AVS - Futebol SAD,Diogo Spencer,,,diogo-spencer,D. Spencer,D,82,178,353,M,1120043,EUR,1082160000,M,2,2,False,31.0,22.0,6.0,2.0,1.0,4.0,7.0,18.0,24.0,1.0,6.0,3.0,3.0,,,,,,,90.0,65.0,7.4,17.0,0.0924523,127.5035054289,15.0,40.215,29.61,,2,,0.3,0.32,-0.01,,1.0,4.0,1.0,2.0,0.0622,3.0,-0.46,1.0,,,1.0,5.0,,5.0,4.0,1.0,1.0,1.0,30.306496003332,1.0,,,,,,,,,,,
14131988,home,AVS - Futebol SAD,Jaume Grau,,,jaume-grau,J. G. Ciscar,M,15,183,72,M,838633,EUR,862790400,M,15,15,False,4.0,3.0,,,0.0,,1.0,3.0,3.0,,2.0,2.0,,2.0,,,,,,80.0,13.0,6.5,4.0,0.0614759,10.734837539603,2.0,2.1,6.195,,0,,0.23,0.01,-0.1,,1.0,2.0,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,
14131988,home,AVS - Futebol SAD,Pedro Lima,Pedro Lima,,pedro-lima,P. Lima,M,8,184,482,M,1067648,EUR,1048723200,M,8,8,False,20.0,14.0,3.0,1.0,0.0,4.0,5.0,10.0,15.0,1.0,6.0,1.0,2.0,1.0,,,,,,80.0,47.0,6.6,19.0,0.0895552,45.455059789403,8.0,31.395,9.345,,3,,0.01,0.0,-0.01,,,4.0,2.0,1.0,0.2299,2.0,-0.03,,,,2.0,9.0,3.0,2.0,1.0,1.0,3.0,1.0,,,1.0,1.0,,,,,,,,,
14131988,home,AVS - Futebol SAD,Kiki Afonso,,,kiki-afonso,K. Afonso,D,24,181,59,M,324345,EUR,787017600,M,24,24,False,21.0,17.0,3.0,1.0,0.0,7.0,9.0,10.0,12.0,3.0,6.0,6.0,5.0,,,,,,,68.0,46.0,7.1,11.0,0.00877556,55.689899510223,8.0,5.985,10.08,,0,,0.06,0.1,0.25,,,2.0,,1.0,,1.0,,1.0,1.0,,,4.0,,2.0,1.0,,2.0,2.0,,,,,True,,,,,,,,
14131988,home,AVS - Futebol SAD,Babatunde Akinsola,,,akinsola-babatunde,B. Akinsola,F,11,175,163,M,1133063,EUR,1047254400,F,11,11,False,20.0,17.0,2.0,2.0,0.0,4.0,4.0,13.0,16.0,,3.0,,3.0,1.0,,,,,,90.0,40.0,7.3,16.0,0.0857293,220.18763325279,17.0,111.825,44.835,,4,,-0.02,0.41,-0.03,,2.0,11.0,1.0,,0.154,,0.6,1.0,,,2.0,1.0,6.0,4.0,1.0,1.0,1.0,1.0,117.00182136042,5.0,,3.0,,2.0,1.0,1.0807,,,,,
14131988,home,AVS - Futebol SAD,Tomané,,,tomane,Tomané,F,7,185,176,M,126076,EUR,719798400,F,7,7,False,15.0,8.0,,,0.0,1.0,3.0,7.0,12.0,7.0,8.0,3.0,5.0,3.0,,,,,,84.0,31.0,7.9,11.0,0.0112465,98.873570763091,12.0,63.735,31.185,,3,,0.01,0.41,0.17,,3.0,6.0,2.0,,0.6086,1.0,0.49,,,,2.0,,3.0,,,,,,36.272978264411,2.0,,1.0,,1.0,1.0,0.3934,1.0,,,,
