match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_bigChanceCreated,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,player_firstName,player_lastName,stat_aerialWon,stat_outfielderBlock,stat_errorLeadToAShot,stat_wasFouled,stat_fouls,player_sofascoreId,stat_dispossessed,stat_wonContest,stat_unsuccessfulTouch,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,captain,stat_bigChanceMissed,stat_crossNotClaimed,stat_goodHighClaim,stat_lastManTackle,stat_goals
14429558,home,Al-Ittihad,Predrag Rajković,predrag-rajkovic,P. Rajković,G,1,192.0,2722,M,188107,EUR,815097600,G,1,1,False,35.0,27.0,13.0,6.0,0.0,27.0,31.0,4.0,7.0,1.0,1.0,2.0,1.0,90.0,41.0,6.4,8.0,0.00011066,-0.0001,0,-0.182,0.01,0.0,-0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14429558,home,Al-Ittihad,Ahmed Al-Julaydan,al-julaydan-ahmed,A. Al-Jelidan,D,32,170.0,199,M,1475443,EUR,1078704000,D,32,32,False,38.0,33.0,5.0,3.0,0.0,23.0,24.0,14.0,3.0,,,,,77.0,61.0,6.4,10.0,0.10946,,0,,0.24,0.04,-0.31,,10.0,5.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
14429558,home,Al-Ittihad,Saad Al-Mousa,saad-al-mousa,S. Al-Mousa,D,6,182.0,373,M,1134250,EUR,1039478400,D,6,6,False,27.0,24.0,2.0,,0.0,21.0,21.0,6.0,4.0,,,,,90.0,44.0,6.5,6.0,0.00075207,,0,,0.03,0.01,-0.28,,3.0,,,,4.0,7.0,1.0,2.0,,5.0,3.0,3.0,1.0,,Saad Al-Mousa,,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
14429558,home,Al-Ittihad,Danilo Pereira,danilo-pereira,D. Pereira,D,2,187.0,4062,M,99545,EUR,684374400,D,2,2,False,60.0,56.0,8.0,4.0,0.0,43.0,45.0,15.0,6.0,,,,,90.0,69.0,6.7,4.0,0.0162447,,0,,0.12,0.07,-0.02,,13.0,,,1.0,3.0,2.0,,,,1.0,2.0,1.0,1.0,,,,,3.0,,1.0,2.0,DaniloP,,,,,,,,,,,,,,,,
14429558,home,Al-Ittihad,Muath Faqeehi,muath-faqeehi,M. Faqeehi,D,42,188.0,464,M,1457521,EUR,1022716800,D,42,42,False,24.0,20.0,2.0,,0.0,18.0,20.0,4.0,2.0,,,,,61.0,38.0,6.3,8.0,0.0686562,,0,,0.0,0.06,-0.26,,2.0,3.0,1.0,1.0,4.0,2.0,2.0,,,2.0,1.0,2.0,2.0,,Muath Muath,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,
14429558,home,Al-Ittihad,N'Golo Kanté,ngolo-kante,N. Kanté,M,17,169.0,44806,M,234148,EUR,670204800,M,7,7,False,64.0,51.0,4.0,3.0,0.0,32.0,37.0,27.0,5.0,,,,,90.0,84.0,6.7,21.0,0.0104335,,0,,-0.12,0.27,-0.11,,19.0,,,,5.0,6.0,2.0,3.0,,1.0,4.0,1.0,,,,,3.0,1.0,,,2.0,nglkante,,2.0,3.0,,,,,,,,,,,,,
14429558,home,Al-Ittihad,Houssem Aouar,aouar-houssem,H. Aouar,M,10,175.0,14747,M,846081,EUR,899164800,M,10,10,False,24.0,21.0,1.0,1.0,0.0,10.0,11.0,13.0,4.0,,,,,44.0,31.0,6.5,7.0,0.0112401,,0,,0.08,0.06,-0.13,,11.0,,,,3.0,2.0,1.0,1.0,,,,,,,,,,,,1.0,,houssem_aouar,2.0,1.0,1.0,,,,,,,,,,,,,
14429558,home,Al-Ittihad,Fabinho,fabinho,Fabinho,M,8,187.0,9249,M,243585,EUR,751334400,M,8,8,False,40.0,37.0,6.0,5.0,0.0,27.0,28.0,12.0,5.0,,,,,90.0,50.0,7.0,3.0,0.012873,,0,,0.2,-0.04,-0.08,,10.0,,,,4.0,6.0,1.0,,,1.0,1.0,4.0,3.0,,,,,,,2.0,3.0,Fabinho,,,,,,,,,,,,,,,,
14429558,home,Al-Ittihad,Moussa Diaby,diaby-moussa,M. Diaby,M,19,170.0,7562,M,855817,EUR,931305600,F,19,19,False,27.0,23.0,,,0.0,11.0,13.0,14.0,2.0,,,,,90.0,40.0,7.3,11.0,0.426355,,3,,0.49,0.4,-0.07,,12.0,2.0,,2.0,4.0,3.0,1.0,3.0,1.0,,,,,2.0,,,,,,1.0,,moussadiaby,,2.0,3.0,1.0,1.0,1.0,1.0,0.1095,0.0497,-0.51,,,,,,
14429558,home,Al-Ittihad,Karim Benzema,karim-benzema,K. Benzema,F,90,184.0,194410,M,3306,EUR,566870400,F,9,9,False,25.0,21.0,3.0,2.0,0.0,6.0,7.0,18.0,,,,,,90.0,26.0,6.9,4.0,0.387873,,0,,0.27,0.12,-0.01,,15.0,,,,,1.0,,,1.0,,,,,2.0,,,,,,1.0,,KBenz9,,,,,,,1.0,,,,True,,,,,
