match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_hitWoodwork,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_aerialLost,stat_aerialWon,stat_dispossessed,stat_totalCross,stat_challengeLost,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle,player_sofascoreId,stat_errorLeadToAShot
12764430,home,IF Elfsborg,Isak Pettersson,,,isak-pettersson,I. Pettersson,G,31,181.0,80,M,837153,EUR,865555200,G,31,31,False,29.0,9.0,25.0,5.0,0.0,4.0,9.0,5.0,20.0,11.0,1.0,1.0,2.0,90.0,38.0,6.9,20.0,0.00043128,0,0.5033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764430,home,IF Elfsborg,Sebastian Holmén,,,sebastian-holmen,S. Holmén,D,8,188.0,50,M,228833,EUR,704505600,D,8,8,False,26.0,19.0,8.0,2.0,0.0,14.0,17.0,5.0,9.0,2.0,,,,90.0,42.0,7.6,7.0,0.00616633,1,,True,1.0,3.0,1.0,1.0,8.0,2.0,1.0,3.0,2.0,1.0,1.0,0.1795,,,,,,,,,,,,,,,,,,,,,,
12764430,home,IF Elfsborg,Buhari Ibrahim,,,ibrahim-buhari,I. Buhari,D,29,190.0,121,M,1217910,EUR,1002499200,D,29,29,False,12.0,11.0,,,0.0,9.0,9.0,2.0,3.0,4.0,,,,90.0,21.0,6.9,2.0,0.00059923,0,,,3.0,2.0,,,5.0,1.0,,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12764430,home,IF Elfsborg,Terry Yegbe,Terry Yegbe,,terry-yegbe,T. Yegbe,D,15,195.0,360,M,1200442,EUR,980380800,D,2,2,False,28.0,16.0,10.0,2.0,0.0,13.0,16.0,3.0,13.0,3.0,,,,90.0,50.0,7.3,14.0,0.00312299,0,,,2.0,4.0,,,7.0,1.0,3.0,3.0,2.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
12764430,home,IF Elfsborg,Simon Hedlund,,,simon-hedlund,S. Hedlund,M,15,175.0,121,M,94627,EUR,731808000,M,15,15,False,26.0,19.0,4.0,1.0,0.0,14.0,16.0,5.0,10.0,7.0,,,,90.0,47.0,6.8,15.0,0.0169565,0,,,2.0,2.0,,,,,2.0,,,,1.0,,,,2.0,,,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,
12764430,home,IF Elfsborg,Besfort Zeneli,Besfort Zeneli,,besfort-zeneli,B. Zeneli,M,23,187.0,439,M,1173223,EUR,1037836800,M,27,27,False,42.0,33.0,2.0,1.0,1.0,22.0,24.0,12.0,21.0,7.0,,,,90.0,72.0,7.3,21.0,0.165177,0,,,10.0,8.0,,,,1.0,2.0,2.0,1.0,3.0,,,,,3.0,3.0,2.0,5.0,3.0,4.0,3.0,2.0,1.0,1.0,,,,,,,,,,
12764430,home,IF Elfsborg,Timothy Ouma,Timothy,Ouma,ouma-timothy,T. Ouma,M,6,183.0,654,M,1159176,EUR,1086825600,M,16,16,False,29.0,24.0,1.0,1.0,0.0,15.0,17.0,9.0,12.0,3.0,,,,90.0,44.0,6.7,8.0,0.0311783,1,,,11.0,5.0,1.0,,2.0,1.0,1.0,4.0,1.0,4.0,,0.0846,2.0,,1.0,,3.0,2.0,1.0,,,,,,,,,,,,,,,
12764430,home,IF Elfsborg,Niklas Hult,,,niklas-hult,N. Hult,M,23,173.0,73,M,49866,EUR,634867200,M,23,23,False,28.0,20.0,5.0,,0.0,13.0,15.0,7.0,13.0,2.0,,,,90.0,50.0,7.0,11.0,0.0196519,1,,,4.0,6.0,,,3.0,,1.0,4.0,4.0,1.0,,0.0427,1.0,1.0,,,1.0,1.0,,2.0,1.0,,,,1.0,,,,,,,,,
12764430,home,IF Elfsborg,Arbër Zeneli,,,arber-zeneli,A. Zeneli,F,9,176.0,393,M,227892,EUR,793670400,F,9,9,False,9.0,7.0,,,0.0,1.0,1.0,6.0,9.0,1.0,,,,70.0,19.0,6.6,9.0,0.00879858,0,,,4.0,1.0,,,,,,,,,,,1.0,,2.0,1.0,,2.0,1.0,2.0,,,,,,,,,,,,,,
12764430,home,IF Elfsborg,Michael Baidoo,,,michael-baidoo,M. Baidoo,F,10,174.0,621,M,885863,EUR,926640000,F,10,10,False,15.0,11.0,,,0.0,7.0,8.0,4.0,8.0,4.0,,,,77.0,24.0,6.1,9.0,0.00359085,2,,,5.0,2.0,1.0,,,,,2.0,2.0,2.0,,0.708,2.0,,1.0,1.0,,,,3.0,,,,,,2.0,1.0,0.2102,,,,,,
