match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialWon,stat_blockedScoringAttempt,stat_outfielderBlock,stat_aerialLost,stat_accurateCross,stat_keyPass,stat_challengeLost,stat_wasFouled,stat_shotOffTarget,stat_onTargetScoringAttempt,captain,stat_goals,stat_totalOffside,stat_penaltyFaced,stat_bigChanceMissed,stat_errorLeadToAShot,stat_goalAssist,stat_bigChanceCreated,stat_penaltyConceded
10688772,home,Manchester United,David De Gea,,,david-de-gea,D. De Gea,G,43,192,23723,M,d_degea,69378,EUR,657936000,G,1,1,False,30.0,23.0,9.0,2.0,22.0,23.0,1.0,7.0,1.0,5.0,1.0,2.0,1.0,90.0,37.0,6.9,7.0,0.0,0.0,0.00014617,0,-0.3352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10688772,home,Manchester United,Aaron Wan-Bissaka,,,aaron-wan-bissaka,A. Wan-Bissaka,D,29,183,18282,M,awbissaka,863653,EUR,880502400,D,29,29,False,51.0,47.0,5.0,4.0,19.0,19.0,28.0,35.0,1.0,3.0,,,,87.0,77.0,6.9,10.0,0.0,0.0,0.0354965,0,,3.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10688772,home,Manchester United,Raphaël Varane,,,raphael-varane,R. Varane,D,,191,10134,M,raphael_varane,138310,EUR,735696000,D,19,19,False,71.0,65.0,5.0,3.0,37.0,37.0,28.0,34.0,2.0,2.0,,,,90.0,80.0,7.0,6.0,0.1601,0.0,0.0207478,1,,,,3.0,,,,,1.0,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,
10688772,home,Manchester United,Lisandro Martínez,,,lisandro-martinez,L. Martínez,D,6,175,51689,M,LichaMartínez,859999,EUR,885081600,D,6,6,False,66.0,61.0,3.0,1.0,44.0,45.0,17.0,21.0,5.0,7.0,,,,90.0,77.0,7.0,7.0,0.0,0.0,0.00621818,0,,,5.0,5.0,,,,,2.0,1.0,2.0,2.0,3.0,,1.0,3.0,,,,,,,,,,,,,,,
10688772,home,Manchester United,Luke Shaw,,,luke-shaw,L. Shaw,D,23,178,17970,M,lukeshaw23,190839,EUR,805507200,D,23,23,False,55.0,45.0,3.0,1.0,18.0,20.0,28.0,39.0,2.0,3.0,,,,90.0,80.0,7.1,20.0,0.0,0.0,0.0487111,0,,4.0,2.0,3.0,,1.0,,1.0,1.0,,1.0,1.0,2.0,,,,1.0,1.0,,,,,,,,,,,,,
10688772,home,Manchester United,Casemiro,,,casemiro,Casemiro,M,18,185,86039,M,Casemiro,122951,EUR,698803200,M,18,18,False,35.0,28.0,5.0,3.0,9.0,12.0,19.0,24.0,1.0,5.0,,,,70.0,52.0,6.3,13.0,0.0,0.0,0.0439852,0,,1.0,5.0,7.0,,2.0,,1.0,2.0,1.0,3.0,1.0,3.0,,,,,,2.0,2.0,,,,,,,,,,,
10688772,home,Manchester United,Fred,,,fred,Fred,M,7,169,11672,M,fred08,243623,EUR,731289600,M,17,17,False,42.0,36.0,2.0,2.0,14.0,15.0,22.0,29.0,,9.0,,,,90.0,63.0,7.0,11.0,0.158,0.0,0.0293948,2,,2.0,5.0,6.0,1.0,,,,5.0,3.0,2.0,2.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,
10688772,home,Manchester United,Antony,,,antony,Antony,M,7,172,219783,M,Antony,958380,EUR,951350400,M,21,21,False,47.0,42.0,1.0,,11.0,12.0,31.0,35.0,,6.0,,,,81.0,60.0,6.5,9.0,0.0764,0.3346,0.0482183,2,,,4.0,6.0,,4.0,1.0,,1.0,,1.0,,,1.0,,,,,1.0,4.0,,1.0,,,,,,,,,
10688772,home,Manchester United,Bruno Fernandes,,,bruno-fernandes,B. Fernandes,M,8,179,235526,M,BrunoFernandes,288205,EUR,778982400,M,8,8,False,40.0,33.0,3.0,2.0,10.0,12.0,25.0,34.0,3.0,5.0,,,,90.0,59.0,8.0,13.0,0.7884,0.9825,0.109339,1,,6.0,3.0,4.0,,,,1.0,4.0,2.0,2.0,1.0,,,,1.0,2.0,4.0,1.0,,,1.0,True,1.0,,,,,,,
10688772,home,Manchester United,Marcus Rashford,,,marcus-rashford,M. Rashford,M,14,185,357139,M,Rashford,814590,EUR,878256000,M,10,10,False,31.0,24.0,2.0,1.0,4.0,5.0,20.0,27.0,,4.0,,,,90.0,56.0,7.6,17.0,0.7745,0.8303,0.0697439,7,,1.0,7.0,4.0,4.0,2.0,,,3.0,2.0,3.0,,,1.0,,1.0,,,,1.0,4.0,2.0,,1.0,1.0,,,,,,
