match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_accurateCross,stat_aerialLost,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_keyPass,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotValueNormalized,stat_totalTackle,stat_wonTackle,captain,stat_challengeLost,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_dispossessed,stat_totalOffside,player_firstName,stat_bigChanceCreated,player_lastName,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_keeperSaveValue,stat_goalsPrevented,stat_goalkeeperValueNormalized,stat_hitWoodwork
14025019,home,Arsenal,David Raya,david-raya,D. Raya,G,1,183,26174,M,d_raya1,581310,EUR,811123200,G,1,1,False,25.0,19.0,7.0,1.0,0.0,18.0,19.0,1.0,6.0,1.0,4.0,90.0,28.0,6.4,6.0,0.00015464,28.882868554542,6.0,15.75,6.3,0,0.01,-0.01,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025019,home,Arsenal,Jurriën Timber,jurrien-timber,J. Timber,D,12,179,21624,M,jurrientimber,958959,EUR,992736000,D,12,12,False,32.0,26.0,,,0.0,7.0,8.0,19.0,24.0,3.0,3.0,90.0,47.0,7.0,9.0,0.0230048,98.189725564569,8.0,62.895,37.485,0,-0.01,0.04,0.21,2.0,4.0,4.0,7.0,1.0,1.0,1.0,1.0,2.0,4.0,37.736787475884,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025019,home,Arsenal,William Saliba,william-saliba,W. Saliba,D,2,193,43258,M,WSaliba4,941168,EUR,985392000,D,2,2,False,84.0,78.0,4.0,2.0,0.0,42.0,44.0,36.0,40.0,5.0,4.0,90.0,95.0,7.2,8.0,0.168422,301.76072754552,37.0,213.15,23.31,0,0.36,0.26,-0.05,2.0,,1.0,,,,,,,,67.096574130083,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14025019,home,Arsenal,Gabriel Magalhães,gabriel-magalhaes,Gabriel,D,6,190,49131,M,GabrielMagalhães,869792,EUR,882489600,D,6,6,False,93.0,85.0,6.0,3.0,0.0,34.0,36.0,51.0,57.0,3.0,3.0,90.0,104.0,7.4,9.0,0.0475151,241.28609803581,34.0,193.095,11.76,2,0.32,0.25,0.35,,,2.0,1.0,,,2.0,1.0,1.0,,12.073177916357,1.0,,2.0,,1.0,,1.0,1.0,1.0,0.1409,-0.21,,,,,,,,,,,,,,,,,,,
14025019,home,Arsenal,Piero Hincapié,piero-hincapie,P. Hincapié,D,5,184,30788,M,pierohincapie,1002837,EUR,1010534400,D,5,5,False,14.0,10.0,3.0,1.0,0.0,3.0,5.0,7.0,9.0,,2.0,57.0,26.0,6.5,7.0,0.00539213,38.023725892141,3.0,35.175,22.26,0,-0.25,0.01,0.0,,,1.0,1.0,1.0,,,2.0,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
14025019,home,Arsenal,Martin Ødegaard,martin-odegaard,M. Ødegaard,M,8,178,78911,M,Ødegaard,547410,EUR,913852800,M,8,8,False,35.0,33.0,4.0,3.0,0.0,13.0,13.0,20.0,22.0,,1.0,78.0,42.0,6.7,7.0,0.042395,198.66227818581,22.0,25.725,15.75,0,-0.02,0.14,-0.01,2.0,,1.0,,1.0,,,1.0,,,,,,,,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,
14025019,home,Arsenal,Martín Zubimendi,martin-zubimendi,M. Zubimendi,M,36,180,26245,M,martin_zubimendi,966837,EUR,917913600,M,36,36,False,67.0,57.0,3.0,1.0,0.0,25.0,28.0,32.0,39.0,1.0,5.0,90.0,77.0,7.6,13.0,0.107053,278.57526129056,26.0,157.605,18.585,0,0.5,0.18,0.15,,1.0,3.0,6.0,1.0,,,1.0,,1.0,67.339840014704,3.0,,,,2.0,,,,,,,5.0,3.0,,1.0,,,,,,,,,,,,,,,
14025019,home,Arsenal,Declan Rice,declan-rice,D. Rice,M,41,188,64734,M,DeclanRice,856714,EUR,916272000,M,41,41,False,47.0,43.0,5.0,1.0,0.0,17.0,17.0,26.0,30.0,2.0,4.0,90.0,55.0,7.5,5.0,0.157248,186.25607980448,19.0,92.505,25.83,1,0.39,0.22,-0.03,2.0,,3.0,2.0,,,,1.0,,1.0,75.642867441371,3.0,1.0,,,,2.0,,,,0.0426,-0.04,2.0,1.0,,2.0,1.0,0.3947,,,,,,,,,,,,,
14025019,home,Arsenal,Bukayo Saka,bukayo-saka,B. Saka,F,7,178,182271,M,BSaka7,934235,EUR,999648000,F,7,7,False,21.0,18.0,,,0.0,3.0,4.0,15.0,17.0,,1.0,78.0,38.0,6.6,11.0,0.022105,133.47539730211,15.0,58.065,20.475,2,0.1,0.41,-0.08,3.0,1.0,7.0,4.0,5.0,2.0,,,1.0,,36.862088652899,2.0,,1.0,,1.0,,,,1.0,0.1316,-0.53,,,,2.0,1.0,0.1239,1.0,1.0,,,,,,,,,,,
14025019,home,Arsenal,Viktor Gyökeres,viktor-gyokeres,V. Gyökeres,F,14,187,198098,M,VGyökeres,804508,EUR,896918400,F,14,14,False,7.0,6.0,,,0.0,,,6.0,7.0,,1.0,64.0,8.0,6.2,2.0,0.0172757,10.306218705228,1.0,-3.78,-3.78,0,-0.29,-0.52,0.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,
14025019,home,Arsenal,Leandro Trossard,leandro-trossard,L. Trossard,F,19,172,31477,M,leandrotrossard,135666,EUR,786499200,F,19,19,False,15.0,10.0,1.0,,0.0,2.0,2.0,8.0,13.0,,3.0,64.0,32.0,6.8,9.0,0.0500725,83.92454201268,9.0,17.01,20.16,2,0.16,0.17,0.14,1.0,,3.0,5.0,2.0,1.0,,,2.0,1.0,47.708465865002,3.0,,,,2.0,,,,2.0,0.0862,-0.17,2.0,1.0,,1.0,,,,,,,,,,,,,,,
14025019,home,Arsenal,Myles Lewis-Skelly,lewis-skelly-myles,M. Lewis-Skelly,D,49,178,16151,M,myleslewisskelly,1423711,EUR,1159228800,D,49,49,True,5.0,3.0,,,0.0,2.0,4.0,1.0,1.0,,1.0,33.0,13.0,6.5,4.0,0.00040138,,,,,0,-0.03,-0.02,-0.22,,,3.0,3.0,1.0,1.0,,,1.0,1.0,,,,,1.0,,1.0,,,,,,1.0,,,2.0,,,,,Myles Lewis-Skelly,,,,,,,,,,
