match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_aerialWon,stat_outfielderBlock,stat_wasFouled,player_firstName,player_lastName,stat_dispossessed,stat_shotOffTarget,stat_unsuccessfulTouch,stat_expectedGoals,stat_accurateCross,stat_keyPass,captain,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_goals,stat_penaltyWon,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_penaltyConceded,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork,player_sofascoreId,stat_goalAssist
11853618,home,Casa Pia,Ricardo Batista,ricardo-batista,R. Batista,G,33,193,111,M,9668,EUR,532656000,G,33,33,False,32.0,26.0,8.0,2.0,25.0,26.0,1.0,6.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,90.0,43.0,6.0,6.0,0.0179467,0,-2.1896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11853618,home,Casa Pia,Gaizka Larrazabal,gaizka-larrazabal,G. Larrazabal,M,72,179,117,M,849719,EUR,882316800,D,72,72,False,32.0,28.0,,,17.0,20.0,11.0,15.0,2.0,,1.0,5.0,,,,,90.0,50.0,6.3,7.0,0.00537307,0,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11853618,home,Casa Pia,João Nunes,joao-nunes,J. Nunes,D,30,188,83,M,190135,EUR,816739200,D,3,3,False,50.0,42.0,5.0,2.0,27.0,31.0,15.0,20.0,2.0,1.0,3.0,6.0,,,,,90.0,59.0,6.4,9.0,0.0072964,0,,1.0,1.0,2.0,2.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11853618,home,Casa Pia,Nermin Zolotić,nermin-zolotic,N. Zolotić,D,44,188,74,M,94826,EUR,742003200,D,19,19,False,59.0,54.0,5.0,2.0,49.0,53.0,5.0,6.0,3.0,2.0,4.0,6.0,,,,,90.0,69.0,6.4,6.0,0.00131151,0,,,,3.0,,2.0,2.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
11853618,home,Casa Pia,Leonardo Lelo,leonardo-lelo,L. Lelo,M,5,175,353,M,1006865,EUR,954374400,D,5,5,False,34.0,29.0,2.0,,14.0,15.0,15.0,22.0,,,4.0,3.0,,,,,90.0,53.0,6.5,10.0,0.0151167,1,,3.0,,2.0,,2.0,2.0,,,,,,,,1.0,2.0,0.0208,,,,,,,,,,,,,,,,,,,
11853618,home,Casa Pia,Tiago Dias,tiago-dias,T. Dias,M,77,175,51,M,825676,EUR,894240000,M,77,77,False,26.0,22.0,,,12.0,13.0,11.0,16.0,2.0,,,4.0,,,,,70.0,35.0,6.5,10.0,0.0752052,1,,3.0,,,,,,1.0,,,,,,1.0,1.0,2.0,0.0193,1.0,1.0,,,,,,,,,,,,,,,,,
11853618,home,Casa Pia,Neto,neto,Neto,M,8,181,91,M,843358,EUR,683769600,M,8,8,False,62.0,53.0,7.0,2.0,36.0,37.0,17.0,25.0,4.0,2.0,1.0,4.0,,,,,89.0,73.0,6.6,11.0,0.0184418,0,,,1.0,3.0,1.0,2.0,2.0,1.0,,1.0,,,,,,2.0,,,,True,1.0,1.0,,,,,,,,,,,,,,
11853618,home,Casa Pia,Beni Mukendi,beni-mukendi,B. Mukendi,M,16,180,646,M,1002367,EUR,1021939200,M,16,16,False,55.0,47.0,6.0,3.0,30.0,32.0,17.0,23.0,4.0,1.0,1.0,12.0,,,,,90.0,70.0,6.8,13.0,0.011609,0,,,1.0,5.0,1.0,2.0,2.0,1.0,,,3.0,,,1.0,,4.0,,,1.0,,,,,,,,,,,,,,,,,
11853618,home,Casa Pia,Yuki Soma,soma-yuki,Y. Soma,F,7,165,617,M,945290,EUR,856828800,M,11,11,False,15.0,14.0,,,5.0,5.0,9.0,12.0,,,,,,,,,70.0,18.0,6.7,3.0,0.00463898,0,,2.0,,1.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,
11853618,home,Casa Pia,Felippe Cardoso,felippe-cardoso,F. Cardoso,F,70,187,417,M,922616,EUR,907459200,F,30,30,False,13.0,8.0,1.0,,4.0,4.0,4.0,9.0,4.0,,,1.0,,,,,80.0,24.0,6.6,9.0,0.0143711,2,,,1.0,2.0,,,,,1.0,,1.0,,,2.0,1.0,1.0,0.0889,,,,1.0,,1.0,1.0,0.7464,,,,,,,,,,,
