match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_shotValueNormalized,stat_aerialLost,stat_aerialWon,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoalsOnTarget,stat_keyPass,stat_wasFouled,stat_blockedScoringAttempt,stat_goals,player_firstName,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_lastName
14082860,home,Atlético Madrid,Jan Oblak,jan-oblak,J. Oblak,G,13,189,12131,M,oblakjan,69768,EUR,726364800,G,13,13,False,True,26.0,18.0,14.0,6.0,0.0,13.0,14.0,5.0,12.0,8.0,1.0,1.0,90.0,30.0,6.4,8.0,0.00185718,0.0055,0,-0.5858,0.05,0.01,-0.02,-0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14082860,home,Atlético Madrid,Marcos Llorente,marcos-llorente,M. Llorente,D,14,184,9206,M,marcosllorente,353138,EUR,791424000,D,14,14,False,,57.0,51.0,6.0,4.0,0.0,17.0,18.0,34.0,39.0,5.0,,,90.0,78.0,7.4,10.0,0.168696,,1,,0.41,0.27,-0.17,,3.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,0.6015,-0.51,,,,,,,,,,,,,,,,
14082860,home,Atlético Madrid,Robin Le Normand,robin-le-normand,R. Le Normand,D,24,187,6479,M,lenormand_r,787751,EUR,847670400,D,24,24,False,,75.0,68.0,8.0,5.0,0.0,42.0,46.0,26.0,29.0,5.0,,,90.0,83.0,6.7,7.0,0.0118098,,0,,0.11,0.05,-0.07,,,,4.0,3.0,,,,,,,4.0,,1.0,1.0,,1.0,,,,3.0,2.0,,,,,,,,,,,,,,
14082860,home,Atlético Madrid,Dávid Hancko,david-hancko,D. Hancko,D,17,188,4751,M,,807771,EUR,881971200,D,17,17,False,,58.0,51.0,4.0,2.0,1.0,31.0,33.0,20.0,25.0,5.0,,,90.0,64.0,7.0,8.0,0.0571977,,1,,0.24,0.29,-0.01,,1.0,,3.0,3.0,,,,,,,1.0,,2.0,2.0,,1.0,,0.054,-0.39,2.0,1.0,1.0,1.0,1.0,0.029,1.0,,,,,,,,,
14082860,home,Atlético Madrid,Matteo Ruggeri,matteo-ruggeri,M. Ruggeri,M,3,187,2490,M,,965011,EUR,1026345600,D,3,3,False,,40.0,34.0,3.0,2.0,0.0,14.0,14.0,20.0,26.0,9.0,,,75.0,58.0,6.6,11.0,0.0419201,,0,,0.16,0.1,-0.27,,4.0,,5.0,5.0,3.0,,,,,,2.0,1.0,3.0,3.0,1.0,1.0,,,,1.0,1.0,,,,,,1.0,,,,,,,,
14082860,home,Atlético Madrid,Giuliano Simeone,giuliano-simeone,G. Simeone,M,20,178,16028,M,giulisimeone,1099352,EUR,1040169600,M,20,20,False,,28.0,24.0,1.0,,0.0,4.0,5.0,20.0,23.0,6.0,,,75.0,45.0,6.1,11.0,0.040045,,1,,-0.31,0.33,-0.1,,2.0,,5.0,2.0,1.0,1.0,1.0,,,1.0,,,1.0,1.0,3.0,2.0,1.0,0.0825,-0.52,,,,,,,2.0,1.0,,,,,,,,
14082860,home,Atlético Madrid,Johnny Cardoso,johnny,J. Cardoso,M,5,186,5097,M,,990169,EUR,1000944000,M,5,5,False,,38.0,33.0,2.0,2.0,0.0,16.0,19.0,17.0,19.0,4.0,,,68.0,53.0,7.2,6.0,0.0591517,,0,,0.23,0.28,-0.06,,2.0,1.0,3.0,6.0,1.0,,1.0,1.0,,,3.0,3.0,3.0,,,1.0,,,,1.0,,,,,,,2.0,,,,,,,,
14082860,home,Atlético Madrid,Pablo Barrios,pablo-barrios,P. Barrios,M,8,181,6589,M,PBarrios,1142588,EUR,1055635200,M,8,8,False,,73.0,63.0,7.0,3.0,0.0,29.0,31.0,34.0,42.0,6.0,,,90.0,92.0,7.4,16.0,0.0631151,,2,,0.37,0.33,-0.03,,3.0,,3.0,7.0,,,2.0,,,,,3.0,3.0,2.0,1.0,,,0.0815,-0.22,1.0,3.0,,,,,1.0,1.0,2.0,,,,,,,
14082860,home,Atlético Madrid,Thiago Almada,thiago-almada,T. Almada,M,11,171,27604,M,thiago_almada23,944660,EUR,988243200,M,11,11,False,,39.0,33.0,2.0,1.0,0.0,9.0,10.0,24.0,29.0,5.0,,,68.0,54.0,6.5,16.0,0.175981,,0,,0.27,0.28,-0.16,,8.0,2.0,5.0,2.0,1.0,,2.0,1.0,,,,,,,3.0,1.0,,,,2.0,,1.0,,,,2.0,1.0,,,,,,,,
14082860,home,Atlético Madrid,Alexander Sørloth,alexander-sorloth,A. Sørloth,F,9,195,17312,M,asorloth,309078,EUR,818121600,F,9,9,False,,17.0,12.0,,,0.0,4.0,5.0,8.0,12.0,1.0,,,68.0,29.0,8.4,10.0,0.15276,,3,,0.24,0.63,0.15,,1.0,,5.0,7.0,,1.0,4.0,3.0,1.0,,,,,,1.0,2.0,,0.7123,0.46,1.0,4.0,,2.0,,0.6298,1.0,,1.0,1.0,,,,,,
