match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_ownGoals,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_aerialWon,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_accurateCross,stat_dispossessed,stat_blockedScoringAttempt,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_challengeLost,stat_hitWoodwork,stat_goalAssist,stat_bigChanceCreated,captain,stat_penaltyWon,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_outfielderBlock,stat_bigChanceMissed,stat_totalOffside,stat_penaltyConceded
10908801,home,Stockport County,Ben Hinchliffe,Ben,Hinchliffe,ben-hinchliffe,B. Hinchliffe,G,1,178.0,21,M,860349,EUR,592358400.0,G,1,1,False,29.0,18.0,23.0,12.0,6.0,6.0,12.0,23.0,1.0,8.0,1.0,1.0,90.0,33.0,6.4,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10908801,home,Stockport County,Akil Wright,,,akil-wright,A. Wright,D,4,183.0,22,M,791690,EUR,831945600.0,D,4,4,False,25.0,20.0,2.0,,10.0,10.0,10.0,16.0,1.0,5.0,,,90.0,41.0,6.4,7.0,0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
10908801,home,Stockport County,Fraser Horsfall,,,fraser-horsfall,F. Horsfall,D,5,190.0,14,M,893990,EUR,847756800.0,D,6,6,False,46.0,33.0,8.0,3.0,26.0,33.0,7.0,13.0,3.0,4.0,,,90.0,56.0,7.0,14.0,0,,1.0,9.0,,,2.0,,1.0,2.0,,1.0,5.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10908801,home,Stockport County,Ryan Johnson,,,ryan-johnson,R. Johnson,D,6,188.0,49,M,364682,EUR,844214400.0,D,15,15,False,42.0,29.0,11.0,4.0,12.0,15.0,17.0,27.0,4.0,4.0,,,90.0,62.0,7.0,15.0,0,,,3.0,,,8.0,,2.0,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10908801,home,Stockport County,Macauley Southam,,,macauley-southam,M. Southam,M,23,175.0,16,M,981204,EUR,823219200.0,M,2,2,False,15.0,8.0,7.0,3.0,2.0,3.0,7.0,14.0,,2.0,,,67.0,32.0,6.8,13.0,1,2.0,3.0,2.0,,,2.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
10908801,home,Stockport County,Will Collar,,,collar-will,W. Collar,M,18,178.0,29,M,920559,EUR,868838400.0,M,14,14,False,29.0,22.0,2.0,,7.0,8.0,15.0,23.0,,7.0,,,89.0,52.0,9.7,12.0,7,2.0,1.0,8.0,,,2.0,,3.0,7.0,1.0,,1.0,1.0,1.0,,,,1.0,2.0,4.0,3.0,,,,,,,,,,,,
10908801,home,Stockport County,Ryan Croasdale,Ryan,Croasdale,ryan-croasdale,R. Croasdale,M,18,170.0,17,M,339717,EUR,780537600.0,M,18,18,False,39.0,33.0,5.0,4.0,15.0,17.0,18.0,22.0,,6.0,,,89.0,44.0,6.8,7.0,1,,1.0,2.0,,,2.0,,,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,
10908801,home,Stockport County,Myles Hippolyte,,,myles-hippolyte,M. Hippolyte,M,21,183.0,34,M,578330,EUR,784339200.0,M,21,21,False,20.0,14.0,1.0,1.0,1.0,2.0,15.0,21.0,,5.0,,,89.0,37.0,6.8,10.0,1,3.0,5.0,5.0,1.0,,3.0,,1.0,3.0,2.0,,1.0,1.0,,1.0,2.0,1.0,1.0,,,,1.0,,,,,,,,,,,
10908801,home,Stockport County,Ryan Rydel,,,ryan-rydel,R. Rydel,D,3,181.0,13,M,952459,EUR,981676800.0,M,17,17,False,36.0,20.0,6.0,1.0,7.0,10.0,14.0,31.0,1.0,10.0,,,90.0,58.0,7.5,21.0,3,5.0,1.0,4.0,,,3.0,,,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,,1.0,2.0,,,,2.0,,,,,,,,,,
10908801,home,Stockport County,Kyle Wootton,Kyle,Wootton,kyle-wootton,K. Wootton,F,19,188.0,247,M,761370,EUR,844992000.0,F,19,19,False,27.0,15.0,,,1.0,1.0,14.0,26.0,,1.0,,,90.0,33.0,7.1,14.0,1,,4.0,4.0,,,,,2.0,,,4.0,4.0,,,1.0,,,,1.0,,,,,1.0,1.0,,,,,,,,
