match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_bigChanceCreated,stat_fouls,stat_keyPass,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_totalOffside,stat_shotOffTarget,stat_goals,stat_punches,stat_errorLeadToAShot,stat_hitWoodwork
12436478,home,West Ham United,Łukasz Fabiański,lukasz-fabianski,Ł. Fabiański,G,22,190,3777,M,lukasz.fabianski,15479,EUR,482630400,G,1,1,False,50.0,32.0,25.0,7.0,0.0,26.0,28.0,6.0,22.0,1.0,1.0,1.0,11.0,4.0,5.0,90.0,64.0,7.5,19.0,0.00105791,0,1.491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436478,home,West Ham United,Aaron Wan-Bissaka,aaron-wan-bissaka,A. Wan-Bissaka,D,29,183,18282,M,awbissaka,863653,EUR,880502400,D,29,29,False,25.0,21.0,2.0,1.0,0.0,14.0,15.0,7.0,11.0,1.0,2.0,4.0,7.0,,,90.0,55.0,7.1,8.0,0.00965353,0,,,,1.0,2.0,7.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,
12436478,home,West Ham United,Konstantinos Mavropanos,konstantinos-mavropanos,K. Mavropanos,D,15,194,2680,M,,829022,EUR,881798400,D,15,15,False,43.0,37.0,8.0,4.0,0.0,30.0,30.0,7.0,13.0,1.0,2.0,1.0,2.0,,,45.0,53.0,7.2,8.0,0.00619396,0,,,,,1.0,4.0,,,,,3.0,2.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,
12436478,home,West Ham United,Max Kilman,max-kilman,M. Kilman,D,3,192,1250,M,,894474,EUR,864345600,D,26,26,False,54.0,46.0,9.0,6.0,0.0,36.0,39.0,10.0,15.0,2.0,2.0,3.0,3.0,,,90.0,65.0,7.2,8.0,0.464159,0,,,,,6.0,9.0,1.0,1.0,,3.0,,,,2.0,,,1.0,,,,,,,,,,,,,,,
12436478,home,West Ham United,Emerson Palmieri,emerson-palmieri,Emerson,D,33,176,2398,M,,155997,EUR,775872000,D,33,33,False,22.0,19.0,3.0,1.0,0.0,10.0,10.0,11.0,17.0,1.0,3.0,5.0,3.0,,,71.0,41.0,6.8,7.0,0.137824,0,,,,5.0,1.0,2.0,,,,,1.0,1.0,1.0,,,1.0,2.0,2.0,1.0,,,,,,,,,,,,,
12436478,home,West Ham United,Edson Álvarez,edson-alvarez,E. Álvarez,M,11,190,10872,M,EdsonAlvarez19,847151,EUR,877651200,M,19,19,False,43.0,37.0,3.0,1.0,0.0,24.0,25.0,13.0,18.0,2.0,6.0,6.0,6.0,,,89.0,61.0,6.9,10.0,0.0100185,1,,,,,1.0,5.0,2.0,,1.0,1.0,2.0,,,2.0,,,,,1.0,1.0,1.0,0.0756,0.3543,,,,,,,,,
12436478,home,West Ham United,Jarrod Bowen,jarrod-bowen,J. Bowen,M,20,174,9125,M,jarrodbowen,552884,EUR,851040000,M,20,20,False,10.0,4.0,2.0,1.0,0.0,,1.0,5.0,14.0,,3.0,1.0,4.0,,,90.0,35.0,7.3,17.0,0.0346262,3,,,,5.0,1.0,8.0,3.0,2.0,,1.0,3.0,3.0,5.0,2.0,,,,1.0,1.0,1.0,2.0,0.5557,0.2742,True,1.0,1.0,3.0,,,,,
12436478,home,West Ham United,Lucas Paquetá,lucas-paqueta,L. Paquetá,M,20,180,63569,M,Paqueta,839981,EUR,872640000,M,10,10,False,32.0,25.0,4.0,2.0,0.0,21.0,23.0,4.0,9.0,3.0,9.0,1.0,1.0,,,71.0,53.0,6.4,14.0,0.00221899,2,,,,,2.0,11.0,3.0,,,,5.0,1.0,1.0,4.0,,1.0,,,1.0,1.0,,0.1159,,,,,,2.0,,,,
12436478,home,West Ham United,Tomáš Souček,tomas-soucek,T. Souček,M,28,192,3256,M,,799041,EUR,793843200,M,28,28,False,24.0,14.0,4.0,2.0,0.0,5.0,7.0,9.0,17.0,4.0,7.0,2.0,1.0,,,90.0,31.0,6.7,10.0,0.00588592,1,,,,,1.0,4.0,,,,,2.0,1.0,,1.0,,2.0,1.0,,1.0,,,0.1213,,,,,,1.0,,,,
12436478,home,West Ham United,Mohammed Kudus,mohammed-kudus,M. Kudus,M,20,176,89524,M,Kudus,905163,EUR,965174400,M,14,14,False,25.0,21.0,2.0,1.0,0.0,12.0,12.0,9.0,14.0,,10.0,,7.0,,,90.0,50.0,7.1,14.0,0.0120953,2,,,,1.0,1.0,11.0,5.0,1.0,,,4.0,3.0,2.0,5.0,,4.0,,,,2.0,1.0,0.231,0.7996,,,1.0,1.0,,1.0,,,
