match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,captain,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_wasFouled,stat_keyPass,stat_dispossessed,stat_onTargetScoringAttempt,stat_shotOffTarget,stat_totalOffside,stat_bigChanceMissed,stat_goals,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine
11369866,home,KVC Westerlo,Sinan Bolat,,,sinan-bolat,S. Bolat,G,26,187,164,M,5920,EUR,589248000,G,1,1,False,49.0,35.0,20.0,6.0,34.0,38.0,1.0,11.0,9.0,2.0,2.0,3.0,90.0,60.0,7.3,15.0,0.0,0.0,0.00023175,0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369866,home,KVC Westerlo,Emin Bayram,,,emin-bayram,E. Bayram,D,40,193,768,M,997153,EUR,1049241600,D,40,40,False,56.0,41.0,11.0,4.0,24.0,32.0,17.0,24.0,5.0,,,,90.0,79.0,7.5,19.0,0.0,0.0,0.00940403,0,,3.0,4.0,8.0,9.0,2.0,4.0,3.0,5.0,2.0,3.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,
11369866,home,KVC Westerlo,Roman Neustädter,,,roman-neustadter,R. Neustädter,D,33,190,122,M,38471,EUR,572140800,D,33,33,False,39.0,30.0,5.0,2.0,26.0,33.0,4.0,6.0,3.0,,,,90.0,45.0,6.8,9.0,0.0,0.0,0.00109275,0,,2.0,2.0,4.0,2.0,1.0,,,2.0,,1.0,,,,1.0,True,,,,,,,,,,,,,,,,
11369866,home,KVC Westerlo,Ravil Tagir,,,tagir-ravil,R. Tagir,D,28,185,250,M,992551,EUR,1052179200,D,24,24,False,52.0,42.0,8.0,4.0,35.0,40.0,7.0,12.0,3.0,,,,90.0,62.0,7.3,11.0,0.0,0.0,0.00258036,0,,1.0,3.0,2.0,3.0,,,,3.0,2.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,
11369866,home,KVC Westerlo,Bryan Reynolds,,,bryan-reynolds,B. Reynolds,D,22,185,426,M,862075,EUR,993686400,M,22,22,False,28.0,19.0,3.0,,6.0,9.0,14.0,21.0,7.0,,,,78.0,58.0,7.7,15.0,0.0216,0.0,0.268702,1,,,,1.0,4.0,,3.0,2.0,2.0,,2.0,1.0,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,
11369866,home,KVC Westerlo,Doğucan Haspolat,,,dogucan-haspolat,D. Haspolat,M,34,177,454,M,846087,EUR,950227200,M,6,6,False,39.0,32.0,4.0,2.0,20.0,24.0,13.0,16.0,6.0,,,,78.0,52.0,6.9,10.0,0.0511,0.0324,0.0630672,1,,,,6.0,3.0,1.0,1.0,,1.0,2.0,,1.0,1.0,,3.0,,,1.0,1.0,,,2.0,,1.0,1.0,,,,,,,
11369866,home,KVC Westerlo,Serhiy Sydorchuk,,,serhiy-sydorchuk,S. Sydorchuk,M,8,189,289,M,81202,EUR,673142400,M,15,15,False,48.0,39.0,7.0,2.0,17.0,20.0,22.0,28.0,7.0,,,,90.0,62.0,6.1,15.0,0.0,0.0,0.0336689,0,,1.0,1.0,11.0,4.0,2.0,3.0,,2.0,,,3.0,2.0,,2.0,,,,,,,,1.0,3.0,,,,,,,,
11369866,home,KVC Westerlo,Tuur Rommens,,,rommens-tuur,T. Rommens,D,25,185,329,M,1130011,EUR,1048636800,M,25,25,False,23.0,18.0,2.0,,8.0,9.0,10.0,15.0,3.0,,,,79.0,41.0,7.0,6.0,0.0457,0.0,0.0215747,1,,3.0,,5.0,4.0,,1.0,1.0,,,2.0,2.0,2.0,,2.0,,,1.0,,,1.0,1.0,,,,,,,,,,
11369866,home,KVC Westerlo,Lucas Stassin,,,lucas-stassin,L. Stassin,F,9,184,2195,M,1126521,EUR,1101686400,F,76,76,False,16.0,12.0,,,2.0,3.0,11.0,15.0,6.0,,,,90.0,39.0,7.2,11.0,0.2429,0.0,0.346216,3,,1.0,,5.0,8.0,1.0,2.0,2.0,,,,1.0,,4.0,1.0,,,2.0,1.0,1.0,2.0,5.0,3.0,2.0,,1.0,1.0,,,,,
11369866,home,KVC Westerlo,Yusuke Matsuo,,,yusuke-matsuo,Y. Matsuo,M,24,170,228,M,991209,EUR,869616000,F,79,79,False,23.0,17.0,2.0,2.0,7.0,10.0,10.0,15.0,6.0,,,,90.0,36.0,7.5,9.0,0.1339,0.0,0.327979,2,,,1.0,1.0,6.0,1.0,1.0,1.0,1.0,,1.0,4.0,3.0,1.0,,,,2.0,,,1.0,,3.0,,1.0,,1.0,,,,,
11369866,home,KVC Westerlo,Erdon Daci,,,erdon-daci,E. Daci,F,,183,74,M,889761,EUR,899510400,F,21,21,False,15.0,10.0,,,4.0,5.0,6.0,10.0,2.0,,,,69.0,28.0,7.3,9.0,0.74,0.958,0.151669,5,,3.0,2.0,4.0,3.0,,,,,,,,,3.0,,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,,
11369866,home,KVC Westerlo,Thomas Van den Keybus,,,thomas-van-den-keybus,T. V. d. Keybus,M,39,179,112,M,997164,EUR,988156800,M,39,39,True,6.0,4.0,1.0,,1.0,1.0,3.0,5.0,1.0,,,,21.0,11.0,6.2,5.0,0.0,0.0,0.00104076,0,,2.0,,7.0,2.0,1.0,1.0,,,,,2.0,1.0,,1.0,,,,,,,,,2.0,,,1.0,,,,,
11369866,home,KVC Westerlo,Edisson Jordanov,,,edisson-jordanov,E. Jordanov,D,24,172,62,M,129922,EUR,739497600,D,32,32,True,9.0,8.0,2.0,1.0,3.0,3.0,5.0,6.0,2.0,,,,12.0,13.0,6.6,2.0,0.0,0.0,0.00788666,0,,1.0,,2.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,
11369866,home,KVC Westerlo,Nicolas Madsen,,,nicolas-madsen,N. Madsen,M,24,193,1189,M,938306,EUR,953251200,M,8,8,True,12.0,12.0,,,3.0,3.0,9.0,9.0,1.0,,,,12.0,12.0,6.5,,0.0,0.0,0.00416067,0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
11369866,home,KVC Westerlo,Jordan Bos,Jordan Bos,,jordan-bos,J. Bos,D,15,180,747,M,1144138,EUR,1035849600,D,5,5,True,2.0,,1.0,,,1.0,,1.0,1.0,,,,11.0,6.0,6.7,4.0,0.0,0.0,0.0,0,,,1.0,1.0,2.0,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,
11369866,home,KVC Westerlo,Nick Gillekens,,,nick-gillekens,N. Gillekens,G,1,185,45,M,794577,EUR,804902400,G,20,20,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369866,home,KVC Westerlo,Arthur Piedfort,Arthur Piedfort,,arthur-piedfort,A. Piedfort,M,46,186,202,M,1149123,EUR,1107216000,D,46,46,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369866,home,KVC Westerlo,Griffin Yow,,,griffin-yow,G. Yow,M,18,173,283,M,979808,EUR,1032912000,M,18,18,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369866,away,KV Kortrijk,Tom Vandenberghe,,,tom-vandenberghe,T. Vandenberghe,G,23,190,77,M,1046454,EUR,714009600,G,1,1,False,23.0,12.0,18.0,7.0,7.0,9.0,5.0,14.0,7.0,,1.0,2.0,90.0,28.0,6.8,11.0,0.0,0.0,0.00329632,0,-0.0096000000000001,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,
11369866,away,KV Kortrijk,Mark Mampasi,,,mark-mampasi,M. Mampasi,D,18,185,119,M,998740,EUR,1047427200,D,4,4,False,49.0,41.0,8.0,2.0,22.0,22.0,19.0,27.0,1.0,,,,90.0,58.0,6.9,9.0,0.0374,0.0,0.0135346,1,,1.0,,3.0,,,,,2.0,1.0,1.0,,,,2.0,,,,,,1.0,,,,,,,,,,,1.0
11369866,away,KV Kortrijk,João Silva,,,joao-silva,J. Silva,D,6,187,281,M,1068519,EUR,916272000,D,44,44,False,42.0,35.0,8.0,4.0,20.0,21.0,15.0,21.0,6.0,,,,90.0,50.0,6.7,8.0,0.0,0.0,0.00883153,0,,2.0,2.0,3.0,3.0,,,,2.0,1.0,1.0,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,
11369866,away,KV Kortrijk,Marco Kana,,,marco-kana,M. Kana,D,55,183,383,M,964759,EUR,1028764800,D,16,16,False,64.0,55.0,5.0,5.0,24.0,27.0,31.0,37.0,8.0,,,,90.0,83.0,7.9,11.0,0.1091,0.0,0.0415085,1,,1.0,3.0,3.0,6.0,1.0,,,3.0,3.0,3.0,2.0,2.0,,,,,,,,,1.0,,1.0,,1.0,,,,,,
