match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialLost,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_wonTackle,stat_errorLeadToAShot,stat_bigChanceMissed,stat_blockedScoringAttempt,player_sofascoreId,stat_bigChanceCreated,stat_totalOffside
12501527,home,Udinese,Alexis Sánchez,,,alexis-sanchez,A. Sánchez,F,10,169,29898,M,34120,EUR,598492800,F,7,7,False,17.0,11.0,,,0.0,3.0,4.0,9.0,14.0,2.0,,,,,52.0,30.0,6.7,10.0,0.138503,1,,,1.0,1.0,1.0,4.0,2.0,2.0,,1.0,4.0,1.0,1.0,1.0,,,,1.0,,,0.1303,,1.0,1.0,,,,,1.0,AlexisS,,
12501527,home,Udinese,Oier Zarraga,,,oier-zarraga,O. Zarraga,M,6,175,217,M,1009661,EUR,915408000,M,6,6,True,7.0,5.0,2.0,,0.0,1.0,1.0,4.0,6.0,1.0,,,,,38.0,10.0,6.4,2.0,0.00534533,0,,,,,,3.0,2.0,1.0,,,,1.0,,1.0,,,,,2.0,,,,,,,2.0,,,,,,
12501527,home,Udinese,Iker Bravo,,,iker-bravo,I. Bravo,F,49,184,2552,M,1155571,EUR,1105574400,F,21,21,True,2.0,2.0,,,0.0,2.0,2.0,,,1.0,,,,,13.0,4.0,6.7,,2.17e-05,0,,,,,,2.0,1.0,,,,,,,2.0,,,1.0,,1.0,,,,,,,1.0,,,,,,
12501527,home,Udinese,Keinan Davis,,,keinan-davis,K. Davis,F,9,189,1417,M,830858,EUR,887328000,F,9,9,True,2.0,1.0,,,0.0,1.0,1.0,,1.0,1.0,,,,,12.0,4.0,6.5,2.0,1.799e-05,1,,,,,,,,,,,1.0,1.0,,,,,,,,,0.134,,,,,,,,1.0,,,
12501527,home,Udinese,Matteo Palma,Matteo,Palma,matteo-palma,M. Palma,D,13,194,608,M,1495719,EUR,1205366400,D,16,16,True,6.0,5.0,,,0.0,3.0,3.0,2.0,3.0,1.0,,,,,8.0,9.0,6.8,2.0,0.00030336,0,,,,,1.0,1.0,1.0,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,
12501527,home,Udinese,Răzvan Sava,,,razvan-sava,R. Sava,G,90,195,1061,M,1001997,EUR,1024617600,G,90,90,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501527,home,Udinese,Daniele Padelli,,,daniele-padelli,D. Padelli,G,93,191,196,M,2899,EUR,499046400,G,93,93,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501527,home,Udinese,Lautaro Giannetti,,,lautaro-giannetti,L. Giannetti,D,30,184,387,M,233856,EUR,753148800,D,30,30,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501527,home,Udinese,Simone Pafundi,Simone,Pafundi,simone-pafundi,S. Pafundi,M,20,164,2131,M,1133119,EUR,1142294400,M,20,20,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501527,home,Udinese,Damián Pizarro,,,damian-pizarro,D. Pizarro,F,99,188,3296,M,1177565,EUR,1111968000,F,99,99,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501527,away,Fiorentina,David De Gea,,,david-de-gea,D. De Gea,G,43,192,23723,M,69378,EUR,657936000,G,43,43,False,15.0,14.0,7.0,6.0,0.0,13.0,13.0,1.0,2.0,7.0,,1.0,,,90.0,20.0,6.4,2.0,0.00038926,0,-0.5264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d_degea,,
12501527,away,Fiorentina,Pietro Comuzzo,Pietro Comuzzo,,comuzzo-pietro,P. Comuzzo,D,15,185,1322,M,1210848,EUR,1108857600,D,15,15,False,54.0,48.0,3.0,,0.0,29.0,31.0,19.0,23.0,4.0,,,,,79.0,65.0,7.5,6.0,0.00784409,1,,,,,,2.0,1.0,,,4.0,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,0.1226,0.625,,,,,,,,,,
12501527,away,Fiorentina,Pablo Marí,,,pablo-mari,P. Marí,D,30,191,1707,M,208988,EUR,746755200,D,18,18,False,80.0,75.0,4.0,3.0,0.0,39.0,43.0,36.0,37.0,3.0,,,,,90.0,98.0,7.5,5.0,0.026976,1,,,,,4.0,4.0,8.0,,,6.0,,1.0,,3.0,,,3.0,4.0,,4.0,0.0108,,,,,,,,1.0,,,
12501527,away,Fiorentina,Luca Ranieri,,,luca-ranieri,L. Ranieri,D,6,187,1115,M,893998,EUR,924825600,D,6,6,False,73.0,62.0,7.0,4.0,0.0,24.0,27.0,39.0,47.0,7.0,,,,,90.0,84.0,7.4,11.0,0.0620782,0,,True,1.0,1.0,2.0,1.0,6.0,1.0,,2.0,,,2.0,,,,1.0,,2.0,2.0,,,,,,2.0,,,,,,
12501527,away,Fiorentina,Dodô,,,dodo,Dodô,D,2,166,3348,M,822518,EUR,911260800,M,2,2,False,50.0,44.0,7.0,4.0,0.0,17.0,19.0,27.0,39.0,4.0,,,,,90.0,71.0,6.5,21.0,0.0291049,2,,,8.0,,,5.0,1.0,1.0,2.0,,2.0,,,,,,,,,,0.1184,,3.0,1.0,,,,,2.0,,,
12501527,away,Fiorentina,Rolando Mandragora,,,rolando-mandragora,R. Mandragora,M,8,183,2103,M,548178,EUR,867542400,M,8,8,False,40.0,32.0,7.0,3.0,0.0,13.0,14.0,22.0,31.0,5.0,,,,,90.0,61.0,8.4,13.0,0.44283,4,,,5.0,3.0,2.0,2.0,7.0,,,1.0,1.0,,4.0,2.0,3.0,,,1.0,2.0,3.0,0.2079,0.2463,,,1.0,2.0,,,,,1.0,
12501527,away,Fiorentina,Amir Richardson,Amir Richardson,,amir-richardson,A. Richardson,M,25,195,11630,M,1121333,EUR,1011830400,M,24,24,False,43.0,38.0,2.0,,1.0,16.0,18.0,23.0,26.0,5.0,,,,,71.0,57.0,7.1,6.0,0.117541,1,,,1.0,1.0,,3.0,6.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,5.0,1.0,0.0384,,,,,2.0,,,1.0,ami2r,,
12501527,away,Fiorentina,Nicolò Fagioli,,,nicolo-fagioli,N. Fagioli,M,44,178,4280,M,901850,EUR,981936000,M,44,44,False,87.0,83.0,8.0,6.0,0.0,27.0,30.0,57.0,61.0,4.0,,,,,90.0,111.0,8.7,11.0,0.451946,3,,,4.0,1.0,,4.0,6.0,,2.0,1.0,,,7.0,,1.0,1.0,1.0,,2.0,1.0,0.197,0.0945,5.0,3.0,,,,,2.0,nicolofagioli,2.0,
12501527,away,Fiorentina,Robin Gosens,,,robin-gosens,R. Gosens,D,21,183,3165,M,377118,EUR,773366400,M,21,21,False,48.0,43.0,1.0,,1.0,11.0,12.0,32.0,42.0,2.0,,,,,90.0,72.0,7.2,14.0,0.0951584,1,,,6.0,,2.0,4.0,4.0,1.0,,1.0,3.0,,2.0,3.0,,,1.0,,1.0,1.0,0.0619,,,,,,,,1.0,,,1.0
12501527,away,Fiorentina,Lucas Beltrán,,,lucas-beltran,L. Beltrán,M,15,177,3780,M,962029,EUR,985824000,F,9,9,False,17.0,12.0,,,0.0,3.0,3.0,9.0,14.0,3.0,,,,,85.0,30.0,6.8,7.0,0.0207921,2,,,,,5.0,6.0,9.0,1.0,,,1.0,3.0,,2.0,,,,,2.0,2.0,0.0899,,,,1.0,,,,1.0,beltranlucass,,
12501527,away,Fiorentina,Moise Kean,,,moise-kean,M. Kean,F,20,183,15084,M,835601,EUR,951696000,F,20,20,False,13.0,11.0,1.0,,0.0,1.0,1.0,10.0,12.0,,,,,,90.0,30.0,6.1,6.0,0.0154046,8,,,,,1.0,6.0,4.0,,,,2.0,1.0,1.0,3.0,4.0,1.0,,,,,1.4776,0.6439,5.0,3.0,1.0,,,4.0,3.0,moise_kean,,2.0
12501527,away,Fiorentina,Albert Guðmundsson,,,albert-gudmundsson,A. Guðmundsson,F,10,178,3691,M,804909,EUR,866332800,F,10,10,True,11.0,10.0,,,0.0,2.0,2.0,8.0,11.0,2.0,,,,,19.0,17.0,7.1,4.0,0.170393,2,,,2.0,,1.0,,1.0,,,,1.0,,2.0,,2.0,,,,,,0.4086,0.9513,,,,,,1.0,,,1.0,
12501527,away,Fiorentina,Marin Pongračić,,,marin-pongracic,M. Pongračić,D,5,193,2505,M,847467,EUR,873936000,D,5,5,True,14.0,13.0,2.0,1.0,0.0,9.0,10.0,4.0,4.0,2.0,,,,,11.0,17.0,6.6,2.0,0.00147034,0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,
12501527,away,Fiorentina,Cher Ndour,,,ndour-cher,C. Ndour,M,27,190,2173,M,1114422,EUR,1090886400,M,27,27,True,6.0,4.0,1.0,,0.0,1.0,2.0,3.0,4.0,1.0,,,,,9.0,6.0,6.5,2.0,0.00906147,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501527,away,Fiorentina,Pietro Terracciano,,,pietro-terracciano,P. Terracciano,G,1,193,1591,M,136856,EUR,636854400,G,1,1,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501527,away,Fiorentina,Tommaso Martinelli,,,martinelli-tommaso,T. Martinelli,G,50,194,712,M,1397756,EUR,1136505600,G,30,30,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501527,away,Fiorentina,Fabiano Parisi,,,fabiano-parisi,F. Parisi,D,65,178,788,M,972886,EUR,973728000,D,65,65,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501527,away,Fiorentina,Matias Moreno,Matias Moreno,,matias-moreno,M. Moreno,D,2,195,1092,M,1496360,EUR,1064361600,D,22,22,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501527,away,Fiorentina,Yacine Adli,,,yacine-adli,Y. Adli,M,29,187,3790,M,859024,EUR,964828800,M,29,29,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adliyacine,,
12501527,away,Fiorentina,Andrea Colpani,,,colpani-andrea,A. Colpani,M,28,186,944,M,928122,EUR,926380800,M,23,23,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501527,away,Fiorentina,Danilo Cataldi,,,danilo-cataldi,D. Cataldi,M,32,180,952,M,317301,EUR,776131200,M,32,32,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
