match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_shotValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoalsOnTarget,stat_aerialLost,stat_wasFouled,stat_keyPass,stat_interceptionWon,captain,stat_totalOffside,stat_accurateCross,player_sofascoreId
14083241,home,Levante UD,Mathew Ryan,mathew-ryan,M. Ryan,G,13,184,1508,M,134029,EUR,702691200,G,13,13,False,50.0,36.0,24.0,10.0,0.0,31.0,35.0,5.0,15.0,1.0,8.0,1.0,3.0,4.0,2.0,2.0,90.0,61.0,8.1,14.0,0.00080842,115.13973850878,18.0,37.818620670663,0.5231,0,1.0373,0.08,0.01,0.23,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083241,home,Levante UD,Jeremy Toljan,jeremy-toljan,J. Toljan,D,22,182,343,M,149606,EUR,776304000,D,22,22,False,43.0,34.0,5.0,1.0,0.0,20.0,20.0,14.0,23.0,3.0,3.0,,,,,,90.0,55.0,6.8,10.0,0.00562454,125.07444286786,9.0,90.061848248714,,1,,-0.16,0.16,0.2,,1.0,2.0,1.0,1.0,2.0,2.0,0.0315,35.408810015181,71.851118693401,2.0,-0.14,,,,,,,,,,,,,,,,,,,,,
14083241,home,Levante UD,Adrián de la Fuente,adrian-de-la-fuente,Adri,D,4,178,396,M,997244,EUR,919987200,D,4,4,False,44.0,37.0,7.0,3.0,0.0,29.0,29.0,8.0,15.0,3.0,2.0,,,,,,90.0,55.0,6.9,11.0,0.00939732,61.296166315471,6.0,44.390971935372,,2,,0.08,0.04,0.24,,4.0,3.0,1.0,,,,0.1003,,,,-0.1,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5106,,,,,,,,
14083241,home,Levante UD,Matias Moreno,matias-moreno,M. Moreno,D,2,195,1092,M,1496360,EUR,1064361600,D,2,2,False,10.0,8.0,,,0.0,7.0,8.0,1.0,2.0,1.0,1.0,,,,,,29.0,12.0,6.7,3.0,0.00025384,50.058363370038,3.0,45.076155223209,,0,,-0.02,0.02,-0.01,,1.0,1.0,,,,,,33.905682648702,38.584249234629,1.0,,Matias Moreno,,,1.0,,,,,,,1.0,,,1.0,,,,,,,
14083241,home,Levante UD,Alan Matturro,matturro-alan,A. Matturro,D,3,189,1328,M,1177401,EUR,1097452800,D,3,3,False,62.0,51.0,7.0,1.0,0.0,39.0,40.0,12.0,22.0,4.0,10.0,,,,,,90.0,75.0,7.1,13.0,0.00653126,302.863305434,27.0,184.18959550186,,0,,-0.09,0.21,0.27,,3.0,5.0,1.0,,3.0,2.0,,24.309378596695,145.40167478201,6.0,,,,,1.0,,1.0,,,,,,,,1.0,1.0,1.0,,,,,
14083241,home,Levante UD,Ugo Raghouber,raghouber-ugo,U. Raghouber,M,14,180,337,M,1170694,EUR,1058054400,M,14,14,False,48.0,41.0,4.0,3.0,0.0,29.0,32.0,12.0,16.0,2.0,6.0,,,,,,90.0,67.0,7.0,12.0,0.00967315,147.47286618823,18.0,77.368103321967,,1,,-0.1,0.18,0.22,,4.0,6.0,,1.0,2.0,1.0,0.0248,23.296692539885,39.201943738004,2.0,-0.04,,,,,,,,,,,4.0,1.0,,3.0,4.0,,2.0,,,,
14083241,home,Levante UD,Pablo Martínez,pablo-martinez,P. Martínez,M,10,182,306,M,927066,EUR,888105600,M,10,10,False,46.0,40.0,3.0,1.0,0.0,17.0,18.0,23.0,28.0,2.0,6.0,,,,,,90.0,62.0,6.9,12.0,0.0289968,156.39914244617,21.0,45.306434574934,,1,,0.08,0.07,0.32,,5.0,4.0,,1.0,1.0,1.0,0.0162,,,,-0.1,,,3.0,1.0,1.0,3.0,1.0,,,1.0,,2.0,,,1.0,,1.0,True,,,
14083241,home,Levante UD,Kareem Tunde,kareem-tunde,K. Tunde,F,26,177,104,M,1649919,EUR,1124409600,M,26,26,False,5.0,4.0,,,0.0,2.0,2.0,2.0,3.0,,1.0,,,,,,75.0,20.0,6.2,8.0,0.00196958,29.615056894546,3.0,-18.854620432823,,1,,0.05,-0.23,0.13,,8.0,1.0,,1.0,,,0.0204,,,,-0.22,,,1.0,,3.0,2.0,,,,,1.0,,,3.0,1.0,,1.0,,,,
14083241,home,Levante UD,Carlos Álvarez,carlos-alvarez,C. Álvarez,M,24,168,2186,M,1010656,EUR,1060128000,M,24,24,False,23.0,19.0,1.0,1.0,0.0,8.0,9.0,11.0,14.0,1.0,3.0,,,,,,75.0,33.0,6.8,7.0,0.0128087,60.246679084622,8.0,12.590248123359,,1,,0.08,0.08,0.17,,5.0,3.0,1.0,,1.0,1.0,0.0664,18.702989606341,18.854443534615,1.0,0.02,,,,1.0,1.0,2.0,1.0,,1.0,,1.0,1.0,,1.0,,,2.0,,,,
14083241,home,Levante UD,Iker Losada,iker-losada,I. Losada,M,18,175,443,M,992331,EUR,996624000,M,18,18,False,19.0,11.0,2.0,,0.0,4.0,8.0,7.0,11.0,2.0,1.0,,,,,,59.0,31.0,6.8,11.0,0.014112,15.055226343219,2.0,8.6638148499541,,0,,-0.12,0.17,0.27,,3.0,3.0,,,2.0,2.0,,,,,,,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,1.0,,,1.0,,
