match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,stat_expectedGoals,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_shotOffTarget,stat_bigChanceMissed,stat_totalOffside,captain
12499452,home,1. FSV Mainz 05,Jonathan Burkardt,jonathan-burkardt,J. Burkardt,F,9,181,3956,M,939830,EUR,963273600,F,29,29,False,17.0,11.0,1.0,,0.0,6.0,7.0,5.0,11.0,3.0,7.0,2.0,3.0,,,,,,,90.0,39.0,6.1,14.0,0.0162167,1.0,3,,4.0,10.0,3.0,2.0,,,,,3.0,2.0,2.0,,,1.0,,,3.0,1.0,0.4868,,,,,2.0,1.0,,True
12499452,home,1. FSV Mainz 05,Stefan Bell,stefan-bell,S. Bell,D,16,192,142,M,106662,EUR,682992000,D,16,16,True,40.0,34.0,8.0,3.0,0.0,23.0,26.0,11.0,14.0,4.0,5.0,6.0,3.0,,,,,,,59.0,54.0,6.9,7.0,0.00262597,,2,,3.0,5.0,,,,1.0,1.0,1.0,1.0,,2.0,,,,,1.0,,,0.0877,1.0,,0.2188,,1.0,,,
12499452,home,1. FSV Mainz 05,Armindo Sieb,armindo-sieb,A. Sieb,F,11,180,600,M,1005834,EUR,1045440000,F,11,11,True,1.0,1.0,,,0.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,14.0,6.0,6.8,2.0,0.0010819,,2,,,1.0,,,,,,,1.0,,,,,,,,1.0,,0.0442,1.0,,0.0135,,1.0,,,
12499452,home,1. FSV Mainz 05,Paul Nebel,paul-nebel,P. Nebel,F,8,169,1155,M,980621,EUR,1034208000,M,8,8,True,4.0,3.0,,,0.0,2.0,2.0,1.0,2.0,,,,,,,,,,,13.0,4.0,6.6,1.0,0.00184043,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499452,home,1. FSV Mainz 05,Nelson Weiper,nelson-weiper,N. Weiper,F,44,192,1136,M,1152505,EUR,1111017600,F,44,44,True,1.0,,,,0.0,,,,1.0,,2.0,,1.0,,,,,,,12.0,4.0,6.7,1.0,,,0,,,,1.0,1.0,,,,,,1.0,,Nelson Weiper,,,,,,,,,,,,,,,
12499452,home,1. FSV Mainz 05,Lasse Riess,lasse-riess,L. Riess,G,1,191,83,M,1069252,EUR,996192000,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499452,home,1. FSV Mainz 05,Nikolas Veratschnig,nikolas-veratschnig,N. Veratschnig,D,22,178,239,M,1138150,EUR,1043366400,D,22,22,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,Nikolas Veratschnig,,,,,,,,,,,,,,,
12499452,home,1. FSV Mainz 05,Danny da Costa,danny-da-costa,D. Costa,D,21,186,305,M,97926,EUR,742521600,D,21,21,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499452,home,1. FSV Mainz 05,Aymen Barkok,aymen-barkok,A. Barkok,M,6,188,1379,M,856594,EUR,895708800,M,4,4,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499452,home,1. FSV Mainz 05,Marco Richter,marco-richter,M. Richter,M,23,176,248,M,796027,EUR,880329600,F,10,10,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499452,away,1. FC Union Berlin,Frederik Rønnow,frederik-ronnow,F. Rønnow,G,1,188,637,M,137692,EUR,712886400,G,1,1,False,31.0,22.0,25.0,16.0,0.0,10.0,10.0,12.0,21.0,2.0,2.0,2.0,9.0,1.0,2.0,2.0,1.0,,,90.0,42.0,7.3,9.0,0.00475591,,0,-0.1585,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
12499452,away,1. FC Union Berlin,Danilho Doekhi,danilho-doekhi,D. Doekhi,D,5,187,772,M,830803,EUR,899164800,D,5,5,False,28.0,21.0,4.0,1.0,0.0,15.0,16.0,6.0,12.0,2.0,3.0,,4.0,,,,,,,90.0,41.0,6.8,8.0,0.00386601,,1,,6.0,8.0,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,0.052,,,,,1.0,,,
12499452,away,1. FC Union Berlin,Kevin Vogt,kevin-vogt,K. Vogt,D,7,194,163,M,48660,EUR,685584000,D,2,2,False,43.0,34.0,8.0,4.0,0.0,28.0,32.0,6.0,11.0,2.0,3.0,1.0,4.0,,,,,,,83.0,49.0,6.6,10.0,0.0115777,,0,,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12499452,away,1. FC Union Berlin,Diogo Leite,leite-diogo,D. Leite,D,4,188,993,M,855663,EUR,917049600,D,4,4,False,46.0,29.0,12.0,2.0,0.0,16.0,24.0,13.0,22.0,1.0,8.0,1.0,6.0,,,,,,,90.0,60.0,6.7,19.0,0.0232357,,1,,1.0,1.0,,,,1.0,4.0,2.0,2.0,3.0,,,,,,,,1.0,0.0274,,,,,,,,
12499452,away,1. FC Union Berlin,Christopher Trimmel,christopher-trimmel,C. Trimmel,M,28,189,354,M,48557,EUR,541123200,M,28,28,False,22.0,17.0,5.0,2.0,0.0,13.0,14.0,5.0,18.0,,1.0,2.0,,,,,,,,72.0,42.0,6.7,17.0,0.0844233,1.0,1,,,1.0,,,,,1.0,1.0,1.0,,1.0,,,10.0,1.0,,,1.0,0.0085,,,,,,,,True
12499452,away,1. FC Union Berlin,Rani Khedira,rani-khedira,R. Khedira,M,8,188,962,M,149479,EUR,759628800,M,8,8,False,25.0,19.0,3.0,2.0,0.0,8.0,10.0,11.0,16.0,1.0,2.0,1.0,4.0,,,,,,,90.0,30.0,7.1,7.0,0.0257283,2.0,0,,4.0,6.0,,,,1.0,1.0,1.0,,,2.0,,,1.0,,,,,,,,,1.0,,,,
12499452,away,1. FC Union Berlin,András Schäfer,andras-schafer,A. Schäfer,M,13,179,2407,M,877302,EUR,923961600,M,13,13,False,29.0,22.0,3.0,,0.0,6.0,10.0,16.0,19.0,2.0,5.0,,7.0,,,,,,,72.0,44.0,6.4,13.0,0.0410845,,2,,2.0,5.0,2.0,,,,2.0,1.0,3.0,1.0,1.0,,,,,,,1.0,0.0632,,,,,1.0,,,
12499452,away,1. FC Union Berlin,Robin Gosens,robin-gosens,R. Gosens,D,21,183,3171,M,377118,EUR,773366400,M,6,6,False,31.0,18.0,2.0,,0.0,4.0,8.0,14.0,24.0,7.0,7.0,1.0,1.0,,,,,,,90.0,51.0,6.7,21.0,0.0581743,1.0,1,,4.0,12.0,,,,1.0,,,2.0,,5.0,,,1.0,,3.0,,,0.0201,,,,1.0,1.0,,,
12499452,away,1. FC Union Berlin,Lucas Tousart,tousart-lucas,L. Tousart,M,24,185,445,M,787889,EUR,862272000,F,29,29,False,16.0,9.0,2.0,1.0,0.0,4.0,8.0,5.0,8.0,,1.0,1.0,1.0,,,,,,,65.0,23.0,6.5,8.0,0.00927875,,0,,,3.0,1.0,,1.0,,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,
12499452,away,1. FC Union Berlin,Benedict Hollerbach,benedict-hollerbach,B. Hollerbach,F,17,181,519,M,975800,EUR,990057600,F,16,16,False,14.0,11.0,2.0,2.0,0.0,3.0,5.0,8.0,10.0,,2.0,,,,,,,,,72.0,28.0,6.7,11.0,0.0146408,,2,,2.0,8.0,3.0,1.0,,,,,2.0,1.0,1.0,,,1.0,,,3.0,,0.0591,2.0,,0.1751,,,,1.0,
12499452,away,1. FC Union Berlin,Jordan Siebatcheu,jordan-siebatcheu,J. Siebatcheu,F,29,190,661,M,788786,EUR,830476800,F,17,17,False,11.0,7.0,1.0,1.0,0.0,4.0,5.0,3.0,6.0,5.0,6.0,2.0,1.0,,,,,,,90.0,27.0,6.6,10.0,0.0142024,2.0,2,,2.0,6.0,1.0,,,,1.0,1.0,2.0,,2.0,,,,,,2.0,,0.0986,1.0,,0.1141,,1.0,1.0,,
12499452,away,1. FC Union Berlin,Yorbe Vertessen,yorbe-vertessen,Y. Vertessen,F,11,176,940,M,909958,EUR,978912000,F,7,7,True,4.0,3.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,,3.0,,1.0,,,,,,,25.0,16.0,6.5,8.0,0.00886628,,1,,,4.0,5.0,1.0,,,,,3.0,2.0,,,,,,,,,0.0119,,,,,1.0,,,
12499452,away,1. FC Union Berlin,László Bénes,laszlo-benes,L. Bénes,M,8,181,800,M,354558,EUR,873763200,M,20,20,True,9.0,7.0,3.0,1.0,0.0,,,9.0,13.0,,,1.0,1.0,,,,,,,18.0,17.0,7.5,4.0,0.0766556,1.0,3,,,2.0,,,,,,,,,1.0,,,4.0,2.0,1.0,,,0.2074,2.0,1.0,0.6446,,1.0,1.0,,
12499452,away,1. FC Union Berlin,Tim Skarke,tim-skarke,T. Skarke,M,21,179,194,M,800252,EUR,842054400,M,21,21,True,4.0,4.0,,,1.0,,,6.0,7.0,,1.0,,,,,,,,,18.0,10.0,6.9,2.0,0.120152,2.0,1,,1.0,2.0,,,,,,,,1.0,,,,3.0,2.0,,1.0,1.0,0.0802,,,,,,,,
12499452,away,1. FC Union Berlin,Janik Haberer,janik-haberer,J. Haberer,M,19,187,178,M,168985,EUR,765244800,M,19,19,True,5.0,4.0,1.0,,0.0,1.0,1.0,3.0,6.0,,1.0,,1.0,,,,,,,18.0,10.0,6.6,4.0,0.00586138,,0,,2.0,2.0,,,,,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,
12499452,away,1. FC Union Berlin,Leopold Querfeld,querfeld-leopold,L. Querfeld,D,14,190,1226,M,1086547,EUR,1071878400,D,14,14,True,5.0,4.0,,,0.0,1.0,1.0,3.0,4.0,1.0,1.0,2.0,,,,,,,,15.0,8.0,6.7,1.0,0.00300473,1.0,0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
12499452,away,1. FC Union Berlin,Alexander Schwolow,alexander-schwolow,A. Schwolow,G,25,189,159,M,134778,EUR,707443200,G,37,37,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499452,away,1. FC Union Berlin,Paul Jaeckel,paul-jaeckel,P. Jaeckel,D,3,189,73,M,856668,EUR,901065600,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499452,away,1. FC Union Berlin,Aljoscha Kemlein,aljoscha-kemlein,A. Kemlein,M,6,185,331,M,1198074,EUR,1091404800,M,36,36,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,Aljoscha Kemlein,,,,,,,,,,,,,,,
12499452,away,1. FC Union Berlin,Tom Rothe,rothe-tom,T. Rothe,M,15,192,809,M,1210666,EUR,1099008000,D,15,15,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
