match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,captain,stat_bigChanceMissed,stat_onTargetScoringAttempt,player_firstName,player_lastName,stat_shotOffTarget,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_challengeLost,stat_totalContest,stat_wonContest,stat_goals,stat_bigChanceCreated,stat_hitWoodwork,stat_totalOffside,stat_lastManTackle,stat_errorLeadToAGoal,stat_ownGoals,stat_savedShotsFromInsideTheBox,stat_outfielderBlock
12785382,home,Chelsea,Filip Jørgensen,filip-jorgensen,F. Jørgensen,G,12,190,13900,M,filipjorgensen1,962053,EUR,1018915200,G,12,12,False,27.0,26.0,1.0,1.0,0.0,26.0,27.0,2.0,4.0,1.0,6.0,2.0,2.0,1.0,90.0,39.0,7.2,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12785382,home,Chelsea,Malo Gusto,gusto-malo,M. Gusto,D,27,179,19294,M,malogst,996958,EUR,1053302400,D,27,27,False,41.0,39.0,1.0,,1.0,14.0,14.0,,4.0,,3.0,2.0,,,45.0,53.0,7.1,7.0,0,26.0,29.0,2.0,1.0,1.0,5.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12785382,home,Chelsea,Axel Disasi,axel-disasi,A. Disasi,D,4,190,10088,M,axel_disasi,827243,EUR,889574400,D,2,2,False,52.0,49.0,3.0,2.0,0.0,32.0,33.0,3.0,6.0,3.0,2.0,2.0,,,63.0,62.0,7.0,4.0,2,17.0,19.0,,,,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,True,2.0,2.0,,,,,,,,,,,,,,,,,
12785382,home,Chelsea,Benoît Badiashile,benoit-badiashile,B. Badiashile,D,5,194,10530,M,badiashile,904827,EUR,985564800,D,5,5,False,119.0,114.0,6.0,4.0,0.0,85.0,88.0,4.0,5.0,8.0,1.0,,,,90.0,134.0,7.9,6.0,3,29.0,31.0,,,,2.0,1.0,2.0,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,
12785382,home,Chelsea,Renato Veiga,renato-veiga,R. Veiga,D,12,190,11674,M,renatoveiga95,1087359,EUR,1059436800,D,40,40,False,96.0,85.0,6.0,3.0,0.0,51.0,60.0,2.0,3.0,2.0,2.0,,,,90.0,109.0,7.1,12.0,0,34.0,36.0,,,3.0,7.0,,1.0,1.0,,,4.0,1.0,,,,,,,,1.0,,,,,,,,,,,,
12785382,home,Chelsea,Cesare Casadei,cesare-casadei,C. Casadei,M,22,192,6525,M,cesarecasadei,1016788,EUR,1042156800,M,31,31,False,62.0,54.0,,,0.0,40.0,43.0,5.0,7.0,,2.0,,,,90.0,78.0,6.7,14.0,1,14.0,19.0,,,1.0,9.0,2.0,3.0,1.0,1.0,1.0,2.0,,,,,,,1.0,,,1.0,4.0,1.0,,,,,,,,,
12785382,home,Chelsea,Kiernan Dewsbury-Hall,dewsbury-hall-kiernan,K. Dewsbury-Hall,M,22,178,10585,M,kdh_8,861970,EUR,905040000,M,22,22,False,40.0,36.0,1.0,1.0,0.0,16.0,17.0,,1.0,,3.0,,,,90.0,49.0,6.5,7.0,4,20.0,24.0,1.0,,3.0,6.0,1.0,,,,,1.0,,,1.0,1.0,,,2.0,1.0,,,2.0,1.0,,,,,,,,,
12785382,home,Chelsea,Pedro Neto,pedro-neto,P. Neto,M,7,172,40111,M,pedroneto_30,879349,EUR,952560000,M,7,7,False,24.0,22.0,1.0,,0.0,6.0,7.0,,2.0,,3.0,,,,63.0,33.0,7.6,4.0,1,18.0,20.0,3.0,2.0,,2.0,,,,,,1.0,1.0,,,1.0,,,,,,,3.0,2.0,1.0,,,,,,,,
12785382,home,Chelsea,João Félix,joao-felix,J. Félix,F,79,181,126099,M,JFélix,851671,EUR,942192000,M,14,14,False,31.0,25.0,2.0,1.0,1.0,13.0,15.0,,3.0,1.0,3.0,1.0,,,76.0,43.0,8.0,11.0,1,14.0,18.0,2.0,2.0,,3.0,,,2.0,1.0,2.0,1.0,2.0,,,,,,1.0,,,,3.0,,,2.0,1.0,1.0,,,,,
12785382,home,Chelsea,Mykhaylo Mudryk,mykhaylo-mudryk,M. Mudryk,M,10,175,54249,M,MMudryk10,958966,EUR,978652800,M,10,10,False,33.0,25.0,1.0,1.0,1.0,9.0,10.0,,8.0,,4.0,1.0,,,90.0,52.0,7.6,15.0,1,16.0,27.0,4.0,,2.0,6.0,2.0,1.0,2.0,2.0,,1.0,2.0,,,,,,1.0,,1.0,,6.0,5.0,,1.0,,,,,,,
