match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_hitWoodwork,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,captain,stat_aerialLost,stat_aerialWon,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_expectedGoalsOnTarget,stat_goalAssist,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_goodHighClaim,stat_outfielderBlock,stat_errorLeadToAGoal
11352375,home,Newcastle United,Nick Pope,,,nick-pope,N. Pope,G,1,198,4628,M,npope29,162653,EUR,703641600,G,22,22,False,19.0,12.0,9.0,3.0,9.0,12.0,3.0,7.0,5.0,1.0,2.0,3.0,1.0,1.0,90.0,26.0,6.5,7.0,0.0002304,0,0.1617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352375,home,Newcastle United,Kieran Trippier,,,kieran-trippier,K. Trippier,D,2,174,8369,M,ktrippier2,69256,EUR,653702400,D,2,2,False,83.0,69.0,8.0,3.0,23.0,25.0,50.0,74.0,9.0,,,,,,90.0,118.0,7.7,29.0,0.296118,1,,16.0,4.0,4.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,0.054,2.0,,,,,,,,,,,,,,
11352375,home,Newcastle United,Jamaal Lascelles,,,jamaal-lascelles,J. Lascelles,D,24,188,1036,M,,153444,EUR,752976000,D,6,6,False,45.0,37.0,2.0,,23.0,27.0,14.0,18.0,3.0,,,,,,86.0,55.0,7.1,10.0,0.00564511,2,,,,6.0,1.0,,,,,1.0,,1.0,,,,,1.0,0.3481,1.0,True,3.0,1.0,2.0,1.0,1.0,1.0,0.3557,,,,,,
11352375,home,Newcastle United,Fabian Schär,,,fabian-schar,F. Schär,D,5,186,3172,M,,101882,EUR,693187200,D,5,5,False,55.0,51.0,6.0,4.0,35.0,36.0,16.0,19.0,1.0,,,,,,90.0,65.0,7.1,4.0,0.0128404,1,,,,3.0,5.0,,2.0,2.0,,,,1.0,2.0,,,1.0,1.0,0.0489,1.0,,2.0,,,1.0,,1.0,0.2608,,,,,,
11352375,home,Newcastle United,Valentino Livramento,,,valentino-livramento,V. Livramento,D,21,181,4840,M,,980634,EUR,1037059200,D,21,21,False,40.0,39.0,1.0,,22.0,23.0,17.0,17.0,12.0,,,,,,90.0,60.0,7.2,5.0,0.0430839,0,,,,2.0,7.0,,3.0,2.0,,,,3.0,2.0,1.0,2.0,2.0,,,1.0,,,1.0,1.0,,,,,,,,,,
11352375,home,Newcastle United,Lewis Miley,Lewis Miley,,lewis-miley,L. Miley,M,67,188,3304,M,,1400650,EUR,1146441600,M,67,67,False,29.0,25.0,,,11.0,12.0,14.0,17.0,5.0,,,,,,89.0,38.0,7.2,7.0,0.437326,1,,,,3.0,2.0,,2.0,,1.0,,,,,,1.0,1.0,,0.0459,1.0,,1.0,1.0,,,,,,1.0,1.0,,,,
11352375,home,Newcastle United,Bruno Guimarães,,,bruno-guimaraes,B. Guimarães,M,39,182,31550,M,BrunoGuimarães,866469,EUR,879638400,M,39,39,False,74.0,64.0,10.0,7.0,26.0,26.0,38.0,50.0,10.0,,,,,,90.0,98.0,8.0,16.0,0.144634,2,,2.0,,3.0,10.0,1.0,4.0,4.0,,,,,3.0,2.0,2.0,3.0,,0.1906,,,,,2.0,,,,,,2.0,,,,
11352375,home,Newcastle United,Joelinton,,,joelinton,Joelinton,M,7,186,10098,M,joelinton34,560128,EUR,839980800,M,7,7,False,47.0,41.0,1.0,1.0,23.0,25.0,18.0,22.0,5.0,,,,,,90.0,71.0,7.0,15.0,0.0277878,3,,,,14.0,9.0,2.0,2.0,,,2.0,,1.0,6.0,4.0,3.0,2.0,4.0,0.9009,,,2.0,1.0,4.0,1.0,1.0,,0.8749,,,1.0,,,
11352375,home,Newcastle United,Miguel Almirón,,,miguel-almiron,M. Almirón,M,10,174,8461,M,miguel_almiron,333373,EUR,760838400,F,24,24,False,34.0,32.0,2.0,2.0,11.0,11.0,21.0,25.0,1.0,,,,,,87.0,49.0,7.5,8.0,0.163294,0,,2.0,,5.0,5.0,,4.0,2.0,,,,,1.0,1.0,,2.0,1.0,,3.0,,,,2.0,,,,,1.0,,,,,
11352375,home,Newcastle United,Alexander Isak,,,alexander-isak,A. Isak,F,9,193,100485,M,AlexIsak,823941,EUR,937872000,F,14,14,False,12.0,9.0,1.0,1.0,2.0,2.0,7.0,10.0,,,,,,,81.0,17.0,7.0,7.0,0.0101007,1,,,,5.0,1.0,,1.0,,,,,,,,1.0,,2.0,0.636,,,1.0,1.0,2.0,1.0,1.0,,0.5555,,,,,,
