match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,player_firstName,player_lastName,stat_totalTackle,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_wonTackle,stat_keyPass,stat_dispossessed,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_wasFouled,stat_totalOffside,stat_goals,stat_goodHighClaim,stat_hitWoodwork,stat_bigChanceMissed
12451078,home,Nice,Marcin Bułka,marcin-bulka,M. Bułka,G,99,198,4805,M,marcinbulka1,889590,EUR,938995200,G,1,1,False,27.0,24.0,9.0,6.0,0.0,21.0,22.0,3.0,5.0,7.0,3.0,4.0,90.0,36.0,7.3,3.0,0.00210848,0,-0.3653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12451078,home,Nice,Youssouf Ndayishimiye,youssouf-ndayishimiye,Y. Ndayishimiye,D,55,183,1788,M,,985934,EUR,909446400,D,55,55,False,67.0,60.0,8.0,4.0,0.0,43.0,45.0,17.0,22.0,3.0,,,90.0,78.0,6.7,8.0,0.00777204,1,,True,3.0,2.0,6.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,0.0478,,,,,,,,,,,,,,,,,,
12451078,home,Nice,Moise Bombito,bombito-moise,M. Bombito,D,64,190,602,M,,1469180,EUR,954374400,D,64,64,False,55.0,49.0,9.0,8.0,0.0,29.0,31.0,20.0,24.0,3.0,,,90.0,61.0,6.7,6.0,0.0237301,0,,,5.0,2.0,6.0,4.0,1.0,1.0,1.0,,4.0,,,,1.0,,Moise Bombito,,1.0,,,,,,,,,,,,,,,
12451078,home,Nice,Melvin Bard,melvin-bard,M. Bard,D,26,173,502,M,,906075,EUR,973468800,D,26,26,False,19.0,14.0,2.0,,0.0,14.0,16.0,,3.0,4.0,,,45.0,25.0,6.5,6.0,0.00019311,0,,,,1.0,1.0,4.0,1.0,,,,1.0,1.0,,,,,,,3.0,,,,,,,,,,,,,,,
12451078,home,Nice,Jonathan Clauss,jonathan-clauss,J. Clauss,M,92,178,2004,M,,821728,EUR,717379200,M,92,92,False,40.0,32.0,2.0,1.0,1.0,16.0,17.0,17.0,26.0,6.0,,,90.0,65.0,7.4,12.0,0.483187,0,,,,1.0,3.0,3.0,1.0,,,,3.0,,5.0,,2.0,,,,2.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,
12451078,home,Nice,Pablo Rosario,pablo-rosario,P. Rosario,M,13,188,1208,M,,804472,EUR,852595200,M,8,8,False,26.0,22.0,2.0,1.0,0.0,14.0,16.0,9.0,11.0,3.0,,,75.0,32.0,6.4,5.0,0.0493321,1,,,1.0,1.0,4.0,1.0,2.0,,,,,,1.0,,,0.02,,,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,
12451078,home,Nice,Tanguy Ndombélé,tanguy-ndombele,T. Ndombélé,M,22,181,2715,M,,845486,EUR,851731200,M,22,22,False,15.0,14.0,3.0,2.0,0.0,9.0,9.0,6.0,7.0,4.0,,,62.0,27.0,7.0,6.0,0.239836,2,,,,1.0,1.0,3.0,,1.0,,1.0,1.0,,,3.0,,0.3444,,,2.0,1.0,1.0,,2.0,1.0,,1.0,,,,,,,,
12451078,home,Nice,Ali Abdi,ali-abdi,A. Abdi,M,2,183,4213,M,,919027,EUR,756345600,M,2,2,False,33.0,21.0,2.0,,0.0,10.0,16.0,11.0,18.0,7.0,,,90.0,52.0,7.0,20.0,0.103513,4,,,1.0,2.0,4.0,3.0,,1.0,,3.0,1.0,,1.0,2.0,1.0,0.2505,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,0.1219,,,,,,
12451078,home,Nice,Evann Guessand,evann-guessand,E. Guessand,F,29,185,5228,M,,930245,EUR,993945600,F,29,29,False,22.0,13.0,1.0,,1.0,2.0,4.0,11.0,19.0,7.0,,,90.0,42.0,7.5,14.0,0.0577994,3,,,1.0,3.0,5.0,9.0,1.0,5.0,4.0,1.0,1.0,,1.0,2.0,2.0,0.1778,,,1.0,1.0,,,,3.0,1.0,2.0,,,1.0,,,,,
12451078,home,Nice,Mohamed-Ali Cho,mohamed-ali-cho,M. Cho,F,25,182,1757,M,,1063235,EUR,1074470400,F,25,25,False,15.0,9.0,1.0,,0.0,3.0,5.0,6.0,13.0,3.0,,,75.0,30.0,6.6,16.0,0.00617365,0,,,,,2.0,5.0,,3.0,1.0,,,,,4.0,,,,,2.0,3.0,,,,,,,,,2.0,1.0,,,,
