match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_ownGoals,stat_fouls,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_unsuccessfulTouch,stat_wasFouled,stat_totalContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_wonContest,stat_errorLeadToAShot,stat_totalOffside,captain,stat_goalAssist,stat_errorLeadToAGoal,stat_goodHighClaim,stat_punches,stat_outfielderBlock,stat_bigChanceCreated,stat_bigChanceMissed
10408534,home,Athletic Club,Unai Simón,unai-simon,U. Simón,G,1,189,6832,M,unai_simon,797291,EUR,865987200,G,1,1,False,9.0,7.0,2.0,7.0,8.0,1.0,5.0,2.0,2.0,1.0,1.0,45.0,15.0,6.3,3.0,0.0,0.0,6.228e-05,0,-1.5504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408534,home,Athletic Club,Óscar de Marcos,oscar-de-marcos,Ó. de Marcos,D,10,180,561,M,,52663,EUR,608515200,D,18,18,False,45.0,41.0,3.0,13.0,13.0,40.0,3.0,,,,,78.0,76.0,6.1,13.0,0.0,0.0,0.0406255,0,,,,2.0,29.0,8.0,1.0,5.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10408534,home,Athletic Club,Yeray Álvarez,yeray-alvarez,Y. Álvarez,D,5,183,811,M,,807648,EUR,790905600,D,5,5,False,62.0,54.0,8.0,23.0,26.0,38.0,7.0,,,,,68.0,71.0,6.5,10.0,0.0,0.0,0.0266729,0,,,,5.0,31.0,2.0,,3.0,2.0,,,1.0,1.0,,,,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,
10408534,home,Athletic Club,Aitor Paredes,aitor-paredes,A. Paredes,D,4,186,1132,M,,959872,EUR,956966400,D,31,31,False,57.0,51.0,6.0,32.0,34.0,23.0,7.0,,,,,90.0,74.0,6.6,8.0,0.0205,0.0,0.00872875,1,,,,4.0,19.0,,,5.0,4.0,,,5.0,3.0,1.0,1.0,,4.0,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
10408534,home,Athletic Club,Yuri Berchiche,yuri-berchiche,Y. Berchiche,D,17,181,1146,M,,84531,EUR,634608000,D,17,17,False,53.0,39.0,3.0,11.0,16.0,46.0,12.0,,,,,90.0,95.0,7.2,26.0,0.0752,0.3054,0.187684,3,,,,1.0,30.0,9.0,2.0,4.0,6.0,1.0,,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
10408534,home,Athletic Club,Mikel Vesga,mikel-vesga,M. Vesga,M,6,191,504,M,,359742,EUR,734227200,M,6,6,False,66.0,57.0,5.0,13.0,21.0,47.0,11.0,,,,,90.0,76.0,6.8,12.0,0.0,0.0,0.0732171,0,,,,5.0,44.0,2.0,,3.0,9.0,1.0,,,1.0,2.0,1.0,1.0,2.0,,,6.0,,1.0,,1.0,,,,1.0,1.0,,,,,,,,,
10408534,home,Athletic Club,Oihan Sancet,oihan-sancet,O. Sancet,M,8,188,3356,M,,966801,EUR,956620800,M,8,8,False,30.0,27.0,,5.0,5.0,26.0,2.0,,,,,78.0,41.0,6.0,9.0,0.0527,0.0,0.0441567,1,,,,,23.0,1.0,1.0,6.0,1.0,1.0,1.0,,,,,,2.0,,,,1.0,2.0,,3.0,,,,1.0,,,,,,,,,,
10408534,home,Athletic Club,Iñaki Williams,inaki-williams,I. Williams,M,9,186,20741,M,IñakiWill,783374,EUR,771638400,M,9,9,False,19.0,15.0,1.0,3.0,3.0,24.0,3.0,,,,,90.0,41.0,6.4,17.0,0.3681,0.0,0.011236,4,,,,1.0,12.0,8.0,,3.0,3.0,,1.0,1.0,,,,,,,1.0,,,3.0,,4.0,,4.0,,3.0,,2.0,,,,,,,,
10408534,home,Athletic Club,Iker Muniain,iker-muniain,I. Muniain,M,19,169,1079,M,,71707,EUR,724723200,M,10,10,False,49.0,39.0,4.0,5.0,5.0,50.0,3.0,,,,,90.0,62.0,6.6,15.0,0.0,0.0,0.130295,0,,,,2.0,37.0,6.0,3.0,5.0,2.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,,,2.0,,,,1.0,,,True,1.0,,,,,,
10408534,home,Athletic Club,Álex Berenguer,alex-berenguer,Á. Berenguer,M,7,175,1919,M,,592012,EUR,804816000,M,7,7,False,34.0,27.0,4.0,5.0,5.0,41.0,5.0,,,,,90.0,66.0,7.4,21.0,0.1896,0.2869,0.16548,3,,,,2.0,24.0,12.0,2.0,6.0,8.0,1.0,,,,2.0,2.0,,1.0,3.0,2.0,,1.0,1.0,1.0,7.0,1.0,1.0,,5.0,,1.0,,,,,,,,
10408534,home,Athletic Club,Gorka Guruzeta,gorka-guruzeta,G. Guruzeta,F,11,188,2498,M,,605672,EUR,842486400,F,12,12,False,11.0,9.0,,4.0,4.0,7.0,,,,,,45.0,14.0,6.4,3.0,0.0,0.0,0.0105544,0,,,,,5.0,,,4.0,1.0,1.0,1.0,,,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,
10408534,home,Athletic Club,Julen Agirrezabala,julen-agirrezabala,J. Agirrezabala,G,25,187,1097,M,,1014412,EUR,977788800,G,13,13,True,13.0,11.0,4.0,9.0,9.0,4.0,1.0,1.0,1.0,,,45.0,14.0,6.7,2.0,0.0,0.0,0.00138669,0,0.2864,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408534,home,Athletic Club,Raúl García,raul-garcia,R. García,M,22,184,373,M,,4581,EUR,521424000,M,22,22,True,11.0,8.0,1.0,2.0,3.0,10.0,1.0,,,,,45.0,28.0,7.7,6.0,0.8778,0.9943,0.0516151,5,,,,1.0,6.0,2.0,,3.0,9.0,,,,1.0,,,,1.0,1.0,1.0,6.0,3.0,,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,
10408534,home,Athletic Club,Íñigo Lekue,inigo-lekue,Í. Lekue,D,15,180,388,M,,801837,EUR,736473600,D,15,15,True,14.0,13.0,1.0,5.0,5.0,12.0,1.0,,,,,22.0,20.0,6.8,4.0,0.0,0.0,0.0361832,0,,,,,9.0,3.0,1.0,1.0,2.0,,,1.0,,1.0,1.0,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,
10408534,home,Athletic Club,Ander Capa,ander-capa,A. Capa,D,,173,110,M,,267863,EUR,705801600,D,21,21,True,10.0,9.0,1.0,3.0,4.0,8.0,1.0,,,,,12.0,17.0,6.7,4.0,0.0,0.0,0.0492787,0,,,,,7.0,2.0,1.0,2.0,1.0,,,,,,,,2.0,1.0,,,,1.0,,1.0,,,,1.0,,,,,,,,,,
10408534,home,Athletic Club,Jon Morcillo,jon-morcillo,J. Morcillo,M,7,183,182,M,,966804,EUR,905817600,F,2,2,True,3.0,1.0,,,1.0,2.0,,,,,,4.0,3.0,,2.0,0.0,0.0,0.00081919,0,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
10408534,home,Athletic Club,Ander Iru,ander-iru,A. Iru,G,1,188,14,M,,1010276,EUR,903744000,G,35,35,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408534,home,Athletic Club,Mikel Balenziaga,mikel-balenziaga,M. Balenziaga,D,24,176,74,M,,41963,EUR,573091200,D,24,24,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408534,home,Athletic Club,Dani García,dani-garcia,D. García,M,14,180,701,M,,298920,EUR,643507200,M,14,14,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408534,home,Athletic Club,Oier Zarraga,oier-zarraga,O. Zarraga,M,6,175,217,M,,1009661,EUR,915408000,M,19,19,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408534,home,Athletic Club,Unai Vencedor,unai-vencedor,U. Vencedor,M,12,176,264,M,,966802,EUR,974246400,M,16,16,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408534,away,Girona FC,Paulo Gazzaniga,paulo-gazzaniga,P. Gazzaniga,G,13,196,1913,M,,164343,EUR,694310400,G,13,13,False,30.0,12.0,22.0,8.0,11.0,19.0,9.0,,1.0,,,90.0,41.0,5.6,19.0,0.0,0.0,0.00080752,0,-0.4134,,,5.0,4.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,2.0,1.0,,,
10408534,away,Girona FC,Arnau Martínez,arnau-martinez,A. Martínez,D,4,181,1573,M,,1084081,EUR,1051228800,D,4,4,False,39.0,26.0,5.0,16.0,24.0,16.0,8.0,,,,,90.0,66.0,6.6,15.0,0.0,0.0,0.152841,0,,Arnau Martinez,,,11.0,1.0,1.0,7.0,7.0,3.0,,5.0,2.0,2.0,1.0,,3.0,1.0,2.0,1.0,,2.0,2.0,2.0,,,,2.0,,,,,,,,2.0,,
