match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_outfielderBlock,stat_fouls,player_firstName,player_lastName,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_keyPass,stat_shotOffTarget,stat_wasFouled,captain,stat_hitWoodwork,player_sofascoreId,stat_bigChanceMissed,stat_totalOffside,stat_goalAssist
10389878,home,RC Lens,Brice Samba,brice-samba,B. Samba,G,30,186,2098,M,164055,EUR,767232000,G,30,30,False,26.0,21.0,8.0,3.0,20.0,22.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,90.0,33.0,7.4,5.0,0.0,0.0,0.00087665,0,0.7503,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389878,home,RC Lens,Jonathan Gradit,jonathan-gradit,J. Gradit,D,24,180,273,M,369650,EUR,722563200,D,24,24,False,9.0,8.0,,,4.0,4.0,4.0,6.0,,1.0,,2.0,1.0,2.0,,,,16.0,14.0,6.8,3.0,0.0,0.0,0.00117721,0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10389878,home,RC Lens,Kevin Danso,danso-kevin,K. Danso,D,4,190,3440,M,794953,EUR,906163200,D,4,4,False,108.0,104.0,3.0,2.0,65.0,65.0,39.0,43.0,,4.0,1.0,6.0,2.0,6.0,,,,90.0,116.0,8.1,5.0,0.2635,0.3417,0.0220934,2,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
10389878,home,RC Lens,Facundo Medina,facundo-medina,F. Medina,D,32,184,4462,M,860307,EUR,927849600,D,14,14,False,95.0,89.0,4.0,3.0,46.0,47.0,44.0,51.0,1.0,1.0,7.0,2.0,1.0,4.0,,,,90.0,115.0,7.2,13.0,0.0,0.0,0.204873,0,,3.0,3.0,,,2.0,2.0,1.0,,,,1.0,3.0,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,
10389878,home,RC Lens,Jimmy Cabot,jimmy-cabot,J. Cabot,M,,164,72,M,308130,EUR,766627200,M,19,19,False,49.0,44.0,2.0,1.0,16.0,16.0,28.0,43.0,2.0,,12.0,3.0,,12.0,,,,90.0,86.0,6.4,23.0,0.1353,0.0,0.123124,1,,10.0,,3.0,3.0,4.0,3.0,,,,,,3.0,,,,4.0,1.0,,1.0,1.0,,,,,,,
10389878,home,RC Lens,Salis Abdul Samed,abdul-samed-salis,S. A. Samed,M,99,180,2025,M,993455,EUR,954028800,M,26,26,False,90.0,87.0,5.0,4.0,35.0,35.0,52.0,55.0,,1.0,7.0,5.0,1.0,8.0,,,,90.0,108.0,6.8,10.0,0.0492,0.0,0.0470502,1,,,2.0,2.0,1.0,4.0,1.0,,,,,,2.0,,,,2.0,2.0,,,1.0,2.0,,,,,,
10389878,home,RC Lens,Łukasz Poręba,lukasz-poreba,Ł. Poręba,M,8,179,654,M,942336,EUR,952905600,M,13,13,False,29.0,20.0,2.0,,6.0,7.0,14.0,24.0,1.0,1.0,5.0,3.0,,1.0,,,,45.0,40.0,6.5,13.0,0.0345,0.0,0.023745,1,,2.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,3.0,,,,,1.0,,1.0,,,,,,,,
10389878,home,RC Lens,Massadio Haïdara,massadio-haidara,M. Haïdara,D,21,179,600,M,143344,EUR,723254400,M,21,21,False,69.0,66.0,2.0,2.0,34.0,34.0,32.0,35.0,,1.0,1.0,8.0,3.0,5.0,,,,90.0,85.0,7.5,4.0,0.0,0.0,0.0322305,0,,,2.0,5.0,4.0,1.0,,,,,,,,,,,1.0,,,,,2.0,,,,,,
10389878,home,RC Lens,Florian Sotoca,florian-sotoca,F. Sotoca,F,7,187,757,M,788921,EUR,656812800,F,7,7,False,56.0,50.0,5.0,5.0,20.0,21.0,30.0,38.0,2.0,1.0,5.0,4.0,1.0,3.0,,,,90.0,75.0,7.6,12.0,0.3844,0.1386,0.247265,3,,3.0,1.0,,,1.0,3.0,1.0,1.0,,,,1.0,,,,,,,1.0,2.0,2.0,True,1.0,,,,
10389878,home,RC Lens,David Pereira da Costa,david-pereira-da-costa,D. P. d. Costa,M,10,165,576,M,1023091,EUR,978652800,F,20,20,False,35.0,35.0,1.0,1.0,8.0,8.0,28.0,30.0,1.0,,9.0,2.0,1.0,7.0,,,,72.0,48.0,6.5,7.0,0.0,0.0,0.454713,0,,3.0,,,,1.0,3.0,1.0,,,,,1.0,,,1.0,3.0,2.0,,1.0,,1.0,,,,,,
