match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialWon,stat_interceptionWon,stat_wonTackle,stat_fouls,stat_dispossessed,stat_outfielderBlock,stat_totalOffside,stat_totalCross,stat_wonContest,stat_blockedScoringAttempt,stat_keyPass,player_sofascoreId,stat_goalAssist,stat_accurateCross,stat_goals,stat_savedShotsFromInsideTheBox,stat_lastManTackle,stat_errorLeadToAShot,stat_bigChanceCreated,stat_bigChanceMissed
10385515,home,Leeds United,Patrick Bamford,,,patrick-bamford,P. Bamford,F,45,185,2242,M,204336,EUR,747187200,F,9,9,False,26.0,20.0,,,9.0,11.0,11.0,15.0,4.0,,1.0,,,,66.0,41.0,7.4,11.0,0.3276,0.1011,0.0409211,2,,,2.0,6.0,1.0,4.0,1.0,1.0,,2.0,,2.0,2.0,,,1.0,1.0,,,2.0,,1.0,,,,1.0,,,,,
10385515,home,Leeds United,Weston McKennie,,,weston-mckennie,W. McKennie,M,22,185,7292,M,881931,EUR,904262400,M,28,28,True,10.0,6.0,1.0,,,2.0,6.0,8.0,,3.0,2.0,,,,24.0,15.0,6.7,4.0,0.0,0.0,0.0351864,0,,,,,,,,,,,,,1.0,,,,,,,,,,west.mckennie,,,,,,,,
10385515,home,Leeds United,Rodrigo,,,rodrigo,Rodrigo,M,19,181,2040,M,542472,EUR,668217600,F,19,19,True,4.0,3.0,1.0,1.0,,,3.0,4.0,,,2.0,,,,24.0,12.0,6.5,6.0,0.0,0.0,0.0256928,0,,,,3.0,,,,,,3.0,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,
10385515,home,Leeds United,Wilfried Gnonto,,,wilfried-gnonto,W. Gnonto,M,29,170,3597,M,998951,EUR,1067990400,F,29,29,True,11.0,10.0,,,3.0,3.0,7.0,11.0,3.0,,3.0,,,,24.0,20.0,7.0,7.0,0.0,0.0,0.0299514,0,,,,1.0,,1.0,,,1.0,3.0,1.0,,,,1.0,,,,3.0,1.0,,1.0,,1.0,,,,,,,
10385515,home,Leeds United,Georginio Rutter,,,rutter-georginio,G. Rutter,M,10,182,3505,M,946695,EUR,1019260800,F,24,24,True,2.0,2.0,,,,,2.0,2.0,2.0,,,,,,11.0,8.0,6.7,2.0,0.0,0.0,0.00781872,0,,,1.0,2.0,,,,,2.0,1.0,,,,2.0,,1.0,,,,,,,,,,,,,,,
10385515,home,Leeds United,Luis Sinisterra,,,luis-sinisterra,L. Sinisterra,F,17,176,6576,M,836070,EUR,929577600,F,23,23,True,,,,,,,,,,,,,,,1.0,,,,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,Sinisterra29,,,,,,,,
10385515,home,Leeds United,Joel Robles,,,joel-robles,J. Robles,G,1,195,157,M,93796,EUR,645580800,G,22,22,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385515,home,Leeds United,Pascal Struijk,,,pascal-struijk,P. Struijk,D,5,190,1365,M,836675,EUR,934329600,D,21,21,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385515,home,Leeds United,Rasmus Kristensen,,,rasmus-kristensen,R. Kristensen,D,13,186,1609,M,921789,EUR,868579200,D,25,25,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385515,home,Leeds United,Sam Greenwood,,,sam-greenwood,S. Greenwood,F,90,180,626,M,980640,EUR,1012003200,F,42,42,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385515,away,Brighton & Hove Albion,Jason Steele,,,jason-steele,J. Steele,G,23,188,538,M,31867,EUR,650937600,G,23,23,False,36.0,31.0,7.0,3.0,29.0,31.0,2.0,5.0,,,8.0,2.0,1.0,1.0,90.0,42.0,6.5,5.0,0.0,0.0,0.00044823,0,-1.2072,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,
10385515,away,Brighton & Hove Albion,Joël Veltman,,,joel-veltman,J. Veltman,D,34,184,1147,M,219572,EUR,695433600,D,34,34,False,32.0,24.0,1.0,,13.0,17.0,11.0,15.0,3.0,,1.0,,,,90.0,54.0,6.2,12.0,0.0895,0.0,0.00923893,2,,,,4.0,2.0,2.0,1.0,,2.0,,,,2.0,,1.0,,,,,1.0,1.0,,,,,,,,,,
10385515,away,Brighton & Hove Albion,Adam Webster,,,adam-webster,A. Webster,D,4,191,505,M,216308,EUR,789177600,D,4,4,False,96.0,85.0,4.0,2.0,55.0,59.0,30.0,37.0,6.0,4.0,4.0,,,,88.0,109.0,7.0,11.0,0.0,0.0,0.0140684,0,,,3.0,3.0,,,,,2.0,,,4.0,1.0,2.0,,,2.0,,,,,,,,,,,1.0,1.0,,
10385515,away,Brighton & Hove Albion,Lewis Dunk,,,lewis-dunk,L. Dunk,D,5,190,1911,M,115365,EUR,690681600,D,5,5,False,125.0,116.0,11.0,9.0,84.0,87.0,32.0,38.0,6.0,,8.0,,,,90.0,134.0,7.4,10.0,0.0537,0.0,0.0179113,2,,True,1.0,3.0,,,1.0,,3.0,1.0,,3.0,,2.0,2.0,,,,,,1.0,2.0,,,,,,1.0,,,
10385515,away,Brighton & Hove Albion,Pervis Estupiñán,,,pervis-estupinan,P. Estupiñán,D,2,175,14887,M,805465,EUR,885340800,D,30,30,False,43.0,35.0,2.0,2.0,20.0,20.0,16.0,25.0,7.0,1.0,7.0,,,,90.0,67.0,6.9,13.0,0.0206,0.0,0.0210101,1,,,,1.0,,2.0,1.0,,3.0,4.0,2.0,,,3.0,1.0,,,1.0,2.0,2.0,,,pervisestupinan,,1.0,,,,,,
10385515,away,Brighton & Hove Albion,Pascal Groß,,,pascal-gross,P. Groß,M,30,181,4733,M,48480,EUR,676944000,M,13,13,False,65.0,58.0,3.0,3.0,23.0,24.0,36.0,51.0,6.0,1.0,3.0,,,,90.0,90.0,7.3,18.0,0.1688,0.0,0.128965,1,,,,2.0,,3.0,,,2.0,,2.0,,,2.0,,1.0,1.0,,10.0,2.0,1.0,1.0,pascalgross65,,1.0,,,,,,
10385515,away,Brighton & Hove Albion,Moisés Caicedo,,,moises-caicedo,M. Caicedo,M,25,178,79319,M,987650,EUR,1004659200,M,25,25,False,60.0,48.0,6.0,4.0,19.0,22.0,29.0,38.0,9.0,,11.0,,,,90.0,77.0,7.5,14.0,0.0,0.0,0.0359291,0,,,,5.0,2.0,2.0,,,6.0,1.0,1.0,1.0,3.0,1.0,2.0,,1.0,,,1.0,,1.0,MoisesCaicedo55,,,,,,,,
10385515,away,Brighton & Hove Albion,Solly March,,,solly-march,S. March,M,7,180,1255,M,301288,EUR,774662400,M,7,7,False,35.0,27.0,,,5.0,9.0,24.0,35.0,9.0,,6.0,,,,90.0,64.0,7.3,20.0,0.0741,1.0501,0.119731,2,,,,3.0,,5.0,,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,,,1.0,9.0,3.0,,1.0,,,2.0,1.0,,,,,
10385515,away,Brighton & Hove Albion,Alexis Mac Allister,,,alexis-mac-allister,A. Mac Allister,M,10,176,71412,M,895324,EUR,914457600,M,10,10,False,62.0,52.0,5.0,5.0,15.0,16.0,37.0,46.0,5.0,,5.0,,,,90.0,83.0,7.4,19.0,0.6894,0.9398,0.330111,4,,,,5.0,1.0,4.0,3.0,1.0,,5.0,3.0,,,,1.0,1.0,,,,2.0,,,Macca10,,,1.0,,,,,
10385515,away,Brighton & Hove Albion,Kaoru Mitoma,,,mitoma-kaoru,K. Mitoma,M,22,178,20820,M,936849,EUR,864086400,M,22,22,False,44.0,39.0,,,11.0,11.0,28.0,35.0,5.0,,6.0,,,,90.0,56.0,7.4,10.0,0.1141,0.0,0.518391,1,,,,4.0,1.0,5.0,1.0,,1.0,,,2.0,1.0,1.0,,,,,2.0,2.0,,3.0,KaoruM,1.0,,,,,,2.0,
10385515,away,Brighton & Hove Albion,Evan Ferguson,,,evan-ferguson,E. Ferguson,F,11,188,8346,M,999231,EUR,1098144000,F,28,28,False,14.0,11.0,,,5.0,5.0,6.0,9.0,3.0,,1.0,,,,68.0,25.0,6.6,8.0,0.2954,0.0,0.00927165,1,,,1.0,4.0,,,,,2.0,3.0,1.0,,,1.0,1.0,2.0,,1.0,,,1.0,1.0,EvanFerguson9,,,,,,,,
10385515,away,Brighton & Hove Albion,Danny Welbeck,,,danny-welbeck,D. Welbeck,F,18,185,4510,M,33902,EUR,659577600,F,18,18,True,6.0,6.0,,,1.0,1.0,5.0,5.0,2.0,,1.0,,,,22.0,13.0,6.3,2.0,0.3886,0.0,0.0151626,1,,,,1.0,,2.0,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,1.0
10385515,away,Brighton & Hove Albion,Jan Paul van Hecke,,,jan-paul-van-hecke,J. P. van Hecke,D,6,189,3186,M,962012,EUR,960422400,D,29,29,True,2.0,2.0,,,,,2.0,2.0,1.0,1.0,,,,,2.0,3.0,,,0.0,0.0,0.0034497,0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
10385515,away,Brighton & Hove Albion,Robert Sánchez,,,robert-sanchez,R. Sánchez,G,1,197,18379,M,920546,EUR,879811200,G,1,1,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,RS1,,,,,,,,
10385515,away,Brighton & Hove Albion,Levi Colwill,,,levi-colwill,L. Colwill,D,6,187,17899,M,996911,EUR,1046217600,D,6,6,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,LColwill,,,,,,,,
10385515,away,Brighton & Hove Albion,Julio Enciso,,,julio-enciso,J. Enciso,M,19,173,12907,M,973556,EUR,1074816000,F,20,20,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,julioenciso.33,,,,,,,,
10385515,away,Brighton & Hove Albion,Jeremy Sarmiento,,,jeremy-sarmiento,J. Sarmiento,M,45,178,5120,M,983816,EUR,1024185600,F,19,19,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,jeremysarm7ento,,,,,,,,
10385515,away,Brighton & Hove Albion,Facundo Buonanotte,Facundo Buonanotte,,facundo-buonanotte,F. Buonanotte,M,40,174,18092,M,1117025,EUR,1103760000,M,40,40,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,facubuonanotte_,,,,,,,,
10385515,away,Brighton & Hove Albion,Yasin Ayari,,,yasin-ayari,Y. Ayari,M,26,172,2693,M,1036269,EUR,1065398400,M,26,26,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385515,away,Brighton & Hove Albion,Deniz Undav,,,deniz-undav,D. Undav,F,26,179,7434,M,794298,EUR,837734400,F,21,21,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,denizundav,,,,,,,,
